m10c161r1.htb	        0.839635	        1.364000	       0.696000	      0.388000	        -2.117663	        -0.250000	
m10c161r1.htb	        1.196828	        0.542000	       0.192000	      0.450000	        2.529896	        -0.250000	
m10c161r1.htb	        1.774817	        0.046000	       0.920000	      0.002000	        1.633537	        -0.250000	
m10c161r1.htb	        2.486943	        0.004000	       0.382000	      0.000000	        -1.263665	        -0.250000	
m10c161r1.htb	        1.230739	        0.452000	       0.092000	      0.860000	        0.136512	        -0.250000	
m10c161r1.htb	        1.817487	        0.038000	       0.008000	      0.448000	        2.754711	        -0.250000	
m10c161r1.htb	        1.271134	        0.388000	       0.064000	      1.004000	        3.132356	        -0.250000	
m10c161r1.htb	        1.292291	        0.388000	       0.954000	      0.060000	        -1.508523	        -0.250000	
m10c161r1.htb	        1.428276	        0.206000	       0.826000	      0.024000	        1.384467	        -0.250000	
m10c161r1.htb	        1.334030	        0.260000	       0.500000	      0.096000	        2.107756	        -0.250000	
m10c161r1.htb	        1.415607	        0.204000	       0.088000	      0.360000	        2.554720	        -0.250000	
m10c161r1.htb	        1.483514	        0.172000	       0.246000	      0.108000	        -2.240290	        -0.250000	
m10c161r1.htb	        1.953859	        0.022000	       0.462000	      0.004000	        1.916964	        -0.250000	
m10c161r1.htb	        1.303468	        0.306000	       0.080000	      0.616000	        2.734620	        -0.250000	
m10c161r1.htb	        1.299434	        0.358000	       0.088000	      0.456000	        -0.480127	        -0.250000	
m10c161r1.htb	        1.443741	        0.160000	       0.024000	      0.932000	        0.088133	        -0.250000	
m10c161r1.htb	        1.455277	        0.188000	       0.266000	      0.080000	        -0.952204	        -0.250000	
m10c161r1.htb	        0.830043	        1.368000	       0.364000	      0.958000	        0.045375	        -0.250000	
m10c161r1.htb	        1.720985	        0.052000	       0.006000	      0.884000	        3.058635	        -0.250000	
m10c161r1.htb	        2.029756	        0.012000	       0.028000	      0.032000	        2.427819	        -0.250000	
m10c161r1.htb	        1.895136	        0.028000	       0.164000	      0.018000	        -2.158977	        -0.250000	
m10c161r1.htb	        1.463598	        0.198000	       0.966000	      0.030000	        1.538027	        -0.250000	
m10c161r1.htb	        1.401903	        0.202000	       0.018000	      0.938000	        0.081577	        -0.250000	
m10c161r1.htb	        1.465374	        0.222000	       0.034000	      0.810000	        0.200459	        -0.250000	
m10c161r1.htb	        1.103480	        0.692000	       0.150000	      0.656000	        -2.728552	        -0.250000	
m10c161r1.htb	        2.100821	        0.018000	       0.004000	      0.358000	        -0.375923	        -0.250000	
m10c161r1.htb	        0.839635	        1.352000	       0.650000	      0.392000	        -2.117663	        -0.250000	
m10c161r1.htb	        1.196828	        0.580000	       0.200000	      0.430000	        2.529896	        -0.250000	
m10c161r1.htb	        1.774817	        0.052000	       0.942000	      0.010000	        1.633537	        -0.250000	
m10c161r1.htb	        2.486943	        0.000000	       0.384000	      0.000000	        -1.263665	        -0.250000	
m10c161r1.htb	        1.230739	        0.502000	       0.076000	      0.894000	        0.136512	        -0.250000	
m10c161r1.htb	        1.817487	        0.038000	       0.006000	      0.474000	        2.754711	        -0.250000	
m10c161r1.htb	        1.271134	        0.374000	       0.054000	      0.978000	        3.132356	        -0.250000	
m10c161r1.htb	        1.292291	        0.432000	       0.936000	      0.078000	        -1.508523	        -0.250000	
m10c161r1.htb	        1.428276	        0.264000	       0.836000	      0.030000	        1.384467	        -0.250000	
m10c161r1.htb	        1.302108	        0.328000	       0.314000	      0.170000	        2.296089	        -0.250000	
m10c161r1.htb	        1.415607	        0.252000	       0.072000	      0.358000	        2.554720	        -0.250000	
m10c161r1.htb	        1.483514	        0.184000	       0.228000	      0.100000	        -2.240290	        -0.250000	
m10c161r1.htb	        1.953859	        0.022000	       0.490000	      0.004000	        1.916964	        -0.250000	
m10c161r1.htb	        1.303468	        0.362000	       0.092000	      0.610000	        2.734620	        -0.250000	
m10c161r1.htb	        1.299434	        0.400000	       0.104000	      0.478000	        -0.480127	        -0.250000	
m10c161r1.htb	        1.443741	        0.184000	       0.032000	      0.906000	        0.088133	        -0.250000	
m10c161r1.htb	        1.455277	        0.178000	       0.312000	      0.092000	        -0.952204	        -0.250000	
m10c161r1.htb	        0.830043	        1.358000	       0.298000	      0.958000	        0.045375	        -0.250000	
m10c161r1.htb	        1.720985	        0.052000	       0.008000	      0.890000	        3.058635	        -0.250000	
m10c161r1.htb	        2.029756	        0.012000	       0.010000	      0.058000	        2.427819	        -0.250000	
m10c161r1.htb	        1.895136	        0.034000	       0.170000	      0.014000	        -2.158977	        -0.250000	
m10c161r1.htb	        1.463598	        0.170000	       0.914000	      0.026000	        1.538027	        -0.250000	
m10c161r1.htb	        1.401903	        0.234000	       0.034000	      0.886000	        0.081577	        -0.250000	
m10c161r1.htb	        1.465374	        0.166000	       0.030000	      0.806000	        0.200459	        -0.250000	
m10c161r1.htb	        1.103480	        0.736000	       0.198000	      0.620000	        -2.728552	        -0.250000	
m10c161r1.htb	        2.100821	        0.014000	       0.000000	      0.356000	        -0.375923	        -0.250000	
