FILE	 Wves_predicted	 Wves_actual	 coherence	 thresh_predicted	 thresh_actual_d0	 coherence	 thresh_actual_all	 thresh_actual_pm	 bias_delta0	 Wves_actual_minus	 Wves_actual_plus
m18c117r3.htb	0.423	0.933	16.000	1.771	2.286	16.000	3.002	3.360	0.146	0.804	1.062	
m18c117r3.htb	0.069	0.163	90.000	0.717	0.747	90.000	0.606	0.536	-0.000	0.200	0.126	
m18c117r3.htb	0.423	0.933	16.000	1.771	2.286	16.000	3.002	3.360	0.146	0.804	1.062	
m18c117r3.htb	0.069	0.163	90.000	0.717	0.747	90.000	0.606	0.536	-0.000	0.200	0.126	
m18c119r3.htb	0.049	0.848	16.000	1.530	2.708	16.000	1.441	0.808	2.388	0.897	0.799	
m18c119r3.htb	0.016	0.163	90.000	0.881	1.251	90.000	1.072	0.983	1.867	0.127	0.199	
m18c119r3.htb	0.049	0.848	16.000	1.530	2.708	16.000	1.441	0.808	2.388	0.897	0.799	
m18c119r3.htb	0.016	0.163	90.000	0.881	1.251	90.000	1.072	0.983	1.867	0.127	0.199	
m18c119r3.htb	0.049	0.848	16.000	1.530	2.708	16.000	1.441	0.808	2.388	0.897	0.799	
m18c119r3.htb	0.016	0.163	90.000	0.881	1.251	90.000	1.072	0.983	1.867	0.127	0.199	
m18c120r2.htb	0.897	0.792	16.000	1.223	2.153	16.000	2.208	2.235	2.247	0.927	0.658	
m18c120r2.htb	0.982	0.234	90.000	1.279	0.267	90.000	0.791	1.053	1.246	0.227	0.240	
m18c121r2.htb	0.429	0.883	16.000	2.224	2.433	16.000	1.997	1.779	0.939	0.849	0.916	
m18c121r2.htb	0.088	0.168	90.000	1.011	0.756	90.000	0.712	0.690	0.141	0.111	0.224	
m18c121r2.htb	0.429	0.883	16.000	2.224	2.433	16.000	1.997	1.779	0.939	0.849	0.916	
m18c121r2.htb	0.088	0.168	90.000	1.011	0.756	90.000	0.712	0.690	0.141	0.111	0.224	
m18c127r2.htb	0.569	0.935	16.000	1.779	1.945	16.000	2.834	3.278	-1.804	0.822	1.049	
m18c127r2.htb	0.106	0.214	90.000	0.767	1.266	90.000	0.940	0.777	-0.985	0.034	0.393	
m24c194r2.htb	0.127	0.648	16.000	1.786	2.010	16.000	2.380	2.564	-2.367	0.675	0.622	
m24c194r2.htb	0.035	0.111	60.000	0.944	1.099	60.000	0.763	0.594	-1.041	-0.088	0.310	
m24c194r2.htb	0.127	0.648	16.000	1.786	2.010	16.000	2.380	2.564	-2.367	0.675	0.622	
m24c194r2.htb	0.035	0.111	60.000	0.944	1.099	60.000	0.763	0.594	-1.041	-0.088	0.310	
m24c194r2.htb	0.127	0.648	16.000	1.786	2.010	16.000	2.380	2.564	-2.367	0.675	0.622	
m24c194r2.htb	0.035	0.111	60.000	0.944	1.099	60.000	0.763	0.594	-1.041	-0.088	0.310	
m24c188r2.htb	0.483	0.670	16.000	1.954	2.164	16.000	2.666	2.916	-1.825	0.626	0.713	
m24c188r2.htb	0.137	-0.011	60.000	1.041	0.490	60.000	0.720	0.836	-0.349	0.129	-0.151	
m24c188r2.htb	0.483	0.670	16.000	1.954	2.164	16.000	2.666	2.916	-1.825	0.626	0.713	
m24c188r2.htb	0.137	-0.011	60.000	1.041	0.490	60.000	0.720	0.836	-0.349	0.129	-0.151	
m24c140r2.htb	0.539	0.765	16.000	2.537	3.050	16.000	2.445	2.142	0.353	0.812	0.717	
m24c140r2.htb	0.047	0.119	60.000	0.746	0.973	60.000	0.761	0.655	0.024	0.084	0.154	
m24c188r2.htb	0.483	0.670	16.000	1.954	2.164	16.000	2.666	2.916	-1.825	0.626	0.713	
m24c188r2.htb	0.137	-0.011	60.000	1.041	0.490	60.000	0.720	0.836	-0.349	0.129	-0.151	
m24c38r2.htb	0.806	0.773	16.000	3.547	2.907	16.000	2.653	2.526	-1.865	0.763	0.784	
m24c38r2.htb	0.205	0.016	60.000	1.787	1.082	60.000	1.197	1.254	0.676	0.100	-0.068	
m24c119r2.htb	0.716	0.819	16.000	2.737	2.412	16.000	2.019	1.823	0.689	0.965	0.673	
m24c119r2.htb	0.174	0.124	60.000	1.351	0.759	60.000	0.712	0.689	-0.029	0.147	0.100	
m24c127r2.htb	0.392	0.651	16.000	2.966	2.838	16.000	3.409	3.695	-0.634	0.715	0.586	
m24c127r2.htb	0.073	0.172	60.000	1.284	0.953	60.000	1.202	1.326	0.116	0.282	0.062	
m24c155r2.htb	0.480	0.812	16.000	2.192	2.852	16.000	2.900	2.924	-0.347	0.721	0.902	
m24c155r2.htb	0.082	0.034	60.000	0.907	0.788	60.000	1.076	1.220	-0.452	-0.052	0.120	
m24c56r2.htb	0.772	0.830	18.000	2.292	1.567	18.000	1.030	0.761	-1.978	0.882	0.778	
m24c56r2.htb	0.181	0.127	60.000	1.109	1.387	60.000	1.026	0.846	-0.450	0.070	0.183	
m24c195r2.htb	0.459	0.809	16.000	2.709	1.867	16.000	2.198	2.363	-1.710	0.851	0.767	
m24c195r2.htb	0.046	-0.049	60.000	0.859	0.818	60.000	0.478	0.308	-0.339	0.103	-0.201	
m24c195r2.htb	0.537	0.705	16.000	3.458	1.729	16.000	2.050	2.211	-1.600	0.765	0.645	
m24c195r2.htb	0.029	-0.038	60.000	0.796	0.809	60.000	0.441	0.257	-0.212	0.173	-0.250	
m24c195r2.htb	0.285	0.888	16.000	2.009	1.943	16.000	2.249	2.401	-1.513	0.988	0.787	
m24c195r2.htb	0.058	-0.078	60.000	0.909	0.800	60.000	0.476	0.315	-0.436	0.043	-0.199	
m24c195r2.htb	0.459	0.809	16.000	2.709	1.867	16.000	2.198	2.363	-1.710	0.851	0.767	
m24c195r2.htb	0.046	-0.049	60.000	0.859	0.818	60.000	0.478	0.308	-0.339	0.103	-0.201	
m24c195r2.htb	0.459	0.809	16.000	2.709	1.867	16.000	2.198	2.363	-1.710	0.851	0.767	
m24c195r2.htb	0.046	-0.049	60.000	0.859	0.818	60.000	0.478	0.308	-0.339	0.103	-0.201	
m18c0r238.htb	0.165	0.794	16.000	1.821	3.742	16.000	2.925	2.516	-0.704	0.910	0.677	
m18c0r238.htb	0.058	0.361	60.000	1.080	1.617	60.000	1.265	1.089	-0.831	0.364	0.357	
m18c0r242.htb	0.458	0.879	8.000	3.192	4.091	8.000	3.968	3.906	1.031	0.850	0.907	
m18c0r242.htb	0.051	0.272	60.000	1.070	0.776	60.000	0.857	0.897	0.291	0.307	0.236	
m18c0r257.htb	0.549	1.061	8.000	3.978	6.494	8.000	4.745	3.870	1.105	1.189	0.932	
m18c0r257.htb	0.023	0.293	60.000	0.818	0.389	60.000	1.023	1.340	-0.081	0.338	0.247	
m18c0r259.htb	0.334	0.712	8.000	3.153	4.747	8.000	3.642	3.089	-0.079	0.704	0.720	
m18c0r259.htb	0.022	0.352	60.000	0.807	1.279	60.000	1.103	1.015	-0.216	0.426	0.278	
m18c0r261.htb	0.687	0.757	8.000	3.028	2.344	8.000	2.537	2.633	0.784	0.480	1.034	
m18c0r261.htb	0.009	0.180	60.000	0.343	0.911	60.000	0.770	0.700	0.804	0.136	0.225	
m19c0r166.htb	0.358	0.594	16.000	2.651	2.660	16.000	3.058	3.258	-2.925	0.757	0.431	
m19c0r166.htb	0.019	0.250	60.000	0.619	0.308	60.000	0.669	0.849	-0.191	0.283	0.217	
m18c0r265.htb	0.689	0.863	8.000	4.892	2.884	8.000	3.217	3.383	-1.334	0.814	0.912	
m18c0r265.htb	0.016	0.186	60.000	0.735	1.131	60.000	1.179	1.203	0.191	0.099	0.273	
m18c0r264.htb	0.863	0.789	8.000	2.741	3.891	8.000	3.426	3.194	-1.495	0.712	0.866	
m18c0r264.htb	0.055	0.247	60.000	0.693	1.476	60.000	1.109	0.925	-1.117	0.154	0.340	
m18c0r264.htb	0.863	0.789	8.000	2.741	3.891	8.000	3.426	3.194	-1.495	0.712	0.866	
m18c0r264.htb	0.055	0.247	60.000	0.693	1.476	60.000	1.109	0.925	-1.117	0.154	0.340	
m18c0r265.htb	0.689	0.863	8.000	4.892	2.884	8.000	3.217	3.383	-1.334	0.814	0.912	
m18c0r265.htb	0.016	0.186	60.000	0.735	1.131	60.000	1.179	1.203	0.191	0.099	0.273	
m18c498r4.htb	0.946	0.988	10.000	1.530	2.419	10.000	3.144	3.506	-3.109	1.252	0.724	
m18c498r4.htb	0.295	0.242	60.000	0.855	1.127	60.000	0.851	0.714	-1.121	0.338	0.146	
m18c498r3.htb	0.328	0.709	10.000	2.572	4.875	10.000	3.133	2.263	-5.800	0.010	1.408	
m18c498r3.htb	0.043	0.321	60.000	0.932	0.836	60.000	1.163	1.326	-0.722	0.349	0.293	
m18c497r2.htb	0.808	0.632	16.000	2.831	0.240	16.000	1.155	1.613	1.230	0.667	0.597	
m18c497r2.htb	0.771	0.329	60.000	2.766	2.138	60.000	0.924	0.317	0.770	0.348	0.311	
m18c483r2.htb	0.936	0.739	10.000	0.716	2.611	10.000	2.388	2.276	-0.495	0.519	0.960	
m18c483r2.htb	0.074	0.246	60.000	0.201	10.819	60.000	4.080	0.710	17.602	4.510	-4.017	
m18c515r2.htb	0.350	0.832	16.000	1.595	2.123	16.000	2.863	3.233	-0.079	1.109	0.555	
m18c515r2.htb	0.006	0.290	60.000	0.201	1.179	60.000	0.823	0.645	-0.480	0.357	0.224	
m18c515r2.htb	0.348	0.686	16.000	1.513	1.931	16.000	2.561	2.875	-0.515	0.783	0.588	
m18c515r2.htb	0.156	0.242	60.000	1.013	0.927	60.000	0.801	0.738	-0.544	0.356	0.128	
m18c509r2.htb	0.368	0.747	10.000	1.048	2.563	10.000	2.484	2.445	-1.312	0.874	0.620	
m18c509r2.htb	0.106	0.154	60.000	0.562	1.313	60.000	0.927	0.734	-1.475	0.205	0.104	
m18c515r2.htb	0.356	0.702	16.000	1.592	1.931	16.000	2.458	2.722	-0.515	0.786	0.618	
m18c515r2.htb	0.132	0.240	60.000	0.970	0.989	60.000	0.814	0.726	-0.657	0.319	0.160	
m18c498r4.htb	0.946	0.988	10.000	1.530	2.419	10.000	3.144	3.506	-3.109	1.252	0.724	
m18c498r4.htb	0.295	0.242	60.000	0.855	1.127	60.000	0.851	0.714	-1.121	0.338	0.146	
m18c498r3.htb	0.328	0.709	10.000	2.572	4.875	10.000	3.133	2.263	-5.800	0.010	1.408	
m18c498r3.htb	0.043	0.321	60.000	0.932	0.836	60.000	1.163	1.326	-0.722	0.349	0.293	
m18c498r2.htb	0.994	1.217	10.000	0.358	1.029	10.000	3.239	4.344	0.687	1.243	1.192	
m18c498r2.htb	0.338	-0.556	60.000	0.209	0.992	60.000	2.428	3.146	0.669	-1.402	0.290	
m18c483r2.htb	0.936	0.739	10.000	0.716	2.611	10.000	2.388	2.276	-0.495	0.519	0.960	
m18c483r2.htb	0.074	0.246	60.000	0.201	10.819	60.000	4.080	0.710	17.602	4.510	-4.017	
m18c481r2.htb	0.490	0.865	12.000	2.114	4.716	12.000	2.106	0.801	-1.936	0.323	1.407	
m18c481r2.htb	0.009	0.438	60.000	0.280	0.286	60.000	5.200	7.656	-0.000	-2.234	3.110	
m18c480r2.htb	 NaN	 NaN	56.000	 NaN	2.822	56.000	 NaN	 NaN	-0.390	 NaN	 NaN	
m18c0r269.htb	0.773	0.578	12.000	2.348	3.123	12.000	2.947	2.859	-1.838	0.193	0.964	
m18c0r269.htb	0.011	0.202	60.000	0.280	0.617	60.000	0.901	1.043	0.491	0.238	0.166	
m18c520r3.htb	0.436	0.766	10.000	2.054	3.216	10.000	2.878	2.710	-2.930	0.630	0.902	
m18c520r3.htb	0.052	0.349	30.000	0.709	1.178	30.000	1.104	1.066	-1.963	0.338	0.359	
m24c200r2.htb	0.569	0.751	16.000	3.025	1.079	16.000	2.223	2.795	-2.138	0.666	0.836	
m24c200r2.htb	0.157	0.315	60.000	1.590	0.584	60.000	1.123	1.392	-0.040	0.369	0.262	
m24c200r2.htb	0.569	0.751	16.000	3.025	1.079	16.000	2.223	2.795	-2.138	0.666	0.836	
m24c200r2.htb	0.157	0.315	60.000	1.590	0.584	60.000	1.123	1.392	-0.040	0.369	0.262	
m24c200r2.htb	0.569	0.751	16.000	3.025	1.079	16.000	2.223	2.795	-2.138	0.666	0.836	
m24c200r2.htb	0.157	0.315	60.000	1.590	0.584	60.000	1.123	1.392	-0.040	0.369	0.262	
m24c200r2.htb	0.569	0.751	16.000	3.025	1.079	16.000	2.223	2.795	-2.138	0.666	0.836	
m24c200r2.htb	0.157	0.315	60.000	1.590	0.584	60.000	1.123	1.392	-0.040	0.369	0.262	
m24c200r2.htb	0.569	0.751	16.000	3.025	1.079	16.000	2.223	2.795	-2.138	0.666	0.836	
m24c200r2.htb	0.157	0.315	60.000	1.590	0.584	60.000	1.123	1.392	-0.040	0.369	0.262	
m24c201r2.htb	0.377	0.748	16.000	3.306	3.601	16.000	2.719	2.278	-1.746	0.537	0.960	
m24c201r2.htb	0.071	0.086	60.000	1.438	0.721	60.000	0.868	0.942	0.180	0.042	0.131	
m18c537r2.htb	0.116	0.640	16.000	0.716	2.980	16.000	2.544	2.326	-1.778	0.512	0.769	
m18c537r2.htb	0.216	0.265	60.000	0.977	0.154	60.000	0.591	0.810	-1.181	0.339	0.192	
m18c537r2.htb	0.939	0.835	16.000	0.233	1.776	16.000	2.058	2.199	-0.606	1.063	0.606	
m18c537r2.htb	0.592	0.302	60.000	0.185	0.811	60.000	0.431	0.241	-0.638	0.293	0.312	
m18c537r2.htb	0.116	0.640	16.000	0.716	2.980	16.000	2.544	2.326	-1.778	0.512	0.769	
m18c537r2.htb	0.216	0.265	60.000	0.977	0.154	60.000	0.591	0.810	-1.181	0.339	0.192	
m18c483r2.htb	0.936	0.739	10.000	0.716	2.611	10.000	2.388	2.276	-0.495	0.519	0.960	
m18c483r2.htb	0.074	0.246	60.000	0.201	10.819	60.000	4.080	0.710	17.602	4.510	-4.017	
m18c481r2.htb	0.491	0.888	12.000	2.116	2.487	12.000	1.380	0.827	-1.215	0.504	1.272	
m18c481r2.htb	0.006	0.440	60.000	0.239	0.266	60.000	5.236	7.721	0.000	-2.230	3.110	
m24c202r3.htb	0.602	0.849	16.000	2.690	2.054	16.000	2.933	3.373	-0.848	0.634	1.065	
m24c202r3.htb	0.296	0.273	60.000	1.887	0.985	60.000	1.128	1.200	0.333	0.289	0.256	
m18c556r2.htb	0.202	0.698	16.000	1.646	1.265	16.000	2.192	2.656	-1.447	0.634	0.762	
m18c556r2.htb	0.100	0.338	60.000	1.156	0.267	60.000	0.470	0.571	-1.455	0.148	0.528	
m18c556r2.htb	0.202	0.698	16.000	1.646	1.265	16.000	2.192	2.656	-1.447	0.634	0.762	
m18c556r2.htb	0.100	0.338	60.000	1.156	0.267	60.000	0.470	0.571	-1.455	0.148	0.528	
m18c556r2.htb	0.202	0.698	16.000	1.646	1.265	16.000	2.192	2.656	-1.447	0.634	0.762	
m18c556r2.htb	0.100	0.338	60.000	1.156	0.267	60.000	0.470	0.571	-1.455	0.148	0.528	
m18c556r2.htb	0.202	0.698	16.000	1.646	1.265	16.000	2.192	2.656	-1.447	0.634	0.762	
m18c556r2.htb	0.100	0.338	60.000	1.156	0.267	60.000	0.470	0.571	-1.455	0.148	0.528	
m24c207r3.htb	0.780	0.845	16.000	2.996	1.336	16.000	1.976	2.296	-0.031	1.058	0.632	
m24c207r3.htb	0.176	0.120	60.000	1.424	0.930	60.000	0.765	0.683	-0.277	0.141	0.100	
m24c207r3.htb	0.780	0.845	16.000	2.996	1.336	16.000	1.976	2.296	-0.031	1.058	0.632	
m24c207r3.htb	0.176	0.120	60.000	1.424	0.930	60.000	0.765	0.683	-0.277	0.141	0.100	
m24c207r3.htb	0.780	0.845	16.000	2.996	1.336	16.000	1.976	2.296	-0.031	1.058	0.632	
m24c207r3.htb	0.176	0.120	60.000	1.424	0.930	60.000	0.765	0.683	-0.277	0.141	0.100	
m18c570r3.htb	0.185	0.660	16.000	1.251	2.925	16.000	2.317	2.013	1.794	0.801	0.520	
m18c570r3.htb	0.081	0.228	60.000	0.825	1.178	60.000	0.874	0.721	-0.253	0.231	0.225	
m24c202r3.htb	0.602	0.849	16.000	2.690	2.054	16.000	2.933	3.373	-0.848	0.634	1.065	
m24c202r3.htb	0.296	0.273	60.000	1.887	0.985	60.000	1.128	1.200	0.333	0.289	0.256	
m24c200r2.htb	0.569	0.751	16.000	3.025	1.079	16.000	2.223	2.795	-2.138	0.666	0.836	
m24c200r2.htb	0.157	0.315	60.000	1.590	0.584	60.000	1.123	1.392	-0.040	0.369	0.262	
m24c200r2.htb	0.569	0.751	16.000	3.025	1.079	16.000	2.223	2.795	-2.138	0.666	0.836	
m24c200r2.htb	0.157	0.315	60.000	1.590	0.584	60.000	1.123	1.392	-0.040	0.369	0.262	
m24c200r2.htb	0.569	0.751	16.000	3.025	1.079	16.000	2.223	2.795	-2.138	0.666	0.836	
m24c200r2.htb	0.157	0.315	60.000	1.590	0.584	60.000	1.123	1.392	-0.040	0.369	0.262	
m24c200r2.htb	0.569	0.751	16.000	3.025	1.079	16.000	2.223	2.795	-2.138	0.666	0.836	
m24c200r2.htb	0.157	0.315	60.000	1.590	0.584	60.000	1.123	1.392	-0.040	0.369	0.262	
m24c200r2.htb	0.569	0.751	16.000	3.025	1.079	16.000	2.223	2.795	-2.138	0.666	0.836	
m24c200r2.htb	0.157	0.315	60.000	1.590	0.584	60.000	1.123	1.392	-0.040	0.369	0.262	
m18c570r3.htb	0.386	0.672	16.000	1.280	2.185	16.000	1.682	1.431	1.967	0.895	0.448	
m18c570r3.htb	0.220	0.226	60.000	0.966	0.000	60.000	0.342	0.512	0.000	0.259	0.193	
m24c216r1.htb	0.585	0.750	16.000	2.129	2.264	16.000	2.903	3.222	-1.160	0.608	0.892	
m24c216r1.htb	0.128	0.050	60.000	0.996	0.677	60.000	0.855	0.944	-0.240	0.072	0.028	
m24c216r1.htb	0.585	0.750	16.000	2.129	2.264	16.000	2.903	3.222	-1.160	0.608	0.892	
m24c216r1.htb	0.128	0.050	60.000	0.996	0.677	60.000	0.855	0.944	-0.240	0.072	0.028	
m24c217r3.htb	0.713	0.609	16.000	2.020	3.337	16.000	2.750	2.456	0.133	0.616	0.601	
m24c217r3.htb	0.333	-0.009	60.000	1.382	1.763	60.000	1.422	1.252	0.823	0.163	-0.180	
m24c216r1.htb	0.585	0.750	16.000	2.129	2.264	16.000	2.903	3.222	-1.160	0.608	0.892	
m24c216r1.htb	0.128	0.050	60.000	0.996	0.677	60.000	0.855	0.944	-0.240	0.072	0.028	
m24c216r1.htb	0.585	0.750	16.000	2.129	2.264	16.000	2.903	3.222	-1.160	0.608	0.892	
m24c216r1.htb	0.128	0.050	60.000	0.996	0.677	60.000	0.855	0.944	-0.240	0.072	0.028	
m24c218r3.htb	0.802	0.849	16.000	1.498	1.637	16.000	1.874	1.993	-1.233	0.883	0.815	
m24c218r3.htb	0.539	0.172	60.000	1.228	1.494	60.000	0.927	0.643	-0.143	0.270	0.075	
m18c571r3.htb	0.334	0.728	16.000	1.602	2.753	16.000	2.751	2.750	-0.096	0.834	0.622	
m18c571r3.htb	0.107	0.276	60.000	0.907	0.614	60.000	0.752	0.821	-0.999	0.156	0.396	
m18c571r3.htb	0.840	0.748	16.000	2.265	1.987	16.000	1.167	0.758	0.278	0.880	0.617	
m18c571r3.htb	0.009	0.353	60.000	0.231	1.635	60.000	1.007	0.693	-1.123	0.153	0.552	
m18c571r3.htb	0.263	0.676	16.000	1.494	1.921	16.000	1.720	1.619	0.184	0.806	0.545	
m18c571r3.htb	0.006	0.313	60.000	0.231	1.226	60.000	1.080	1.007	-0.945	0.172	0.453	
m18c575r2.htb	0.630	0.713	16.000	1.695	2.464	16.000	2.311	2.234	1.506	0.774	0.651	
m18c575r2.htb	0.092	0.215	60.000	0.647	1.255	60.000	1.164	1.119	0.832	0.298	0.132	
m18c575r2.htb	0.640	0.713	16.000	1.672	2.464	16.000	2.311	2.234	1.506	0.774	0.651	
m18c575r2.htb	0.096	0.210	60.000	0.646	1.255	60.000	1.162	1.116	0.832	0.287	0.132	
m18c575r2.htb	0.640	0.713	16.000	1.672	2.464	16.000	2.311	2.234	1.506	0.774	0.651	
m18c575r2.htb	0.096	0.210	60.000	0.646	1.255	60.000	1.162	1.116	0.832	0.287	0.132	
m18c575r2.htb	0.640	0.713	16.000	1.672	2.464	16.000	2.311	2.234	1.506	0.774	0.651	
m18c575r2.htb	0.096	0.210	60.000	0.646	1.255	60.000	1.162	1.116	0.832	0.287	0.132	
m24c221r3.htb	0.144	0.655	16.000	1.446	1.081	16.000	2.265	2.858	-2.216	0.507	0.802	
m24c221r3.htb	0.002	0.235	60.000	0.165	0.299	60.000	0.651	0.827	-0.186	0.282	0.189	
m18c576r2.htb	0.034	0.640	16.000	0.672	1.582	16.000	1.245	1.076	-0.079	0.468	0.811	
m18c576r2.htb	0.001	0.331	60.000	0.121	1.540	60.000	1.133	0.930	-0.330	0.328	0.334	
m18c577r3.htb	0.122	0.530	16.000	1.064	2.149	16.000	1.808	1.637	0.723	0.457	0.602	
m18c577r3.htb	0.025	0.203	60.000	0.482	1.238	60.000	1.279	1.299	-0.414	0.168	0.238	
m18c579r3.htb	0.542	0.517	16.000	0.822	1.458	16.000	1.997	2.267	-1.746	0.372	0.663	
m18c579r3.htb	0.056	2.165	60.000	0.265	17.241	60.000	10.802	7.582	18.321	4.969	-0.639	
m18c580r1.htb	0.346	0.815	16.000	1.277	0.317	16.000	1.352	1.870	-0.266	0.715	0.914	
m18c580r1.htb	0.181	0.264	60.000	0.923	0.913	60.000	0.714	0.615	-0.492	0.379	0.149	
m18c580r1.htb	0.346	0.815	16.000	1.277	0.317	16.000	1.352	1.870	-0.266	0.715	0.914	
m18c580r1.htb	0.181	0.264	60.000	0.923	0.913	60.000	0.714	0.615	-0.492	0.379	0.149	
m18c581r3.htb	0.332	0.803	16.000	1.153	3.059	16.000	2.568	2.322	0.588	0.846	0.759	
m18c581r3.htb	0.329	0.261	60.000	1.147	0.846	60.000	0.802	0.780	-0.215	0.418	0.103	
m18c583r3.htb	0.636	0.821	16.000	2.043	5.847	16.000	4.319	3.554	-3.512	0.504	1.139	
m18c583r3.htb	0.330	0.313	60.000	1.471	1.331	60.000	1.255	1.217	-0.735	0.347	0.279	
m18c585r3.htb	0.594	0.770	16.000	1.290	1.989	16.000	2.177	2.271	-0.395	0.944	0.596	
m18c585r3.htb	0.226	0.096	60.000	0.796	0.430	60.000	0.627	0.726	-0.539	0.091	0.100	
m24c222r3.htb	0.614	0.707	16.000	2.167	3.339	16.000	2.797	2.525	-0.823	0.665	0.748	
m24c222r3.htb	0.330	0.146	60.000	1.589	0.907	60.000	1.180	1.317	-0.288	0.013	0.279	
m24c224r3.htb	0.724	0.628	16.000	2.549	3.062	16.000	2.255	1.851	-2.317	0.585	0.670	
m24c224r3.htb	0.356	0.339	60.000	1.789	1.738	60.000	0.728	0.223	-0.945	0.248	0.429	
m18c599r2.htb	0.571	0.797	16.000	1.660	2.040	16.000	2.559	2.818	-0.195	0.488	1.106	
m18c599r2.htb	0.217	0.157	60.000	1.022	0.666	60.000	0.750	0.793	-0.215	0.074	0.240	
m18c599r2.htb	0.571	0.797	16.000	1.660	2.040	16.000	2.559	2.818	-0.195	0.488	1.106	
m18c599r2.htb	0.217	0.157	60.000	1.022	0.666	60.000	0.750	0.793	-0.215	0.074	0.240	
m18c599r2.htb	0.571	0.797	16.000	1.660	2.040	16.000	2.559	2.818	-0.195	0.488	1.106	
m18c599r2.htb	0.217	0.157	60.000	1.022	0.666	60.000	0.750	0.793	-0.215	0.074	0.240	
m18c599r2.htb	0.528	0.861	16.000	1.542	1.999	16.000	2.559	2.839	0.159	0.658	1.065	
m18c599r2.htb	0.206	0.165	60.000	0.964	0.647	60.000	0.751	0.803	-0.227	0.099	0.232	
m18c599r2.htb	0.571	0.797	16.000	1.660	2.040	16.000	2.559	2.818	-0.195	0.488	1.106	
m18c599r2.htb	0.217	0.157	60.000	1.022	0.666	60.000	0.750	0.793	-0.215	0.074	0.240	
m18c599r2.htb	0.571	0.797	16.000	1.660	2.040	16.000	2.559	2.818	-0.195	0.488	1.106	
m18c599r2.htb	0.217	0.157	60.000	1.022	0.666	60.000	0.750	0.793	-0.215	0.074	0.240	
m18c599r2.htb	0.571	0.797	16.000	1.660	2.040	16.000	2.559	2.818	-0.195	0.488	1.106	
m18c599r2.htb	0.217	0.157	60.000	1.022	0.666	60.000	0.750	0.793	-0.215	0.074	0.240	
m18c599r2.htb	0.571	0.797	16.000	1.660	2.040	16.000	2.559	2.818	-0.195	0.488	1.106	
m18c599r2.htb	0.217	0.157	60.000	1.022	0.666	60.000	0.750	0.793	-0.215	0.074	0.240	
m24c229r3.htb	0.766	0.762	16.000	2.102	1.127	16.000	1.905	2.295	0.222	0.866	0.659	
m24c229r3.htb	0.009	0.166	60.000	0.230	0.400	60.000	0.506	0.559	-0.646	-0.001	0.334	
m18c628r3.htb	0.000	0.787	16.000	0.004	1.759	16.000	2.413	2.741	1.509	1.058	0.517	
m18c628r3.htb	0.366	0.238	60.000	0.583	1.332	60.000	0.825	0.572	-0.129	0.174	0.303	
m18c625r3.htb	0.425	0.602	16.000	0.820	2.705	16.000	3.422	3.780	-1.861	0.333	0.872	
m18c625r3.htb	0.034	0.302	60.000	0.233	1.195	60.000	0.833	0.652	-0.922	0.258	0.346	
m18c588r2.htb	0.429	0.542	16.000	1.348	2.932	16.000	2.308	1.997	0.700	0.542	0.543	
m18c588r2.htb	0.120	0.258	60.000	0.712	0.975	60.000	0.648	0.485	0.171	0.251	0.266	
m18c588r3.htb	0.493	0.477	16.000	1.448	2.886	16.000	2.224	1.894	0.798	0.452	0.502	
m18c588r3.htb	0.082	0.282	60.000	0.592	0.941	60.000	0.629	0.473	0.034	0.214	0.350	
m18c590r2.htb	0.127	0.687	16.000	0.935	2.451	16.000	2.045	1.842	1.869	0.708	0.665	
m18c590r2.htb	0.088	0.232	60.000	0.781	0.818	60.000	0.790	0.777	0.332	0.199	0.265	
m18c590r2.htb	0.207	0.764	16.000	0.684	2.862	16.000	1.852	1.347	2.180	1.058	0.469	
m18c590r2.htb	0.302	0.121	60.000	0.826	0.956	60.000	0.909	0.886	0.298	-0.007	0.249	
m18c590r2.htb	0.185	0.645	16.000	0.957	2.904	16.000	2.073	1.658	1.739	0.852	0.438	
m18c590r2.htb	0.103	0.201	60.000	0.713	1.181	60.000	0.880	0.730	-0.127	0.105	0.297	
m18c590r2.htb	0.127	0.687	16.000	0.935	2.451	16.000	2.045	1.842	1.869	0.708	0.665	
m18c590r2.htb	0.088	0.232	60.000	0.781	0.818	60.000	0.790	0.777	0.332	0.199	0.265	
m18c590r2.htb	0.127	0.687	16.000	0.935	2.451	16.000	2.045	1.842	1.869	0.708	0.665	
m18c590r2.htb	0.088	0.232	60.000	0.781	0.818	60.000	0.790	0.777	0.332	0.199	0.265	
m18c590r2.htb	0.127	0.687	16.000	0.935	2.451	16.000	2.045	1.842	1.869	0.708	0.665	
m18c590r2.htb	0.088	0.232	60.000	0.781	0.818	60.000	0.790	0.777	0.332	0.199	0.265	
m18c590r2.htb	0.127	0.687	16.000	0.935	2.451	16.000	2.045	1.842	1.869	0.708	0.665	
m18c590r2.htb	0.088	0.232	60.000	0.781	0.818	60.000	0.790	0.777	0.332	0.199	0.265	
m18c590r2.htb	0.127	0.687	16.000	0.935	2.451	16.000	2.045	1.842	1.869	0.708	0.665	
m18c590r2.htb	0.088	0.232	60.000	0.781	0.818	60.000	0.790	0.777	0.332	0.199	0.265	
m18c590r2.htb	0.127	0.687	16.000	0.935	2.451	16.000	2.045	1.842	1.869	0.708	0.665	
