FILE	         Coher	 repet	 Ve_P_u	 Vi_P_u	 co_P_u	 Ve_P_thr	 vi_P_th	 Co_P_thr	 Ve_N_u	 Vi_N_u	 co_N_u	 Ve_N_thr	 vi_N_th	 Co_N_thr	 Ves_CP	 Vis_CP	 Com_CP	 Ves_p	 Vis_p	 Com_p	 sign	 vesMax	 visMax	 coMax	
m2c403r2.htb 0.000 0.000 0.152 0.273 0.515 0.606 0.853 0.939 1.000 0.000 0.030 0.091 0.545 0.606 0.636 0.879 1.000 1.000 0.000 0.000 0.242 0.242 0.515 0.697 0.909 0.970 1.000 0.218 0.274 0.259 0.440 0.560 0.741 0.726 0.782 0.099 0.332 0.474 0.522 0.478 0.526 0.668 0.901 0.104 0.374 0.484 0.553 0.447 0.516 0.626 0.896 
m2c409r2.htb 0.000 0.000 0.235 0.471 0.529 0.706 0.824 1.000 1.000 0.000 0.059 0.588 0.941 0.941 0.944 1.000 1.000 1.000 0.000 0.000 0.059 0.278 0.706 0.722 1.000 1.000 1.000 0.286 0.389 0.567 0.375 0.625 0.433 0.611 0.714 0.382 0.522 0.552 0.492 0.508 0.448 0.478 0.618 0.436 0.588 0.524 0.483 0.517 0.476 0.412 0.564 
m2c417r2.htb 0.045 0.000 0.190 0.364 0.500 0.619 0.955 1.000 1.000 0.000 0.091 0.429 0.545 0.857 0.864 0.952 1.000 1.000 0.000 0.000 0.000 0.182 0.318 0.619 0.818 1.000 1.000 0.479 0.343 0.357 0.485 0.515 0.643 0.657 0.521 0.314 0.445 0.291 0.505 0.495 0.709 0.555 0.686 0.411 0.410 0.565 0.514 0.486 0.435 0.590 0.589 
m2c423r2.htb 0.000 0.022 0.196 0.565 0.696 0.717 0.957 1.000 1.000 0.000 0.043 0.283 0.717 0.848 0.891 0.957 1.000 1.000 0.000 0.000 0.152 0.283 0.587 0.739 0.978 1.000 1.000 0.403 0.378 0.462 0.551 0.449 0.538 0.622 0.597 0.390 0.293 0.343 0.467 0.533 0.657 0.707 0.610 0.149 0.234 0.347 0.395 0.605 0.653 0.766 0.851 
m2c427r2.htb 0.000 0.033 0.267 0.333 0.600 0.767 0.800 1.000 1.000 0.000 0.033 0.300 0.567 0.600 0.800 0.867 1.000 1.000 0.000 0.000 0.033 0.367 0.400 0.833 0.900 1.000 1.000 0.381 0.244 0.419 0.379 0.621 0.581 0.756 0.619 0.236 0.414 0.432 0.542 0.458 0.568 0.586 0.764 0.143 0.472 0.467 0.474 0.526 0.533 0.528 0.857 
m2c429r2.htb 0.000 0.000 0.111 0.444 0.481 0.778 0.852 1.000 1.000 0.000 0.037 0.222 0.407 0.333 0.704 0.926 1.000 1.000 0.000 0.000 0.037 0.333 0.556 0.852 0.963 1.000 1.000 0.130 0.383 0.398 0.517 0.483 0.602 0.617 0.870 0.056 0.266 0.376 0.610 0.390 0.624 0.734 0.944 0.005 0.023 0.250 0.438 0.562 0.750 0.977 0.995 
m2c436r2.htb 0.000 0.000 0.222 0.444 0.378 0.622 0.689 1.000 1.000 0.000 0.067 0.444 0.689 0.867 0.889 0.978 1.000 1.000 0.000 0.000 0.289 0.356 0.622 0.711 1.000 1.000 1.000 0.067 0.134 0.262 0.488 0.512 0.738 0.866 0.933 0.001 0.021 0.199 0.417 0.583 0.801 0.979 0.999 0.004 0.042 0.218 0.434 0.566 0.782 0.958 0.996 
m2c441r2.htb 0.000 0.000 0.100 0.250 0.450 0.500 0.825 0.975 0.975 0.000 0.000 0.375 0.525 0.625 0.725 0.950 1.000 1.000 0.000 0.000 0.125 0.350 0.600 0.650 0.925 1.000 1.000 0.005 0.063 0.201 0.342 0.658 0.799 0.937 0.995 0.000 0.012 0.290 0.442 0.558 0.710 0.988 1.000 0.025 0.015 0.122 0.517 0.483 0.878 0.985 0.975 
m2c443r2.htb 0.000 0.000 0.175 0.450 0.625 0.750 0.825 1.000 1.000 0.000 0.025 0.200 0.550 0.600 0.750 0.950 1.000 1.000 0.000 0.000 0.125 0.375 0.500 0.725 0.875 1.000 1.000 0.485 0.478 0.463 0.518 0.482 0.537 0.522 0.515 0.195 0.330 0.442 0.531 0.469 0.558 0.670 0.805 0.350 0.497 0.531 0.443 0.557 0.469 0.503 0.650 
m2c445r2.htb 0.000 0.043 0.304 0.609 0.696 0.652 0.913 1.000 1.000 0.000 0.043 0.217 0.696 0.652 0.957 0.957 1.000 1.000 0.000 0.000 0.174 0.522 0.783 1.000 1.000 1.000 1.000 0.159 0.231 0.313 0.513 0.487 0.687 0.769 0.841 0.078 0.378 0.477 0.415 0.585 0.523 0.622 0.922 0.375 0.319 0.348 0.372 0.628 0.652 0.681 0.625 
m2c450r2.htb 0.000 0.000 0.143 0.238 0.476 0.381 0.905 1.000 1.000 0.000 0.048 0.143 0.333 0.476 0.714 0.905 1.000 1.000 0.000 0.000 0.000 0.190 0.476 0.476 0.857 1.000 1.000 0.246 0.405 0.372 0.512 0.488 0.628 0.595 0.754 0.000 0.034 0.231 0.474 0.526 0.769 0.966 1.000 0.000 0.035 0.408 0.512 0.488 0.592 0.965 1.000 
m5c4r2.htb 0.000 0.000 0.067 0.310 0.241 0.276 0.552 0.833 1.000 0.000 0.034 0.207 0.138 0.276 0.172 0.379 0.793 0.966 0.000 0.000 0.000 0.034 0.207 0.310 0.586 0.931 1.000 0.244 0.276 0.430 0.509 0.491 0.570 0.724 0.756 0.180 0.482 0.477 0.417 0.583 0.523 0.518 0.820 0.316 0.419 0.474 0.608 0.392 0.526 0.581 0.684 
m5c6r2.htb 0.000 0.051 0.184 0.237 0.395 0.395 0.487 0.974 1.000 0.000 0.103 0.395 0.474 0.590 0.641 0.795 0.974 1.000 0.000 0.000 0.026 0.179 0.154 0.359 0.564 1.000 1.000 0.408 0.375 0.492 0.544 0.456 0.508 0.625 0.592 0.275 0.393 0.432 0.386 0.614 0.568 0.607 0.725 0.460 0.344 0.388 0.490 0.510 0.612 0.656 0.540 
m5c7r2.htb 0.000 0.000 0.269 0.308 0.423 0.731 0.692 1.000 1.000 0.000 0.077 0.269 0.538 0.577 0.654 0.808 1.000 1.000 0.000 0.000 0.038 0.154 0.269 0.231 0.808 0.962 1.000 0.267 0.351 0.373 0.300 0.700 0.627 0.649 0.733 0.175 0.437 0.397 0.389 0.611 0.603 0.563 0.825 0.413 0.127 0.301 0.562 0.438 0.699 0.873 0.587 
m5c8r2.htb 0.000 0.000 0.200 0.400 0.533 0.467 0.467 0.933 1.000 0.000 0.267 0.600 0.733 0.867 0.733 0.800 1.000 1.000 0.000 0.000 0.067 0.400 0.600 0.667 0.800 1.000 1.000 0.000 0.138 0.300 0.562 0.438 0.700 0.862 1.000 0.051 0.389 0.529 0.684 0.316 0.471 0.611 0.949 0.202 0.327 0.600 0.549 0.451 0.400 0.673 0.798 
m5c13r2.htb 0.000 0.133 0.300 0.500 0.567 0.733 0.833 1.000 1.000 0.000 0.033 0.200 0.400 0.567 0.767 0.800 0.967 1.000 0.000 0.000 0.200 0.400 0.667 0.833 0.933 1.000 1.000 0.200 0.247 0.406 0.438 0.562 0.594 0.753 0.800 0.039 0.258 0.406 0.471 0.529 0.594 0.742 0.961 0.256 0.325 0.501 0.422 0.578 0.499 0.675 0.744 
m5c14r2.htb 0.000 0.030 0.273 0.364 0.333 0.576 0.788 1.000 1.000 0.000 0.000 0.182 0.212 0.455 0.606 0.727 0.970 1.000 0.000 0.000 0.212 0.485 0.697 0.758 1.000 1.000 1.000 0.287 0.439 0.461 0.461 0.539 0.539 0.561 0.713 0.190 0.241 0.446 0.530 0.470 0.554 0.759 0.810 0.420 0.520 0.498 0.585 0.415 0.502 0.480 0.580 
m5c15r2.htb 0.000 0.040 0.360 0.360 0.480 0.680 0.800 1.000 1.000 0.000 0.000 0.080 0.280 0.320 0.400 0.600 1.000 1.000 0.000 0.040 0.200 0.400 0.640 0.800 0.880 1.000 1.000 0.078 0.277 0.488 0.622 0.378 0.512 0.723 0.922 0.465 0.429 0.336 0.478 0.522 0.664 0.571 0.535 0.091 0.359 0.418 0.630 0.370 0.582 0.641 0.909 
m5c25r2.htb 0.000 0.067 0.289 0.511 0.644 0.756 0.889 1.000 1.000 0.000 0.000 0.044 0.200 0.244 0.533 0.778 0.978 1.000 0.000 0.022 0.311 0.556 0.667 0.822 0.956 1.000 1.000 0.359 0.363 0.494 0.503 0.497 0.506 0.637 0.641 0.204 0.359 0.457 0.450 0.550 0.543 0.641 0.796 0.174 0.313 0.323 0.508 0.492 0.677 0.687 0.826 
m5c29r2.htb 0.000 0.020 0.180 0.300 0.500 0.540 0.780 0.960 1.000 0.000 0.000 0.160 0.240 0.420 0.540 0.840 0.980 1.000 0.000 0.020 0.380 0.600 0.660 0.860 1.000 1.000 1.000 0.473 0.505 0.488 0.475 0.525 0.512 0.495 0.527 0.409 0.412 0.548 0.491 0.509 0.452 0.588 0.591 0.294 0.587 0.520 0.421 0.579 0.480 0.413 0.706 
m5c30r2.htb 0.000 0.267 0.333 0.667 0.600 0.800 0.867 1.000 1.000 0.067 0.000 0.133 0.267 0.533 0.600 0.800 0.867 0.933 0.000 0.000 0.133 0.600 0.400 0.600 0.733 1.000 1.000 0.284 0.278 0.433 0.540 0.460 0.567 0.722 0.716 0.329 0.527 0.453 0.471 0.529 0.547 0.473 0.671 0.302 0.558 0.656 0.516 0.484 0.344 0.442 0.698 
m5c35r2.htb 0.000 0.071 0.296 0.464 0.556 0.571 0.852 0.963 1.000 0.000 0.179 0.667 0.778 0.667 0.857 0.889 1.000 1.000 0.000 0.143 0.296 0.714 0.786 0.963 1.000 1.000 1.000 0.313 0.299 0.481 0.506 0.494 0.519 0.701 0.687 0.294 0.376 0.435 0.556 0.444 0.565 0.624 0.706 0.399 0.368 0.457 0.488 0.512 0.543 0.632 0.601 
m5c37r2.htb 0.000 0.050 0.025 0.125 0.100 0.075 0.225 0.400 1.000 0.025 0.100 0.300 0.375 0.400 0.475 0.650 1.000 1.000 0.000 0.025 0.200 0.300 0.400 0.550 0.775 1.000 1.000 0.300 0.351 0.490 0.418 0.582 0.510 0.649 0.700 0.376 0.475 0.509 0.548 0.453 0.491 0.525 0.624 0.210 0.315 0.438 0.420 0.580 0.562 0.685 0.790 
m5c38r2.htb 0.000 0.032 0.200 0.200 0.267 0.333 0.548 0.839 1.000 0.000 0.033 0.226 0.419 0.484 0.700 0.800 0.967 1.000 0.000 0.033 0.233 0.333 0.567 0.806 0.968 1.000 1.000 0.434 0.396 0.565 0.511 0.489 0.435 0.604 0.566 0.246 0.491 0.628 0.545 0.455 0.372 0.509 0.754 0.065 0.329 0.651 0.544 0.456 0.349 0.671 0.935 
m5c40r2.htb 0.000 0.050 0.225 0.425 0.525 0.625 0.750 0.975 1.000 0.000 0.125 0.325 0.475 0.625 0.675 0.875 0.975 1.000 0.000 0.000 0.200 0.200 0.725 0.750 0.925 1.000 1.000 0.209 0.459 0.470 0.532 0.468 0.530 0.541 0.791 0.223 0.329 0.423 0.476 0.524 0.577 0.671 0.778 0.310 0.353 0.520 0.579 0.421 0.480 0.647 0.690 
m5c42r2.htb 0.000 0.308 0.417 0.583 0.750 0.917 1.000 1.000 1.000 0.000 0.333 0.333 0.667 0.615 0.917 0.769 1.000 1.000 0.000 0.167 0.583 0.667 0.750 0.750 1.000 1.000 1.000 0.095 0.186 0.667 0.649 0.351 0.333 0.814 0.905 0.580 0.465 0.353 0.556 0.444 0.647 0.535 0.420 0.010 0.198 0.302 0.500 0.500 0.698 0.802 0.990 
m5c46r2.htb 0.000 0.040 0.120 0.240 0.420 0.400 0.760 0.900 0.980 0.000 0.020 0.180 0.400 0.360 0.500 0.700 0.900 1.000 0.000 0.040 0.040 0.200 0.460 0.600 0.860 0.960 1.000 0.439 0.419 0.505 0.383 0.617 0.495 0.581 0.561 0.445 0.526 0.565 0.510 0.490 0.435 0.474 0.555 0.381 0.518 0.455 0.412 0.588 0.545 0.482 0.619 
m5c49r2.htb 0.000 0.000 0.057 0.314 0.371 0.486 0.714 0.971 1.000 0.000 0.057 0.286 0.286 0.457 0.657 0.857 1.000 1.000 0.000 0.000 0.114 0.286 0.429 0.714 0.800 1.000 1.000 0.393 0.385 0.507 0.466 0.534 0.493 0.615 0.607 0.493 0.416 0.479 0.532 0.468 0.521 0.584 0.507 0.461 0.353 0.486 0.527 0.473 0.514 0.647 0.539 
m5c54r2.htb 0.000 0.000 0.185 0.231 0.333 0.462 0.778 1.000 1.000 0.000 0.038 0.192 0.192 0.192 0.346 0.615 0.885 1.000 0.000 0.000 0.111 0.231 0.538 0.654 0.923 1.000 1.000 0.440 0.516 0.361 0.475 0.525 0.639 0.484 0.560 0.001 0.030 0.274 0.299 0.701 0.726 0.970 0.999 0.000 0.152 0.140 0.376 0.624 0.860 0.848 1.000 
m5c60r2.htb 0.000 0.000 0.206 0.265 0.529 0.500 0.971 1.000 1.000 0.000 0.059 0.147 0.118 0.265 0.706 0.647 0.971 1.000 0.000 0.000 0.029 0.353 0.324 0.559 0.882 1.000 1.000 0.079 0.205 0.333 0.408 0.592 0.667 0.795 0.921 0.003 0.059 0.263 0.378 0.622 0.737 0.941 0.997 0.173 0.331 0.313 0.423 0.577 0.687 0.669 0.827 
m5c63r2.htb 0.000 0.125 0.313 0.688 0.688 0.938 0.938 1.000 1.000 0.000 0.125 0.313 0.375 0.438 0.500 0.875 0.938 1.000 0.000 0.063 0.063 0.375 0.438 0.500 0.875 1.000 1.000 0.113 0.199 0.240 0.373 0.627 0.760 0.801 0.887 0.061 0.104 0.375 0.398 0.602 0.625 0.896 0.939 0.051 0.125 0.119 0.230 0.770 0.881 0.875 0.949 
m5c66r2.htb 0.000 0.053 0.216 0.676 0.595 0.811 0.946 1.000 1.000 0.000 0.000 0.108 0.297 0.568 0.622 0.649 0.946 1.000 0.000 0.027 0.108 0.108 0.459 0.658 0.838 0.973 1.000 0.049 0.077 0.336 0.474 0.526 0.664 0.923 0.951 0.070 0.388 0.432 0.379 0.621 0.568 0.612 0.930 0.001 0.069 0.238 0.363 0.637 0.762 0.931 0.999 
m5c67r2.htb 0.000 0.075 0.561 0.732 0.900 0.975 0.927 1.000 1.000 0.000 0.000 0.050 0.122 0.195 0.415 0.512 0.951 1.000 0.000 0.000 0.049 0.220 0.400 0.537 0.854 1.000 1.000 0.443 0.529 0.496 0.495 0.505 0.504 0.471 0.557 0.097 0.418 0.386 0.545 0.455 0.614 0.582 0.903 0.460 0.449 0.424 0.436 0.564 0.576 0.551 0.540 
m5c69r2.htb 0.000 0.075 0.250 0.375 0.475 0.625 0.975 0.975 1.000 0.000 0.025 0.125 0.175 0.325 0.375 0.650 0.950 1.000 0.000 0.000 0.075 0.400 0.350 0.550 0.650 0.975 1.000 0.028 0.107 0.297 0.503 0.497 0.703 0.893 0.972 0.020 0.156 0.363 0.491 0.509 0.637 0.844 0.980 0.067 0.429 0.489 0.588 0.412 0.511 0.571 0.933 
m5c70r2.htb 0.000 0.020 0.100 0.280 0.400 0.500 0.700 1.000 1.000 0.000 0.000 0.140 0.320 0.480 0.480 0.820 0.980 1.000 0.000 0.000 0.120 0.180 0.360 0.480 0.820 1.000 1.000 0.149 0.330 0.492 0.463 0.537 0.508 0.670 0.851 0.327 0.531 0.570 0.605 0.395 0.430 0.469 0.673 0.258 0.599 0.551 0.525 0.475 0.449 0.401 0.742 
m5c71r2.htb 0.000 0.000 0.000 0.020 0.080 0.240 0.500 0.840 1.000 0.000 0.000 0.220 0.340 0.660 0.680 0.820 1.000 1.000 0.000 0.020 0.080 0.200 0.200 0.380 0.820 0.980 1.000 0.170 0.289 0.463 0.437 0.563 0.537 0.711 0.830 0.140 0.310 0.468 0.494 0.506 0.532 0.690 0.860 0.043 0.155 0.375 0.473 0.527 0.625 0.845 0.957 
m5c74r2.htb 0.000 0.000 0.000 0.105 0.184 0.289 0.763 1.000 1.000 0.000 0.132 0.421 0.526 0.684 0.789 0.763 1.000 0.974 0.000 0.000 0.158 0.474 0.474 0.763 0.868 1.000 1.000 0.388 0.387 0.398 0.452 0.548 0.602 0.613 0.612 0.021 0.250 0.305 0.484 0.516 0.695 0.750 0.979 0.072 0.333 0.367 0.408 0.592 0.633 0.667 0.928 
m5c75r2.htb 0.000 0.000 0.000 0.200 0.257 0.257 0.543 0.943 1.000 0.000 0.057 0.194 0.286 0.514 0.600 0.657 0.943 1.000 0.000 0.000 0.057 0.222 0.457 0.486 0.800 1.000 1.000 0.004 0.145 0.327 0.468 0.532 0.673 0.855 0.996 0.000 0.013 0.220 0.266 0.734 0.780 0.987 1.000 0.336 0.457 0.479 0.540 0.460 0.521 0.543 0.664 
m5c79r2.htb 0.000 0.000 0.294 0.471 0.500 0.794 0.912 1.000 1.000 0.000 0.000 0.235 0.324 0.471 0.588 0.706 0.971 1.000 0.000 0.000 0.029 0.059 0.176 0.618 0.824 1.000 1.000 0.363 0.529 0.477 0.413 0.587 0.523 0.471 0.637 0.433 0.407 0.436 0.528 0.472 0.564 0.593 0.567 0.438 0.442 0.560 0.487 0.513 0.440 0.558 0.562 
m5c81r2.htb 0.000 0.034 0.310 0.448 0.379 0.690 0.759 1.000 1.000 0.000 0.000 0.138 0.138 0.345 0.414 0.862 0.897 1.000 0.000 0.000 0.034 0.069 0.207 0.310 0.759 1.000 1.000 0.266 0.340 0.388 0.401 0.599 0.612 0.660 0.734 0.012 0.192 0.408 0.383 0.617 0.592 0.808 0.988 0.108 0.238 0.309 0.458 0.542 0.691 0.762 0.892 
m5c82r2.htb 0.000 0.000 0.100 0.400 0.250 0.400 0.850 1.000 1.000 0.050 0.250 0.700 0.800 0.800 0.900 0.950 1.000 1.000 0.000 0.000 0.000 0.300 0.450 0.550 0.900 1.000 1.000 0.343 0.269 0.298 0.453 0.548 0.703 0.731 0.657 0.450 0.310 0.239 0.368 0.633 0.761 0.690 0.550 0.165 0.274 0.436 0.444 0.556 0.564 0.726 0.835 
m5c83r2.htb 0.000 0.000 0.083 0.250 0.292 0.542 0.667 1.000 1.000 0.000 0.000 0.167 0.375 0.458 0.625 0.875 1.000 1.000 0.000 0.000 0.000 0.083 0.125 0.333 0.583 1.000 1.000 0.338 0.335 0.438 0.527 0.473 0.562 0.665 0.662 0.376 0.240 0.486 0.418 0.582 0.514 0.760 0.624 0.312 0.431 0.300 0.446 0.554 0.700 0.569 0.688 
m5c87r2.htb 0.000 0.000 0.154 0.038 0.115 0.423 0.654 0.923 1.000 0.000 0.115 0.346 0.423 0.615 0.846 0.923 1.000 1.000 0.000 0.000 0.077 0.240 0.308 0.692 0.885 1.000 1.000 0.216 0.359 0.385 0.504 0.496 0.615 0.641 0.784 0.277 0.469 0.484 0.630 0.370 0.516 0.531 0.723 0.367 0.495 0.512 0.446 0.554 0.488 0.505 0.633 
m5c92r2.htb 0.000 0.095 0.190 0.429 0.476 0.762 0.952 1.000 1.000 0.000 0.000 0.381 0.381 0.524 0.667 0.857 0.952 1.000 0.000 0.000 0.095 0.286 0.381 0.571 1.000 1.000 1.000 0.337 0.417 0.466 0.483 0.517 0.534 0.583 0.663 0.518 0.331 0.420 0.473 0.527 0.580 0.669 0.482 0.363 0.489 0.477 0.481 0.519 0.523 0.511 0.637 
m5c94r2.htb 0.000 0.050 0.200 0.400 0.650 0.900 1.000 1.000 0.952 0.050 0.100 0.250 0.300 0.600 0.650 0.950 0.950 1.000 0.000 0.050 0.000 0.250 0.381 0.700 0.950 1.000 1.000 0.375 0.512 0.445 0.511 0.489 0.555 0.487 0.625 0.365 0.288 0.509 0.506 0.494 0.491 0.713 0.635 0.143 0.281 0.473 0.527 0.473 0.527 0.719 0.858 
m5c95r2.htb 0.000 0.074 0.296 0.667 0.630 0.667 0.926 1.000 1.000 0.000 0.000 0.074 0.370 0.296 0.630 0.667 0.963 1.000 0.000 0.037 0.037 0.185 0.259 0.333 0.630 1.000 1.000 0.552 0.404 0.444 0.518 0.482 0.556 0.596 0.448 0.524 0.445 0.495 0.422 0.578 0.505 0.555 0.476 0.468 0.432 0.451 0.461 0.539 0.549 0.568 0.532 
m5c100r2.htb 0.000 0.000 0.167 0.300 0.400 0.667 0.900 1.000 1.000 0.000 0.033 0.267 0.667 0.633 0.867 0.933 1.000 1.000 0.000 0.000 0.000 0.167 0.433 0.500 0.867 0.933 1.000 0.345 0.297 0.412 0.401 0.599 0.588 0.703 0.655 0.453 0.573 0.499 0.557 0.443 0.501 0.427 0.547 0.377 0.313 0.390 0.407 0.593 0.610 0.687 0.623 
m5c103r2.htb 0.083 0.000 0.273 0.545 0.636 0.727 1.000 1.000 1.000 0.000 0.000 0.000 0.182 0.364 0.500 0.909 1.000 1.000 0.000 0.000 0.182 0.182 0.545 0.727 1.000 1.000 1.000 0.000 0.000 0.421 0.269 0.731 0.579 1.000 1.000 0.500 0.306 0.434 0.447 0.553 0.566 0.694 0.500 0.000 0.121 0.110 0.281 0.719 0.890 0.879 1.000 
m5c107r2.htb 0.000 0.025 0.225 0.400 0.500 0.825 0.950 1.000 1.000 0.000 0.000 0.250 0.300 0.375 0.550 0.800 1.000 1.000 0.000 0.000 0.025 0.225 0.525 0.425 0.800 1.000 1.000 0.454 0.496 0.495 0.539 0.461 0.505 0.504 0.546 0.465 0.586 0.456 0.500 0.500 0.544 0.414 0.535 0.489 0.423 0.506 0.577 0.423 0.494 0.577 0.511 
m5c108r3.htb 0.000 0.174 0.435 0.583 0.522 0.750 0.958 1.000 1.000 0.000 0.087 0.304 0.458 0.667 0.696 0.792 1.000 1.000 0.000 0.000 0.167 0.375 0.833 0.913 1.000 1.000 1.000 0.542 0.399 0.466 0.516 0.484 0.534 0.601 0.458 0.432 0.404 0.442 0.488 0.512 0.558 0.596 0.568 0.356 0.303 0.449 0.318 0.682 0.551 0.697 0.644 
m5c109r2.htb 0.000 0.088 0.200 0.400 0.571 0.743 0.943 0.971 1.000 0.000 0.000 0.200 0.171 0.294 0.457 0.657 0.943 1.000 0.000 0.000 0.059 0.229 0.412 0.486 0.800 1.000 1.000 0.295 0.381 0.452 0.539 0.461 0.548 0.619 0.705 0.418 0.621 0.639 0.511 0.489 0.361 0.379 0.582 0.358 0.296 0.403 0.474 0.526 0.597 0.704 0.642 
m5c111r2.htb 0.050 0.050 0.200 0.500 0.650 0.600 0.850 1.000 1.000 0.000 0.100 0.200 0.550 0.650 0.800 1.000 0.950 1.000 0.000 0.000 0.050 0.400 0.450 0.750 0.900 1.000 1.000 0.427 0.462 0.431 0.551 0.449 0.569 0.537 0.573 0.291 0.325 0.370 0.482 0.517 0.630 0.675 0.709 0.429 0.431 0.424 0.504 0.496 0.576 0.569 0.571 
m5c118r2.htb 0.000 0.000 0.154 0.205 0.564 0.692 0.846 0.974 1.000 0.000 0.000 0.026 0.256 0.308 0.487 0.846 0.949 1.000 0.000 0.000 0.000 0.154 0.333 0.615 0.821 1.000 1.000 0.036 0.309 0.410 0.430 0.570 0.590 0.691 0.964 0.457 0.488 0.451 0.387 0.613 0.549 0.512 0.543 0.115 0.338 0.484 0.414 0.586 0.516 0.662 0.885 
m5c125r2.htb 0.000 0.022 0.178 0.356 0.533 0.711 0.933 0.956 1.000 0.000 0.022 0.022 0.067 0.356 0.400 0.600 0.956 1.000 0.000 0.000 0.044 0.156 0.244 0.578 0.822 1.000 1.000 0.044 0.131 0.302 0.353 0.647 0.698 0.869 0.956 0.076 0.372 0.414 0.508 0.492 0.586 0.628 0.924 0.274 0.376 0.471 0.520 0.480 0.529 0.624 0.726 
m5c128r2.htb 0.000 0.000 0.167 0.367 0.567 0.600 0.800 0.900 1.000 0.000 0.033 0.200 0.367 0.400 0.500 0.667 0.900 0.967 0.000 0.000 0.033 0.133 0.300 0.533 0.800 0.967 0.967 0.390 0.573 0.520 0.474 0.526 0.480 0.427 0.610 0.092 0.208 0.314 0.494 0.506 0.686 0.792 0.908 0.116 0.334 0.375 0.308 0.692 0.625 0.666 0.884 
m5c129r2.htb 0.000 0.000 0.061 0.212 0.242 0.424 0.515 0.939 1.000 0.000 0.030 0.394 0.515 0.667 0.727 0.939 1.000 1.000 0.000 0.000 0.000 0.152 0.364 0.576 0.818 1.000 1.000 0.025 0.221 0.332 0.430 0.570 0.668 0.779 0.975 0.022 0.215 0.314 0.491 0.509 0.686 0.785 0.978 0.289 0.317 0.401 0.571 0.429 0.599 0.683 0.711 
m5c135r2.htb 0.000 0.000 0.000 0.125 0.125 0.375 0.500 0.938 1.000 0.000 0.000 0.125 0.375 0.500 0.813 0.875 1.000 1.000 0.000 0.000 0.000 0.063 0.188 0.250 0.750 1.000 1.000 0.049 0.246 0.516 0.477 0.523 0.484 0.754 0.951 0.563 0.287 0.338 0.443 0.557 0.662 0.713 0.438 0.145 0.424 0.451 0.457 0.543 0.549 0.576 0.855 
m5c140r2.htb 0.000 0.000 0.063 0.281 0.364 0.485 0.875 0.818 1.000 0.000 0.000 0.152 0.212 0.344 0.485 0.688 1.000 1.000 0.000 0.000 0.063 0.281 0.273 0.344 0.750 1.000 1.000 0.425 0.404 0.542 0.540 0.460 0.458 0.596 0.575 0.249 0.201 0.424 0.514 0.486 0.576 0.799 0.751 0.459 0.412 0.512 0.488 0.512 0.488 0.588 0.541 
m5c152r2.htb 0.000 0.000 0.087 0.478 0.304 0.435 0.565 1.000 1.000 0.000 0.043 0.261 0.261 0.478 0.783 0.826 0.957 1.000 0.000 0.000 0.000 0.217 0.261 0.522 0.609 0.957 1.000 0.288 0.386 0.459 0.612 0.388 0.541 0.614 0.712 0.319 0.474 0.539 0.411 0.589 0.461 0.526 0.681 0.433 0.431 0.511 0.513 0.487 0.489 0.569 0.567 
m5c154r2.htb 0.000 0.050 0.200 0.300 0.450 0.625 0.675 0.950 1.000 0.000 0.050 0.375 0.575 0.600 0.700 0.875 0.975 0.975 0.000 0.000 0.125 0.225 0.400 0.675 0.900 1.000 1.000 0.292 0.269 0.380 0.488 0.512 0.620 0.731 0.708 0.175 0.280 0.401 0.629 0.371 0.599 0.720 0.825 0.207 0.214 0.278 0.397 0.603 0.722 0.786 0.793 
m5c156r2.htb 0.000 0.000 0.227 0.318 0.500 0.591 0.667 1.000 0.952 0.000 0.000 0.045 0.318 0.318 0.318 0.636 0.955 1.000 0.000 0.000 0.045 0.045 0.318 0.773 0.727 1.000 1.000 0.289 0.454 0.368 0.506 0.494 0.632 0.546 0.711 0.362 0.390 0.450 0.593 0.407 0.550 0.610 0.638 0.448 0.448 0.462 0.372 0.628 0.538 0.552 0.552 
m5c159r2.htb 0.000 0.000 0.100 0.100 0.350 0.450 0.850 0.850 1.000 0.000 0.000 0.100 0.250 0.600 0.800 0.750 1.000 1.000 0.000 0.000 0.050 0.150 0.150 0.250 0.700 0.900 1.000 0.381 0.488 0.300 0.425 0.575 0.700 0.512 0.619 0.282 0.478 0.453 0.527 0.473 0.547 0.522 0.718 0.257 0.404 0.387 0.615 0.385 0.613 0.596 0.743 
m5c163r2.htb 0.000 0.036 0.107 0.357 0.357 0.464 0.643 0.964 1.000 0.000 0.107 0.357 0.536 0.500 0.786 0.857 0.964 1.000 0.000 0.000 0.071 0.357 0.571 0.607 0.821 1.000 1.000 0.323 0.427 0.615 0.540 0.460 0.385 0.573 0.677 0.051 0.193 0.423 0.414 0.586 0.577 0.807 0.949 0.418 0.533 0.555 0.447 0.553 0.445 0.467 0.582 
m5c164r3.htb 0.000 0.000 0.100 0.250 0.400 0.450 0.800 0.900 1.000 0.000 0.000 0.150 0.600 0.550 0.600 0.800 0.900 1.000 0.000 0.000 0.050 0.450 0.350 0.600 0.800 0.950 1.000 0.027 0.255 0.446 0.429 0.571 0.554 0.745 0.973 0.010 0.129 0.275 0.503 0.498 0.725 0.871 0.990 0.470 0.488 0.421 0.487 0.513 0.579 0.513 0.530 
