FILE	 Wves_predicted	 Wves_actual	 coherence	 thresh_predicted	 thresh_actual_d0	 coherence	 thresh_actual_all	 thresh_actual_pm	 bias_delta0	 Wves_actual_minus	 Wves_actual_plus
m18c121r2.htb4	0.726	-0.964	90.000	21.536	151.168	90.000	74.904	36.772	-14.312	-3.227	1.300	
m18c127r2.htb3	0.013	0.263	16.000	5.897	5.098	16.000	5.369	5.505	0.443	0.021	0.505	
m18c127r2.htb3	0.002	-0.144	90.000	2.360	3.747	90.000	3.853	3.906	0.409	-0.418	0.130	
m24c194r2.htb1	0.734	3.790	16.000	32.954	36.547	16.000	48.975	55.188	-1.766	2.555	5.025	
m24c194r2.htb1	0.029	-0.694	60.000	6.503	11.356	60.000	12.944	13.738	2.880	-0.965	-0.422	
m24c194r2.htb1	0.980	2.807	16.000	42.635	25.384	16.000	30.704	33.364	1.704	2.228	3.386	
m24c194r2.htb1	0.051	-0.568	60.000	9.769	11.702	60.000	11.604	11.556	3.690	-0.554	-0.581	
m24c194r2.htb1	0.980	2.807	16.000	42.635	25.384	16.000	30.704	33.364	1.704	2.228	3.386	
m24c194r2.htb1	0.051	-0.568	60.000	9.769	11.702	60.000	11.604	11.556	3.690	-0.554	-0.581	
m24c188r2.htb1	0.563	0.967	16.000	8.835	6.802	16.000	7.321	7.580	0.492	0.975	0.958	
m24c188r2.htb1	0.441	0.244	60.000	7.816	4.308	60.000	5.022	5.379	0.964	0.294	0.195	
m24c188r2.htb1	0.725	0.859	16.000	9.877	8.872	16.000	9.515	9.836	1.045	0.871	0.846	
m24c188r2.htb1	0.688	0.325	60.000	9.623	7.942	60.000	7.565	7.377	0.490	0.499	0.151	
m24c140r2.htb1	0.014	-0.063	16.000	35.619	42.530	16.000	48.563	51.580	4.427	-0.388	0.262	
m24c140r2.htb1	0.023	-0.468	60.000	45.642	24.763	60.000	36.850	42.894	1.893	-0.441	-0.496	
m24c188r2.htb1	0.563	0.967	16.000	8.835	6.802	16.000	7.321	7.580	0.492	0.975	0.958	
m24c188r2.htb1	0.441	0.244	60.000	7.816	4.308	60.000	5.022	5.379	0.964	0.294	0.195	
m24c38r2.htb1	0.802	0.763	16.000	6.022	3.460	16.000	3.374	3.332	0.540	0.791	0.735	
m24c38r2.htb1	0.088	0.165	60.000	1.995	1.139	60.000	1.449	1.604	-0.104	0.266	0.063	
m24c119r2.htb1	0.578	0.605	16.000	5.460	3.955	16.000	3.258	2.909	0.283	0.774	0.435	
m24c119r2.htb1	0.074	0.151	60.000	1.956	2.031	60.000	1.974	1.946	-0.135	0.039	0.262	
m24c127r2.htb1	0.704	0.577	16.000	7.726	2.981	16.000	4.036	4.563	0.020	0.505	0.649	
m24c127r2.htb1	0.157	0.168	60.000	3.648	2.491	60.000	2.475	2.467	0.802	0.260	0.077	
m24c155r2.htb1	0.312	0.606	16.000	12.338	9.008	16.000	8.977	8.962	-1.490	0.509	0.703	
m24c155r2.htb1	0.067	0.083	60.000	5.706	4.853	60.000	3.891	3.410	0.898	0.090	0.076	
m24c56r2.htb1	0.810	0.835	18.000	14.473	13.550	18.000	13.366	13.274	-4.368	0.944	0.725	
m24c56r2.htb1	0.242	0.381	60.000	7.903	16.777	60.000	12.236	9.965	-0.392	0.391	0.371	
m24c195r2.htb1	0.992	0.949	16.000	10.566	8.096	16.000	7.112	6.621	-0.131	1.048	0.851	
m24c195r2.htb1	0.988	0.870	60.000	10.548	8.736	60.000	9.133	9.332	0.151	0.656	1.084	
m24c195r2.htb1	0.981	0.997	16.000	7.257	5.027	16.000	5.666	5.986	0.188	0.943	1.052	
m24c195r2.htb1	0.969	0.678	60.000	7.212	2.177	60.000	3.795	4.604	-0.959	1.146	0.211	
m24c195r2.htb1	0.986	0.715	16.000	9.429	7.832	16.000	4.197	2.380	-1.072	0.528	0.902	
m24c195r2.htb1	0.956	1.069	60.000	9.284	6.529	60.000	6.810	6.951	2.280	0.677	1.461	
m24c195r2.htb1	0.993	0.911	16.000	9.885	8.122	16.000	6.625	5.876	0.305	0.889	0.933	
m24c195r2.htb1	0.999	0.934	60.000	9.915	9.927	60.000	9.635	9.489	0.381	0.778	1.090	
m24c195r2.htb1	0.992	0.949	16.000	10.566	8.096	16.000	7.112	6.621	-0.131	1.048	0.851	
m24c195r2.htb1	0.988	0.870	60.000	10.548	8.736	60.000	9.133	9.332	0.151	0.656	1.084	
m18c497r2.htb1	0.143	-0.438	16.000	14.500	300.000	16.000	209.451	164.177	7.891	0.159	-1.034	
m18c497r2.htb1	0.953	-0.377	60.000	37.462	6.545	60.000	119.948	176.649	-4.154	-2.406	1.653	
m18c515r2.htb1	0.359	-7.302	16.000	6.985	45.444	16.000	77.871	94.084	-17.128	1.391	-15.996	
m18c515r2.htb1	0.011	0.439	60.000	1.239	15.566	60.000	18.958	20.654	-8.615	0.559	0.320	
m18c515r2.htb1	0.181	-3.161	16.000	19.837	75.837	16.000	192.086	250.211	-17.475	10.726	-17.049	
m18c515r2.htb1	0.099	2.029	60.000	14.638	94.544	60.000	68.250	55.103	-32.483	-2.370	6.429	
m18c509r2.htb1	0.508	-20.410	10.000	15.152	117.073	10.000	163.222	186.296	40.632	-40.500	-0.320	
m18c509r2.htb1	0.337	-0.590	60.000	12.345	12.719	60.000	14.539	15.449	-4.598	-1.209	0.029	
m18c515r2.htb1	0.301	-4.878	16.000	18.549	75.837	16.000	171.540	219.391	-17.475	5.169	-14.926	
m18c515r2.htb1	0.207	1.215	60.000	15.388	69.486	60.000	54.869	47.561	-18.263	-0.577	3.007	
m18c498r2.htb1	0.908	-58.085	10.000	91.114	50.604	10.000	168.919	228.077	-2.489	-119.886	3.716	
m18c498r2.htb1	0.009	-0.252	60.000	8.840	20.876	60.000	16.242	13.926	1.592	-1.081	0.576	
m18c481r2.htb1	0.257	-1.169	12.000	24.507	300.000	12.000	125.708	38.562	-132.639	-39.010	36.673	
m18c481r2.htb1	0.289	0.127	60.000	25.982	132.365	60.000	70.282	39.241	-4.794	0.515	-0.262	
m24c200r2.htb1	0.794	-0.102	16.000	11.402	12.241	16.000	13.016	13.403	3.030	-0.834	0.630	
m24c200r2.htb1	0.091	0.373	60.000	3.862	4.313	60.000	3.504	3.100	1.203	0.944	-0.199	
m24c200r2.htb1	0.806	0.279	16.000	17.901	12.203	16.000	12.704	12.955	1.220	-0.439	0.997	
m24c200r2.htb1	0.038	0.458	60.000	3.896	6.812	60.000	4.948	4.015	2.587	1.065	-0.148	
m24c200r2.htb1	0.617	-1.045	16.000	14.254	15.756	16.000	21.874	24.933	3.042	-2.632	0.542	
m24c200r2.htb1	0.135	0.468	60.000	6.669	9.544	60.000	5.799	3.927	2.856	1.209	-0.274	
m24c200r2.htb1	0.785	0.154	16.000	9.485	12.241	16.000	13.767	14.529	3.030	-0.652	0.960	
m24c200r2.htb1	0.104	0.301	60.000	3.449	4.827	60.000	3.560	2.927	0.884	0.722	-0.119	
m24c200r2.htb1	0.794	-0.102	16.000	11.402	12.241	16.000	13.016	13.403	3.030	-0.834	0.630	
m24c200r2.htb1	0.091	0.373	60.000	3.862	4.313	60.000	3.504	3.100	1.203	0.944	-0.199	
m24c201r2.htb1	0.719	2.415	16.000	37.723	69.829	16.000	51.825	42.822	-6.229	2.719	2.112	
m24c201r2.htb1	0.145	-2.894	60.000	16.923	84.727	60.000	161.185	199.414	18.682	5.421	-11.209	
m18c537r2.htb1	0.645	0.821	16.000	5.319	5.335	16.000	6.137	6.538	2.196	0.935	0.707	
m18c537r2.htb1	0.485	0.506	60.000	4.611	2.680	60.000	2.972	3.118	-1.085	0.606	0.405	
m18c537r2.htb1	0.854	2.524	16.000	105.242	300.000	16.000	202.507	153.760	-7.493	2.777	2.270	
m18c537r2.htb1	0.835	0.766	60.000	104.098	79.647	60.000	45.054	27.758	-6.601	-2.461	3.992	
m18c537r2.htb1	0.656	0.873	16.000	5.235	5.730	16.000	6.226	6.473	1.521	0.871	0.876	
m18c537r2.htb1	0.513	0.662	60.000	4.629	2.022	60.000	2.833	3.239	-0.743	1.004	0.320	
m18c481r2.htb1	0.686	-1.772	12.000	49.661	18.818	12.000	29.578	34.957	14.685	-3.480	-0.064	
m18c481r2.htb1	0.325	0.737	60.000	34.174	110.080	60.000	53.977	25.926	-10.894	-1.205	2.679	
m24c202r3.htb1	0.453	0.358	16.000	47.503	28.579	16.000	38.056	42.794	-2.790	-0.795	1.511	
m24c202r3.htb1	0.293	1.001	60.000	38.249	25.466	60.000	24.757	24.402	1.141	0.446	1.555	
m18c556r2.htb1	0.002	2.003	16.000	14.806	15.846	16.000	40.485	52.805	1.187	-0.095	4.102	
m18c556r2.htb1	0.000	0.156	60.000	4.136	6.710	60.000	9.440	10.805	1.547	-0.185	0.496	
m18c556r2.htb1	0.500	-0.709	16.000	212.132	186.812	16.000	172.719	165.672	-51.370	-14.492	13.074	
m18c556r2.htb1	0.002	-3.047	60.000	13.238	32.932	60.000	66.215	82.856	-13.961	-7.247	1.154	
m18c556r2.htb1	0.004	1.878	16.000	18.301	10.281	16.000	46.221	64.191	1.634	0.136	3.619	
m18c556r2.htb1	0.001	0.221	60.000	7.730	8.417	60.000	10.867	12.092	3.160	0.313	0.128	
m18c556r2.htb1	0.002	2.003	16.000	14.806	15.846	16.000	40.485	52.805	1.187	-0.095	4.102	
m18c556r2.htb1	0.000	0.156	60.000	4.136	6.710	60.000	9.440	10.805	1.547	-0.185	0.496	
m24c207r3.htb1	0.864	0.725	16.000	20.332	9.770	16.000	10.215	10.438	-3.309	0.228	1.222	
m24c207r3.htb1	0.442	0.579	60.000	14.535	15.342	60.000	12.848	11.601	0.020	0.810	0.348	
m24c207r3.htb1	0.791	0.656	16.000	23.740	8.812	16.000	9.225	9.432	-2.243	0.508	0.804	
m24c207r3.htb1	0.301	0.557	60.000	14.639	13.962	60.000	12.650	11.994	-0.514	0.541	0.573	
m24c207r3.htb1	0.785	0.837	16.000	20.770	11.319	16.000	11.292	11.278	-3.016	0.432	1.243	
m24c207r3.htb1	0.359	0.529	60.000	14.051	15.342	60.000	12.774	11.490	0.020	0.810	0.248	
m18c570r3.htb1	0.978	0.997	16.000	14.574	45.396	16.000	32.754	26.434	-7.830	0.011	1.984	
m18c570r3.htb1	0.623	-0.171	60.000	11.627	39.040	60.000	46.121	49.662	0.731	-0.148	-0.195	
m24c202r3.htb1	0.453	0.358	16.000	47.503	28.579	16.000	38.056	42.794	-2.790	-0.795	1.511	
m24c202r3.htb1	0.293	1.001	60.000	38.249	25.466	60.000	24.757	24.402	1.141	0.446	1.555	
m24c200r2.htb1	0.794	-0.102	16.000	11.402	12.241	16.000	13.016	13.403	3.030	-0.834	0.630	
m24c200r2.htb1	0.091	0.373	60.000	3.862	4.313	60.000	3.504	3.100	1.203	0.944	-0.199	
m24c200r2.htb1	0.782	0.067	16.000	15.585	11.937	16.000	14.698	16.079	3.065	-0.403	0.536	
m24c200r2.htb1	0.044	0.397	60.000	3.699	6.812	60.000	4.665	3.592	2.587	1.067	-0.273	
m24c200r2.htb1	0.627	0.149	16.000	20.369	23.224	16.000	19.840	18.147	6.503	-0.075	0.374	
m24c200r2.htb1	0.046	0.393	60.000	5.488	10.464	60.000	6.000	3.768	1.756	0.860	-0.074	
m24c200r2.htb1	0.736	0.589	16.000	17.319	17.118	16.000	18.799	19.639	4.103	0.117	1.060	
m24c200r2.htb1	0.046	0.291	60.000	4.315	7.099	60.000	4.893	3.790	2.805	0.982	-0.401	
m24c200r2.htb1	0.782	0.067	16.000	15.585	11.937	16.000	14.698	16.079	3.065	-0.403	0.536	
m24c200r2.htb1	0.044	0.397	60.000	3.699	6.812	60.000	4.665	3.592	2.587	1.067	-0.273	
m18c570r3.htb1	0.997	2.637	16.000	17.126	29.726	16.000	32.711	34.204	-8.653	3.450	1.824	
m18c570r3.htb1	0.372	-0.874	60.000	10.465	20.036	60.000	34.671	41.989	0.999	0.425	-2.173	
m24c216r1.htb1	0.361	4.494	16.000	124.693	143.022	16.000	172.821	187.721	-3.134	5.997	2.991	
m24c216r1.htb1	0.676	12.614	60.000	170.663	52.639	60.000	142.816	187.904	-8.715	0.165	25.064	
m24c216r1.htb1	0.641	4.149	16.000	36.057	293.146	16.000	232.305	201.885	0.995	-0.226	8.524	
m24c216r1.htb1	0.903	29.354	60.000	42.789	46.425	60.000	135.451	179.964	-3.105	0.706	58.002	
m24c217r3.htb1	0.747	-3.265	16.000	114.205	300.000	16.000	223.127	184.691	21.906	6.150	-12.680	
m24c217r3.htb1	0.234	-0.166	60.000	63.985	50.185	60.000	135.146	177.627	7.475	-0.492	0.161	
m24c216r1.htb1	0.641	4.149	16.000	36.057	293.146	16.000	232.305	201.885	0.995	-0.226	8.524	
m24c216r1.htb1	0.903	29.354	60.000	42.789	46.425	60.000	135.451	179.964	-3.105	0.706	58.002	
m24c216r1.htb1	0.012	-2.280	16.000	32.309	143.022	16.000	159.423	167.623	-3.134	-6.574	2.014	
m24c216r1.htb1	0.500	6.561	60.000	212.132	300.000	60.000	297.791	296.686	16.798	13.391	-0.269	
m24c218r3.htb1	0.960	1.502	16.000	37.229	35.199	16.000	38.027	39.440	7.678	0.926	2.079	
m24c218r3.htb1	0.737	1.300	60.000	32.620	66.038	60.000	39.595	26.373	5.566	1.892	0.708	
m18c571r3.htb1	0.990	0.642	16.000	11.216	28.681	16.000	42.617	49.586	-6.693	2.161	-0.878	
m18c571r3.htb1	0.999	5.198	60.000	11.266	26.466	60.000	133.528	187.060	-5.653	5.007	5.389	
m18c571r3.htb1	0.840	-1.177	16.000	9.045	18.865	16.000	40.291	51.005	-3.729	1.288	-3.643	
m18c571r3.htb1	0.868	2.870	60.000	9.194	25.313	60.000	45.546	55.663	-13.619	8.488	-2.748	
m18c571r3.htb1	0.988	1.891	16.000	11.633	56.542	16.000	41.527	34.020	-2.813	1.767	2.015	
m18c571r3.htb1	0.998	12.719	60.000	11.697	25.430	60.000	187.387	268.366	-9.368	31.948	-6.511	
m18c575r2.htb1	0.762	-3.222	16.000	35.498	84.746	16.000	143.664	173.123	8.489	3.264	-9.707	
m18c575r2.htb1	0.688	0.491	60.000	33.743	26.739	60.000	38.266	44.029	-0.723	0.258	0.724	
m18c575r2.htb1	0.991	-3.469	16.000	27.983	84.555	16.000	138.928	166.114	4.148	1.784	-8.722	
m18c575r2.htb1	0.817	0.406	60.000	25.404	26.739	60.000	34.073	37.740	-0.723	-0.308	1.120	
m18c575r2.htb1	0.992	-0.076	16.000	27.437	300.000	16.000	211.821	167.731	19.604	6.142	-6.294	
m18c575r2.htb1	0.992	0.925	60.000	27.437	25.337	60.000	48.117	59.507	2.141	-0.723	2.574	
m18c575r2.htb1	0.595	-3.066	16.000	32.554	84.555	16.000	139.663	167.217	4.148	2.491	-8.622	
m18c575r2.htb1	0.495	0.724	60.000	29.695	26.739	60.000	59.079	75.249	-0.723	0.194	1.254	
m24c221r3.htb1	0.852	0.869	16.000	29.337	49.626	16.000	72.135	83.390	8.406	3.507	-1.770	
m24c221r3.htb1	0.894	3.465	60.000	30.053	207.584	60.000	108.269	58.612	30.020	11.943	-5.012	
m18c576r2.htb1	0.929	0.782	16.000	16.601	13.426	16.000	16.819	18.515	3.110	1.196	0.369	
m18c576r2.htb1	0.889	1.071	60.000	16.244	32.866	60.000	39.922	43.450	2.759	2.561	-0.419	
m18c577r3.htb1	0.541	1.051	16.000	14.709	15.287	16.000	14.231	13.703	1.367	0.866	1.236	
m18c577r3.htb1	0.133	0.841	60.000	7.286	16.651	60.000	14.277	13.090	2.353	1.238	0.445	
m18c579r3.htb1	0.597	-3.031	16.000	190.375	141.632	16.000	81.451	51.360	-24.685	-14.157	8.095	
m18c579r3.htb1	0.002	1.506	60.000	11.732	300.000	60.000	113.871	20.806	-2.279	3.024	-0.011	
m18c580r1.htb1	0.313	7.179	16.000	103.084	67.501	16.000	85.280	94.169	3.633	12.994	1.363	
m18c580r1.htb1	0.038	4.117	60.000	35.949	41.461	60.000	85.406	107.378	0.753	8.044	0.190	
m18c580r1.htb1	0.012	-14.418	16.000	32.274	67.138	16.000	134.501	168.182	9.614	-29.350	0.514	
m18c580r1.htb1	0.057	-2.571	60.000	71.395	84.220	60.000	146.033	176.939	18.016	-2.551	-2.591	
m18c581r3.htb1	0.892	2.170	16.000	98.697	300.000	16.000	150.774	76.161	-2.920	0.450	3.890	
m18c581r3.htb1	0.892	-3.856	60.000	98.697	300.000	60.000	300.000	300.000	-24.203	-3.475	-4.237	
m18c583r3.htb1	0.141	0.407	16.000	11.695	13.543	16.000	8.206	5.537	-5.580	-0.407	1.221	
m18c583r3.htb1	0.022	0.194	60.000	4.662	3.543	60.000	3.131	2.926	-0.831	0.128	0.261	
m18c585r3.htb1	0.862	0.958	16.000	73.190	15.225	16.000	15.869	16.190	0.577	0.850	1.067	
m18c585r3.htb1	0.935	-0.020	60.000	76.255	22.386	60.000	21.889	21.640	1.099	0.002	-0.041	
m24c222r3.htb1	0.171	0.569	16.000	28.497	36.243	16.000	34.931	34.275	-2.690	0.225	0.912	
m24c222r3.htb1	0.096	1.207	60.000	21.333	76.775	60.000	60.999	53.110	-2.095	-0.416	2.831	
m24c224r3.htb1	0.274	-0.759	16.000	46.775	300.000	16.000	216.024	174.035	-1.030	-0.783	-0.735	
m24c224r3.htb1	0.390	-0.032	60.000	55.807	47.690	60.000	70.743	82.270	4.282	-0.460	0.395	
m18c599r2.htb1	0.068	1.105	16.000	11.589	23.638	16.000	20.711	19.247	-7.653	-0.271	2.481	
m18c599r2.htb1	0.128	0.261	60.000	15.818	17.521	60.000	16.034	15.290	9.855	1.253	-0.731	
m18c599r2.htb1	0.033	1.076	16.000	14.461	29.307	16.000	22.625	19.285	-11.487	-1.298	3.450	
m18c599r2.htb1	0.043	0.498	60.000	16.566	17.551	60.000	15.319	14.203	9.072	1.199	-0.204	
m18c599r2.htb5	0.074	1.029	16.000	14.153	30.858	16.000	23.012	19.088	-10.915	-1.436	3.494	
m18c599r2.htb5	0.067	0.307	60.000	13.544	21.304	60.000	16.243	13.713	8.461	0.989	-0.376	
m18c599r2.htb5	0.030	1.006	16.000	23.341	34.173	16.000	28.968	26.365	-7.284	-0.437	2.449	
m18c599r2.htb5	0.035	0.432	60.000	25.311	29.952	60.000	25.987	24.005	8.065	0.594	0.269	
m18c599r2.htb5	0.047	0.894	16.000	17.236	30.858	16.000	26.260	23.961	-10.915	-0.962	2.751	
m18c599r2.htb5	0.032	0.365	60.000	14.064	25.258	60.000	17.593	13.761	9.004	1.566	-0.836	
m18c599r2.htb5	0.074	1.029	16.000	14.153	30.858	16.000	23.012	19.088	-10.915	-1.436	3.494	
m18c599r2.htb5	0.067	0.307	60.000	13.544	21.304	60.000	16.243	13.713	8.461	0.989	-0.376	
m18c599r2.htb6	0.146	-5.104	16.000	52.857	300.000	16.000	215.939	173.909	-248.362	-59.743	49.536	
m18c599r2.htb6	0.248	5.546	60.000	68.958	300.000	60.000	180.650	120.975	41.932	22.442	-11.350	
m18c599r2.htb6	0.146	-5.104	16.000	52.857	300.000	16.000	215.939	173.909	-248.362	-59.743	49.536	
m18c599r2.htb6	0.248	5.546	60.000	68.958	300.000	60.000	180.650	120.975	41.932	22.442	-11.350	
m24c229r3.htb1	0.380	0.899	16.000	15.966	13.317	16.000	14.347	14.863	-0.784	0.831	0.967	
m24c229r3.htb1	0.034	0.129	60.000	4.810	5.894	60.000	5.210	4.868	-0.995	0.055	0.203	
m18c628r3.htb1	0.859	0.037	16.000	41.588	18.360	16.000	15.364	13.866	2.065	-0.410	0.483	
m18c628r3.htb1	0.700	0.691	60.000	37.534	10.134	60.000	13.283	14.857	1.214	0.624	0.757	
m18c625r3.htb1	0.175	-6.443	16.000	15.973	81.622	16.000	64.905	56.546	31.921	6.426	-19.313	
m18c625r3.htb1	0.404	-2.611	60.000	24.311	28.744	60.000	35.090	38.263	6.848	-4.162	-1.059	
m18c588r2.htb5	0.992	1.767	16.000	26.572	36.875	16.000	69.854	86.344	3.531	2.035	1.498	
m18c588r2.htb5	0.965	1.663	60.000	26.204	300.000	60.000	153.798	80.697	-19.990	-4.323	7.648	
m18c588r3.htb5	0.047	0.630	16.000	64.899	101.793	16.000	80.811	70.321	1.994	0.459	0.800	
m18c588r3.htb5	0.006	-0.330	60.000	22.350	21.169	60.000	23.325	24.402	2.874	-0.835	0.176	
m18c590r2.htb1	0.007	0.347	16.000	24.610	113.822	16.000	53.069	22.693	-11.514	-2.450	3.145	
m18c590r2.htb1	0.002	0.012	60.000	12.822	9.641	60.000	8.391	7.766	2.695	-0.500	0.524	
m18c590r2.htb1	0.351	1.489	16.000	17.732	17.139	16.000	25.183	29.205	1.286	3.147	-0.169	
m18c590r2.htb1	0.219	-0.090	60.000	14.014	8.721	60.000	9.443	9.804	1.156	-1.254	1.075	
m18c590r2.htb1	0.006	3.187	16.000	23.300	48.610	16.000	123.330	160.690	1.405	5.764	0.609	
m18c590r2.htb1	0.002	-0.480	60.000	13.720	13.981	60.000	13.771	13.666	1.346	-1.973	1.012	
m18c590r2.htb1	0.119	-1.309	16.000	19.062	250.561	16.000	114.666	46.718	-50.454	-15.533	12.914	
m18c590r2.htb1	0.072	-0.408	60.000	14.868	10.845	60.000	12.651	13.554	2.203	-1.536	0.720	
m18c590r2.htb1	0.010	0.267	16.000	29.750	27.539	16.000	25.612	24.648	-2.817	-0.298	0.832	
m18c590r2.htb1	0.002	-0.442	60.000	14.418	11.903	60.000	9.869	8.852	3.261	-0.871	-0.013	
m18c590r2.htb1	0.010	0.078	16.000	29.750	27.539	16.000	27.149	26.954	-2.817	-0.298	0.453	
m18c590r2.htb1	0.002	-0.315	60.000	13.919	11.903	60.000	9.572	8.406	3.261	-0.490	-0.141	
m18c590r2.htb1	0.010	0.466	16.000	29.466	133.194	16.000	70.567	39.254	-6.384	-1.228	2.160	
m18c590r2.htb1	0.002	-0.328	60.000	11.831	9.641	60.000	9.134	8.881	2.695	-1.080	0.425	
m18c590r2.htb1	0.007	0.347	16.000	24.610	113.822	16.000	53.069	22.693	-11.514	-2.450	3.145	
m18c590r2.htb1	0.002	0.012	60.000	12.822	9.641	60.000	8.391	7.766	2.695	-0.500	0.524	
m18c590r2.htb1	0.159	1.625	16.000	35.717	21.822	16.000	49.553	63.419	-3.497	3.646	-0.396	
m18c590r2.htb1	0.024	-0.357	60.000	13.747	10.151	60.000	10.462	10.617	2.197	-0.666	-0.048	
m18c593r2.htb1	0.501	1.330	16.000	20.555	108.356	16.000	62.821	40.053	-15.211	-0.286	2.946	
m18c593r2.htb1	0.849	-1.041	60.000	26.767	22.945	60.000	24.799	25.727	4.322	-0.580	-1.502	
m18c593r2.htb1	0.537	1.134	16.000	19.257	217.802	16.000	96.127	35.290	-29.503	-3.980	6.248	
m18c593r2.htb1	0.676	-0.548	60.000	21.605	15.658	60.000	19.640	21.630	3.497	-0.337	-0.760	
m18c593r2.htb1	0.609	0.864	16.000	27.473	300.000	16.000	125.533	38.299	81.774	23.779	-22.051	
m18c593r2.htb1	0.530	-0.381	60.000	25.623	16.843	60.000	21.415	23.701	3.824	-0.179	-0.583	
m18c593r2.htb1	0.501	1.330	16.000	20.555	108.356	16.000	62.821	40.053	-15.211	-0.286	2.946	
m18c593r2.htb1	0.849	-1.041	60.000	26.767	22.945	60.000	24.799	25.727	4.322	-0.580	-1.502	
m18c630r3.htb1	0.279	0.403	16.000	9.070	10.295	16.000	8.962	8.296	1.389	0.586	0.221	
m18c630r3.htb1	0.109	-0.058	60.000	5.652	5.798	60.000	5.884	5.927	1.953	-0.051	-0.066	
m18c596r3.htb5	0.972	1.746	16.000	7.838	13.084	16.000	11.896	11.301	-2.707	2.012	1.480	
m18c596r3.htb5	0.975	32.364	60.000	7.848	150.755	60.000	171.748	182.245	-7.487	5.547	59.182	
m18c596r3.htb5	0.999	2.188	16.000	10.711	17.735	16.000	16.600	16.032	-6.023	2.121	2.256	
m18c596r3.htb5	0.987	-23.047	60.000	10.648	153.665	60.000	160.449	163.841	-17.683	-44.855	-1.238	
m18c596r3.htb5	0.936	2.863	16.000	14.977	17.735	16.000	22.991	25.620	-6.023	3.716	2.010	
m18c596r3.htb5	0.997	-5.599	60.000	15.456	300.000	60.000	143.232	64.848	-66.001	-23.080	11.883	
m18c596r3.htb5	0.940	1.802	16.000	7.705	12.337	16.000	11.880	11.651	-2.114	2.075	1.528	
m18c596r3.htb5	0.948	99.739	60.000	7.739	251.358	60.000	205.283	182.245	15.324	11.250	188.228	
m18c596r3.htb5	0.603	1.762	16.000	19.465	44.294	16.000	35.484	31.079	-6.246	2.250	1.274	
m18c596r3.htb5	0.691	-3.177	60.000	20.839	300.000	60.000	164.164	96.246	25.779	5.132	-11.486	
m18c596r3.htb5	0.988	2.023	16.000	9.432	16.784	16.000	17.358	17.644	-1.988	2.165	1.881	
m18c596r3.htb5	0.982	18.130	60.000	9.404	300.000	60.000	300.000	300.000	32.181	243.098	-206.837	
m18c596r2.htb5	0.323	0.034	16.000	170.515	60.459	16.000	152.722	198.854	0.692	-3.245	3.313	
m18c596r2.htb5	0.028	1.569	60.000	50.304	39.319	60.000	46.462	50.034	4.729	1.380	1.758	
m18c596r2.htb5	0.588	-13.109	16.000	192.669	50.807	16.000	157.900	211.447	-4.605	-29.696	3.479	
m18c596r2.htb5	0.161	-2.010	60.000	100.974	53.311	60.000	61.779	66.013	-14.076	-0.806	-3.213	
m18c597r2.htb6	0.368	0.703	16.000	26.310	40.608	16.000	42.336	43.200	1.297	1.084	0.321	
m18c597r2.htb6	0.709	0.111	60.000	36.511	36.758	60.000	42.886	45.950	2.181	-0.267	0.489	
m18c597r2.htb6	0.379	1.019	16.000	18.568	25.909	16.000	38.646	45.015	4.401	0.418	1.620	
m18c597r2.htb6	0.654	0.164	60.000	24.397	38.081	60.000	33.005	30.467	2.806	0.209	0.119	
m18c597r2.htb6	0.467	0.370	16.000	14.615	9.308	16.000	13.999	16.345	4.520	-0.073	0.813	
m18c597r2.htb6	0.490	0.217	60.000	14.973	17.788	60.000	16.144	15.321	0.048	0.296	0.139	
m18c597r2.htb6	0.398	0.661	16.000	16.640	12.354	16.000	20.735	24.925	3.153	0.821	0.502	
m18c597r2.htb6	0.251	0.282	60.000	13.216	25.101	60.000	20.428	18.092	-1.792	-0.023	0.586	
m18c597r2.htb7	0.120	-0.753	16.000	31.114	44.497	16.000	78.491	95.488	-2.735	-1.181	-0.326	
m18c597r2.htb7	0.153	-2.385	60.000	35.116	80.172	60.000	88.451	92.591	5.786	-2.699	-2.070	
m18c633r3.htb1	0.009	0.677	16.000	28.757	37.688	16.000	31.128	27.848	4.667	1.180	0.174	
m18c633r3.htb1	0.002	0.273	60.000	11.626	20.337	60.000	18.578	17.699	2.898	0.601	-0.054	
m18c599r2.htb5	0.047	0.894	16.000	17.236	30.858	16.000	26.260	23.961	-10.915	-0.962	2.751	
m18c599r2.htb5	0.032	0.365	60.000	14.064	25.258	60.000	17.593	13.761	9.004	1.566	-0.836	
m18c599r2.htb5	0.074	1.029	16.000	14.153	30.858	16.000	23.012	19.088	-10.915	-1.436	3.494	
m18c599r2.htb5	0.067	0.307	60.000	13.544	21.304	60.000	16.243	13.713	8.461	0.989	-0.376	
m18c599r2.htb5	0.021	1.171	16.000	20.994	31.271	16.000	25.259	22.253	-7.659	0.031	2.312	
m18c599r2.htb5	0.017	0.282	60.000	18.782	23.809	60.000	18.100	15.246	10.939	1.189	-0.626	
m18c597r2.htb5	0.998	2.262	16.000	11.688	54.382	16.000	129.745	167.427	-8.511	3.585	0.938	
m18c597r2.htb5	0.991	-0.028	60.000	11.645	22.704	60.000	24.560	25.488	-8.185	0.369	-0.425	
m18c597r2.htb6	0.192	0.091	16.000	19.960	16.203	16.000	28.531	34.695	1.920	-0.324	0.505	
