FILE	 Wves_predicted	 Wves_actual	 coherence	 thresh_predicted	 thresh_actual_d0	 coherence	 thresh_actual_all	 thresh_actual_pm	 bias_delta0	 Wves_actual_minus	 Wves_actual_plus
m24c64r2.htb	0.029	-0.053	60	3.455	5.82	60	6.434	6.741	-0.292	0.221	-0.326
m24c64r2.htb	0.403	0.672	16	13.186	3.542	16	5.173	5.989	-0.475	0.669	0.676
m24c64r2.htb	0.028	0.01	60	3.453	6.101	60	6.727	7.04	-0.39	0.088	-0.069
m24c64r2.htb	0.665	0.657	16	14.828	6.396	16	6.596	6.695	-0.033	0.702	0.611
m24c64r2.htb	0.04	-0.073	60	3.623	5.249	60	6.387	6.956	0.146	0.339	-0.484
m24c64r2.htb	0.633	0.668	16	15.662	6.613	16	6.686	6.723	0.122	0.741	0.595
m24c64r2.htb	0.035	-0.079	60	3.702	5.249	60	6.415	6.999	0.146	0.302	-0.459
m24c18r2.htb	0.628	-0.178	15	67.181	300	15	300	300	32.376	6.31	-6.665
m24c18r2.htb	0.057	-0.561	60	20.212	17.505	60	106.884	151.574	2.85	0.236	-1.358
m24c18r2.htb	0.571	6.211	15	72.195	108.519	15	171.068	202.343	3.27	4.89	7.532
m24c18r2.htb	0.025	-0.379	60	15.039	17.505	60	107.458	152.435	2.85	0.599	-1.358
m24c18r2.htb	0.651	-0.22	15	26.891	55.628	15	86.206	101.496	-4.106	0.294	-0.734
m24c18r2.htb	0.312	28.481	60	18.621	47.745	60	129.027	169.668	-16.356	-2.006	58.969
m24c21r2.htb	0.975	1.075	15	15.374	21.523	15	18.174	16.5	7.925	1.926	0.224
m24c21r2.htb	0.997	-7.986	60	15.546	73.676	60	58.95	51.587	40.023	7.61	-23.582
m24c29r2.htb	0.921	0.901	15	8.538	5.658	15	6.802	7.374	1.711	0.789	1.013
m24c29r2.htb	0.335	0.38	60	5.149	3.382	60	3.135	3.012	0.627	0.341	0.418
m24c36r2.htb	0.999	0.847	18	9.32	10.416	18	11.825	12.53	0.101	0.723	0.971
m24c36r2.htb	0.931	0.685	60	8.997	8.887	60	11.406	12.665	2.863	0.467	0.902
m24c36r2.htb	0.994	0.691	18	10.711	11.427	18	12.998	13.783	1.384	0.454	0.928
m24c36r2.htb	0.938	0.658	60	10.407	8.652	60	11.581	13.045	3.643	0.23	1.085
m24c36r2.htb	0.994	0.691	18	10.711	11.427	18	12.998	13.783	1.384	0.454	0.928
m24c36r2.htb	0.938	0.658	60	10.407	8.652	60	11.581	13.045	3.643	0.23	1.085
m24c36r2.htb	0.982	0.846	18	6.499	7.21	18	7.167	7.145	0.04	0.66	1.032
m24c36r2.htb	0.716	0.539	60	5.548	5.367	60	6.035	6.369	1.801	0.552	0.525
m24c36r2.htb	0.982	0.846	18	6.499	7.21	18	7.167	7.145	0.04	0.66	1.032
m24c36r2.htb	0.716	0.539	60	5.548	5.367	60	6.035	6.369	1.801	0.552	0.525
m24c36r2.htb	0.926	0.92	18	4.662	8.12	18	8.068	8.042	0.452	0.777	1.064
m24c36r2.htb	0.655	0.642	60	3.921	5.48	60	6.583	7.134	1	0.533	0.75
m24c36r2.htb	0.926	0.92	18	4.662	8.12	18	8.068	8.042	0.452	0.777	1.064
m24c36r2.htb	0.655	0.642	60	3.921	5.48	60	6.583	7.134	1	0.533	0.75
m24c36r2.htb	0.033	0.69	18	26.706	183.179	18	113.053	77.991	-11.966	-2.181	3.562
m24c36r2.htb	0.006	1.533	60	11.659	28.335	60	55.008	68.344	5.641	-1.24	4.307
m24c37r2.htb	0.033	-0.027	18	9.408	9.627	18	9.362	9.23	-0.723	0.194	-0.247
m24c37r2.htb	0.004	-0.126	60	3.422	4.42	60	4.055	3.873	-0.138	-0.225	-0.026
m24c37r2.htb	0.033	-0.027	18	9.408	9.627	18	9.362	9.23	-0.723	0.194	-0.247
m24c37r2.htb	0.004	-0.126	60	3.422	4.42	60	4.055	3.873	-0.138	-0.225	-0.026
m24c37r2.htb	0.807	0.738	18	49.608	47.444	18	47.025	46.815	1.54	0.725	0.751
m24c37r2.htb	0.124	0.376	60	19.431	23.134	60	21.714	21.003	1.063	0.398	0.353
m24c37r2.htb	0.624	1.062	18	63.011	41.69	18	58.03	66.2	0.537	0.808	1.315
m24c37r2.htb	0.071	0.222	60	21.32	31.061	60	25.248	22.342	1.338	0.272	0.172
m24c38r2.htb	0.802	0.763	16	6.022	3.46	16	3.374	3.332	0.54	0.791	0.735
m24c38r2.htb	0.088	0.165	60	1.995	1.139	60	1.449	1.604	-0.104	0.266	0.063
m24c41r2.htb	0.341	0.309	16	10.187	5.574	16	4.997	4.708	0.022	0.417	0.2
m24c41r2.htb	0.045	-0.266	60	3.696	5.607	60	5.418	5.324	-1.386	-0.296	-0.236
m24c41r2.htb	0.258	0.293	16	10.211	5.16	16	4.847	4.691	0.438	0.374	0.212
m24c41r2.htb	0.029	-0.32	60	3.399	6.196	60	5.442	5.065	-1.353	-0.371	-0.269
m24c41r2.htb	0.341	0.309	16	10.187	5.574	16	4.997	4.708	0.022	0.417	0.2
m24c41r2.htb	0.045	-0.266	60	3.696	5.607	60	5.418	5.324	-1.386	-0.296	-0.236
m24c43r3.htb	0.659	0.57	18	12.198	7.261	18	6.629	6.313	1.541	0.437	0.704
m24c43r3.htb	0.176	0.2	60	6.307	5.459	60	5.121	4.952	-0.082	0.156	0.245
m24c43r3.htb	0.709	0.578	18	9.015	6.611	18	5.918	5.571	1.689	0.383	0.773
m24c43r3.htb	0.236	0.228	60	5.198	5.496	60	4.3	3.703	0.401	0.276	0.179
m24c43r3.htb	0.759	0.553	18	10.924	7.261	18	6.308	5.832	1.541	0.447	0.659
m24c43r3.htb	0.276	0.162	60	6.584	5.276	60	4.823	4.597	0.234	0.225	0.1
m24c49r2.htb	0.797	0.862	18	15.913	24.541	18	21.733	20.328	2.417	0.724	1
m24c49r2.htb	0.363	1.31	60	10.742	24.317	60	31.804	35.547	-1.694	2.392	0.228
m24c52r2.htb	0.002	0.737	18	12.305	16.397	18	14.374	13.362	0.229	0.685	0.789
m24c52r2.htb	0	0.057	60	6.159	4.634	60	4.283	4.107	-1.986	0.159	-0.045
m24c52r2.htb	0.063	0.551	18	10.144	17.498	18	16.723	16.335	0.198	0.286	0.816
m24c52r2.htb	0.023	0.1	60	6.091	5.253	60	5.382	5.446	-1.736	0.308	-0.107
m24c52r2.htb	0.07	0.383	18	24.976	5.64	18	5.959	6.118	-0.395	0.392	0.373
m24c52r2.htb	0.006	0.202	60	7.445	2.929	60	3.695	4.079	-1.369	0.041	0.364
m24c52r2.htb	0.668	0.823	18	21.331	11.957	18	13.777	14.688	-0.484	0.839	0.807
m24c52r2.htb	0.071	-0.315	60	6.963	12.898	60	11.918	11.428	-2.811	-0.757	0.127
m24c56r2.htb	0.81	0.835	18	14.473	13.55	18	13.366	13.274	-4.368	0.944	0.725
m24c56r2.htb	0.242	0.381	60	7.903	16.777	60	12.236	9.965	-0.392	0.391	0.371
m24c64r2.htb	0.665	0.657	16	14.828	6.396	16	6.596	6.695	-0.033	0.702	0.611
m24c64r2.htb	0.04	-0.073	60	3.623	5.249	60	6.387	6.956	0.146	0.339	-0.484
m24c68r2.htb	0.718	0.662	16	18.041	12.13	16	11.292	10.873	0.801	0.705	0.619
m24c68r2.htb	0.128	-0.142	60	7.611	8.513	60	8.682	8.766	1.044	-0.094	-0.19
m24c68r2.htb	0.734	0.729	16	16.996	11.397	16	10.758	10.438	0.084	0.635	0.823
m24c68r2.htb	0.1	-0.117	60	6.287	8.984	60	8.229	7.852	1.827	0.044	-0.278
m24c72r2.htb	0.943	0.41	16	8.372	7.148	16	8.023	8.46	-1.865	0.546	0.273
m24c72r2.htb	0.818	0.501	60	7.797	2.748	60	4.044	4.692	0.833	0.178	0.823
m24c72r2.htb	0.934	0.59	16	8.33	7.532	16	7.928	8.126	-1.388	0.666	0.514
m24c72r2.htb	0.794	0.601	60	7.683	2.399	60	4.031	4.847	1.076	0.32	0.882
m24c72r2.htb	0.5	0.626	16	212.132	300	16	190.729	136.093	-51.308	-15.531	16.784
m24c72r2.htb	0.5	-3.96	60	212.132	300	60	242.707	214.06	30.029	1.197	-9.117
m24c84r3.htb	0.978	1.524	16	7.033	10.813	16	12.352	13.121	-2.708	1.929	1.118
m24c84r3.htb	0.998	1.499	60	7.103	21.489	60	23.169	24.01	7.41	1.179	1.82
m24c84r3.htb	0.992	1.629	16	10.448	16.709	16	15.375	14.709	-4.316	1.448	1.81
m24c84r3.htb	0.971	0.609	60	10.334	15.011	60	14.196	13.789	0.844	0.753	0.465
m24c84r3.htb	0.967	1.355	16	7.98	14.149	16	13.091	12.562	-3.394	1.321	1.389
m24c84r3.htb	0.989	0.619	60	8.073	16.085	60	14.456	13.641	1.651	0.261	0.976
m24c84r3.htb	0.97	1.967	16	9.195	17.706	16	18.446	18.816	-2.524	2.936	0.997
m24c84r3.htb	0.996	0.476	60	9.319	24.295	60	19.761	17.495	1.865	0.695	0.256
m24c84r3.htb	0.961	1.687	16	10.044	18.997	16	16.076	14.615	-4.028	1.52	1.853
m24c84r3.htb	0.999	0.563	60	10.24	15.472	60	15.123	14.948	1.229	0.757	0.369
m24c85r2.htb	0.876	0.804	16	19.778	17.741	16	19.085	19.757	-1.893	0.839	0.769
m24c85r2.htb	0.567	0.888	60	15.912	14.342	60	15.975	16.791	1.285	1.368	0.407
m24c85r2.htb	0.876	0.764	16	19.778	15.458	16	18.409	19.885	-1.132	0.949	0.579
m24c85r2.htb	0.654	0.888	60	17.095	14.92	60	16.167	16.791	0.95	1.284	0.491
m24c85r2.htb	0.882	1.189	16	22.809	24.67	16	31.916	35.538	-1.327	1.553	0.826
m24c85r2.htb	0.791	0.936	60	21.602	24.223	60	23.563	23.234	2.062	0.921	0.951
m24c88r2.htb	0.016	0.852	16	37.856	29.998	16	30.007	30.011	-0.983	2.584	-0.88
m24c88r2.htb	0.155	0.839	60	118.292	39.662	60	36.467	34.869	-0.315	1.524	0.155
m24c88r2.htb	0.016	0.852	16	37.856	29.998	16	30.007	30.011	-0.983	2.584	-0.88
m24c88r2.htb	0.155	0.839	60	118.292	39.662	60	36.467	34.869	-0.315	1.524	0.155
m24c94r2.htb	0.904	5.12	16	24.058	151.335	16	129.57	118.688	-16.645	-4.998	15.239
m24c94r2.htb	0.795	1.707	60	22.562	108.181	60	98.804	94.116	-8.507	-0.77	4.184
m24c94r2.htb	0.999	-31.223	16	10.916	97.836	16	146.15	170.308	38.489	5.722	-68.168
m24c94r2.htb	0.899	-13.436	60	10.357	41.736	60	208.041	291.193	14.383	39.033	-65.905
m24c88r2.htb	0.336	0.94	16	46.883	36.034	16	33.982	32.956	0.791	2.158	-0.278
m24c88r2.htb	0.596	1.223	60	62.42	36.291	60	34.697	33.9	-2.233	1.448	0.999
m24c88r2.htb	0.986	1.173	16	25.267	22.043	16	23.622	24.411	0.658	1.263	1.082
m24c88r2.htb	0.902	-0.264	60	24.161	13.219	60	12.719	12.469	-5.985	0.329	-0.858
m24c94r2.htb	0.904	5.12	16	24.058	151.335	16	129.57	118.688	-16.645	-4.998	15.239
m24c94r2.htb	0.795	1.707	60	22.562	108.181	60	98.804	94.116	-8.507	-0.77	4.184
m24c85r2.htb	0.876	0.804	16	19.778	17.741	16	19.085	19.757	-1.893	0.839	0.769
m24c85r2.htb	0.567	0.888	60	15.912	14.342	60	15.975	16.791	1.285	1.368	0.407
m24c85r2.htb	0.882	1.189	16	22.809	24.67	16	31.916	35.538	-1.327	1.553	0.826
m24c85r2.htb	0.791	0.936	60	21.602	24.223	60	23.563	23.234	2.062	0.921	0.951
m24c102r2.htb	0.353	0.725	16	33.976	36.704	16	26.056	20.732	6.328	1.284	0.167
m24c102r2.htb	0.032	0.328	60	10.305	2.972	60	4.203	4.819	0.417	0.674	-0.018
m24c102r2.htb	0.297	0.551	16	30.367	19.047	16	19.467	19.676	4.443	0.143	0.959
m24c102r2.htb	0.065	0.37	60	14.248	8.008	60	7.653	7.476	-0.61	0.628	0.112
m24c102r2.htb	0.353	0.725	16	33.976	36.704	16	26.056	20.732	6.328	1.284	0.167
m24c102r2.htb	0.032	0.328	60	10.305	2.972	60	4.203	4.819	0.417	0.674	-0.018
m24c103r2.htb	0.038	-6.912	16	16.851	51.591	16	95.057	116.79	18.795	8.462	-22.285
m24c103r2.htb	0.923	1.296	60	83.072	21.215	60	41.025	50.931	4.258	0.431	2.16
m24c103r2.htb	0.254	0.653	16	33.207	24.063	16	19.664	17.465	3.901	0.801	0.504
m24c103r2.htb	0.09	0.481	60	19.793	9.57	60	10.924	11.602	-2.154	0.195	0.768
m24c105r2.htb	0.343	-0.169	16	23.804	300	16	158.571	87.856	40.689	10.002	-10.339
m24c105r2.htb	0.968	0.995	60	40.008	111.828	60	63.787	39.767	-9.109	-0.191	2.182
m24c105r2.htb	0.032	-48.966	16	28.497	300	16	221.923	182.885	-149.587	-39.991	-57.94
m24c105r2.htb	0.78	0.117	60	140.561	38.888	60	41.917	43.432	-1.731	0.814	-0.58
m24c106r2.htb	0.107	-1.247	16	18.068	15.386	16	18.397	19.903	2.971	-0.393	-2.102
m24c106r2.htb	0.003	-0.473	60	3.17	5.532	60	5.473	5.443	1.542	-1.007	0.061
m24c110r2.htb	0.971	-2.402	16	18.752	125.841	16	116.139	111.288	7.95	-1.702	-3.102
m24c110r2.htb	0.154	-0.421	60	7.462	9.169	60	9.071	9.022	2.229	-0.965	0.122
m24c111r2.htb	0.802	3.05	16	16.148	17.428	16	53.797	71.982	-1.635	6.544	-0.444
m24c111r2.htb	0.931	0.384	60	17.398	37.192	60	30.103	26.559	-2.406	-0.792	1.56
m24c111r2.htb	0.871	1.052	16	23.552	19.725	16	15.869	13.941	3.382	-0.11	2.213
m24c111r2.htb	0.343	0.135	60	14.772	9.656	60	18.833	23.422	0.482	0.554	-0.285
m24c115r2.htb	0.002	-0.489	16	13.456	16.602	16	20.833	22.948	-6.064	-0.828	-0.151
m24c115r2.htb	0	-0.36	60	5.611	8.054	60	7.164	6.719	-0.601	-0.239	-0.482
m24c115r2.htb	0.007	-1.606	16	24.933	16.269	16	32.885	41.193	-5.188	-0.476	-2.736
m24c115r2.htb	0.001	-0.082	60	8.04	6.595	60	6.956	7.136	-0.58	-0.037	-0.127
m24c115r2.htb	0.004	-0.496	16	17.267	13.814	16	18.544	20.909	-3.857	-0.705	-0.286
m24c115r2.htb	0.001	-0.23	60	6.142	6.556	60	6.86	7.012	-1.249	-0.213	-0.247
m24c115r2.htb	0.024	-0.357	16	18.197	18.34	16	18.308	18.293	-8.377	-1.257	0.542
m24c115r2.htb	0.002	-0.198	60	5.606	6.436	60	6.61	6.696	-0.899	-0.204	-0.192
m24c119r2.htb	0.578	0.605	16	5.46	3.955	16	3.258	2.909	0.283	0.774	0.435
m24c119r2.htb	0.074	0.151	60	1.956	2.031	60	1.974	1.946	-0.135	0.039	0.262
m24c125r2.htb	0.978	29.864	16	41.564	24.91	16	115.907	161.406	13.743	56.794	2.934
m24c125r2.htb	0.223	0.741	60	19.85	300	60	227.828	191.742	-12.769	-0.609	2.09
m24c125r2.htb	0.5	-3.254	16	212.132	87.708	16	77.316	72.119	-11.552	-1.259	-5.25
m24c125r2.htb	0.032	-0.287	60	53.355	22.975	60	24.714	25.583	1.465	0.052	-0.626
m24c125r2.htb	0.015	0.156	16	36.295	15.138	16	13.944	13.347	-0.358	0.588	-0.276
m24c125r2.htb	0.002	0.021	60	13.447	3.59	60	4.599	5.104	1.266	0.394	-0.351
m24c125r2.htb	0.089	0.334	16	89.557	13.191	16	16.714	18.475	-1.064	0.246	0.422
m24c125r2.htb	0.005	-0.18	60	20.445	7.836	60	6.564	5.928	1.25	0.386	-0.746
m24c125r2.htb	0.564	-1.369	16	149.595	62.784	16	84.473	95.317	-4.782	0.305	-3.044
m24c125r2.htb	0.309	-0.118	60	110.685	26.529	60	23.229	21.579	5.216	0.937	-1.173
m24c127r2.htb	0.68	0.641	16	8.03	2.981	16	3.912	4.377	0.02	0.505	0.776
m24c127r2.htb	0.174	0.168	60	4.059	2.491	60	2.475	2.467	0.802	0.26	0.077
m24c129r2.htb	0.971	2.08	16	24.068	19.102	16	31.828	38.191	0.918	0.439	3.722
m24c129r2.htb	0.982	-1.517	60	24.214	99.513	60	70.913	56.613	-5.311	-3.986	0.953
m24c133r3.htb	0.652	0.587	16	176.997	51.012	16	72.083	82.618	16.821	-6.022	7.196
m24c133r3.htb	0.002	-0.312	60	10.092	8.2	60	7.197	6.696	-2.464	0.003	-0.627
m24c133r3.htb	0.326	2.568	16	125.173	40.922	16	69.699	84.088	19.953	-6.084	11.219
m24c133r3.htb	0.002	-0.302	60	9.753	10.155	60	10.32	10.403	-2.03	0.171	-0.775
m24c133r3.htb	0.385	0.435	16	18.473	20.567	16	17.355	15.748	7.08	0.38	0.49
m24c133r3.htb	0.046	-0.097	60	6.387	6.166	60	4.637	3.872	-1.668	-0.274	0.08
m24c134r2.htb	0.998	0.957	16	14.797	27.69	16	15.862	9.949	2.707	1.615	0.299
m24c134r2.htb	0.993	1.358	60	14.765	54.765	60	34.254	23.999	14.946	3.416	-0.7
m24c134r2.htb	0.984	1.051	16	9.114	15.574	16	10.722	8.296	1.591	1.604	0.499
m24c134r2.htb	0.999	1.151	60	9.182	36.423	60	24.105	17.945	6.63	1.337	0.964
m24c134r2.htb	0.998	1.168	16	8.574	12.633	16	10.689	9.718	0.699	1.397	0.939
m24c134r2.htb	0.986	1.367	60	8.523	33.212	60	28.359	25.932	7.702	0.865	1.869
m24c138r2.htb	0.994	0.755	16	22.232	9.68	16	9.596	9.554	-1.148	1.066	0.443
m24c138r2.htb	0.773	-0.317	60	19.604	17	60	20.093	21.64	-1.335	0.091	-0.725
m24c140r2.htb	0.101	0.741	16	5.716	9.801	16	9.16	8.839	-1.198	0.168	1.314
m24c140r2.htb	0.064	-0.059	60	4.549	1.33	60	2.055	2.418	-0.129	-0.038	-0.081
m24c140r2.htb	0.141	0.642	16	5.691	6.946	16	8.622	9.459	-0.109	0.177	1.107
m24c140r2.htb	0.08	-0.04	60	4.28	3.305	60	2.924	2.734	-0.202	-0.26	0.179
m24c144r2.htb	0.998	-4.42	16	14.458	18.507	16	110.495	156.489	-0.627	-1.296	-7.543
m24c144r2.htb	0.243	0.406	60	7.138	10.394	60	13.144	14.518	-5.717	0.025	0.787
m24c153r2.htb	0.966	1.012	16	21.335	30.97	16	23.215	19.337	8.778	0.117	1.907
m24c153r2.htb	0.335	0.62	60	12.563	39.489	60	25.458	18.443	3.919	0.554	0.687
m24c153r2.htb	0.966	1.012	16	21.335	30.97	16	23.215	19.337	8.778	0.117	1.907
m24c153r2.htb	0.335	0.62	60	12.563	39.489	60	25.458	18.443	3.919	0.554	0.687
m24c153r2.htb	0.989	-1.14	16	22.194	17.409	16	27.814	33.017	2.224	-3.863	1.583
m24c153r2.htb	0.279	0.332	60	11.798	25.474	60	19.522	16.546	3.699	0.61	0.054
m24c154r2.htb	0.021	0.538	16	5.719	3.003	16	3.281	3.42	0.038	0.669	0.408
m24c154r2.htb	0.003	0.013	60	2.302	1.922	60	2.22	2.369	0.098	0	0.027
m24c154r2.htb	0.021	0.538	16	5.719	3.003	16	3.281	3.42	0.038	0.669	0.408
m24c154r2.htb	0.003	0.013	60	2.302	1.922	60	2.22	2.369	0.098	0	0.027
m24c155r2.htb	0.507	0.54	16	8.715	7.071	16	6.736	6.568	-0.691	0.499	0.581
m24c155r2.htb	0.092	0.164	60	3.72	2.6	60	2.685	2.727	-0.057	0.068	0.26
m24c155r2.htb	0.575	0.494	16	7.96	8.343	16	7.269	6.732	-0.85	0.276	0.713
m24c155r2.htb	0.098	0.132	60	3.279	2.154	60	2.05	1.998	-0.219	-0.048	0.313
m24c155r2.htb	0.442	0.491	16	8.323	5.271	16	5.058	4.952	-0.731	0.529	0.453
m24c155r2.htb	0.077	0.107	60	3.473	2.294	60	2.394	2.443	0.125	0.02	0.193
m24c158r2.htb	0.684	0.808	16	13.349	10.85	16	13.176	14.339	0.739	0.746	0.87
m24c158r2.htb	0.258	0.383	60	8.197	8.354	60	7.37	6.878	1.95	0.682	0.084
m24c158r2.htb	0.768	0.807	16	15.504	13.729	16	14.989	15.619	0.837	0.769	0.845
m24c158r2.htb	0.268	0.339	60	9.16	10.462	60	9.443	8.933	1.657	0.609	0.07
m24c160r2.htb	0.054	0.3	16	15.312	11.839	16	14.134	15.282	2.321	0.765	-0.165
m24c160r2.htb	0.004	-0.243	60	4.383	3.504	60	4.346	4.767	-0.107	-0.18	-0.306
m24c166r2.htb	0.958	-0.992	16.000	61.495	74.721	16.000	133.250	162.514	17.924	5.411	-7.395	
m24c166r2.htb	0.923	-0.178	60.000	60.351	72.206	60.000	52.661	42.888	10.538	0.800	-1.156	
m24c166r2.htb	0.009	-1.026	16.000	28.637	300.000	16.000	124.302	36.453	45.221	12.638	-14.691	
m24c166r2.htb	0.008	5.397	60.000	27.619	18.289	60.000	112.792	160.044	5.379	11.050	-0.257	
m24c171r2.htb	0.032	-37.085	16.000	14.133	35.750	16.000	185.340	260.136	0.554	8.684	-82.855	
m24c171r2.htb	0.040	-0.040	60.000	15.803	62.806	60.000	27.191	9.383	-14.767	-3.448	3.369	
m24c180r2.htb	0.990	0.980	16.000	18.276	16.891	16.000	18.070	18.659	3.635	1.142	0.818	
m24c180r2.htb	0.935	0.239	60.000	17.761	21.595	60.000	22.590	23.088	-7.600	1.283	-0.805	
m24c180r2.htb	0.978	0.918	16.000	17.464	9.786	16.000	10.328	10.599	-0.016	0.972	0.865	
m24c180r2.htb	0.663	0.772	60.000	14.379	12.674	60.000	12.501	12.414	-1.959	0.806	0.738	
m24c182r2.htb	0.073	2.115	16.000	38.772	33.619	16.000	36.082	37.313	6.595	4.735	-0.506	
m24c182r2.htb	0.003	-0.184	60.000	8.193	15.094	60.000	11.903	10.307	-6.397	-0.410	0.041	
m24c182r2.htb	0.018	25.022	16.000	40.504	28.157	16.000	117.323	161.907	3.394	49.995	0.049	
m24c182r2.htb	0.001	0.150	60.000	9.766	16.108	60.000	12.893	11.285	-4.349	0.401	-0.102	
m24c182r2.htb	0.011	4.578	16.000	30.868	39.452	16.000	104.282	136.697	2.483	9.521	-0.365	
m24c182r2.htb	0.001	-0.052	60.000	8.959	20.642	60.000	16.189	13.962	-2.419	0.313	-0.416	
m24c182r2.htb	0.209	10.056	16.000	59.581	83.582	16.000	140.174	168.470	-9.767	17.199	2.913	
m24c182r2.htb	0.012	-0.006	60.000	14.216	35.652	60.000	30.286	27.603	-0.481	-0.139	0.128	
m18c101r2.htb	0.030	0.990	16.000	51.735	181.967	16.000	119.615	88.440	14.741	5.731	-3.752	
m18c101r2.htb	0.005	2.115	90.000	22.236	22.175	90.000	34.871	41.218	-3.351	3.904	0.325	
m18c101r2.htb	0.134	7.248	16.000	48.888	62.054	16.000	131.630	166.418	6.995	16.658	-2.162	
m18c101r2.htb	0.014	0.902	90.000	15.870	18.578	90.000	21.506	22.970	-0.460	1.458	0.347	
m18c101r2.htb	0.030	0.990	16.000	51.735	181.967	16.000	119.615	88.440	14.741	5.731	-3.752	
m18c101r2.htb	0.005	2.115	90.000	22.236	22.175	90.000	34.871	41.218	-3.351	3.904	0.325	
m18c101r2.htb	0.134	7.248	16.000	48.888	62.054	16.000	131.630	166.418	6.995	16.658	-2.162	
m18c101r2.htb	0.014	0.902	90.000	15.870	18.578	90.000	21.506	22.970	-0.460	1.458	0.347	
m18c101r2.htb	0.455	0.563	16.000	43.021	300.000	16.000	170.100	105.151	35.781	8.703	-7.576	
m18c101r2.htb	0.244	2.208	90.000	31.533	30.767	90.000	46.110	53.781	-1.281	4.790	-0.374	
m18c101r2.htb	0.859	-0.403	16.000	29.553	141.192	16.000	170.358	184.941	-21.489	-3.477	2.672	
m18c101r2.htb	0.493	0.292	90.000	22.381	32.859	90.000	37.451	39.746	-2.871	-0.495	1.078	
m18c101r2.htb	0.090	1.618	16.000	22.993	38.119	16.000	61.417	73.066	8.189	1.343	1.893	
m18c101r2.htb	0.019	0.104	90.000	10.596	10.561	90.000	10.514	10.490	2.701	0.175	0.034	
m18c108r3.htb	0.215	1.111	16.000	32.820	31.600	16.000	26.818	24.427	-2.804	1.061	1.160	
m18c108r3.htb	0.237	-0.415	90.000	34.481	31.618	90.000	30.851	30.468	3.968	-1.617	0.788	
m18c108r3.htb	0.220	0.700	16.000	30.641	27.866	16.000	25.006	23.577	-2.514	0.832	0.567	
m18c108r3.htb	0.143	0.217	90.000	24.772	32.368	90.000	25.600	22.216	9.623	0.500	-0.066	
m18c108r3.htb	0.500	-1.818	16.000	212.132	55.749	16.000	77.371	88.182	1.641	-2.231	-1.405	
m18c108r3.htb	0.001	-0.639	90.000	8.554	8.562	90.000	9.048	9.290	-0.310	-0.684	-0.594	
m18c108r3.htb	0.848	-0.428	16.000	116.887	58.830	16.000	70.121	75.767	3.233	0.141	-0.996	
m18c108r3.htb	0.005	-0.639	90.000	8.538	8.392	90.000	8.991	9.290	0.244	-0.546	-0.732	
m18c115r2.htb	0.278	-2.761	16.000	19.427	21.517	16.000	33.573	39.600	8.262	-3.975	-1.547	
m18c115r2.htb	0.096	-0.416	90.000	11.406	10.891	90.000	10.556	10.389	1.540	-0.398	-0.434	
m18c115r2.htb	0.821	0.649	16.000	24.786	25.490	16.000	23.499	22.504	0.263	0.074	1.224	
m18c115r2.htb	0.683	-0.268	90.000	22.604	22.712	90.000	20.316	19.118	1.026	-0.666	0.129	
m18c115r2.htb	0.994	-0.057	16.000	22.065	20.909	16.000	20.911	20.911	5.015	-0.854	0.740	
m18c115r2.htb	0.621	-2.077	90.000	17.442	27.460	90.000	34.725	38.357	3.319	-0.786	-3.368	
m18c117r3.htb1	0.724	-0.432	16.000	21.670	31.200	16.000	56.593	69.289	11.091	-4.105	3.241	
m18c117r3.htb1	0.659	0.037	90.000	20.679	20.661	90.000	18.846	17.939	1.299	0.368	-0.294	
m18c117r3.htb1	0.795	0.962	16.000	17.547	28.707	16.000	46.991	56.134	7.950	-1.457	3.382	
m18c117r3.htb1	0.789	-0.021	90.000	17.471	18.562	90.000	20.658	21.706	1.767	0.266	-0.309	
m18c117r3.htb1	0.783	0.624	16.000	20.672	28.707	16.000	46.493	55.386	7.950	-2.135	3.382	
m18c117r3.htb1	0.810	-0.001	90.000	21.025	18.211	90.000	20.462	21.587	2.047	0.137	-0.139	
m18c119r3.htb1	0.701	34.795	16.000	17.234	73.936	16.000	205.137	270.738	-7.064	52.695	16.895	
m18c119r3.htb1	0.408	-0.660	90.000	13.154	209.364	90.000	88.226	27.657	73.267	15.192	-16.513	
m18c119r3.htb1	0.701	34.795	16.000	17.234	73.936	16.000	205.137	270.738	-7.064	52.695	16.895	
m18c119r3.htb1	0.408	-0.660	90.000	13.154	209.364	90.000	88.226	27.657	73.267	15.192	-16.513	
m18c119r3.htb4	0.015	0.669	16.000	13.664	5.744	16.000	5.582	5.500	2.370	1.077	0.261	
m18c119r3.htb4	0.001	-0.012	90.000	2.522	5.882	90.000	3.966	3.008	-0.757	-0.089	0.066	
m18c120r2.htb4	0.527	-1.038	16.000	25.130	300.000	16.000	128.466	42.699	-22.068	-2.388	0.312	
m18c120r2.htb4	0.129	-0.165	90.000	12.407	27.013	90.000	114.673	158.503	4.301	0.056	-0.385	
m18c121r2.htb3	0.777	-1.159	16.000	33.859	39.644	16.000	34.373	31.737	-5.198	-1.568	-0.749	
m18c121r2.htb3	0.013	-0.101	90.000	4.309	6.174	90.000	4.984	4.389	0.578	0.228	-0.431	
m18c121r2.htb4	0.993	1.603	16.000	25.189	53.598	16.000	67.235	74.053	-9.193	2.711	0.495	
