FILE	
m2c190r2.htb 4.510 5.177 6.280 6.078 6.139 7.298 6.676 5.856 7.646 9.716 12.057 20.122 22.303 20.056 23.474 30.986 14.092 39.806 27.072 23.281 18.953 17.963 19.236 16.238 14.144 11.485 12.815 88.569 81.617 76.068 77.971 96.604 69.613 41.667 43.491 53.106 26.843 19.406 16.549 17.519 16.379 16.266 15.106 15.361 9.844 63.847 50.064 56.775 75.613 72.562 44.187 37.848 73.947 23.754 
m2c191r2.htb 14.851 16.337 17.272 17.567 16.089 17.567 18.124 19.582 18.564 20.054 17.841 18.791 14.782 19.235 18.761 28.783 22.749 17.946 34.229 37.266 36.386 37.129 35.396 34.186 35.078 32.728 31.023 30.521 54.793 49.036 56.549 45.283 55.092 35.307 41.337 24.479 36.124 37.789 36.238 35.728 35.561 36.304 35.836 36.964 35.891 42.520 40.864 28.325 54.572 27.357 66.772 34.440 30.361 46.627 
m2c193r2.htb 16.565 14.528 15.194 16.070 13.442 15.004 15.765 16.089 16.165 88.731 71.762 59.082 121.234 65.059 82.744 69.153 86.415 34.088 10.739 9.311 8.816 9.653 7.788 8.568 8.416 8.854 9.730 77.862 31.379 36.454 74.613 19.261 45.474 36.732 31.847 23.439 13.100 11.424 9.577 9.768 10.072 10.682 9.330 9.863 9.844 117.813 118.922 70.724 79.655 84.910 61.406 61.561 70.964 48.800 
m2c195r2.htb 6.865 6.865 6.304 6.931 5.446 5.809 5.611 6.106 6.238 16.694 11.894 6.726 9.600 8.502 8.906 4.349 7.104 7.514 3.762 4.389 5.215 5.248 4.653 4.686 5.182 5.116 3.729 7.396 11.472 9.866 8.258 6.906 6.283 8.429 10.079 6.131 4.290 4.785 4.323 3.927 3.993 3.993 4.719 4.785 3.894 3.944 9.200 4.224 4.562 6.185 3.683 8.227 8.524 5.066 
m2c196r3.htb 18.777 25.706 25.596 30.876 29.562 33.847 37.257 40.484 48.373 53.044 41.887 48.163 72.846 100.913 70.810 37.338 109.441 84.503 4.880 13.018 18.702 20.865 23.939 24.606 26.025 31.830 44.481 14.663 35.193 58.843 64.091 63.396 51.707 64.617 51.858 101.794 8.361 17.751 25.449 29.850 31.011 31.612 36.010 44.307 54.632 22.270 25.047 86.855 71.690 79.372 98.751 64.107 90.160 132.525 
m2c197r2.htb 20.286 21.429 23.927 23.291 24.752 26.025 27.676 27.558 29.514 10.100 16.298 27.157 25.212 32.039 18.711 23.334 27.827 32.146 25.035 34.930 40.547 40.429 43.449 44.393 46.558 51.627 64.569 17.468 29.377 37.106 26.153 35.674 29.546 56.498 23.459 56.978 24.281 37.270 47.737 49.010 51.650 52.122 56.153 62.046 71.523 24.782 27.009 57.504 42.954 38.682 43.268 49.076 48.138 112.510 
m2c198r2.htb 12.228 14.455 12.327 14.427 17.277 17.475 18.069 17.970 20.248 27.373 21.814 26.362 35.641 25.330 22.833 29.809 18.912 32.450 6.648 6.129 10.000 10.099 9.194 9.901 8.614 13.614 19.950 18.738 7.119 58.807 116.872 36.971 27.655 18.068 42.914 21.698 12.400 11.089 11.683 13.267 14.703 14.455 16.690 17.624 27.673 80.543 18.326 28.852 30.172 28.921 30.688 40.906 29.161 52.779 
m2c199r2.htb 56.040 54.257 53.168 50.363 51.320 51.122 50.495 49.109 47.492 43.985 42.687 33.340 31.013 40.705 30.320 42.998 35.940 25.250 52.673 54.719 53.498 55.347 54.620 53.498 52.079 50.660 42.475 19.768 31.095 39.853 40.452 50.170 34.377 24.244 41.651 31.664 54.356 55.545 55.248 53.366 51.650 53.201 49.802 46.898 43.234 43.224 35.247 35.385 28.892 42.463 41.979 40.574 39.380 34.434 
m2c200r2.htb 11.518 13.003 13.696 17.030 19.769 17.426 16.436 22.904 28.251 40.123 30.337 44.288 38.292 48.777 34.858 39.928 52.039 122.823 12.508 12.970 15.545 14.884 18.713 16.040 17.591 22.871 32.046 41.814 41.737 43.076 36.608 46.605 26.123 31.889 42.548 51.887 11.452 13.993 15.446 17.954 18.317 17.195 21.782 26.865 37.096 32.362 53.391 28.638 34.123 24.930 37.554 70.176 74.349 82.192 
m2c202r2.htb 32.079 33.614 30.965 34.109 32.302 31.163 31.262 29.752 30.223 68.862 122.912 86.467 112.455 98.919 65.755 79.122 67.814 52.382 36.114 41.485 40.668 41.287 38.144 39.728 39.406 36.460 28.787 82.545 80.022 41.644 67.676 53.187 61.391 86.678 63.940 60.949 30.916 35.371 36.634 35.421 33.936 35.668 34.505 31.931 27.797 50.648 83.953 69.878 74.628 57.410 65.981 55.729 38.445 66.629 
m2c214r2.htb 49.028 47.411 43.031 45.316 40.404 41.508 37.852 40.404 35.872 67.668 85.037 69.815 51.862 75.602 113.865 45.510 49.408 73.507 80.236 56.816 48.477 47.144 44.136 40.746 37.586 35.110 31.721 112.733 105.564 123.712 60.628 59.694 46.560 91.166 59.855 48.896 96.116 72.772 61.615 61.234 54.303 56.131 49.238 43.184 34.577 109.003 110.675 112.719 144.746 51.343 65.309 109.837 74.901 78.888 
m2c220r2.htb 10.297 10.297 12.673 11.386 9.208 14.158 10.693 12.327 12.970 14.591 14.591 33.908 34.826 17.449 18.997 29.987 40.912 26.819 26.089 15.050 15.000 11.337 11.584 12.871 10.644 8.267 7.178 61.839 44.124 43.265 21.719 42.421 46.951 29.190 28.715 17.529 21.683 15.990 11.832 13.911 12.277 13.317 8.960 13.218 10.693 29.089 58.227 34.308 52.469 28.212 28.323 23.679 51.313 35.353 
m2c221r2.htb 31.223 37.694 34.795 33.522 38.225 38.366 39.533 41.443 42.786 90.367 141.303 87.988 102.729 145.980 100.036 80.234 161.401 117.226 12.942 10.325 8.982 10.290 10.644 10.007 9.972 8.204 11.563 37.900 26.390 30.130 22.245 25.388 30.523 20.545 17.272 27.597 19.837 20.898 19.519 21.747 22.136 21.711 24.611 29.809 38.508 23.707 51.363 59.098 139.237 120.846 67.889 112.314 81.789 126.955 
m2c223r2.htb 13.421 15.897 16.062 14.549 17.794 15.897 17.959 17.932 18.647 22.152 66.993 45.436 43.627 57.221 34.671 60.955 60.990 37.951 7.206 4.675 5.391 5.116 5.446 5.171 3.960 4.235 6.491 11.238 12.526 11.396 13.136 18.065 9.585 5.266 6.420 18.062 7.068 7.398 7.316 6.298 8.966 7.343 9.598 10.946 17.492 13.004 18.905 15.980 17.262 30.134 19.403 23.573 23.244 74.446 
m2c226r2.htb 21.330 21.584 22.801 25.233 24.385 25.714 25.771 29.816 35.191 17.550 24.554 56.424 34.216 22.090 20.960 18.077 49.867 32.600 12.984 17.115 17.482 19.321 20.820 19.349 19.010 20.877 27.864 20.227 34.459 39.785 60.396 50.311 51.687 48.254 43.558 36.856 15.813 18.331 20.622 21.160 19.576 20.622 21.669 28.713 33.720 28.341 26.028 49.562 28.780 37.199 43.738 42.716 45.094 58.468 
m2c231r2.htb 30.629 33.184 32.833 31.523 35.356 35.771 37.783 35.164 38.454 60.447 232.779 63.791 84.639 108.041 102.653 126.399 65.933 124.112 30.501 28.553 24.657 25.583 22.708 25.966 23.060 22.293 17.534 53.617 40.787 56.161 51.243 31.235 53.963 27.657 32.472 24.912 28.905 24.273 24.050 23.571 21.335 22.070 20.217 20.632 21.016 40.220 45.085 37.460 47.997 59.591 63.405 30.636 28.566 37.690 
m2c233r2.htb 24.312 24.679 25.559 23.029 22.956 23.579 22.919 24.166 23.029 41.424 36.642 48.414 36.316 47.585 63.797 52.310 66.755 40.237 6.674 7.481 8.911 9.168 8.801 9.828 8.361 11.074 10.378 8.867 10.130 22.999 10.526 15.484 16.659 25.060 21.268 19.031 7.737 8.728 7.517 8.251 7.224 9.424 8.801 9.424 12.761 6.111 11.088 9.521 13.800 8.281 12.621 21.516 22.198 55.977 
m2c236r2.htb 43.168 40.691 39.332 38.441 36.015 34.134 33.936 31.634 32.214 86.457 62.190 82.696 71.682 109.727 70.279 61.230 83.499 107.347 34.480 22.265 20.599 19.208 20.396 20.213 22.048 25.272 27.426 98.074 83.380 80.640 72.783 61.824 67.786 95.874 86.668 113.322 54.745 47.573 46.807 45.074 44.120 41.733 42.698 44.796 45.617 177.985 89.107 109.491 74.602 107.982 109.368 94.721 70.129 113.733 
m2c237r2.htb 38.834 36.744 39.076 34.675 35.314 34.675 34.103 36.049 34.015 51.906 55.798 73.727 118.326 71.250 65.523 64.279 95.764 81.683 88.273 80.418 74.103 72.739 69.219 68.273 66.494 56.612 41.364 480.388 435.068 370.728 233.738 189.412 214.817 217.167 192.285 88.489 87.019 81.166 71.441 70.891 70.612 67.261 63.696 57.778 39.919 415.299 265.842 287.537 311.128 168.099 323.516 212.591 181.183 103.855 
m2c240r2.htb 57.973 62.992 62.430 58.844 58.255 58.121 58.175 59.219 57.024 293.649 172.769 154.176 195.326 99.746 130.263 120.889 80.975 74.963 41.477 36.842 38.587 35.800 36.842 34.914 34.680 33.299 29.208 150.191 104.556 137.704 153.855 138.416 243.521 190.095 145.848 157.841 54.241 50.201 46.588 45.414 46.909 44.841 46.267 44.607 43.511 131.912 128.793 145.571 116.532 119.071 154.723 186.945 145.558 66.494 
m2c241r2.htb 37.723 36.139 36.634 34.950 37.574 39.059 38.218 34.703 32.871 172.419 204.366 124.033 151.595 96.015 106.231 206.007 190.639 84.574 22.624 20.198 18.911 18.119 13.812 19.257 17.871 14.950 14.257 192.063 177.526 190.064 228.471 176.296 191.774 223.041 107.100 125.416 26.139 24.703 25.396 26.980 25.347 23.069 25.149 18.317 19.455 387.516 282.065 248.920 350.211 298.051 245.910 248.933 231.505 136.960 
m2c242r2.htb 79.564 74.733 71.723 70.257 71.168 70.099 70.178 64.317 57.782 46.473 73.205 47.224 43.499 55.740 89.942 80.165 60.981 60.523 66.495 71.089 70.337 67.762 66.970 66.416 66.891 63.050 50.574 48.417 58.981 102.480 48.531 40.591 41.329 85.292 116.877 66.817 93.743 87.842 87.208 86.535 84.119 81.663 80.634 74.693 60.000 66.310 45.218 30.954 54.406 94.148 88.563 41.016 74.754 62.085 
m2c244r2.htb 26.293 23.597 30.308 27.558 28.548 28.328 27.613 29.043 28.548 62.765 49.044 86.282 92.869 41.432 56.527 44.043 44.286 52.965 7.591 7.151 5.336 5.501 4.455 4.840 5.116 5.611 6.546 19.145 24.514 14.547 14.557 28.400 5.638 13.753 12.686 33.461 24.587 23.927 21.397 21.892 22.552 23.322 22.387 24.312 23.487 63.921 80.067 33.346 47.387 43.312 47.080 44.648 80.064 87.858 
m2c247r2.htb 4.325 5.116 4.455 2.640 3.410 4.125 3.135 2.750 2.915 26.491 12.254 6.026 5.882 10.982 5.795 4.988 4.331 6.744 24.477 15.072 11.606 8.338 9.516 10.946 5.721 4.950 3.080 53.721 38.815 21.083 22.472 12.356 28.079 15.979 8.419 6.907 27.613 12.926 12.926 10.176 9.846 11.056 9.461 6.656 5.501 78.526 31.655 27.157 18.200 17.354 44.430 17.094 15.778 11.905 
m2c252r2.htb 21.729 20.655 18.678 19.160 21.507 19.133 17.795 14.504 16.832 42.422 45.774 39.547 61.716 101.761 48.092 59.552 68.251 32.658 32.398 40.374 44.527 45.490 47.140 47.766 46.668 44.527 44.849 66.582 76.245 75.538 88.280 74.854 67.281 119.333 102.538 80.159 21.507 26.866 24.780 25.020 29.180 24.312 26.251 23.682 20.257 34.597 47.825 52.179 61.848 76.546 40.749 82.869 53.338 43.274 
m2c254r2.htb 5.513 7.446 8.059 8.535 8.693 10.436 10.455 11.279 14.891 7.303 9.212 9.443 11.999 12.135 9.931 10.290 14.864 22.645 6.834 6.277 7.465 7.591 8.057 7.426 8.426 9.998 11.648 9.656 5.826 8.131 7.202 8.000 6.852 13.700 6.911 9.748 4.931 6.574 7.624 8.406 8.600 9.327 10.713 11.030 14.198 5.621 8.233 6.572 23.267 9.705 14.168 10.791 12.644 12.988 
m2c258r2.htb 15.914 16.204 17.291 16.252 14.827 15.600 16.131 15.576 17.218 74.080 68.805 73.772 56.905 69.821 50.867 37.851 71.073 72.830 9.708 7.897 5.820 5.433 5.337 5.409 4.347 4.009 4.902 29.371 26.345 23.880 23.190 23.374 13.141 13.228 17.349 13.575 20.164 17.146 16.349 16.759 14.055 15.262 14.562 14.393 15.455 64.786 53.546 59.657 46.485 48.928 61.316 59.124 46.471 41.804 
m2c260r2.htb 21.726 20.226 20.093 20.472 18.725 20.501 17.647 19.977 17.909 39.497 26.542 29.500 24.758 25.866 25.579 23.139 27.892 26.935 30.984 24.782 22.103 20.617 20.566 21.520 17.997 18.579 17.997 42.214 46.905 36.759 14.940 33.796 30.200 30.387 21.808 29.377 34.450 32.994 28.072 25.655 26.674 27.461 23.876 23.063 23.850 44.249 67.416 46.572 43.095 40.159 46.003 37.988 37.639 36.323 
m2c262r2.htb 25.328 25.601 26.073 26.874 25.904 23.118 24.375 25.558 29.562 75.307 87.011 76.256 56.837 67.544 73.190 73.161 58.923 102.408 47.870 50.825 47.985 45.285 44.767 44.295 44.790 39.345 35.125 112.215 191.548 198.876 142.313 149.557 230.875 219.242 132.797 121.090 31.707 31.777 31.913 32.720 32.367 32.213 32.037 31.542 33.098 102.165 84.775 93.821 70.962 105.847 114.104 113.132 76.777 141.648 
m2c364r2.htb 30.556 28.430 28.232 25.743 26.139 29.420 27.072 28.600 28.062 39.669 44.665 50.824 21.624 32.361 30.307 36.095 28.588 36.729 44.781 39.066 36.690 34.851 35.332 33.465 34.314 30.184 25.177 52.710 51.053 38.171 67.917 37.988 58.057 54.778 62.760 24.524 49.788 43.593 38.076 37.935 37.426 37.454 35.106 33.975 28.062 52.681 43.507 48.919 69.588 38.047 41.835 54.051 36.488 19.833 
m2c365r2.htb 7.364 8.208 9.422 7.857 6.993 7.793 8.694 8.509 8.849 19.286 59.353 19.859 33.457 11.380 15.210 35.717 24.657 15.934 4.084 3.258 3.066 2.908 3.806 4.088 3.545 3.354 4.408 8.522 7.790 6.689 4.107 5.383 5.277 8.154 6.841 5.218 9.614 7.793 6.559 6.559 5.910 5.972 7.761 7.985 11.626 25.566 21.876 18.325 15.353 14.830 16.854 25.821 22.216 29.799 
m2c368r2.htb 40.594 39.682 41.370 40.464 41.504 41.771 41.718 40.969 44.153 90.876 106.846 60.187 125.911 132.306 97.367 119.442 95.598 89.395 27.402 28.088 30.773 29.182 30.667 28.499 29.382 31.710 33.273 60.890 44.109 74.686 49.637 69.070 47.170 35.403 60.260 98.429 33.481 34.279 37.865 37.784 37.865 36.113 38.900 42.053 47.391 126.318 76.755 53.612 83.898 71.693 75.177 83.135 81.642 82.735 
m2c369r2.htb 30.668 30.198 30.371 31.436 33.243 30.817 31.733 31.312 30.916 90.212 75.910 90.106 75.395 105.464 72.099 138.194 62.774 65.327 35.668 34.926 32.649 34.802 35.446 34.678 35.074 35.495 32.475 63.467 41.423 88.050 49.897 76.021 54.418 62.381 63.571 45.606 45.767 44.530 45.347 43.119 45.000 46.460 41.782 43.713 36.683 90.061 81.464 91.454 52.481 92.547 102.825 75.216 84.936 54.743 
m2c370r2.htb 36.931 32.079 32.079 28.812 30.000 29.802 26.683 26.287 26.238 22.402 25.116 63.296 39.408 49.954 21.143 20.171 24.505 46.383 37.574 36.287 32.624 34.109 30.396 31.188 32.178 31.832 32.327 13.980 20.357 31.418 25.846 66.877 33.072 35.445 27.064 12.617 40.792 39.802 38.168 35.396 33.861 33.366 30.248 31.188 31.584 43.401 35.456 24.505 42.501 38.242 44.278 17.591 18.522 28.573 
m2c372r2.htb 17.822 17.657 17.789 16.766 17.558 15.842 18.251 16.535 17.393 23.324 13.392 26.534 16.356 13.584 22.919 21.139 15.019 14.108 42.640 39.175 38.350 38.152 37.954 37.162 36.997 36.436 34.422 42.655 21.816 37.652 20.872 37.544 43.926 16.393 22.675 25.263 38.152 37.888 35.743 34.917 34.950 34.818 34.455 32.805 31.386 21.481 24.875 20.711 20.751 22.185 28.062 26.529 22.089 36.247 
m2c374r2.htb 23.490 21.287 19.530 18.094 18.020 16.807 16.460 16.485 14.604 21.616 18.198 18.801 23.526 33.189 20.586 19.741 12.294 20.900 18.837 19.604 21.015 19.975 19.802 18.267 18.119 18.837 22.129 24.708 31.681 32.299 18.846 55.701 17.090 29.670 14.251 25.767 22.772 25.866 26.213 25.421 23.317 22.252 21.163 22.178 25.990 18.098 23.486 26.694 21.435 26.843 37.603 28.187 25.176 23.866 
m2c376r2.htb 38.693 37.941 33.267 40.000 31.683 35.881 36.752 36.000 37.228 611.290 511.855 504.526 435.660 411.806 445.649 466.729 401.667 712.512 56.950 45.901 45.584 47.842 45.901 51.010 46.693 36.396 36.713 885.135 671.411 512.897 675.891 870.085 854.991 706.032 560.671 670.026 64.990 52.752 58.891 49.465 50.851 51.010 45.584 44.832 41.822 1243.087 858.455 1106.927 862.373 764.866 840.369 691.230 667.461 705.182 
m2c378r2.htb 24.678 27.030 26.139 25.668 25.347 26.510 26.139 27.252 30.693 81.108 113.021 64.287 110.969 50.865 117.962 103.449 102.553 97.175 49.827 29.752 24.530 23.069 23.119 19.604 21.262 19.084 19.134 85.129 101.395 48.084 46.310 56.633 45.104 46.098 47.808 48.180 61.757 46.188 37.871 35.743 31.411 32.896 34.134 28.837 30.347 139.790 61.560 70.870 79.319 54.293 94.083 50.673 94.017 74.078 
m2c382r2.htb 10.288 11.042 10.461 10.009 10.633 10.095 10.891 9.514 10.719 12.046 18.167 10.616 13.473 16.183 18.544 13.506 17.797 16.700 9.427 10.116 9.191 10.848 10.805 11.515 10.740 12.462 20.534 8.223 12.544 10.529 11.849 17.725 13.348 16.380 21.679 34.961 8.050 10.331 10.052 10.224 9.578 10.590 10.418 11.171 17.219 12.226 15.495 14.246 16.253 14.119 18.598 12.449 18.371 22.372 
m2c384r2.htb 25.484 25.391 27.151 27.261 25.413 27.503 26.337 28.383 28.977 86.677 43.185 76.619 84.600 42.420 94.103 61.375 64.521 105.043 13.173 17.370 16.194 16.530 17.951 17.155 17.714 16.449 19.802 17.945 32.577 30.173 20.951 32.355 32.505 26.761 28.096 21.388 13.345 15.248 16.788 18.218 18.966 17.477 18.636 19.208 19.694 31.227 35.398 26.689 55.137 53.201 42.663 48.448 39.809 52.902 
m2c392r2.htb 62.605 53.199 51.866 52.094 45.430 51.142 48.972 43.564 40.975 127.306 82.153 125.641 74.273 117.583 94.653 73.423 51.132 95.918 60.244 60.244 56.283 58.302 57.807 54.227 57.159 54.113 48.819 81.223 136.433 96.672 124.955 147.992 107.386 146.461 126.650 80.445 77.113 67.289 64.623 65.727 60.586 62.338 57.426 62.186 58.568 80.253 143.788 52.195 147.599 69.877 76.266 48.623 88.150 95.182 
