FILE	
m2c370r2.htb 0.48 
m2c372r2.htb 0.45 
m2c374r2.htb 0.63 
m2c376r2.htb 0.46 
m2c378r2.htb 0.54 
m2c382r2.htb 0.47 
m2c384r2.htb 0.52 
m2c392r2.htb 0.60 
m2c403r2.htb 0.56 
m2c409r2.htb 0.54 
m2c417r2.htb 0.50 
m2c423r2.htb 0.47 
m2c427r2.htb 0.52 
m2c429r2.htb 0.68 
m2c432r2.htb 0.73 
m2c436r2.htb 0.60 
m2c441r2.htb 0.68 
m2c443r2.htb 0.54 
m2c445r2.htb 0.65 
m2c450r2.htb 0.56 
m5c4r2.htb 0.49 
m5c6r2.htb 0.62 
m5c7r2.htb 0.57 
m5c8r2.htb 0.55 
m5c13r2.htb 0.51 
m5c14r2.htb 0.51 
m5c15r2.htb 0.50 
m5c25r2.htb 0.52 
m5c29r2.htb 0.52 
m5c30r2.htb 0.55 
m5c35r2.htb 0.57 
m5c37r2.htb 0.71 
m5c38r2.htb 0.63 
m5c40r2.htb 0.48 
m5c42r2.htb 0.61 
m5c46r2.htb 0.51 
m5c49r2.htb 0.50 
m5c54r2.htb 0.52 
m5c60r2.htb 0.60 
m5c63r2.htb 0.51 
m5c66r2.htb 0.59 
m5c67r2.htb 0.50 
m5c69r2.htb 0.57 
m5c70r2.htb 0.56 
m5c71r2.htb 0.56 
m5c74r2.htb 0.54 
m5c75r2.htb 0.50 
m5c79r2.htb 0.52 
m5c81r2.htb 0.52 
m5c82r2.htb 0.59 
m5c83r2.htb 0.56 
m5c87r2.htb 0.65 
m5c92r2.htb 0.62 
m5c94r2.htb 0.48 
m5c95r2.htb 0.55 
m5c100r2.htb 0.52 
m5c103r2.htb 0.56 
m5c107r2.htb 0.48 
m5c108r3.htb 0.51 
m5c109r2.htb 0.42 
m5c111r2.htb 0.42 
m5c118r2.htb 0.53 
m5c125r2.htb 0.54 
m5c128r2.htb 0.51 
m5c129r2.htb 0.56 
m5c135r2.htb 0.56 
m5c140r2.htb 0.53 
m5c152r2.htb 0.61 
m5c154r2.htb 0.65 
m5c156r2.htb 0.57 
m5c159r2.htb 0.48 
m5c163r2.htb 0.46 
m5c164r3.htb 0.55 
m5c166r2.htb 0.54 
m5c167r2.htb 0.51 
m2c66r2.htb 0.684 
m2c67r2.htb 0.503 
m2c70r2.htb 0.557 
m2c71r2.htb 0.616 
m2c72r2.htb 0.649 
m2c77r2.htb 0.563 
m2c78r2.htb 0.558 
m2c79r2.htb 0.515 
m2c81r2.htb 0.666 
m2c82r2.htb 0.346 
m2c84r2.htb 0.667 
m2c86r2.htb 0.546 
m2c91r2.htb 0.538 
m2c93r2.htb 0.501 
m2c94r2.htb 0.607 
m2c97r2.htb 0.577 
m2c98r2.htb 0.667 
m2c99r2.htb 0.598 
m2c100r2.htb 0.749 
m2c101r2.htb 0.534 
m2c103r2.htb 0.533 
m2c109r2.htb 0.582 
m2c110r2.htb 0.557 
m2c116r2.htb 0.564 
m2c119r2.htb 0.501 
m2c121r2.htb 0.466 
m2c125r2.htb 0.472 
m2c126r2.htb 0.470 
m2c127r2.htb 0.614 
m2c128r2.htb 0.577 
m2c129r2.htb 0.600 
m2c130r2.htb 0.627 
m2c131r2.htb 0.640 
m2c134r2.htb 0.449 
m2c135r2.htb 0.492 
m2c137r2.htb 0.591 
m2c138r2.htb 0.414 
m2c139r2.htb 0.513 
m2c140r2.htb 0.677 
m2c141r2.htb 0.574 
m2c143r2.htb 0.588 
m2c144r2.htb 0.630 
m2c145r2.htb 0.562 
m2c148r2.htb 0.530 
m2c149r2.htb 0.569 
m2c150r2.htb 0.568 
m2c151r2.htb 0.633 
m2c152r2.htb 0.452 
m2c155r2.htb 0.541 
m2c157r2.htb 0.565 
m2c158r2.htb 0.612 
m2c159r2.htb 0.424 
m2c160r2.htb 0.654 
m2c161r2.htb 0.649 
m2c162r2.htb 0.594 
m2c163r2.htb 0.465 
m2c168r3.htb 0.520 
m2c170r2.htb 0.659 
m2c172r2.htb 0.428 
m2c174r2.htb 0.569 
m2c175r2.htb 0.525 
m2c176r2.htb 0.517 
m2c177r2.htb 0.514 
m2c178r2.htb 0.587 
m2c179r2.htb 0.590 
m2c180r2.htb 0.501 
m2c181r2.htb 0.589 
m2c182r2.htb 0.623 
m2c183r2.htb 0.562 
m2c184r2.htb 0.594 
m2c185r2.htb 0.736 
m2c186r2.htb 0.411 
m2c187r2.htb 0.542 
m2c189r2.htb 0.509 
m2c190r2.htb 0.481 
m2c191r2.htb 0.503 
m2c193r2.htb 0.563 
m2c195r2.htb 0.441 
m2c196r3.htb 0.603 
m2c197r2.htb 0.536 
m2c197r2.htb 0.536 
m2c199r2.htb 0.567 
m2c200r2.htb 0.564 
m2c202r2.htb 0.580 
m2c214r2.htb 0.519 
m2c220r2.htb 0.554 
m2c221r2.htb 0.620 
m2c223r2.htb 0.575 
m2c226r2.htb 0.585 
m2c231r2.htb 0.582 
m2c233r2.htb 0.524 
m2c236r2.htb 0.628 
m2c237r2.htb 0.550 
m2c240r2.htb 0.468 
m2c241r2.htb 0.526 
m2c242r2.htb 0.599 
m2c244r2.htb 0.613 
m2c247r2.htb 0.535 
m2c252r2.htb 0.567 
m2c254r2.htb 0.549 
m2c258r2.htb 0.530 
m2c260r2.htb 0.456 
m2c262r2.htb 0.477 
m2c364r2.htb 0.430 
m2c365r2.htb 0.451 
m2c368r2.htb 0.446 
m2c369r2.htb 0.532 
m2c370r2.htb 0.479 
m2c372r2.htb 0.446 
m2c374r2.htb 0.634 
m2c376r2.htb 0.463 
m2c378r2.htb 0.539 
m2c382r2.htb 0.466 
m2c384r2.htb 0.523 
m2c392r2.htb 0.604 
m2c403r2.htb 0.564 
m2c409r2.htb 0.539 
m2c417r2.htb 0.501 
m2c423r2.htb 0.470 
m2c427r2.htb 0.521 
m2c429r2.htb 0.675 
m2c432r2.htb 0.734 
m2c436r2.htb 0.601 
m2c441r2.htb 0.678 
m2c443r2.htb 0.543 
m2c445r2.htb 0.654 
m2c450r2.htb 0.558 
m5c4r2.htb 0.492 
m5c6r2.htb 0.617 
m5c7r2.htb 0.567 
m5c8r2.htb 0.554 
m5c13r2.htb 0.514 
m5c14r2.htb 0.513 
m5c15r2.htb 0.501 
m5c25r2.htb 0.517 
m5c29r2.htb 0.522 
m5c30r2.htb 0.546 
m5c35r2.htb 0.565 
m5c37r2.htb 0.714 
m5c38r2.htb 0.634 
m5c40r2.htb 0.483 
m5c42r2.htb 0.615 
m5c46r2.htb 0.509 
m5c49r2.htb 0.500 
m5c54r2.htb 0.515 
m5c60r2.htb 0.596 
m5c63r2.htb 0.508 
m5c66r2.htb 0.593 
m5c67r2.htb 0.502 
m5c69r2.htb 0.569 
m5c70r2.htb 0.565 
m5c71r2.htb 0.562 
m5c74r2.htb 0.538 
m5c75r2.htb 0.502 
m5c79r2.htb 0.522 
m5c81r2.htb 0.515 
m5c82r2.htb 0.593 
m5c83r2.htb 0.558 
m5c87r2.htb 0.648 
m5c92r2.htb 0.625 
m5c94r2.htb 0.479 
m5c95r2.htb 0.552 
m5c100r2.htb 0.519 
m5c103r2.htb 0.564 
m5c107r2.htb 0.482 
m5c108r3.htb 0.514 
m5c109r2.htb 0.417 
m5c111r2.htb 0.422 
m5c118r2.htb 0.529 
m5c125r2.htb 0.538 
m5c128r2.htb 0.510 
m5c129r2.htb 0.557 
m5c135r2.htb 0.556 
m5c140r2.htb 0.532 
m5c152r2.htb 0.611 
m5c154r2.htb 0.647 
m5c156r2.htb 0.573 
m5c159r2.htb 0.483 
m5c163r2.htb 0.459 
m5c164r3.htb 0.551 
m5c166r2.htb 0.539 
m5c167r2.htb 0.508 
