FILE	         Ve_N_thr	 ves_CP	 ves_p	
m2c131r2.htb 18.314 16.612 15.887 20.440 13.368 11.314 11.050 9.853 9.853 12.872 13.817 0.594 0.602 0.612 0.628 0.656 0.642 0.679 0.667 0.641 0.601 0.584 
m2c134r2.htb 33.855 25.542 16.622 15.973 12.269 10.195 9.118 9.118 9.118 10.260 10.991 0.451 0.445 0.446 0.450 0.431 0.438 0.395 0.386 0.396 0.410 0.414 
m2c135r2.htb 9.715 8.648 7.431 6.860 5.551 5.551 5.200 5.271 5.271 5.683 5.816 0.449 0.442 0.477 0.496 0.496 0.502 0.499 0.509 0.522 0.511 0.504 
m2c137r2.htb 4.626 4.570 4.103 3.405 3.352 2.811 2.630 6.711 14.888 300.000 27.041 0.579 0.581 0.588 0.614 0.599 0.578 0.698 0.635 0.624 0.605 0.421 
m2c138r2.htb 45.585 37.656 23.824 26.126 26.126 20.940 24.936 28.839 28.839 39.457 39.457 0.439 0.437 0.443 0.435 0.448 0.417 0.405 0.398 0.408 0.411 0.410 
m2c139r2.htb 31.023 45.291 207.517 300.000 49.694 113.391 97.247 300.000 300.000 113.584 297.269 0.495 0.476 0.484 0.492 0.505 0.511 0.510 0.515 0.509 0.479 0.477 
m2c140r2.htb 6.684 2.835 2.062 1.848 1.818 1.677 1.710 1.396 1.429 1.429 1.766 0.554 0.630 0.620 0.649 0.642 0.677 0.678 0.684 0.695 0.712 0.718 
m2c141r2.htb 22.225 12.219 8.757 7.746 6.418 6.609 6.314 5.863 5.807 6.675 7.676 0.522 0.557 0.569 0.580 0.587 0.584 0.587 0.558 0.546 0.570 0.564 
m2c143r2.htb 26.371 21.783 23.052 34.198 20.544 16.773 16.905 18.775 23.687 16.986 17.985 0.585 0.586 0.602 0.622 0.624 0.610 0.598 0.589 0.591 0.567 0.553 
m2c144r2.htb 48.409 34.649 23.806 16.611 11.255 7.479 6.195 5.669 6.561 6.331 6.331 0.609 0.576 0.576 0.598 0.606 0.631 0.604 0.630 0.671 0.666 0.665 
m2c145r2.htb 24.939 11.395 8.298 7.155 7.063 4.528 5.460 5.544 4.961 6.174 8.363 0.414 0.416 0.471 0.500 0.498 0.561 0.637 0.670 0.643 0.643 0.588 
m2c148r2.htb 30.583 26.464 27.089 24.547 20.507 19.178 14.367 19.386 21.691 22.485 22.115 0.505 0.496 0.521 0.521 0.522 0.516 0.513 0.517 0.509 0.494 0.476 
m2c149r2.htb 20.743 15.719 12.377 14.285 7.827 6.834 6.139 6.362 6.418 7.742 8.558 0.539 0.527 0.542 0.550 0.595 0.568 0.600 0.602 0.612 0.616 0.635 
m2c150r2.htb 164.422 65.926 61.469 80.273 45.400 25.026 34.602 78.173 27.117 33.789 108.193 0.453 0.563 0.556 0.591 0.570 0.569 0.539 0.550 0.551 0.569 0.526 
m2c151r2.htb 18.226 10.879 8.647 7.921 6.131 5.396 5.467 5.746 5.812 5.855 6.175 0.605 0.620 0.642 0.615 0.659 0.636 0.696 0.641 0.644 0.614 0.632 
m2c152r2.htb 36.939 28.682 25.383 20.389 17.139 21.919 32.498 54.655 96.983 78.296 63.869 0.514 0.514 0.511 0.465 0.460 0.466 0.497 0.497 0.492 0.468 0.475 
m2c155r2.htb 13.914 13.192 8.807 9.425 8.850 8.718 7.091 10.152 9.599 10.379 11.919 0.491 0.497 0.558 0.564 0.535 0.545 0.495 0.495 0.515 0.515 0.502 
m2c157r2.htb 3.897 3.127 2.633 2.420 2.176 1.863 1.772 1.709 1.938 2.018 2.237 0.482 0.493 0.503 0.525 0.546 0.567 0.579 0.594 0.628 0.659 0.673 
m2c158r2.htb 5.725 4.482 4.066 3.098 2.600 2.327 2.037 2.064 2.113 1.863 1.907 0.579 0.589 0.595 0.589 0.607 0.612 0.614 0.617 0.612 0.606 0.602 
m2c159r2.htb 23.780 39.088 157.614 84.997 12.997 9.128 6.537 5.291 4.963 4.191 3.990 0.538 0.538 0.479 0.496 0.476 0.442 0.456 0.463 0.444 0.471 0.481 
m2c160r2.htb 30.090 16.760 12.816 8.087 5.771 4.821 3.002 3.036 2.726 2.516 2.137 0.572 0.579 0.581 0.594 0.633 0.655 0.694 0.707 0.688 0.694 0.690 
m2c161r2.htb 8.831 8.139 6.574 6.068 4.604 5.865 9.491 10.380 14.643 19.315 20.560 0.601 0.601 0.611 0.603 0.610 0.649 0.670 0.666 0.664 0.663 0.648 
m2c162r2.htb 29.193 24.420 16.527 14.093 11.539 9.070 8.029 5.995 5.505 5.972 6.136 0.580 0.602 0.591 0.590 0.576 0.581 0.596 0.592 0.586 0.563 0.564 
m2c163r2.htb 59.788 31.257 23.137 50.428 186.075 60.242 36.477 28.815 22.053 24.120 20.004 0.479 0.474 0.486 0.490 0.503 0.470 0.473 0.474 0.483 0.514 0.531 
m2c168r3.htb 28.993 17.388 16.636 25.893 31.121 58.252 153.456 300.000 59.575 64.931 37.934 0.553 0.521 0.542 0.559 0.539 0.527 0.518 0.466 0.462 0.469 0.462 
m2c170r2.htb 7.859 7.739 6.809 10.815 8.407 13.691 21.446 300.000 22.706 11.727 9.060 0.532 0.552 0.558 0.567 0.573 0.656 0.633 0.334 0.347 0.377 0.412 
m2c172r2.htb 84.997 40.608 26.677 13.729 10.015 8.664 7.142 6.225 5.050 4.241 3.838 0.503 0.465 0.463 0.475 0.484 0.499 0.528 0.530 0.571 0.591 0.635 
m2c174r2.htb 10.117 8.333 8.285 6.857 5.436 5.097 4.289 3.746 3.322 3.262 3.555 0.576 0.545 0.516 0.544 0.556 0.568 0.600 0.579 0.618 0.640 0.645 
m2c175r2.htb 191.778 84.940 58.314 300.000 88.487 39.118 39.118 50.797 65.449 52.398 35.628 0.525 0.538 0.509 0.524 0.521 0.547 0.581 0.633 0.635 0.675 0.691 
m2c176r2.htb 185.325 42.186 21.423 17.037 15.979 18.683 19.203 22.285 19.706 25.558 25.567 0.634 0.581 0.590 0.555 0.550 0.512 0.510 0.502 0.509 0.519 0.501 
m2c177r2.htb 58.246 71.810 48.216 108.440 87.668 300.000 300.000 150.136 300.000 300.000 237.981 0.525 0.526 0.525 0.537 0.524 0.512 0.522 0.507 0.495 0.482 0.477 
m2c178r2.htb 13.800 14.129 21.834 28.674 25.940 39.782 103.984 69.747 24.036 19.293 19.484 0.638 0.625 0.613 0.597 0.586 0.597 0.625 0.401 0.391 0.430 0.440 
m2c179r2.htb 13.698 11.580 8.646 7.108 5.092 5.099 4.477 4.324 3.954 3.741 3.916 0.518 0.519 0.541 0.553 0.572 0.584 0.581 0.612 0.662 0.695 0.718 
m2c180r2.htb 121.582 62.564 42.081 24.841 17.010 21.690 35.915 300.000 69.099 24.718 23.680 0.505 0.499 0.490 0.484 0.492 0.505 0.497 0.537 0.531 0.473 0.433 
m2c181r2.htb 18.645 12.618 7.886 6.266 4.345 3.270 2.346 2.061 2.307 2.192 2.224 0.559 0.559 0.563 0.576 0.575 0.586 0.561 0.577 0.570 0.557 0.533 
m2c182r2.htb 12.542 10.557 8.580 8.280 7.043 6.317 6.519 6.669 7.675 8.950 9.135 0.541 0.540 0.557 0.565 0.583 0.618 0.630 0.637 0.628 0.617 0.611 
m2c183r2.htb 8.114 6.203 5.335 5.160 5.271 6.335 6.244 7.469 10.445 15.697 30.660 0.508 0.510 0.513 0.499 0.525 0.567 0.605 0.647 0.631 0.604 0.562 
m2c184r2.htb 6.725 5.103 4.614 4.062 3.658 3.522 3.522 3.562 3.682 3.824 4.931 0.565 0.574 0.598 0.582 0.578 0.592 0.614 0.628 0.603 0.606 0.597 
m2c185r2.htb 2.837 2.428 2.345 2.014 1.989 1.721 1.907 2.206 2.301 2.532 3.380 0.651 0.661 0.680 0.703 0.712 0.749 0.766 0.777 0.796 0.787 0.790 
m2c186r2.htb 28.830 42.164 52.186 28.913 43.091 42.255 78.296 182.147 300.000 300.000 300.000 0.396 0.394 0.351 0.372 0.398 0.413 0.457 0.478 0.492 0.507 0.532 
m2c187r2.htb 147.304 300.000 300.000 300.000 113.672 54.299 56.570 43.127 46.398 64.058 84.747 0.508 0.460 0.469 0.423 0.575 0.560 0.561 0.569 0.545 0.497 0.518 
m2c189r2.htb 63.577 48.892 40.107 50.599 36.368 87.805 142.061 94.513 46.949 29.005 23.962 0.522 0.515 0.510 0.498 0.491 0.499 0.481 0.480 0.501 0.511 0.558 
m2c190r2.htb 51.932 43.010 27.766 24.026 26.754 26.118 23.198 18.098 18.181 21.895 21.491 0.473 0.484 0.475 0.464 0.470 0.479 0.485 0.487 0.500 0.517 0.501 
m2c191r2.htb 19.658 13.573 12.935 12.208 11.078 10.940 11.178 10.800 13.889 16.578 36.196 0.505 0.486 0.490 0.504 0.494 0.512 0.521 0.531 0.537 0.513 0.474 
m2c193r2.htb 36.611 26.544 32.326 40.996 44.784 45.109 300.000 300.000 157.614 135.289 51.809 0.477 0.495 0.521 0.538 0.554 0.570 0.435 0.431 0.430 0.426 0.434 
m2c195r2.htb 215.283 300.000 238.402 64.239 53.563 142.061 142.061 61.382 26.395 21.916 16.946 0.474 0.470 0.480 0.478 0.466 0.469 0.457 0.489 0.507 0.578 0.588 
m2c196r3.htb 4.632 2.272 1.849 1.791 1.649 1.924 1.888 1.924 1.924 1.924 2.353 0.495 0.540 0.572 0.590 0.611 0.602 0.643 0.637 0.653 0.652 0.660 
m2c197r2.htb 17.731 10.275 7.507 6.115 5.242 4.187 4.013 3.966 4.179 4.555 4.620 0.495 0.525 0.546 0.539 0.530 0.534 0.564 0.584 0.587 0.581 0.572 
m2c198r2.htb 14.818 12.958 10.364 10.259 6.838 6.791 5.438 4.955 5.111 5.573 5.889 0.490 0.510 0.540 0.552 0.522 0.546 0.564 0.579 0.606 0.587 0.613 
m2c199r2.htb 11.571 8.921 8.284 7.853 7.323 7.014 7.718 7.428 8.522 11.167 18.457 0.542 0.547 0.556 0.570 0.544 0.560 0.570 0.578 0.591 0.561 0.545 
m2c200r2.htb 13.862 8.695 7.449 6.491 5.277 4.428 4.880 4.055 4.363 4.712 6.365 0.547 0.526 0.519 0.526 0.532 0.564 0.576 0.565 0.571 0.540 0.513 
m2c202r2.htb 82.405 82.405 46.942 32.562 40.172 35.094 182.147 130.007 42.577 24.756 23.350 0.523 0.542 0.542 0.553 0.566 0.581 0.574 0.433 0.437 0.458 0.459 
m2c214r2.htb 42.616 16.101 12.854 10.117 6.544 5.952 6.254 6.362 5.943 6.854 7.306 0.427 0.425 0.420 0.459 0.496 0.528 0.524 0.539 0.549 0.538 0.553 
m2c220r2.htb 30.881 26.743 18.407 16.690 13.961 21.992 30.489 78.173 300.000 300.000 78.173 0.538 0.507 0.557 0.591 0.571 0.559 0.578 0.603 0.395 0.414 0.409 
m2c221r2.htb 28.805 13.908 11.249 11.326 10.158 9.666 10.713 11.592 11.208 13.877 17.247 0.486 0.520 0.531 0.548 0.560 0.596 0.600 0.608 0.611 0.621 0.643 
m2c223r2.htb 35.341 24.637 17.026 15.744 12.037 13.238 15.733 20.462 22.072 33.633 80.486 0.542 0.542 0.554 0.548 0.544 0.563 0.562 0.571 0.563 0.564 0.551 
m2c226r2.htb 30.193 14.143 8.455 5.830 5.266 3.827 2.735 2.274 2.197 2.172 2.100 0.502 0.499 0.516 0.540 0.557 0.599 0.606 0.607 0.652 0.673 0.656 
m2c231r2.htb 21.814 19.905 14.349 12.585 10.959 12.729 13.388 24.617 66.334 300.000 113.672 0.585 0.545 0.545 0.581 0.597 0.590 0.577 0.545 0.544 0.446 0.455 
m2c233r2.htb 300.000 169.227 62.232 57.510 55.132 92.295 65.818 62.467 78.296 90.169 32.050 0.450 0.466 0.511 0.523 0.558 0.528 0.563 0.533 0.572 0.580 0.619 
m2c236r2.htb 300.000 61.554 20.128 12.235 9.556 7.575 6.872 6.634 6.594 6.287 6.255 0.490 0.526 0.580 0.606 0.603 0.629 0.638 0.650 0.633 0.635 0.638 
m2c237r2.htb 128.813 57.884 56.800 38.766 20.837 19.224 15.589 16.385 17.025 19.902 21.579 0.482 0.507 0.542 0.553 0.559 0.559 0.561 0.559 0.540 0.545 0.542 
m2c240r2.htb 58.386 40.232 25.563 29.058 28.507 39.843 49.398 117.763 300.000 144.069 67.029 0.500 0.502 0.493 0.481 0.487 0.506 0.525 0.536 0.473 0.490 0.473 
m2c241r2.htb 28.401 28.401 32.875 50.255 45.238 45.238 199.739 300.000 300.000 300.000 300.000 0.518 0.502 0.517 0.515 0.514 0.524 0.516 0.508 0.531 0.539 0.563 
m2c242r2.htb 15.599 10.734 7.054 5.713 4.246 3.914 3.571 3.904 3.054 4.087 3.755 0.585 0.602 0.595 0.588 0.600 0.599 0.551 0.551 0.528 0.545 0.536 
m2c244r2.htb 300.000 300.000 84.135 38.188 32.888 32.308 21.288 21.288 16.758 17.842 13.937 0.462 0.468 0.557 0.591 0.626 0.656 0.688 0.693 0.719 0.731 0.767 
m2c247r2.htb 37.277 75.826 300.000 50.056 24.664 24.664 24.664 18.952 16.319 14.085 10.809 0.525 0.513 0.511 0.523 0.492 0.537 0.559 0.556 0.573 0.527 0.530 
m2c252r2.htb 158.925 43.092 22.943 15.189 11.630 10.889 11.206 14.055 15.382 22.836 33.483 0.590 0.597 0.589 0.584 0.582 0.568 0.559 0.563 0.546 0.522 0.523 
m2c254r2.htb 12.828 9.114 6.321 5.001 3.952 3.854 4.421 4.965 5.145 5.629 7.212 0.518 0.537 0.563 0.551 0.555 0.549 0.570 0.585 0.573 0.572 0.574 
m2c258r2.htb 58.531 48.236 47.766 300.000 130.007 208.423 208.423 250.347 55.008 41.423 39.964 0.470 0.500 0.523 0.536 0.557 0.546 0.550 0.549 0.561 0.570 0.570 
m2c260r2.htb 300.000 61.283 42.852 25.617 24.525 22.554 22.219 23.934 38.354 39.099 38.877 0.433 0.460 0.459 0.460 0.480 0.483 0.485 0.480 0.478 0.477 0.450 
m2c262r2.htb 38.289 29.354 27.518 26.738 26.001 42.203 100.240 300.000 300.000 300.000 153.639 0.542 0.534 0.526 0.511 0.510 0.473 0.465 0.451 0.441 0.426 0.586 
m2c364r2.htb 115.361 196.927 300.000 107.928 65.041 37.687 21.719 14.835 14.599 14.507 15.626 0.462 0.474 0.491 0.505 0.461 0.428 0.449 0.485 0.477 0.494 0.502 
m2c365r2.htb 300.000 55.520 65.724 55.135 37.428 27.684 24.926 24.798 18.351 17.886 22.527 0.495 0.496 0.504 0.469 0.477 0.453 0.459 0.468 0.457 0.495 0.471 
m2c368r2.htb 92.736 52.518 43.205 30.108 25.165 33.442 26.259 27.182 29.380 31.385 41.957 0.544 0.567 0.532 0.517 0.495 0.485 0.458 0.445 0.420 0.417 0.401 
m2c369r2.htb 62.003 50.773 60.715 111.154 252.804 83.505 38.449 24.742 22.368 19.651 15.498 0.524 0.530 0.509 0.494 0.480 0.534 0.582 0.583 0.631 0.642 0.636 
m2c370r2.htb 26.988 21.916 15.798 8.586 6.477 5.564 5.228 6.248 5.514 6.514 8.004 0.537 0.476 0.460 0.468 0.505 0.519 0.557 0.532 0.504 0.566 0.543 
m2c372r2.htb 142.850 300.000 300.000 59.712 40.987 40.987 38.654 28.303 73.735 78.173 300.000 0.623 0.623 0.590 0.431 0.439 0.449 0.471 0.491 0.485 0.489 0.510 
m2c374r2.htb 8.321 7.035 6.096 5.193 4.914 5.137 5.604 5.072 6.734 7.220 7.378 0.527 0.549 0.568 0.590 0.603 0.647 0.662 0.670 0.683 0.688 0.711 
m2c376r2.htb 300.000 165.634 300.000 199.966 300.000 199.966 63.056 69.294 66.762 93.799 88.487 0.553 0.459 0.539 0.469 0.461 0.471 0.471 0.468 0.478 0.473 0.462 
m2c378r2.htb 21.892 21.721 20.462 21.929 19.657 29.717 26.879 28.746 64.724 169.676 300.000 0.571 0.549 0.562 0.550 0.547 0.545 0.561 0.561 0.553 0.545 0.531 
m2c382r2.htb 80.486 43.201 111.154 300.000 84.997 117.657 84.997 300.000 300.000 142.061 83.505 0.527 0.487 0.493 0.527 0.467 0.453 0.445 0.436 0.445 0.543 0.573 
m2c384r2.htb 62.159 36.548 35.101 33.963 24.506 23.972 22.242 23.937 27.378 43.023 78.394 0.525 0.525 0.510 0.536 0.533 0.523 0.506 0.516 0.485 0.450 0.422 
m2c392r2.htb 6.486 6.075 6.136 6.228 5.353 5.191 5.136 4.927 4.830 5.577 6.555 0.518 0.549 0.580 0.575 0.600 0.606 0.618 0.589 0.581 0.567 0.583 
m2c403r2.htb 13.100 11.650 9.897 8.404 8.485 8.214 7.713 8.576 12.632 13.444 20.711 0.451 0.478 0.486 0.510 0.537 0.565 0.607 0.635 0.674 0.648 0.652 
m2c409r2.htb 20.012 16.263 18.805 16.987 16.791 16.470 15.552 27.211 82.251 83.502 39.904 0.498 0.483 0.529 0.545 0.539 0.557 0.562 0.587 0.546 0.481 0.485 
m2c417r2.htb 36.049 26.680 25.634 30.867 40.850 57.196 57.805 46.448 33.335 34.048 31.605 0.478 0.446 0.493 0.506 0.492 0.505 0.502 0.526 0.554 0.592 0.607 
m2c423r2.htb 37.146 45.319 34.649 29.598 26.785 29.179 25.488 29.439 26.496 32.132 35.735 0.511 0.474 0.464 0.488 0.466 0.472 0.478 0.476 0.496 0.529 0.513 
m2c427r2.htb 49.239 31.644 29.158 23.179 19.456 15.035 12.839 11.630 10.828 10.323 12.071 0.569 0.555 0.553 0.556 0.525 0.512 0.498 0.474 0.456 0.542 0.569 
m2c429r2.htb 24.158 19.009 13.492 11.142 9.199 8.809 6.548 6.533 6.533 6.434 7.154 0.598 0.611 0.622 0.649 0.647 0.651 0.639 0.620 0.613 0.614 0.592 
m2c436r2.htb 6.485 5.715 5.137 4.224 4.027 3.951 3.951 3.760 5.016 5.249 6.692 0.562 0.549 0.566 0.588 0.599 0.603 0.613 0.608 0.597 0.610 0.622 
m2c441r2.htb 4.626 3.503 2.635 2.415 2.166 2.101 1.742 1.472 1.417 1.768 1.663 0.568 0.572 0.610 0.641 0.675 0.691 0.717 0.744 0.769 0.772 0.809 
m2c443r2.htb 56.263 43.546 38.974 89.954 112.904 109.402 66.327 83.087 171.205 300.000 193.398 0.488 0.487 0.498 0.494 0.500 0.528 0.563 0.555 0.578 0.418 0.391 
m2c445r2.htb 10.090 8.521 7.306 5.603 6.529 7.053 7.479 10.008 14.141 21.663 40.325 0.576 0.585 0.604 0.647 0.658 0.646 0.643 0.657 0.637 0.637 0.630 
m2c450r2.htb 18.758 14.838 10.711 10.610 11.631 12.703 20.362 29.569 223.961 300.000 96.902 0.512 0.489 0.547 0.545 0.528 0.590 0.639 0.626 0.631 0.632 0.361 
m5c4r2.htb 24.239 24.855 24.193 18.308 19.877 17.695 20.312 23.288 34.460 44.891 63.200 0.459 0.443 0.460 0.464 0.479 0.502 0.520 0.519 0.523 0.533 0.500 
m5c6r2.htb 139.194 93.673 56.525 88.609 66.397 56.009 51.322 126.196 286.202 86.956 44.501 0.550 0.546 0.573 0.604 0.619 0.634 0.658 0.633 0.599 0.411 0.432 
m5c7r2.htb 30.900 24.968 23.241 21.821 21.290 20.532 25.348 22.743 17.772 22.539 25.008 0.542 0.551 0.527 0.550 0.579 0.608 0.612 0.601 0.598 0.572 0.548 
m5c8r2.htb 37.639 24.575 12.303 9.960 6.693 5.636 5.476 5.476 5.129 5.129 5.345 0.434 0.426 0.477 0.545 0.547 0.570 0.566 0.575 0.581 0.569 0.567 
m5c13r2.htb 24.538 21.774 18.015 15.874 16.006 14.463 13.100 14.062 17.438 22.905 300.000 0.535 0.550 0.546 0.535 0.517 0.542 0.570 0.566 0.535 0.558 0.410 
m5c14r2.htb 300.000 172.270 61.275 37.707 27.258 26.657 29.171 29.467 25.700 29.171 33.106 0.575 0.441 0.467 0.496 0.502 0.499 0.498 0.487 0.485 0.470 0.476 
m5c15r2.htb 20.274 16.770 13.266 12.251 11.451 12.003 11.640 11.407 11.407 11.640 14.266 0.549 0.545 0.519 0.518 0.514 0.511 0.478 0.482 0.472 0.470 0.462 
m5c25r2.htb 24.741 25.411 25.069 30.021 33.295 35.900 48.953 61.202 56.665 80.000 172.414 0.529 0.527 0.508 0.494 0.516 0.512 0.524 0.525 0.536 0.533 0.523 
m5c29r2.htb 300.000 300.000 300.000 300.000 300.000 300.000 231.123 240.421 96.557 81.037 73.027 0.528 0.534 0.528 0.542 0.521 0.520 0.505 0.522 0.534 0.538 0.532 
m5c30r2.htb 44.518 31.247 34.186 59.931 30.659 19.762 24.955 33.160 42.299 32.586 32.494 0.505 0.491 0.497 0.488 0.474 0.503 0.507 0.519 0.529 0.505 0.509 
m5c35r2.htb 16.078 15.366 21.374 26.216 21.290 23.068 22.987 22.380 24.979 35.159 42.340 0.561 0.606 0.597 0.607 0.599 0.603 0.605 0.589 0.568 0.572 0.542 
m5c37r2.htb 33.035 24.548 25.011 24.989 24.463 27.003 22.798 25.224 28.890 38.439 66.005 0.655 0.694 0.715 0.719 0.718 0.718 0.710 0.709 0.692 0.683 0.679 
m5c38r2.htb 30.795 24.687 23.658 27.785 48.363 64.455 118.603 118.603 240.514 300.000 57.454 0.597 0.615 0.628 0.636 0.637 0.632 0.602 0.598 0.602 0.410 0.415 
m5c40r2.htb 33.340 24.173 20.549 19.781 21.425 21.668 25.886 49.061 300.000 86.600 39.230 0.508 0.499 0.516 0.510 0.488 0.485 0.458 0.455 0.547 0.560 0.541 
