FILE	         Ve_N_thr	 ves_CP	 ves_p	
m5c42r2.htb 13.093 13.290 13.014 11.850 11.966 11.311 12.438 12.579 12.305 15.441 22.195 0.411 0.435 0.439 0.521 0.467 0.554 0.513 0.513 0.433 0.458 0.467 
m5c46r2.htb 300.000 261.120 231.123 104.056 77.195 74.957 50.661 51.698 48.918 73.984 77.709 0.483 0.507 0.484 0.481 0.462 0.457 0.449 0.453 0.448 0.461 0.449 
m5c49r2.htb 167.498 113.598 300.000 179.429 74.313 48.788 58.432 60.184 82.974 292.782 130.159 0.539 0.553 0.480 0.493 0.535 0.526 0.555 0.601 0.602 0.620 0.366 
m5c54r2.htb 137.212 300.000 300.000 300.000 300.000 86.264 77.585 74.271 63.639 78.039 40.466 0.490 0.478 0.461 0.481 0.495 0.495 0.498 0.533 0.541 0.556 0.573 
m5c60r2.htb 69.338 40.623 22.004 13.811 11.719 9.067 7.536 7.279 6.768 6.349 8.307 0.539 0.559 0.537 0.553 0.570 0.597 0.597 0.607 0.606 0.599 0.608 
m5c63r2.htb 10.433 10.433 9.404 10.323 9.838 9.521 11.957 16.471 26.667 34.307 71.850 0.429 0.441 0.399 0.428 0.478 0.564 0.530 0.502 0.576 0.601 0.601 
m5c66r2.htb 8.040 6.379 4.404 5.606 6.390 6.272 6.272 7.106 9.610 12.944 28.062 0.638 0.619 0.623 0.607 0.588 0.578 0.592 0.582 0.561 0.531 0.504 
m5c67r2.htb 300.000 263.043 110.089 83.810 65.321 169.726 300.000 300.000 42.999 26.397 22.931 0.536 0.533 0.544 0.509 0.481 0.475 0.442 0.392 0.599 0.637 0.687 
m5c69r2.htb 107.982 26.054 13.155 8.870 7.743 5.615 3.905 3.586 3.388 3.640 4.741 0.546 0.553 0.555 0.585 0.572 0.603 0.573 0.554 0.551 0.561 0.577 
m5c70r2.htb 33.234 18.218 14.369 14.976 15.115 15.397 14.919 15.168 15.168 16.758 20.251 0.576 0.570 0.592 0.597 0.621 0.619 0.619 0.620 0.613 0.609 0.602 
m5c71r2.htb 73.124 43.565 20.428 20.777 17.745 14.859 14.188 13.959 13.959 13.841 15.147 0.516 0.521 0.544 0.550 0.551 0.562 0.547 0.556 0.544 0.543 0.561 
m5c74r2.htb 77.527 55.121 57.869 55.121 43.984 43.984 160.994 18.415 10.033 7.905 5.714 0.525 0.511 0.513 0.513 0.532 0.541 0.457 0.449 0.449 0.457 0.455 
m5c75r2.htb 20.191 13.125 10.378 9.828 6.930 5.707 5.423 5.809 6.800 6.744 7.128 0.498 0.497 0.489 0.482 0.483 0.491 0.506 0.505 0.485 0.488 0.508 
m5c79r2.htb 300.000 300.000 300.000 107.417 75.552 55.495 52.690 81.993 72.644 69.471 75.604 0.505 0.514 0.498 0.510 0.515 0.521 0.534 0.540 0.531 0.531 0.559 
m5c81r2.htb 15.505 14.131 12.751 12.430 11.980 21.546 300.000 32.099 21.151 21.288 18.336 0.423 0.395 0.400 0.425 0.461 0.509 0.494 0.549 0.546 0.537 0.544 
m5c82r2.htb 59.183 33.760 23.817 23.817 23.817 23.817 26.330 30.982 51.022 70.469 69.161 0.551 0.532 0.534 0.553 0.563 0.569 0.562 0.604 0.582 0.589 0.556 
m5c83r2.htb 30.841 27.633 27.633 23.767 26.985 30.469 41.656 63.101 141.399 216.477 300.000 0.646 0.620 0.631 0.603 0.601 0.614 0.599 0.573 0.576 0.573 0.591 
m5c87r2.htb 300.000 78.793 39.215 31.594 24.456 18.712 15.247 12.677 12.464 13.193 13.193 0.564 0.544 0.562 0.556 0.541 0.547 0.543 0.560 0.559 0.565 0.546 
m5c92r2.htb 300.000 106.019 32.361 29.694 23.977 36.438 28.963 49.898 35.875 36.595 39.724 0.587 0.608 0.593 0.607 0.592 0.615 0.624 0.613 0.625 0.613 0.595 
m5c94r2.htb 27.092 24.370 40.085 50.601 70.120 63.045 63.045 63.045 64.780 82.548 137.212 0.508 0.488 0.524 0.490 0.493 0.490 0.498 0.524 0.513 0.522 0.527 
m5c95r2.htb 113.628 300.000 269.422 164.080 298.119 300.000 53.625 43.389 24.986 156.098 35.006 0.387 0.402 0.391 0.420 0.429 0.553 0.569 0.575 0.549 0.513 0.478 
m5c100r2.htb 40.978 118.179 300.000 68.462 37.921 26.360 23.217 22.321 20.665 19.566 18.919 0.538 0.534 0.440 0.440 0.455 0.514 0.500 0.504 0.491 0.473 0.479 
m5c103r2.htb 31.775 14.222 7.705 6.135 3.998 3.830 3.205 3.830 3.373 3.373 4.390 0.585 0.594 0.650 0.718 0.662 0.598 0.654 0.530 0.564 0.556 0.551 
m5c107r2.htb 46.949 77.925 202.084 240.514 202.084 164.080 164.080 151.106 156.098 197.608 126.905 0.510 0.516 0.518 0.542 0.533 0.518 0.505 0.510 0.497 0.491 0.482 
m5c108r3.htb 300.000 300.000 300.000 172.875 252.633 300.000 300.000 189.560 93.570 89.722 49.295 0.590 0.432 0.430 0.454 0.472 0.519 0.520 0.520 0.521 0.523 0.507 
m5c109r2.htb 79.350 95.551 202.302 139.194 43.089 27.183 20.301 17.850 14.968 15.237 14.537 0.618 0.613 0.396 0.388 0.397 0.398 0.362 0.394 0.437 0.495 0.533 
m5c111r2.htb 118.726 83.087 157.417 300.000 168.023 100.059 104.531 300.000 300.000 300.000 300.000 0.640 0.617 0.589 0.566 0.528 0.511 0.480 0.456 0.518 0.519 0.525 
m5c118r2.htb 22.100 13.897 11.875 10.840 10.336 9.421 9.206 10.366 10.112 10.620 11.916 0.506 0.505 0.497 0.508 0.531 0.535 0.533 0.553 0.556 0.542 0.545 
m5c125r2.htb 15.008 11.268 9.944 8.803 6.738 6.479 7.421 8.450 10.756 12.141 15.696 0.419 0.428 0.455 0.468 0.479 0.503 0.520 0.564 0.575 0.561 0.550 
m5c128r2.htb 138.975 133.534 300.000 300.000 264.076 106.598 48.764 46.248 53.189 70.362 51.584 0.560 0.540 0.453 0.453 0.422 0.484 0.493 0.509 0.476 0.425 0.424 
m5c129r2.htb 51.782 33.053 15.493 11.984 9.298 7.803 7.149 6.421 5.528 5.110 4.969 0.570 0.543 0.547 0.573 0.568 0.573 0.561 0.555 0.549 0.558 0.568 
m5c135r2.htb 16.662 15.600 12.607 8.854 8.907 10.683 11.740 12.624 18.299 24.652 31.108 0.585 0.581 0.565 0.536 0.548 0.567 0.522 0.500 0.518 0.512 0.484 
m5c140r2.htb 57.784 43.891 37.060 40.853 52.912 69.783 300.000 71.863 39.781 25.302 16.065 0.534 0.525 0.526 0.541 0.555 0.539 0.480 0.501 0.496 0.502 0.503 
m5c152r2.htb 18.880 17.813 19.768 23.156 24.757 30.664 29.738 56.531 280.203 71.446 45.347 0.637 0.621 0.625 0.624 0.621 0.616 0.617 0.605 0.600 0.433 0.437 
m5c154r2.htb 15.640 15.551 16.859 18.322 19.647 21.746 20.032 21.931 22.651 22.038 18.542 0.552 0.560 0.588 0.628 0.643 0.647 0.636 0.651 0.657 0.659 0.656 
m5c156r2.htb 59.900 40.524 47.364 31.746 33.363 27.118 33.363 47.364 49.739 171.851 102.855 0.477 0.491 0.500 0.525 0.566 0.565 0.576 0.581 0.598 0.626 0.391 
m5c159r2.htb 62.011 38.509 37.854 45.224 54.954 54.314 45.224 31.578 54.939 52.030 300.000 0.453 0.397 0.512 0.512 0.533 0.578 0.570 0.615 0.626 0.641 0.529 
m5c163r2.htb 15.678 21.230 25.463 35.191 99.691 38.969 14.315 10.685 8.675 11.017 13.420 0.560 0.551 0.544 0.541 0.527 0.455 0.461 0.428 0.402 0.424 0.434 
m5c164r3.htb 17.270 14.583 14.407 12.067 10.607 9.860 8.716 13.105 13.589 12.620 9.671 0.477 0.492 0.506 0.513 0.548 0.597 0.593 0.621 0.638 0.584 0.569 
m5c166r2.htb 32.281 27.946 29.868 44.939 47.702 56.333 135.850 300.000 110.723 48.995 28.480 0.568 0.578 0.595 0.601 0.598 0.572 0.570 0.580 0.437 0.431 0.460 
m5c167r2.htb 42.239 31.682 28.589 20.879 18.642 19.659 17.027 17.027 16.733 19.981 25.050 0.450 0.424 0.447 0.472 0.493 0.512 0.493 0.520 0.504 0.478 0.463 
m5c170r2.htb 10.428 7.890 6.376 4.866 4.372 3.913 3.518 3.462 3.591 4.051 4.509 0.518 0.531 0.545 0.545 0.551 0.566 0.578 0.596 0.592 0.609 0.589 
