FILE	         Ve_N_thr	 ves_CP	 ves_p	
m14c211r2.htb 132.197 300.000 62.571 57.979 22.334 17.459 17.574 17.385 22.957 21.784 25.252 22.303 18.985 16.409 20.065 27.075 22.968 23.560 22.555 19.823 16.842 26.497 33.547 152.927 300.000 0.647 0.369 0.359 0.400 0.413 0.429 0.439 0.479 0.488 0.456 0.427 0.455 0.484 0.518 0.545 0.601 0.619 0.638 0.625 0.640 0.674 0.630 0.621 0.583 0.540 
m14c218r2.htb 69.485 117.376 112.103 190.341 119.264 50.550 34.105 32.411 29.509 24.932 25.961 21.723 19.370 300.000 106.505 30.192 33.058 33.070 42.231 40.874 52.508 53.376 65.429 116.105 300.000 0.453 0.465 0.448 0.480 0.517 0.538 0.523 0.532 0.521 0.518 0.537 0.508 0.409 0.563 0.573 0.610 0.645 0.657 0.664 0.654 0.643 0.629 0.636 0.640 0.631 
m14c219r2.htb 28.441 28.071 26.845 25.506 25.987 24.737 21.870 15.123 10.706 10.579 7.668 6.852 6.348 5.746 6.367 6.160 6.439 7.258 8.482 8.471 8.515 9.874 12.014 14.812 17.749 0.491 0.486 0.489 0.484 0.486 0.490 0.513 0.540 0.602 0.596 0.672 0.735 0.728 0.747 0.738 0.732 0.746 0.725 0.714 0.668 0.641 0.577 0.576 0.549 0.519 
m14c220r2.htb 198.698 163.367 156.483 112.272 99.299 95.251 53.566 37.573 32.776 21.459 17.776 16.044 17.696 21.563 25.955 33.161 36.648 43.184 41.070 56.951 68.741 105.015 88.430 72.594 62.683 0.544 0.540 0.554 0.552 0.549 0.537 0.522 0.498 0.490 0.486 0.479 0.515 0.526 0.561 0.552 0.598 0.601 0.603 0.606 0.592 0.560 0.541 0.531 0.500 0.513 
m14c221r3.htb 73.462 65.287 31.585 29.346 27.026 22.759 20.404 16.416 15.837 16.349 18.543 19.849 26.744 32.281 56.872 61.325 300.000 23.447 13.898 10.881 13.004 13.861 13.367 14.420 14.148 0.465 0.466 0.488 0.500 0.504 0.533 0.542 0.563 0.586 0.579 0.553 0.557 0.549 0.531 0.510 0.475 0.542 0.605 0.661 0.636 0.600 0.593 0.602 0.607 0.598 
m14c221r3.htb 73.462 65.287 31.585 29.346 27.026 22.759 20.404 16.416 15.837 16.349 18.543 19.849 26.744 32.281 56.872 61.325 300.000 23.447 13.898 10.881 13.004 13.861 13.367 14.420 14.148 0.465 0.466 0.488 0.500 0.504 0.533 0.542 0.563 0.586 0.579 0.553 0.557 0.549 0.531 0.510 0.475 0.542 0.605 0.661 0.636 0.600 0.593 0.602 0.607 0.598 
m14c224r2.htb 252.851 81.400 51.486 44.199 35.653 36.036 31.935 23.950 21.062 20.636 16.500 20.407 21.288 28.897 33.591 44.447 48.126 78.647 75.910 43.905 40.130 32.395 35.617 24.700 23.466 0.564 0.453 0.438 0.429 0.443 0.454 0.471 0.503 0.540 0.549 0.554 0.549 0.560 0.571 0.582 0.588 0.584 0.578 0.588 0.612 0.611 0.601 0.594 0.604 0.603 
m14c229r2.htb 186.484 177.898 21.883 16.108 10.361 8.027 7.421 5.648 4.705 4.438 4.553 4.347 4.500 4.628 4.912 5.060 5.261 7.142 13.306 20.856 27.599 167.138 300.000 112.323 55.680 0.629 0.598 0.599 0.563 0.569 0.557 0.559 0.554 0.547 0.559 0.564 0.573 0.585 0.595 0.608 0.656 0.625 0.644 0.594 0.486 0.379 0.334 0.324 0.674 0.696 
m14c230r2.htb 36.700 46.502 73.408 126.050 150.444 300.000 85.558 300.000 300.000 271.317 300.000 69.686 34.848 29.606 24.901 25.121 24.715 24.037 22.089 17.570 18.487 20.537 21.685 24.438 27.001 0.564 0.560 0.569 0.582 0.556 0.447 0.570 0.591 0.418 0.422 0.423 0.553 0.557 0.564 0.596 0.628 0.608 0.583 0.582 0.585 0.581 0.572 0.569 0.565 0.540 
m14c232r2.htb 116.725 300.000 300.000 191.347 29.848 16.702 19.463 21.892 17.395 20.942 23.454 26.705 33.714 32.647 118.157 57.190 56.835 61.983 24.742 29.193 40.868 46.040 89.622 53.312 51.491 0.573 0.409 0.422 0.451 0.477 0.489 0.473 0.451 0.464 0.479 0.480 0.482 0.444 0.416 0.442 0.572 0.538 0.543 0.564 0.581 0.604 0.598 0.598 0.602 0.651 
m14c233r2.htb 28.906 9.374 6.279 5.642 4.892 4.610 5.602 5.325 3.707 4.177 5.708 10.080 14.465 40.471 288.090 86.174 67.674 49.333 18.743 61.158 85.868 131.395 217.457 300.000 160.946 0.411 0.398 0.421 0.450 0.483 0.462 0.485 0.500 0.508 0.526 0.567 0.605 0.588 0.574 0.585 0.388 0.619 0.567 0.430 0.468 0.525 0.490 0.501 0.475 0.541 
m14c235r2.htb 61.153 300.000 32.464 19.182 11.637 10.728 12.177 8.093 6.533 6.489 6.353 6.005 6.249 6.771 6.476 5.998 5.371 7.623 22.834 34.252 30.299 300.000 300.000 300.000 300.000 0.577 0.582 0.513 0.543 0.548 0.536 0.560 0.553 0.591 0.637 0.639 0.642 0.639 0.631 0.653 0.727 0.719 0.759 0.716 0.646 0.613 0.425 0.448 0.460 0.458 
m14c237r2.htb 18.276 13.339 9.477 7.011 6.011 5.433 8.657 11.157 7.474 9.634 12.049 15.298 16.817 14.135 17.083 27.878 15.641 22.765 300.000 68.012 103.649 199.164 92.348 26.804 23.084 0.520 0.545 0.560 0.530 0.515 0.495 0.553 0.586 0.582 0.597 0.621 0.599 0.583 0.574 0.560 0.525 0.448 0.432 0.571 0.408 0.394 0.395 0.608 0.612 0.617 
m14c238r2.htb 33.085 28.116 29.018 15.347 14.334 16.180 13.902 14.076 27.965 18.351 15.364 21.049 21.783 38.207 56.886 53.322 35.135 30.469 13.636 18.130 25.352 15.832 18.267 19.588 18.295 0.456 0.467 0.451 0.455 0.438 0.445 0.517 0.570 0.641 0.616 0.628 0.681 0.698 0.773 0.765 0.733 0.665 0.636 0.612 0.621 0.596 0.535 0.531 0.496 0.498 
m14c238r3.htb 52.469 32.156 30.095 21.737 12.955 12.121 10.384 10.816 21.189 10.739 9.071 10.278 9.401 12.673 19.198 24.115 19.424 21.966 9.426 11.010 14.328 16.226 19.052 20.694 19.503 0.502 0.505 0.510 0.503 0.506 0.492 0.521 0.532 0.544 0.544 0.592 0.633 0.674 0.640 0.668 0.636 0.621 0.574 0.595 0.617 0.577 0.519 0.482 0.506 0.505 
m14c239r2.htb 51.486 98.044 48.432 15.663 10.567 8.745 7.878 8.418 7.456 7.769 7.855 7.706 8.086 8.097 8.520 10.581 12.327 12.388 54.428 125.874 38.494 29.056 22.477 22.979 31.763 0.465 0.460 0.505 0.516 0.467 0.490 0.529 0.527 0.552 0.577 0.577 0.579 0.571 0.580 0.614 0.613 0.597 0.581 0.567 0.513 0.513 0.515 0.510 0.492 0.455 
m14c241r2.htb 26.922 17.484 13.074 14.531 12.279 9.988 35.883 19.440 10.939 300.000 32.358 19.587 15.748 16.885 13.225 11.443 20.989 19.573 14.076 16.575 25.453 27.624 21.072 19.938 21.705 0.536 0.526 0.509 0.522 0.514 0.508 0.559 0.589 0.599 0.316 0.277 0.237 0.250 0.256 0.271 0.264 0.305 0.338 0.333 0.367 0.400 0.400 0.388 0.405 0.400 
m14c243r2.htb 113.023 108.108 93.999 233.511 137.760 99.462 157.461 97.858 70.636 81.017 47.409 209.080 37.046 43.896 31.521 24.323 32.405 33.111 54.023 65.534 53.320 29.602 43.417 29.219 33.510 0.446 0.447 0.455 0.444 0.555 0.574 0.561 0.555 0.541 0.524 0.480 0.504 0.466 0.464 0.449 0.437 0.463 0.431 0.432 0.448 0.486 0.503 0.531 0.525 0.543 
m14c244r2.htb 47.246 15.510 9.163 7.010 5.985 4.958 4.917 4.947 4.268 4.783 4.948 7.928 14.939 23.534 102.522 44.025 35.325 46.385 17.885 24.115 98.728 81.480 61.304 86.647 72.047 0.476 0.483 0.505 0.513 0.520 0.539 0.553 0.564 0.566 0.575 0.589 0.599 0.583 0.604 0.618 0.406 0.440 0.450 0.460 0.464 0.490 0.496 0.488 0.464 0.446 
m14c245r2.htb 300.000 90.200 68.498 26.142 15.773 10.949 9.360 6.828 5.923 5.837 5.395 5.707 5.296 5.840 6.822 8.399 8.890 13.228 21.889 24.306 37.185 53.421 68.271 300.000 300.000 0.497 0.505 0.484 0.515 0.510 0.542 0.573 0.582 0.616 0.644 0.638 0.642 0.672 0.673 0.709 0.721 0.693 0.654 0.626 0.637 0.626 0.628 0.619 0.381 0.400 
m14c247r2.htb 300.000 300.000 300.000 300.000 165.135 300.000 49.793 59.992 38.930 18.337 12.390 8.466 7.182 5.892 4.874 4.395 4.762 4.497 4.993 6.058 7.888 10.233 12.375 16.813 26.947 0.533 0.555 0.563 0.581 0.395 0.380 0.631 0.643 0.635 0.613 0.565 0.536 0.527 0.505 0.491 0.488 0.499 0.501 0.497 0.518 0.567 0.582 0.587 0.574 0.552 
