FILE	 azimuth	 stim_type	 delta	 coherence	 bias	 bias_lower	 bias_upper	 thresh	 thresh_lower	 thresh_upper	 pct_correct	 num_reps	 norm_rev
m18c590r2.htb	90.000	3.000	-4.000	60.000	1.536	1.387	1.722	0.276	0.032	1.588	0.861	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	0.000	16.000	1.869	0.517	3.379	2.451	1.317	 NaN	0.830	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	0.000	60.000	0.332	-0.067	1.175	0.818	0.260	 NaN	0.918	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	4.000	16.000	2.530	1.264	3.797	1.792	0.427	3.929	0.820	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	4.000	60.000	-0.609	-1.448	0.121	1.277	0.758	 NaN	0.820	6.000	AllTrials	
m18c590r2.htb	90.000	1.000	0.000	16.000	1.757	0.503	3.646	2.627	1.320	 NaN	0.806	6.000	AllTrials	
m18c590r2.htb	90.000	2.000	0.000	16.000	0.324	-0.419	1.230	1.000	0.153	2.987	0.867	6.000	AllTrials	
m18c590r2.htb	90.000	2.000	0.000	60.000	0.245	-0.230	0.974	0.818	0.118	 NaN	0.905	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	-4.000	16.000	1.036	0.076	2.343	1.892	1.068	 NaN	0.895	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	-4.000	60.000	1.536	1.378	1.722	0.276	0.032	1.098	0.861	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	0.000	16.000	1.869	0.638	3.471	2.451	1.353	 NaN	0.830	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	0.000	60.000	0.332	-0.067	1.052	0.818	0.260	 NaN	0.918	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	4.000	16.000	2.530	1.230	3.725	1.792	0.427	3.698	0.820	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	4.000	60.000	-0.609	-1.319	0.167	1.277	0.758	 NaN	0.820	6.000	AllTrials	
m18c590r2.htb	90.000	1.000	0.000	16.000	1.757	0.483	3.403	2.627	1.494	 NaN	0.806	6.000	AllTrials	
m18c590r2.htb	90.000	2.000	0.000	16.000	0.324	-0.512	1.209	1.000	0.156	2.693	0.867	6.000	AllTrials	
m18c590r2.htb	90.000	2.000	0.000	60.000	0.245	-0.230	1.146	0.818	0.131	 NaN	0.905	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	-4.000	16.000	1.036	0.077	2.293	1.892	1.018	 NaN	0.895	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	-4.000	60.000	1.536	1.363	1.722	0.276	0.032	1.058	0.861	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	0.000	16.000	1.869	0.533	3.379	2.451	1.328	 NaN	0.830	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	0.000	60.000	0.332	-0.067	1.175	0.818	0.260	 NaN	0.918	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	4.000	16.000	2.530	1.264	3.725	1.792	0.497	 NaN	0.820	6.000	AllTrials	
m18c590r2.htb	90.000	3.000	4.000	60.000	-0.609	-1.440	0.096	1.277	0.719	 NaN	0.820	6.000	AllTrials	
m18c593r2.htb	90.000	1.000	0.000	16.000	-1.662	-2.822	-0.746	2.497	1.636	4.298	0.715	11.000	AllTrials	
m18c593r2.htb	90.000	2.000	0.000	16.000	-1.249	-2.290	-0.330	1.990	0.916	3.986	0.736	11.000	AllTrials	
m18c593r2.htb	90.000	2.000	0.000	60.000	-1.399	-2.494	-1.087	0.842	0.267	2.394	0.762	11.000	AllTrials	
m18c593r2.htb	90.000	3.000	-4.000	16.000	-2.237	-3.484	-1.361	2.143	1.327	3.571	0.748	11.000	AllTrials	
m18c593r2.htb	90.000	3.000	-4.000	60.000	0.198	-0.441	0.798	1.206	0.703	2.979	0.857	11.000	AllTrials	
m18c593r2.htb	90.000	3.000	0.000	16.000	-2.118	-3.442	-1.052	2.188	1.314	5.314	0.714	11.000	AllTrials	
m18c593r2.htb	90.000	3.000	0.000	60.000	-1.468	-2.592	-1.144	1.182	0.389	 NaN	0.786	11.000	AllTrials	
m18c593r2.htb	90.000	3.000	4.000	16.000	-0.848	-2.164	0.110	2.617	1.309	4.293	0.805	11.000	AllTrials	
m18c593r2.htb	90.000	3.000	4.000	60.000	-2.725	-3.442	-2.006	1.101	0.481	 NaN	0.692	11.000	AllTrials	
m18c593r2.htb	90.000	1.000	0.000	16.000	-1.737	-3.031	-0.833	2.433	1.606	4.333	0.718	11.000	AllTrials	
m18c593r2.htb	90.000	2.000	0.000	16.000	-1.271	-2.282	-0.316	2.079	1.188	4.908	0.745	11.000	AllTrials	
m18c593r2.htb	90.000	2.000	0.000	60.000	-1.313	-2.104	-1.015	0.828	0.371	 NaN	0.779	11.000	AllTrials	
m18c593r2.htb	90.000	3.000	-4.000	16.000	-2.234	-3.561	-1.344	2.163	1.273	3.800	0.748	11.000	AllTrials	
m18c593r2.htb	90.000	3.000	-4.000	60.000	0.287	-0.342	0.953	1.206	0.733	 NaN	0.859	11.000	AllTrials	
m18c593r2.htb	90.000	3.000	0.000	16.000	-2.126	-3.309	-1.177	2.251	1.427	4.727	0.726	11.000	AllTrials	
m18c593r2.htb	90.000	3.000	0.000	60.000	-1.535	-2.501	-1.108	1.247	0.393	 NaN	0.779	11.000	AllTrials	
m18c593r2.htb	90.000	3.000	4.000	16.000	-0.755	-1.972	0.243	2.751	1.407	4.477	0.808	11.000	AllTrials	
m18c593r2.htb	90.000	3.000	4.000	60.000	-2.723	-3.485	-2.147	1.083	0.504	 NaN	0.692	11.000	AllTrials	
m18c593r2.htb	90.000	1.000	0.000	16.000	-1.707	-2.874	-0.684	2.448	1.568	4.401	0.714	11.000	AllTrials	
m18c593r2.htb	90.000	2.000	0.000	16.000	-1.077	-2.094	-0.080	2.022	1.118	5.638	0.753	11.000	AllTrials	
m18c593r2.htb	90.000	2.000	0.000	60.000	-1.318	-2.344	-1.026	0.834	0.348	 NaN	0.779	11.000	AllTrials	
m18c593r2.htb	90.000	3.000	-4.000	16.000	-2.362	-3.782	-1.459	2.152	1.290	3.628	0.740	11.000	AllTrials	
m18c593r2.htb	90.000	3.000	-4.000	60.000	0.231	-0.364	0.952	1.226	0.696	 NaN	0.857	11.000	AllTrials	
m18c593r2.htb	90.000	3.000	0.000	16.000	-2.165	-3.533	-1.264	2.132	1.306	3.675	0.727	11.000	AllTrials	
m18c593r2.htb	90.000	3.000	0.000	60.000	-1.519	-2.644	-1.061	1.243	0.366	 NaN	0.779	11.000	AllTrials	
m18c593r2.htb	90.000	3.000	4.000	16.000	-0.706	-2.090	0.285	2.818	1.401	4.763	0.805	11.000	AllTrials	
m18c593r2.htb	90.000	3.000	4.000	60.000	-2.812	-3.526	-2.018	1.146	0.559	 NaN	0.688	11.000	AllTrials	
m18c593r2.htb	90.000	1.000	0.000	16.000	-1.662	-2.941	-0.747	2.497	1.616	4.531	0.715	11.000	AllTrials	
m18c593r2.htb	90.000	2.000	0.000	16.000	-1.249	-2.292	-0.351	1.990	1.023	4.185	0.736	11.000	AllTrials	
m18c593r2.htb	90.000	2.000	0.000	60.000	-1.399	-2.267	-1.054	0.842	0.270	2.517	0.762	11.000	AllTrials	
m18c593r2.htb	90.000	3.000	-4.000	16.000	-2.237	-3.352	-1.290	2.143	1.380	4.117	0.748	11.000	AllTrials	
m18c593r2.htb	90.000	3.000	-4.000	60.000	0.198	-0.373	0.869	1.206	0.717	2.856	0.857	11.000	AllTrials	
m18c593r2.htb	90.000	3.000	0.000	16.000	-2.118	-3.512	-1.146	2.188	1.118	4.600	0.714	11.000	AllTrials	
m18c593r2.htb	90.000	3.000	0.000	60.000	-1.468	-2.660	-1.113	1.182	0.389	 NaN	0.786	11.000	AllTrials	
m18c593r2.htb	90.000	3.000	4.000	16.000	-0.848	-2.071	0.070	2.617	1.354	4.357	0.805	11.000	AllTrials	
m18c593r2.htb	90.000	3.000	4.000	60.000	-2.725	-3.442	-1.857	1.101	0.481	 NaN	0.692	11.000	AllTrials	
m18c630r3.htb	90.000	1.000	0.000	16.000	2.288	1.337	3.517	2.167	1.263	3.575	0.821	11.000	AllTrials	
m18c630r3.htb	90.000	2.000	0.000	16.000	0.437	-0.118	1.116	1.312	0.908	 NaN	0.905	11.000	AllTrials	
m18c630r3.htb	90.000	2.000	0.000	60.000	0.240	-0.234	0.635	0.841	0.320	1.528	0.905	11.000	AllTrials	
m18c630r3.htb	90.000	3.000	-4.000	16.000	0.600	-0.103	1.309	1.669	1.099	 NaN	0.869	11.000	AllTrials	
m18c630r3.htb	90.000	3.000	-4.000	60.000	1.477	1.473	1.473	0.373	0.336	0.336	0.893	11.000	AllTrials	
m18c630r3.htb	90.000	3.000	0.000	16.000	0.240	-0.509	0.960	1.754	1.185	 NaN	0.807	11.000	AllTrials	
m18c630r3.htb	90.000	3.000	0.000	60.000	0.247	-0.384	0.820	1.342	0.885	 NaN	0.857	11.000	AllTrials	
m18c630r3.htb	90.000	3.000	4.000	16.000	1.352	0.564	2.394	1.838	0.911	3.658	0.820	11.000	AllTrials	
m18c630r3.htb	90.000	3.000	4.000	60.000	-0.350	-0.938	0.050	0.967	0.552	1.855	0.881	11.000	AllTrials	
m18c596r3.htb	90.000	1.000	0.000	16.000	-0.894	-2.321	0.266	3.817	2.481	6.187	0.750	12.000	AllTrials	
m18c596r3.htb	90.000	2.000	0.000	16.000	-3.133	-5.740	-1.641	4.864	2.949	8.587	0.714	12.000	AllTrials	
m18c596r3.htb	90.000	2.000	0.000	60.000	-1.202	-1.982	-0.636	1.015	0.275	2.491	0.786	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	-4.000	16.000	-0.676	-1.543	-0.300	0.690	0.301	 NaN	0.833	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	-4.000	60.000	0.630	0.127	1.054	0.812	0.461	1.444	0.929	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	0.000	16.000	-0.593	-1.255	-0.023	1.361	0.894	 NaN	0.845	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	0.000	60.000	-1.083	-1.505	-0.643	0.778	0.336	 NaN	0.810	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	4.000	16.000	0.026	-0.599	0.705	1.502	1.060	 NaN	0.857	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	4.000	60.000	-1.832	-3.500	-1.388	0.396	0.000	0.738	0.738	12.000	AllTrials	
m18c596r3.htb	90.000	1.000	0.000	16.000	-0.894	-2.284	0.316	3.817	2.628	7.061	0.750	12.000	AllTrials	
m18c596r3.htb	90.000	2.000	0.000	16.000	-3.133	-5.748	-1.538	4.864	2.991	8.455	0.714	12.000	AllTrials	
m18c596r3.htb	90.000	2.000	0.000	60.000	-1.202	-1.982	-0.698	1.015	0.272	 NaN	0.786	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	-4.000	16.000	-0.676	-1.329	-0.242	0.690	0.301	 NaN	0.833	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	-4.000	60.000	0.630	0.143	1.066	0.812	0.521	 NaN	0.929	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	0.000	16.000	-0.593	-1.283	-0.099	1.361	0.931	 NaN	0.845	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	0.000	60.000	-1.083	-1.547	-0.741	0.778	0.336	 NaN	0.810	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	4.000	16.000	0.026	-0.589	0.680	1.502	1.060	 NaN	0.857	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	4.000	60.000	-1.832	-3.500	-1.374	0.396	0.000	0.768	0.738	12.000	AllTrials	
m18c596r3.htb	90.000	1.000	0.000	16.000	-0.894	-2.340	0.275	3.817	2.525	6.635	0.750	12.000	AllTrials	
m18c596r3.htb	90.000	2.000	0.000	16.000	-3.133	-5.704	-1.534	4.864	2.945	8.940	0.714	12.000	AllTrials	
m18c596r3.htb	90.000	2.000	0.000	60.000	-1.202	-1.968	-0.662	1.015	0.287	 NaN	0.786	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	-4.000	16.000	-0.676	-1.327	-0.245	0.690	0.298	1.995	0.833	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	-4.000	60.000	0.630	0.143	1.054	0.812	0.521	 NaN	0.929	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	0.000	16.000	-0.593	-1.302	-0.080	1.361	0.929	 NaN	0.845	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	0.000	60.000	-1.083	-1.604	-0.741	0.778	0.354	 NaN	0.810	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	4.000	16.000	0.026	-0.633	0.618	1.502	1.065	 NaN	0.857	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	4.000	60.000	-1.832	-3.500	-1.464	0.396	0.000	0.670	0.738	12.000	AllTrials	
m18c596r3.htb	90.000	1.000	0.000	16.000	-0.894	-2.453	0.258	3.817	2.620	6.394	0.750	12.000	AllTrials	
m18c596r3.htb	90.000	2.000	0.000	16.000	-3.133	-5.784	-1.458	4.864	2.901	8.612	0.714	12.000	AllTrials	
m18c596r3.htb	90.000	2.000	0.000	60.000	-1.202	-1.890	-0.599	1.015	0.274	 NaN	0.786	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	-4.000	16.000	-0.676	-1.403	-0.245	0.690	0.301	2.442	0.833	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	-4.000	60.000	0.630	0.172	1.054	0.812	0.521	 NaN	0.929	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	0.000	16.000	-0.593	-1.245	-0.025	1.361	0.906	 NaN	0.845	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	0.000	60.000	-1.083	-1.551	-0.741	0.778	0.336	 NaN	0.810	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	4.000	16.000	0.026	-0.599	0.715	1.502	1.060	 NaN	0.857	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	4.000	60.000	-1.832	-3.500	-1.403	0.396	0.000	0.670	0.738	12.000	AllTrials	
m18c596r3.htb	90.000	1.000	0.000	16.000	-0.894	-2.339	0.260	3.817	2.597	6.344	0.750	12.000	AllTrials	
m18c596r3.htb	90.000	2.000	0.000	16.000	-3.133	-5.581	-1.472	4.864	2.827	9.472	0.714	12.000	AllTrials	
m18c596r3.htb	90.000	2.000	0.000	60.000	-1.202	-1.968	-0.669	1.015	0.272	2.248	0.786	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	-4.000	16.000	-0.676	-1.403	-0.245	0.690	0.336	 NaN	0.833	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	-4.000	60.000	0.630	0.172	1.060	0.812	0.521	 NaN	0.929	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	0.000	16.000	-0.593	-1.299	-0.056	1.361	0.903	 NaN	0.845	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	0.000	60.000	-1.083	-1.604	-0.741	0.778	0.336	 NaN	0.810	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	4.000	16.000	0.026	-0.620	0.721	1.502	1.116	 NaN	0.857	12.000	AllTrials	
m18c596r3.htb	90.000	3.000	4.000	60.000	-1.832	-3.500	-1.557	0.396	0.000	0.738	0.738	12.000	AllTrials	
m18c596r3.htb	90.000	1.000	0.000	16.000	-1.090	-2.359	-0.281	3.028	1.960	4.643	0.759	16.000	AllTrials	
m18c596r3.htb	90.000	2.000	0.000	16.000	-1.927	-3.147	-0.838	2.713	1.670	5.113	0.723	16.000	AllTrials	
m18c596r3.htb	90.000	2.000	0.000	60.000	-1.232	-1.967	-0.862	0.941	0.310	 NaN	0.786	16.000	AllTrials	
m18c596r3.htb	90.000	3.000	-4.000	16.000	-1.349	-2.116	-0.728	1.672	1.048	2.714	0.813	16.000	AllTrials	
m18c596r3.htb	90.000	3.000	-4.000	60.000	0.485	0.053	0.878	0.909	0.576	1.557	0.911	16.000	AllTrials	
m18c596r3.htb	90.000	3.000	0.000	16.000	-1.163	-2.079	-0.497	1.828	1.077	3.252	0.786	16.000	AllTrials	
m18c596r3.htb	90.000	3.000	0.000	60.000	-1.046	-1.372	-0.697	0.613	0.203	1.313	0.804	16.000	AllTrials	
m18c596r3.htb	90.000	3.000	4.000	16.000	-0.384	-1.098	0.269	1.830	1.244	 NaN	0.842	16.000	AllTrials	
m18c596r3.htb	90.000	3.000	4.000	60.000	-1.853	-1.794	-1.825	0.514	0.497	0.478	0.741	16.000	AllTrials	
m18c596r2.htb	90.000	1.000	0.000	16.000	-0.894	-2.565	0.166	3.817	2.518	6.385	0.750	12.000	AllTrials	
m18c596r2.htb	90.000	2.000	0.000	16.000	-3.133	-5.541	-1.557	4.864	2.916	8.838	0.714	12.000	AllTrials	
m18c596r2.htb	90.000	2.000	0.000	60.000	-1.202	-1.890	-0.660	1.015	0.275	 NaN	0.786	12.000	AllTrials	
m18c596r2.htb	90.000	3.000	-4.000	16.000	-0.676	-1.345	-0.245	0.690	0.284	1.751	0.833	12.000	AllTrials	
m18c596r2.htb	90.000	3.000	-4.000	60.000	0.630	0.143	1.054	0.812	0.521	 NaN	0.929	12.000	AllTrials	
m18c596r2.htb	90.000	3.000	0.000	16.000	-0.593	-1.288	-0.028	1.361	0.879	 NaN	0.845	12.000	AllTrials	
m18c596r2.htb	90.000	3.000	0.000	60.000	-1.083	-1.604	-0.741	0.778	0.336	 NaN	0.810	12.000	AllTrials	
m18c596r2.htb	90.000	3.000	4.000	16.000	0.026	-0.580	0.695	1.502	1.065	 NaN	0.857	12.000	AllTrials	
m18c596r2.htb	90.000	3.000	4.000	60.000	-1.832	-3.500	-1.374	0.396	0.000	0.738	0.738	12.000	AllTrials	
m18c596r2.htb	90.000	1.000	0.000	16.000	-0.894	-2.259	0.255	3.817	2.550	5.942	0.750	12.000	AllTrials	
m18c596r2.htb	90.000	2.000	0.000	16.000	-3.133	-5.496	-1.478	4.864	2.908	8.804	0.714	12.000	AllTrials	
m18c596r2.htb	90.000	2.000	0.000	60.000	-1.202	-1.979	-0.602	1.015	0.287	 NaN	0.786	12.000	AllTrials	
m18c596r2.htb	90.000	3.000	-4.000	16.000	-0.676	-1.335	-0.300	0.690	0.310	2.365	0.833	12.000	AllTrials	
m18c596r2.htb	90.000	3.000	-4.000	60.000	0.630	0.143	1.054	0.812	0.521	 NaN	0.929	12.000	AllTrials	
m18c596r2.htb	90.000	3.000	0.000	16.000	-0.593	-1.245	0.015	1.361	0.929	 NaN	0.845	12.000	AllTrials	
m18c596r2.htb	90.000	3.000	0.000	60.000	-1.083	-1.604	-0.741	0.778	0.336	 NaN	0.810	12.000	AllTrials	
m18c596r2.htb	90.000	3.000	4.000	16.000	0.026	-0.686	0.618	1.502	1.062	 NaN	0.857	12.000	AllTrials	
m18c596r2.htb	90.000	3.000	4.000	60.000	-1.832	-1.803	-1.803	0.396	0.376	0.376	0.738	12.000	AllTrials	
m18c597r2.htb	90.000	1.000	0.000	16.000	-1.729	-2.792	-1.027	2.525	1.744	3.959	0.730	18.000	AllTrials	
m18c597r2.htb	90.000	2.000	0.000	16.000	-1.075	-1.842	-0.329	2.142	1.452	3.459	0.810	18.000	AllTrials	
m18c597r2.htb	90.000	2.000	0.000	60.000	-1.195	-1.440	-1.043	0.284	0.125	0.808	0.786	18.000	AllTrials	
m18c597r2.htb	90.000	3.000	-4.000	16.000	-0.652	-1.209	-0.290	1.166	0.818	 NaN	0.825	18.000	AllTrials	
m18c597r2.htb	90.000	3.000	-4.000	60.000	0.274	-0.169	0.789	1.210	0.871	 NaN	0.913	18.000	AllTrials	
m18c597r2.htb	90.000	3.000	0.000	16.000	-0.849	-1.509	-0.171	1.807	1.235	 NaN	0.794	18.000	AllTrials	
m18c597r2.htb	90.000	3.000	0.000	60.000	-0.601	-1.144	-0.204	1.184	0.823	 NaN	0.849	18.000	AllTrials	
m18c597r2.htb	90.000	3.000	4.000	16.000	-0.292	-0.963	0.353	1.968	1.280	3.200	0.841	18.000	AllTrials	
m18c597r2.htb	90.000	3.000	4.000	60.000	-2.370	-3.132	-1.638	0.700	0.236	 NaN	0.706	18.000	AllTrials	
m18c597r2.htb	90.000	1.000	0.000	16.000	-1.203	-2.190	-0.317	2.601	1.631	4.472	0.737	14.000	AllTrials	
m18c597r2.htb	90.000	2.000	0.000	16.000	-1.047	-1.838	-0.276	1.939	1.292	3.648	0.818	14.000	AllTrials	
m18c597r2.htb	90.000	2.000	0.000	60.000	-1.230	-1.808	-1.120	0.258	0.086	0.858	0.775	14.000	AllTrials	
m18c597r2.htb	90.000	3.000	-4.000	16.000	-0.672	-1.305	-0.204	1.265	0.859	 NaN	0.810	14.000	AllTrials	
m18c597r2.htb	90.000	3.000	-4.000	60.000	0.297	-0.236	0.824	1.328	0.945	 NaN	0.905	14.000	AllTrials	
m18c597r2.htb	90.000	3.000	0.000	16.000	-0.963	-1.831	-0.367	1.630	0.940	2.834	0.799	14.000	AllTrials	
m18c597r2.htb	90.000	3.000	0.000	60.000	-0.756	-1.453	-0.346	1.250	0.853	 NaN	0.831	14.000	AllTrials	
m18c597r2.htb	90.000	3.000	4.000	16.000	0.116	-0.727	0.823	2.093	1.316	3.910	0.856	14.000	AllTrials	
m18c597r2.htb	90.000	3.000	4.000	60.000	-2.438	-3.287	-1.681	0.728	0.209	 NaN	0.703	14.000	AllTrials	
m18c597r2.htb	90.000	1.000	0.000	16.000	-0.976	-2.202	0.092	2.578	1.515	5.224	0.728	9.000	AllTrials	
m18c597r2.htb	90.000	2.000	0.000	16.000	-1.681	-3.015	-0.606	2.329	1.279	4.070	0.763	9.000	AllTrials	
m18c597r2.htb	90.000	2.000	0.000	60.000	-1.272	-2.997	-1.112	0.227	0.071	0.953	0.762	9.000	AllTrials	
m18c597r2.htb	90.000	3.000	-4.000	16.000	-0.480	-1.258	0.244	1.511	1.000	 NaN	0.810	9.000	AllTrials	
m18c597r2.htb	90.000	3.000	-4.000	60.000	1.024	 NaN	1.064	0.256	0.160	 NaN	0.943	9.000	AllTrials	
m18c597r2.htb	90.000	3.000	0.000	16.000	-1.048	-2.214	-0.393	1.638	0.845	 NaN	0.797	9.000	AllTrials	
m18c597r2.htb	90.000	3.000	0.000	60.000	-0.581	-1.431	-0.000	1.402	0.887	 NaN	0.843	9.000	AllTrials	
m18c597r2.htb	90.000	3.000	4.000	16.000	0.132	-0.914	1.137	2.360	1.209	4.510	0.852	9.000	AllTrials	
m18c597r2.htb	90.000	3.000	4.000	60.000	-1.653	 NaN	-1.619	0.309	0.073	 NaN	0.714	9.000	AllTrials	
m18c597r2.htb	90.000	1.000	0.000	16.000	-1.200	-2.506	-0.160	2.784	1.593	4.595	0.723	10.000	AllTrials	
m18c597r2.htb	90.000	2.000	0.000	16.000	-1.686	-3.191	-0.842	2.091	1.286	4.597	0.759	10.000	AllTrials	
m18c597r2.htb	90.000	2.000	0.000	60.000	-1.239	-1.767	-1.054	0.249	0.000	0.420	0.770	10.000	AllTrials	
m18c597r2.htb	90.000	3.000	-4.000	16.000	-0.503	-1.236	0.105	1.373	0.931	 NaN	0.814	10.000	AllTrials	
m18c597r2.htb	90.000	3.000	-4.000	60.000	0.528	-0.058	1.126	1.236	0.768	 NaN	0.932	10.000	AllTrials	
m18c597r2.htb	90.000	3.000	0.000	16.000	-1.058	-2.161	-0.316	1.677	0.932	 NaN	0.809	10.000	AllTrials	
m18c597r2.htb	90.000	3.000	0.000	60.000	-0.626	-1.439	-0.054	1.382	0.899	 NaN	0.838	10.000	AllTrials	
m18c597r2.htb	90.000	3.000	4.000	16.000	0.198	-0.819	1.129	2.237	1.286	 NaN	0.857	10.000	AllTrials	
m18c597r2.htb	90.000	3.000	4.000	60.000	-1.730	-2.330	-1.352	0.333	0.000	0.707	0.711	10.000	AllTrials	
m18c597r2.htb	90.000	1.000	0.000	16.000	-1.772	-3.203	-0.694	2.851	1.804	4.851	0.743	10.000	AllTrials	
m18c597r2.htb	90.000	2.000	0.000	16.000	-0.803	-1.692	-0.022	1.716	0.928	 NaN	0.829	10.000	AllTrials	
m18c597r2.htb	90.000	2.000	0.000	60.000	-1.229	-1.642	-1.157	0.232	 NaN	0.426	0.786	10.000	AllTrials	
m18c597r2.htb	90.000	3.000	-4.000	16.000	-0.894	-1.312	-0.295	0.702	0.230	 NaN	0.829	10.000	AllTrials	
m18c597r2.htb	90.000	3.000	-4.000	60.000	0.116	-0.467	0.652	0.953	0.518	 NaN	0.914	10.000	AllTrials	
m18c597r2.htb	90.000	3.000	0.000	16.000	-0.958	-2.056	-0.293	1.653	1.012	 NaN	0.814	10.000	AllTrials	
m18c597r2.htb	90.000	3.000	0.000	60.000	-0.722	-1.332	-0.281	0.836	0.389	1.746	0.843	10.000	AllTrials	
m18c597r2.htb	90.000	3.000	4.000	16.000	0.045	-0.649	0.676	1.126	0.364	2.643	0.857	10.000	AllTrials	
m18c597r2.htb	90.000	3.000	4.000	60.000	-2.987	-3.113	-2.903	0.404	 NaN	0.560	0.700	10.000	AllTrials	
m18c633r3.htb	90.000	1.000	0.000	16.000	0.164	-0.621	0.835	2.170	1.326	3.724	0.815	17.000	AllTrials	
m18c633r3.htb	90.000	2.000	0.000	16.000	-0.608	-1.088	-0.210	1.027	0.655	1.683	0.841	17.000	AllTrials	
m18c633r3.htb	90.000	2.000	0.000	60.000	-0.588	-1.030	-0.184	1.035	0.684	 NaN	0.843	17.000	AllTrials	
m18c633r3.htb	90.000	3.000	-4.000	16.000	-0.751	-1.455	-0.264	1.438	0.899	2.805	0.837	17.000	AllTrials	
m18c633r3.htb	90.000	3.000	-4.000	60.000	0.198	-0.190	0.605	0.991	0.580	1.510	0.921	17.000	AllTrials	
m18c633r3.htb	90.000	3.000	0.000	16.000	-0.672	-1.308	-0.085	1.671	1.080	2.811	0.798	17.000	AllTrials	
m18c633r3.htb	90.000	3.000	0.000	60.000	-1.109	-1.792	-0.668	1.334	0.794	 NaN	0.806	17.000	AllTrials	
m18c633r3.htb	90.000	3.000	4.000	16.000	0.199	-0.493	0.913	2.152	1.270	3.471	0.844	17.000	AllTrials	
m18c633r3.htb	90.000	3.000	4.000	60.000	-2.214	-2.914	-1.548	1.163	0.814	2.244	0.726	17.000	AllTrials	
m18c599r2.htb	90.000	1.000	0.000	16.000	-1.060	-2.137	-0.223	2.196	1.320	4.065	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	2.000	0.000	16.000	-1.233	-2.544	-0.378	2.536	1.578	4.529	0.753	11.000	AllTrials	
m18c599r2.htb	90.000	2.000	0.000	60.000	-0.949	-1.721	-0.504	1.155	0.774	 NaN	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	-4.000	16.000	-0.145	-1.098	0.745	2.288	1.195	3.966	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	-4.000	60.000	1.489	0.854	2.423	1.352	0.535	2.779	0.857	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	0.000	16.000	-0.195	-1.004	0.683	2.040	1.214	3.858	0.779	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	0.000	60.000	-0.215	-0.738	0.078	0.666	0.315	 NaN	0.896	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	4.000	16.000	2.228	1.164	3.991	3.349	2.120	5.867	0.844	11.000	AllTrials	
m18c599r2.htb	90.000	3.000	4.000	60.000	-1.257	-1.831	-1.205	0.233	 NaN	0.306	0.779	11.000	AllTrials	
m18c599r2.htb	90.000	1.000	0.000	16.000	-1.060	-2.098	-0.181	2.196	1.320	4.464	0.818	11.000	AllTrials	
m18c599r2.htb	90.000	2.000	0.000	16.000	-1.233	-2.359	-0.258	2.536	1.574	4.907	0.753	11.000	AllTrials	
