FILE	         Coher	 repet	 Ve_P_u	 Vi_P_u	 co_P_u	 Ve_P_thr	 vi_P_th	 Co_P_thr	 Ve_N_u	 Vi_N_u	 co_N_u	 Ve_N_thr	 vi_N_th	 Co_N_thr	 Ves_CP	 Vis_CP	 Com_CP	 Ves_p	 Vis_p	 Com_p	 sign	 vesMax	 visMax	 coMax	
m2c149r2.htb 13.000 40.000 0.370 0.514 0.520 1.036 1.015 1.062 4.215 2.573 0.957 15.446 9.905 8.352 0.568 0.547 0.587 0.144 0.306 0.054 0.000 0.000 0.001 0.001 -0.907 -0.894 -0.937 0.915 0.001 
m2c150r2.htb 13.000 20.000 -0.083 0.310 0.406 1.123 1.065 1.221 -11.336 -5.895 -1.673 49.441 24.320 14.453 0.569 0.585 0.696 0.334 0.380 0.010 0.000 0.000 0.052 0.095 0.662 0.589 0.955 0.668 0.049 
m2c151r2.htb 13.000 21.000 -0.104 -0.065 -0.096 0.879 0.841 0.834 -3.224 -2.110 0.014 11.749 9.795 5.299 0.636 0.658 0.657 0.050 0.030 0.106 0.000 0.000 0.000 0.000 -0.918 -0.930 -0.986 0.955 0.000 
m2c152r2.htb 13.000 30.000 0.026 0.488 0.246 1.239 0.830 1.080 2.876 4.053 5.114 43.461 30.638 32.483 0.466 0.440 0.481 0.480 0.228 0.734 0.000 0.000 0.130 0.017 0.544 0.761 0.751 0.749 0.020 
m2c155r2.htb 13.000 20.000 0.622 0.028 -0.046 1.453 1.017 1.040 0.241 5.115 -0.371 15.553 22.432 18.249 0.545 0.443 0.595 0.460 0.420 0.186 180.000 0.000 0.000 0.144 0.980 -0.528 0.758 -0.580 0.102 
m2c157r2.htb 13.000 40.000 0.002 -0.253 -0.109 0.874 1.005 0.978 0.145 0.183 0.925 4.653 3.400 4.851 0.567 0.453 0.517 0.246 0.230 0.702 0.000 0.000 0.000 0.000 -0.990 -0.991 -0.993 0.988 0.000 
m2c158r2.htb 13.000 40.000 -0.077 -0.286 -0.429 1.290 0.923 1.055 0.279 0.062 0.741 5.038 7.046 5.521 0.612 0.494 0.601 0.004 0.860 0.014 0.000 0.000 0.000 0.000 -0.994 -0.988 -0.991 0.988 0.000 
m2c159r2.htb 13.000 40.000 -0.033 -0.086 0.004 1.059 1.155 1.129 -2.178 0.202 -3.944 17.975 7.737 14.831 0.442 0.433 0.409 0.134 0.094 0.020 0.000 0.000 0.004 0.000 0.850 0.967 0.880 0.920 0.000 
m2c160r2.htb 13.000 20.000 -0.001 0.261 0.100 0.844 0.798 0.800 -0.332 1.103 0.159 9.742 35.082 8.643 0.655 0.656 0.507 0.032 0.042 0.972 0.000 0.000 0.000 0.008 0.923 0.813 0.910 0.890 0.001 
m2c161r2.htb 13.000 29.000 0.001 -0.371 -0.520 1.647 0.759 0.914 1.526 0.847 -4.149 15.993 12.165 15.435 0.649 0.548 0.463 0.000 0.506 0.578 0.000 0.000 0.004 0.000 -0.842 -0.975 -0.914 0.774 0.014 
