FILE	 azimuth	 stim_type	 delta	 coherence	 bias	 bias_lower	 bias_upper	 thresh	 thresh_lower	 thresh_upper	 num_reps	 norm_rev	 CP_zero	 p_zero	 CP_all	 p_all	
m24c105r2.htb	90.000	2.000	0.000	60.000	-10.546	-189495.233	174.469	77.499	17.476	793348.632	13.000	AllTrials	0.625	0.528	0.625	0.528	
m24c105r2.htb	90.000	3.000	-4.000	16.000	26.841	1.200	238294.356	104.005	15.250	822361.487	13.000	AllTrials	0.102	0.012	0.289	0.020	
m24c105r2.htb	90.000	3.000	-4.000	60.000	-2.985	-91.649	5.240	22.988	10.114	56978.631	13.000	AllTrials	0.439	0.766	0.436	0.650	
m24c105r2.htb	90.000	3.000	0.000	16.000	-32.380	-339065.452	-0.927	112.944	17.708	856019.308	13.000	AllTrials	0.388	0.556	0.566	0.430	
m24c105r2.htb	90.000	3.000	0.000	60.000	-0.772	-44133.451	2529.662	44.093	14.456	585540.743	13.000	AllTrials	0.133	0.054	0.418	0.438	
m24c105r2.htb	90.000	3.000	4.000	16.000	-62.579	-262106.697	108.131	284.187	17.515	941200.145	13.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c105r2.htb	90.000	3.000	4.000	60.000	-6.049	-106653.481	1058.339	63.876	15.922	625629.088	13.000	AllTrials	0.528	0.946	0.618	0.342	
m24c105r2.htb	90.000	1.000	0.000	16.000	25.866	4.577	335882.413	74.894	15.594	696182.397	13.000	AllTrials	0.633	0.468	0.529	0.690	
m24c105r2.htb	90.000	2.000	0.000	16.000	4.094	-2064.511	46660.617	50.772	13.716	445316.297	13.000	AllTrials	 NaN	 NaN	0.516	0.796	
m24c105r2.htb	90.000	2.000	0.000	60.000	52.946	-4.436	251534.862	216.467	17.931	833914.899	13.000	AllTrials	0.319	0.302	0.319	0.302	
m24c105r2.htb	90.000	3.000	-4.000	16.000	23.421	5.386	246994.232	45.049	12.695	452669.545	13.000	AllTrials	0.163	0.034	0.286	0.024	
m24c105r2.htb	90.000	3.000	-4.000	60.000	-1.245	-20106.304	96.762	32.350	12.883	341550.724	13.000	AllTrials	0.500	0.940	0.284	0.120	
m24c105r2.htb	90.000	3.000	0.000	16.000	55.894	9.400	558298.441	95.335	14.681	819041.656	13.000	AllTrials	0.375	0.432	0.359	0.128	
m24c105r2.htb	90.000	3.000	0.000	60.000	3.423	-3200.467	41717.242	45.046	13.279	402076.683	13.000	AllTrials	0.133	0.046	0.335	0.164	
m24c105r2.htb	90.000	3.000	4.000	16.000	-91.128	-376180.732	-5.053	236.508	17.613	897637.109	13.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c105r2.htb	90.000	3.000	4.000	60.000	6.192	-761.248	116903.890	65.457	16.465	724347.250	13.000	AllTrials	0.486	0.972	0.594	0.522	
m24c103r2.htb	90.000	1.000	0.000	16.000	1.273	-7459.685	113836.465	34.512	9.364	644068.105	7.000	AllTrials	0.500	0.904	0.409	0.500	
m24c103r2.htb	90.000	2.000	0.000	16.000	-5.271	-183731.849	9.966	30.359	9.132	576909.427	7.000	AllTrials	0.625	0.650	0.615	0.546	
m24c103r2.htb	90.000	2.000	0.000	60.000	-39.789	-440617.749	6046.196	267.568	13.089	1144788.974	7.000	AllTrials	0.433	0.744	0.661	0.300	
m24c103r2.htb	90.000	3.000	-4.000	16.000	-13.796	-333406.933	-2.087	32.393	9.571	719859.078	7.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c103r2.htb	90.000	3.000	-4.000	60.000	-0.671	-25.459	3817.629	16.800	7.259	331337.051	7.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c103r2.htb	90.000	3.000	0.000	16.000	10.718	1.102	303730.937	26.254	8.172	605022.003	7.000	AllTrials	 NaN	 NaN	0.385	0.532	
m24c103r2.htb	90.000	3.000	0.000	60.000	2.865	-7.221	68017.426	19.444	7.157	277225.900	7.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c103r2.htb	90.000	3.000	4.000	16.000	-56.997	-890512.021	-5.024	100.321	11.347	1402373.829	7.000	AllTrials	0.733	0.376	 NaN	0.000	
m24c103r2.htb	90.000	3.000	4.000	60.000	-33.570	-461884.999	1903.734	300.000	-1459847.322	-13.454	7.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c103r2.htb	90.000	1.000	0.000	16.000	1.273	-20483.348	124674.144	34.512	9.541	781482.068	7.000	AllTrials	0.458	0.846	0.405	0.486	
m24c103r2.htb	90.000	2.000	0.000	16.000	-4.723	-154820.026	10.913	27.301	8.831	549779.256	7.000	AllTrials	0.500	0.926	0.635	0.378	
m24c103r2.htb	90.000	2.000	0.000	60.000	13.647	-2572.579	357772.784	87.877	12.174	1164782.551	7.000	AllTrials	0.667	0.462	0.348	0.274	
m24c103r2.htb	90.000	3.000	-4.000	16.000	-13.796	-402015.584	-2.044	32.393	9.997	932838.628	7.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c103r2.htb	90.000	3.000	-4.000	60.000	-1.607	-25.825	73.049	17.437	7.347	177941.892	7.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c103r2.htb	90.000	3.000	0.000	16.000	23.810	5.903	920238.375	36.856	8.599	700904.725	7.000	AllTrials	 NaN	 NaN	0.521	0.868	
m24c103r2.htb	90.000	3.000	0.000	60.000	2.187	-18.271	74604.644	23.351	8.234	493812.285	7.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c103r2.htb	90.000	3.000	4.000	16.000	-53.056	-1311017.207	-7.207	82.947	11.510	1826986.741	7.000	AllTrials	0.733	0.428	 NaN	0.000	
m24c103r2.htb	90.000	3.000	4.000	60.000	37.315	-5861.721	635767.425	300.000	-1245782.810	-12.376	7.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c103r2.htb	90.000	1.000	0.000	16.000	-71.287	-779144.722	-6.927	119.891	12.589	1199610.988	7.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c103r2.htb	90.000	2.000	0.000	16.000	0.202	-10769.405	17.335	18.911	7.730	390481.380	7.000	AllTrials	0.375	0.570	0.420	0.530	
m24c103r2.htb	90.000	2.000	0.000	60.000	10.850	1.115	213093.702	30.383	8.971	671883.213	7.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c103r2.htb	90.000	3.000	-4.000	16.000	1.205	-58735.982	45574.412	45.654	11.316	983345.445	7.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c103r2.htb	90.000	3.000	-4.000	60.000	0.414	-4.947	4.390	10.582	5.916	72.406	7.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c103r2.htb	90.000	3.000	0.000	16.000	5.454	-5249.882	124433.980	43.054	10.915	838685.739	7.000	AllTrials	0.563	0.748	0.690	0.170	
m24c103r2.htb	90.000	3.000	0.000	60.000	-1.076	-5.881	2.037	9.089	4.608	37.117	7.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c103r2.htb	90.000	3.000	4.000	16.000	4.788	-19.017	79203.621	29.223	9.042	487318.822	7.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c103r2.htb	90.000	3.000	4.000	60.000	1.607	-2.621	6.897	10.657	5.401	48.571	7.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c164r1.htb	90.000	1.000	0.000	16.000	-5.912	-267163.972	152.022	24.508	6.213	1324914.366	3.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c164r1.htb	90.000	2.000	0.000	16.000	32.317	6.263	1418532.695	30.392	1.313	2351603.970	3.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c164r1.htb	90.000	2.000	0.000	60.000	-1.678	-836.389	11.475	12.109	4.185	865087.605	3.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c164r1.htb	90.000	3.000	-4.000	16.000	2.358	-1.142	13.366	8.129	3.576	123651.284	3.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c164r1.htb	90.000	3.000	-4.000	60.000	-5.835	 NaN	-2.568	6.546	3.463	 NaN	3.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c164r1.htb	90.000	3.000	0.000	16.000	13.543	2.734	1530542.483	19.807	3.094	1077709.902	3.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c164r1.htb	90.000	3.000	0.000	60.000	-7.608	-31.201	-3.710	4.742	1.375	 NaN	3.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c164r1.htb	90.000	3.000	4.000	16.000	6.362	-2.426	470554.083	18.343	4.821	720686.476	3.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c164r1.htb	90.000	3.000	4.000	60.000	-11.862	 NaN	-8.179	7.913	1.352	 NaN	3.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c160r2.htb	90.000	1.000	0.000	16.000	-6.463	-117265.387	62.245	66.183	18.856	553991.236	20.000	AllTrials	0.641	0.280	0.545	0.486	
m24c160r2.htb	90.000	2.000	0.000	16.000	1.467	-3.452	5.319	15.740	9.656	61.478	20.000	AllTrials	0.495	0.978	0.481	0.726	
m24c160r2.htb	90.000	2.000	0.000	60.000	0.681	-0.473	1.747	4.392	3.301	7.239	20.000	AllTrials	0.288	0.106	0.405	0.220	
m24c160r2.htb	90.000	3.000	-4.000	16.000	1.261	-1.780	4.340	12.995	8.385	32.855	20.000	AllTrials	0.435	0.664	0.446	0.542	
m24c160r2.htb	90.000	3.000	-4.000	60.000	2.614	1.294	4.194	5.100	3.898	8.374	20.000	AllTrials	0.431	0.718	0.361	0.060	
m24c160r2.htb	90.000	3.000	0.000	16.000	2.321	-0.162	6.814	11.839	7.258	25.621	20.000	AllTrials	0.571	0.620	0.537	0.512	
m24c160r2.htb	90.000	3.000	0.000	60.000	-0.107	-1.076	0.770	3.504	2.514	5.266	20.000	AllTrials	0.359	0.254	0.415	0.380	
m24c160r2.htb	90.000	3.000	4.000	16.000	-0.340	-10.608	3.449	17.569	10.229	65.933	20.000	AllTrials	0.595	0.532	0.527	0.698	
m24c160r2.htb	90.000	3.000	4.000	60.000	-3.329	-5.497	-2.232	4.434	3.230	8.200	20.000	AllTrials	 NaN	 NaN	0.326	0.082	
m24c166r2.htb	90.000	1.000	0.000	16.000	-9.338	-268062.093	3523.132	133.094	18.232	947490.041	12.000	AllTrials	0.359	0.452	0.398	0.226	
m24c166r2.htb	90.000	2.000	0.000	16.000	-19.931	-250322.154	581.730	300.000	-967537.789	-17.770	12.000	AllTrials	0.325	0.302	0.470	0.728	
m24c166r2.htb	90.000	2.000	0.000	60.000	64.815	3.967	479142.896	217.041	17.997	1132840.736	12.000	AllTrials	 NaN	 NaN	0.271	0.244	
m24c166r2.htb	90.000	3.000	-4.000	16.000	-3.760	-79205.508	7.925	32.356	12.292	351221.470	12.000	AllTrials	 NaN	 NaN	0.540	0.682	
m24c166r2.htb	90.000	3.000	-4.000	60.000	9.337	-2.617	180012.953	48.849	12.967	549419.267	12.000	AllTrials	 NaN	 NaN	0.702	0.196	
m24c166r2.htb	90.000	3.000	0.000	16.000	14.431	-4.148	218328.420	65.158	13.903	804047.182	12.000	AllTrials	0.369	0.410	0.387	0.250	
m24c166r2.htb	90.000	3.000	0.000	60.000	10.538	-96.490	151365.815	72.206	13.900	596338.361	12.000	AllTrials	0.563	0.744	0.682	0.138	
m24c166r2.htb	90.000	3.000	4.000	16.000	-9.015	-155679.789	4471.080	300.000	-833673.230	-15.429	12.000	AllTrials	 NaN	 NaN	0.324	0.146	
m24c166r2.htb	90.000	3.000	4.000	60.000	3.913	-323.059	31358.594	36.927	12.726	384468.753	12.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	1.000	0.000	16.000	-131.150	-1192128.159	283.961	300.000	10.347	1898146.242	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	2.000	0.000	16.000	-11.118	-575000.823	-2.556	19.616	6.318	1137907.641	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	2.000	0.000	60.000	27.088	-0.639	1213538.705	78.787	8.096	1806936.295	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	3.000	-4.000	16.000	-1.631	-155565.868	635.504	25.674	6.734	803560.464	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	3.000	-4.000	60.000	-42.861	-1610264.396	-5.262	300.000	-1694802.862	-5.788	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	3.000	0.000	16.000	68.748	-5.650	949655.481	300.000	-1800991.772	-10.510	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	3.000	0.000	60.000	5.379	-1.691	207389.991	18.289	6.271	1463227.913	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	3.000	4.000	16.000	-8.687	-591749.553	3.428	28.109	6.384	1145103.259	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	3.000	4.000	60.000	2.353	-4350.736	32738.588	20.088	6.028	884545.575	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	1.000	0.000	16.000	-169.993	-883959.193	1940.846	300.000	10.023	1822633.968	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	2.000	0.000	16.000	-4.339	-263285.365	34243.939	40.794	8.050	1303183.237	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	2.000	0.000	60.000	16.400	-21.740	942028.989	64.559	7.968	1705991.917	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	3.000	-4.000	16.000	-2.068	-319023.586	374.821	27.960	7.633	1181798.596	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	3.000	-4.000	60.000	-67.803	-2905852.917	-7.316	300.000	-1781676.155	-5.112	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	3.000	0.000	16.000	11.838	-8.285	743752.375	300.000	-1464738.032	-8.289	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	3.000	0.000	60.000	5.379	-2.080	215261.647	18.289	5.953	915604.586	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	3.000	4.000	16.000	-4.131	-389505.507	303.731	30.636	6.275	1162563.257	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	3.000	4.000	60.000	7.572	1.301	282424.490	15.739	4.963	597288.642	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	1.000	0.000	16.000	668.934	-841.787	701964.000	300.000	-978285.610	-7.192	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	2.000	0.000	16.000	-28.146	-1244093.823	857.127	187.325	9.576	2011152.626	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	2.000	0.000	60.000	12.264	-15.463	638352.205	47.943	8.400	1972254.611	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	3.000	-4.000	16.000	-4.378	-336452.249	20.483	28.151	7.399	1081251.862	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	3.000	-4.000	60.000	846.786	5.307	1042471.233	300.000	8.373	1616754.003	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	3.000	0.000	16.000	-7.863	-429287.978	69.040	31.311	6.619	1250132.927	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	3.000	0.000	60.000	5.579	-7828.871	536731.184	42.356	7.035	1048233.874	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	3.000	4.000	16.000	3.243	-17409.809	96311.431	25.616	6.584	1142677.709	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c166r2.htb	90.000	3.000	4.000	60.000	6.371	-3043.022	289888.052	32.075	7.122	950830.711	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c18r2.htb	90.000	1.000	0.000	15.000	8.603	-35445.239	298414.621	95.549	11.136	1159737.265	6.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c18r2.htb	90.000	2.000	0.000	15.000	-11.764	-727263.694	713.992	110.213	12.579	1927004.129	6.000	AllTrials	0.278	0.396	0.633	0.368	
m24c18r2.htb	90.000	2.000	0.000	60.000	-1.711	-22.276	6.161	15.229	6.379	138828.941	6.000	AllTrials	0.500	0.898	 NaN	0.000	
m24c18r2.htb	90.000	3.000	-4.000	15.000	-14.292	-486559.744	1454.939	104.685	12.662	1401118.224	6.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c18r2.htb	90.000	3.000	-4.000	60.000	2.453	-57.783	114735.461	27.402	8.544	737841.412	6.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c18r2.htb	90.000	3.000	0.000	15.000	3.270	-93757.473	184374.080	108.519	10.367	1258048.235	6.000	AllTrials	 NaN	 NaN	0.122	0.010	
m24c18r2.htb	90.000	3.000	0.000	60.000	2.850	-4.981	78480.808	17.505	6.311	183638.525	6.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c18r2.htb	90.000	3.000	4.000	15.000	31.398	-1329.901	612909.374	300.000	13.812	1723511.006	6.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c18r2.htb	90.000	3.000	4.000	60.000	-4.581	-843228.334	50005.999	277.468	12.699	1510020.251	6.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c18r2.htb	90.000	1.000	0.000	15.000	-2.593	-166777.186	1193.122	33.323	9.149	706097.316	6.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c18r2.htb	90.000	2.000	0.000	15.000	8.477	-1783.436	316893.499	45.530	9.877	1216954.320	6.000	AllTrials	0.833	0.208	0.544	0.734	
m24c18r2.htb	90.000	2.000	0.000	60.000	-5.386	-89594.189	4.615	22.454	7.902	580213.158	6.000	AllTrials	0.250	0.280	 NaN	0.000	
m24c18r2.htb	90.000	3.000	-4.000	15.000	-3.282	-514778.099	41851.376	150.251	12.897	1503239.808	6.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c18r2.htb	90.000	3.000	-4.000	60.000	-6.330	-240995.686	105.688	39.336	10.019	1138814.465	6.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c18r2.htb	90.000	3.000	0.000	15.000	-4.106	-333069.143	35278.328	55.628	9.833	1071475.979	6.000	AllTrials	 NaN	 NaN	0.531	0.830	
m24c18r2.htb	90.000	3.000	0.000	60.000	-16.356	-415543.364	2.673	47.745	9.286	1086616.029	6.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c18r2.htb	90.000	3.000	4.000	15.000	-9.043	-450682.724	49.303	52.741	9.689	1123234.353	6.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c18r2.htb	90.000	3.000	4.000	60.000	217.521	-328.795	500285.935	300.000	-1399761.522	-9.992	6.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c36r2.htb	90.000	1.000	0.000	18.000	1.666	-1.648	5.472	9.584	5.376	29.938	10.000	AllTrials	0.800	0.138	0.573	0.478	
m24c36r2.htb	90.000	2.000	0.000	18.000	0.102	-111509.067	37846.680	76.130	13.810	868844.312	10.000	AllTrials	0.708	0.318	0.706	0.010	
m24c36r2.htb	90.000	2.000	0.000	60.000	20.446	6.686	628761.471	32.979	9.602	649998.063	10.000	AllTrials	0.667	0.388	0.657	0.200	
m24c36r2.htb	90.000	3.000	-4.000	18.000	2.796	-3838.318	144.569	25.081	10.090	305442.620	10.000	AllTrials	 NaN	 NaN	0.786	0.030	
m24c36r2.htb	90.000	3.000	-4.000	60.000	3.758	-0.115	14.519	13.044	6.652	78.114	10.000	AllTrials	 NaN	 NaN	0.227	0.044	
m24c36r2.htb	90.000	3.000	0.000	18.000	2.100	-1.971	9.275	12.956	6.432	76.375	10.000	AllTrials	0.813	0.106	0.821	0.000	
m24c36r2.htb	90.000	3.000	0.000	60.000	2.435	-0.169	6.173	8.535	5.122	27.406	10.000	AllTrials	0.220	0.044	0.220	0.044	
m24c36r2.htb	90.000	3.000	4.000	18.000	3.384	0.001	8.182	10.125	5.810	34.197	10.000	AllTrials	0.667	0.400	0.735	0.094	
m24c36r2.htb	90.000	3.000	4.000	60.000	5.074	0.822	21.711	14.055	6.760	197.185	10.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c36r2.htb	90.000	1.000	0.000	18.000	0.552	-1.667	3.012	4.758	2.492	35.609	14.000	AllTrials	0.800	0.122	0.603	0.216	
m24c36r2.htb	90.000	2.000	0.000	18.000	-0.370	-80.732	4887.127	8.609	3.487	158295.422	14.000	AllTrials	0.708	0.352	0.568	0.334	
m24c36r2.htb	90.000	2.000	0.000	60.000	3.521	0.272	59206.062	9.536	3.443	248269.732	14.000	AllTrials	0.667	0.454	0.589	0.336	
m24c36r2.htb	90.000	3.000	-4.000	18.000	-2.018	-112673.047	7155.925	22.815	4.644	473397.027	14.000	AllTrials	 NaN	 NaN	0.734	0.008	
m24c36r2.htb	90.000	3.000	-4.000	60.000	1.024	-431.432	5613.620	9.971	3.493	102491.980	14.000	AllTrials	 NaN	 NaN	0.541	0.678	
m24c36r2.htb	90.000	3.000	0.000	18.000	0.928	-3.254	9557.798	7.786	3.221	109086.999	14.000	AllTrials	0.813	0.102	0.762	0.002	
m24c36r2.htb	90.000	3.000	0.000	60.000	1.107	-2.806	10.516	6.846	2.959	75823.977	14.000	AllTrials	0.220	0.158	0.709	0.060	
m24c36r2.htb	90.000	3.000	4.000	18.000	2.525	0.268	21868.322	6.017	2.436	5397.882	14.000	AllTrials	0.667	0.396	0.709	0.022	
m24c36r2.htb	90.000	3.000	4.000	60.000	4.520	-11.569	121971.992	22.297	4.270	406247.482	14.000	AllTrials	 NaN	 NaN	0.719	0.042	
m24c37r2.htb	90.000	1.000	0.000	18.000	3.397	-403.268	61923.317	52.100	16.496	488716.642	18.000	AllTrials	0.143	0.032	0.380	0.108	
m24c37r2.htb	90.000	2.000	0.000	18.000	-1.172	-3.644	1.580	9.565	6.276	20.119	18.000	AllTrials	0.260	0.090	0.359	0.016	
m24c37r2.htb	90.000	2.000	0.000	60.000	0.924	0.013	2.024	3.430	2.392	5.097	18.000	AllTrials	0.387	0.432	0.355	0.156	
m24c37r2.htb	90.000	3.000	-4.000	18.000	0.502	-1.630	3.998	9.259	6.165	16.933	18.000	AllTrials	0.125	0.016	0.345	0.032	
m24c37r2.htb	90.000	3.000	-4.000	60.000	2.763	1.643	4.228	4.103	2.796	6.446	18.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c37r2.htb	90.000	3.000	0.000	18.000	-0.723	-3.034	2.223	9.627	6.139	18.656	18.000	AllTrials	0.351	0.350	0.341	0.028	
m24c37r2.htb	90.000	3.000	0.000	60.000	-0.138	-1.239	1.026	4.420	3.316	 NaN	18.000	AllTrials	0.369	0.368	0.369	0.368	
m24c37r2.htb	90.000	3.000	4.000	18.000	-3.713	-7.120	-1.284	9.201	6.033	17.980	18.000	AllTrials	0.387	0.432	0.341	0.024	
m24c37r2.htb	90.000	3.000	4.000	60.000	-2.242	-3.803	-1.368	3.642	2.693	6.133	18.000	AllTrials	0.354	0.328	0.343	0.122	
m24c37r2.htb	90.000	1.000	0.000	18.000	0.427	-4778.274	58614.203	52.531	15.460	425167.641	17.000	AllTrials	0.154	0.034	0.388	0.162	
m24c37r2.htb	90.000	2.000	0.000	18.000	-1.109	-3.626	1.822	9.247	5.781	16.980	17.000	AllTrials	0.257	0.106	0.356	0.044	
m24c37r2.htb	90.000	2.000	0.000	60.000	1.030	0.010	2.079	3.382	2.264	5.271	17.000	AllTrials	0.393	0.438	0.352	0.140	
m24c37r2.htb	90.000	3.000	-4.000	18.000	1.134	-1.015	4.543	9.246	5.632	17.016	17.000	AllTrials	0.125	0.020	0.339	0.028	
m24c37r2.htb	90.000	3.000	-4.000	60.000	3.451	2.423	5.372	3.245	2.060	5.990	17.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c37r2.htb	90.000	3.000	0.000	18.000	-0.193	-2.318	2.500	8.934	5.474	16.643	17.000	AllTrials	0.386	0.426	0.341	0.028	
m24c37r2.htb	90.000	3.000	0.000	60.000	-0.072	-1.328	1.092	4.539	3.446	 NaN	17.000	AllTrials	0.404	0.590	0.404	0.590	
m24c37r2.htb	90.000	3.000	4.000	18.000	-3.196	-6.230	-0.864	8.629	5.759	16.484	17.000	AllTrials	0.333	0.258	0.320	0.050	
m24c37r2.htb	90.000	3.000	4.000	60.000	-2.162	-3.677	-1.266	3.625	2.657	5.888	17.000	AllTrials	0.375	0.406	0.357	0.182	
m24c37r2.htb	90.000	1.000	0.000	18.000	0.545	-1581.761	68250.148	65.721	17.390	416823.925	20.000	AllTrials	0.226	0.062	0.444	0.370	
m24c37r2.htb	90.000	2.000	0.000	18.000	-1.375	-4.272	1.292	10.789	7.057	22.512	20.000	AllTrials	0.297	0.150	0.393	0.106	
m24c37r2.htb	90.000	2.000	0.000	60.000	0.760	-0.308	1.754	3.740	2.754	6.062	20.000	AllTrials	0.315	0.152	0.328	0.076	
m24c37r2.htb	90.000	3.000	-4.000	18.000	1.096	-0.742	4.097	8.623	5.563	14.742	20.000	AllTrials	0.172	0.028	0.349	0.014	
m24c37r2.htb	90.000	3.000	-4.000	60.000	3.100	1.989	4.793	4.078	2.772	5.966	20.000	AllTrials	 NaN	 NaN	0.313	0.314	
m24c37r2.htb	90.000	3.000	0.000	18.000	-0.359	-2.323	2.277	8.726	5.782	14.888	20.000	AllTrials	0.401	0.494	0.348	0.024	
m24c37r2.htb	90.000	3.000	0.000	60.000	-0.004	-1.149	0.998	4.300	3.237	 NaN	20.000	AllTrials	0.360	0.340	0.360	0.340	
m24c37r2.htb	90.000	3.000	4.000	18.000	-3.053	-5.438	-0.887	8.352	5.624	13.827	20.000	AllTrials	0.375	0.342	0.342	0.036	
m24c37r2.htb	90.000	3.000	4.000	60.000	-2.261	-3.728	-1.477	3.608	2.704	5.800	20.000	AllTrials	0.367	0.422	0.325	0.060	
m24c37r2.htb	90.000	1.000	0.000	18.000	3.397	-294.849	70513.674	52.100	15.583	392857.512	18.000	AllTrials	0.143	0.034	0.380	0.114	
m24c37r2.htb	90.000	2.000	0.000	18.000	-1.172	-3.424	1.592	9.565	6.046	18.508	18.000	AllTrials	0.260	0.056	0.359	0.040	
m24c37r2.htb	90.000	2.000	0.000	60.000	0.924	0.006	2.015	3.430	2.410	5.522	18.000	AllTrials	0.387	0.406	0.355	0.152	
m24c37r2.htb	90.000	3.000	-4.000	18.000	0.502	-1.567	4.087	9.259	5.894	17.474	18.000	AllTrials	0.125	0.024	0.345	0.018	
m24c37r2.htb	90.000	3.000	-4.000	60.000	2.763	1.603	4.331	4.103	2.870	6.353	18.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c37r2.htb	90.000	3.000	0.000	18.000	-0.723	-3.225	1.920	9.627	6.236	19.117	18.000	AllTrials	0.351	0.282	0.341	0.014	
m24c37r2.htb	90.000	3.000	0.000	60.000	-0.138	-1.466	0.965	4.420	3.303	 NaN	18.000	AllTrials	0.369	0.366	0.369	0.366	
m24c37r2.htb	90.000	3.000	4.000	18.000	-3.713	-7.121	-1.296	9.201	6.123	17.698	18.000	AllTrials	0.387	0.466	0.341	0.056	
