FILE	 azimuth	 stim_type	 delta	 coherence	 bias	 bias_lower	 bias_upper	 thresh	 thresh_lower	 thresh_upper	 num_reps	 norm_rev	 CP_zero	 p_zero	 CP_all	 p_all	
m5c103r2.htb	90.000	1.000	0.000	16.000	92.770	3.527	214428.861	300.000	20.065	680578.190	21.000	AllTrials	0.627	0.306	0.562	0.502	
m5c103r2.htb	90.000	2.000	0.000	16.000	-18.925	-111591.820	1654.590	152.218	20.033	556185.755	21.000	AllTrials	 NaN	 NaN	0.481	0.922	
m5c103r2.htb	90.000	2.000	0.000	90.000	-13.572	-89290.834	-0.849	60.128	16.115	311131.104	21.000	AllTrials	0.352	0.338	0.471	0.730	
m5c103r2.htb	90.000	3.000	-2.000	16.000	18.504	-1.135	129572.990	116.247	18.346	523421.505	21.000	AllTrials	0.394	0.500	0.508	0.890	
m5c103r2.htb	90.000	3.000	-2.000	90.000	2.523	-22543.911	27324.471	67.466	17.956	718848.812	21.000	AllTrials	0.367	0.374	0.509	0.896	
m5c103r2.htb	90.000	3.000	0.000	16.000	7.362	-5773.213	74538.802	147.650	19.764	703018.041	21.000	AllTrials	 NaN	 NaN	0.522	0.894	
m5c103r2.htb	90.000	3.000	0.000	90.000	10.271	1.314	69570.750	47.515	15.026	377357.110	21.000	AllTrials	0.633	0.354	0.642	0.110	
m5c103r2.htb	90.000	3.000	2.000	16.000	-57.949	-158778.218	-2.624	300.000	-589490.527	-19.411	21.000	AllTrials	 NaN	 NaN	0.450	0.764	
m5c103r2.htb	90.000	3.000	2.000	90.000	-1.960	-37.848	10.549	26.687	12.463	79768.672	21.000	AllTrials	0.279	0.190	0.310	0.028	
m5c103r2.htb	90.000	1.000	0.000	16.000	14.864	-1.984	297568.875	54.719	8.689	748663.419	8.000	AllTrials	0.633	0.604	0.595	0.498	
m5c103r2.htb	90.000	2.000	0.000	16.000	91.712	-1.411	429727.556	263.198	12.771	1211403.069	8.000	AllTrials	 NaN	 NaN	0.625	0.562	
m5c103r2.htb	90.000	2.000	0.000	90.000	-12.660	-371200.099	-3.275	24.065	8.609	537412.126	8.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m5c103r2.htb	90.000	3.000	-2.000	16.000	38.817	3.856	506572.254	93.631	10.250	840996.116	8.000	AllTrials	 NaN	 NaN	0.563	0.698	
m5c103r2.htb	90.000	3.000	-2.000	90.000	-31.882	-380720.488	15.218	300.000	-1094953.826	-11.558	8.000	AllTrials	0.500	0.972	0.311	0.102	
m5c103r2.htb	90.000	3.000	0.000	16.000	-17.069	-371998.534	1469.607	103.509	11.878	1208750.536	8.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m5c103r2.htb	90.000	3.000	0.000	90.000	-61.455	-356582.969	802.537	281.648	11.960	1094148.055	8.000	AllTrials	0.400	0.718	0.172	0.028	
m5c103r2.htb	90.000	3.000	2.000	16.000	-6.563	-162770.533	4423.986	300.000	-876190.001	-10.209	8.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m5c103r2.htb	90.000	3.000	2.000	90.000	-8.279	-261150.474	8.463	37.903	8.933	688248.559	8.000	AllTrials	0.433	0.676	0.438	0.690	
m5c103r2.htb	90.000	1.000	0.000	16.000	-5.939	-412571.551	4.924	18.954	4.212	1162817.482	3.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m5c103r2.htb	90.000	2.000	0.000	16.000	-5.785	-928419.905	-0.095	12.559	4.118	2486436.541	3.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m5c103r2.htb	90.000	2.000	0.000	90.000	-114.484	-1297496.134	-0.039	217.741	6.536	2291570.699	3.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m5c103r2.htb	90.000	3.000	-2.000	16.000	54.212	2.878	1807080.052	95.138	4.534	1980575.738	3.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m5c103r2.htb	90.000	3.000	-2.000	90.000	813.200	-1188.964	425458.652	300.000	6.660	1600121.785	3.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m5c103r2.htb	90.000	3.000	0.000	16.000	2.442	-5.869	87067.424	12.216	3.161	961595.344	3.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m5c103r2.htb	90.000	3.000	0.000	90.000	-15.801	-1239190.960	-1.059	29.656	4.933	2633363.861	3.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m5c103r2.htb	90.000	3.000	2.000	16.000	-33.713	-1991493.694	-3.405	48.603	4.814	2022096.021	3.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m5c103r2.htb	90.000	3.000	2.000	90.000	-10.402	 NaN	-4.288	11.238	4.420	 NaN	3.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c21r2.htb	90.000	1.000	0.000	15.000	1.465	-1.911	8.502	13.773	7.948	35.741	17.000	AllTrials	0.757	0.084	0.785	0.000	
m24c21r2.htb	90.000	2.000	0.000	15.000	-42.229	-223859.455	96.332	300.000	-849749.375	-23.337	17.000	AllTrials	0.933	0.002	0.760	0.000	
m24c21r2.htb	90.000	2.000	0.000	60.000	188.079	12.609	688582.684	300.000	-995246.986	-19.546	17.000	AllTrials	0.233	0.102	0.309	0.056	
m24c21r2.htb	90.000	3.000	-4.000	15.000	3.599	-1.616	13.039	18.877	9.863	118.975	17.000	AllTrials	0.952	0.006	0.771	0.002	
m24c21r2.htb	90.000	3.000	-4.000	60.000	6.318	1.523	22.067	19.109	10.385	879.992	17.000	AllTrials	 NaN	 NaN	0.666	0.090	
m24c21r2.htb	90.000	3.000	0.000	15.000	6.584	1.961	21.671	17.514	9.633	97.587	17.000	AllTrials	0.764	0.072	0.714	0.008	
m24c21r2.htb	90.000	3.000	0.000	60.000	40.023	9.428	377424.837	73.676	16.216	655891.919	17.000	AllTrials	0.653	0.296	0.661	0.140	
m24c21r2.htb	90.000	3.000	4.000	15.000	-1.044	-26.822	3.536	19.187	9.971	116.266	17.000	AllTrials	0.629	0.436	0.830	0.000	
m24c21r2.htb	90.000	3.000	4.000	60.000	-2.691	-18671.033	5391.620	45.079	14.545	267695.148	17.000	AllTrials	 NaN	 NaN	0.153	0.014	
m24c29r2.htb	90.000	1.000	0.000	15.000	3.399	0.700	7.801	8.839	5.551	27.737	10.000	AllTrials	 NaN	 NaN	0.574	0.580	
m24c29r2.htb	90.000	2.000	0.000	15.000	-0.935	-56251.760	3136.265	36.177	11.371	589583.017	10.000	AllTrials	0.521	0.818	0.595	0.330	
m24c29r2.htb	90.000	2.000	0.000	60.000	0.537	-1.784	2.707	6.892	4.496	19.185	10.000	AllTrials	0.238	0.206	0.335	0.250	
m24c29r2.htb	90.000	3.000	-4.000	15.000	-0.486	-3.206	1.588	7.206	4.525	19.866	10.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c29r2.htb	90.000	3.000	-4.000	60.000	-0.117	-0.964	0.673	1.758	1.125	 NaN	10.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c29r2.htb	90.000	3.000	0.000	15.000	3.758	1.437	8.130	7.622	4.924	18.992	10.000	AllTrials	0.542	0.812	0.593	0.418	
m24c29r2.htb	90.000	3.000	0.000	60.000	0.937	-1.009	2.988	5.795	3.878	 NaN	10.000	AllTrials	0.875	0.052	0.875	0.052	
m24c29r2.htb	90.000	3.000	4.000	15.000	-0.348	-1.770	1.364	4.031	2.341	7.775	10.000	AllTrials	 NaN	 NaN	0.692	0.162	
m24c29r2.htb	90.000	3.000	4.000	60.000	0.487	-0.705	1.714	3.068	1.740	5.358	10.000	AllTrials	 NaN	 NaN	0.458	0.780	
m24c29r2.htb	90.000	1.000	0.000	15.000	5.863	2.718	15.460	9.923	5.998	43.481	10.000	AllTrials	 NaN	 NaN	0.685	0.158	
m24c29r2.htb	90.000	2.000	0.000	15.000	-1.418	-1437.726	4.932	18.079	8.473	65321.604	10.000	AllTrials	0.500	0.954	0.595	0.330	
m24c29r2.htb	90.000	2.000	0.000	60.000	0.158	-1.525	1.773	4.739	3.318	 NaN	10.000	AllTrials	0.357	0.574	0.405	0.444	
m24c29r2.htb	90.000	3.000	-4.000	15.000	-0.837	-4.469	1.246	7.535	4.663	18.823	10.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c29r2.htb	90.000	3.000	-4.000	60.000	0.148	-0.611	0.984	1.787	1.154	 NaN	10.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c29r2.htb	90.000	3.000	0.000	15.000	1.396	-0.258	3.555	5.369	3.748	 NaN	10.000	AllTrials	0.625	0.620	0.629	0.248	
m24c29r2.htb	90.000	3.000	0.000	60.000	1.181	-0.517	3.539	5.355	3.543	 NaN	10.000	AllTrials	0.917	0.026	0.917	0.026	
m24c29r2.htb	90.000	3.000	4.000	15.000	-0.071	-2.104	2.315	6.174	3.855	14.263	10.000	AllTrials	 NaN	 NaN	0.742	0.080	
m24c29r2.htb	90.000	3.000	4.000	60.000	0.730	-0.997	2.565	5.096	3.421	 NaN	10.000	AllTrials	 NaN	 NaN	0.479	0.952	
m24c36r2.htb	90.000	1.000	0.000	18.000	0.751	-4.855	4.814	13.851	7.960	59.828	14.000	AllTrials	0.771	0.102	0.574	0.446	
m24c36r2.htb	90.000	2.000	0.000	18.000	-2.548	-195834.256	10720.619	119.423	17.116	888672.484	14.000	AllTrials	0.781	0.064	0.771	0.000	
m24c36r2.htb	90.000	2.000	0.000	60.000	7.116	1.268	1707.827	24.191	10.248	103861.290	14.000	AllTrials	0.625	0.536	0.659	0.170	
m24c36r2.htb	90.000	3.000	-4.000	18.000	3.913	-2.549	19.064	20.595	10.492	686.754	14.000	AllTrials	 NaN	 NaN	0.660	0.180	
m24c36r2.htb	90.000	3.000	-4.000	60.000	-1.833	-6.644	0.327	9.205	5.983	26.364	14.000	AllTrials	 NaN	 NaN	0.314	0.080	
m24c36r2.htb	90.000	3.000	0.000	18.000	-1.609	-10.945	1.992	14.738	8.321	58.431	14.000	AllTrials	0.850	0.036	0.793	0.000	
m24c36r2.htb	90.000	3.000	0.000	60.000	1.217	-1.557	3.856	9.490	6.019	20.999	14.000	AllTrials	0.173	0.040	0.173	0.040	
m24c36r2.htb	90.000	3.000	4.000	18.000	3.114	-0.059	8.346	11.939	7.017	36.317	14.000	AllTrials	0.844	0.032	0.744	0.004	
m24c36r2.htb	90.000	3.000	4.000	60.000	6.232	1.721	26.956	17.279	8.919	303.348	14.000	AllTrials	 NaN	 NaN	0.604	0.530	
m24c36r2.htb	90.000	1.000	0.000	18.000	1.494	-1.237	6.914	8.851	4.839	24.303	10.000	AllTrials	0.800	0.120	0.529	0.778	
m24c36r2.htb	90.000	2.000	0.000	18.000	4.009	-50533.514	107087.403	84.207	14.722	1005004.645	10.000	AllTrials	0.750	0.246	0.755	0.002	
m24c36r2.htb	90.000	2.000	0.000	60.000	8.009	2.370	51304.943	18.884	8.030	189532.403	10.000	AllTrials	0.571	0.702	0.566	0.606	
m24c36r2.htb	90.000	3.000	-4.000	18.000	0.068	-16.997	5.912	15.147	7.710	352.110	10.000	AllTrials	 NaN	 NaN	0.750	0.054	
m24c36r2.htb	90.000	3.000	-4.000	60.000	-1.718	-12.786	1.438	11.395	6.504	48.153	10.000	AllTrials	 NaN	 NaN	0.268	0.078	
m24c36r2.htb	90.000	3.000	0.000	18.000	-1.149	-16.654	3.625	15.190	7.942	284.721	10.000	AllTrials	0.917	0.028	0.810	0.004	
m24c36r2.htb	90.000	3.000	0.000	60.000	1.084	-1.043	3.584	6.906	4.430	19.921	10.000	AllTrials	0.260	0.158	0.260	0.158	
m24c36r2.htb	90.000	3.000	4.000	18.000	1.463	-2.983	6.128	11.846	6.260	51.123	10.000	AllTrials	0.875	0.068	0.785	0.040	
m24c36r2.htb	90.000	3.000	4.000	60.000	7.454	1.393	4146.302	19.475	8.463	270729.554	10.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c36r2.htb	90.000	1.000	0.000	18.000	1.074	-1.393	5.930	8.413	4.592	21.254	10.000	AllTrials	0.700	0.270	0.489	0.936	
m24c36r2.htb	90.000	2.000	0.000	18.000	-105.041	-491009.875	234.167	300.000	-1143510.671	-16.584	10.000	AllTrials	0.333	0.382	0.352	0.076	
m24c36r2.htb	90.000	2.000	0.000	60.000	11.957	1.596	191926.061	35.638	10.529	585376.578	10.000	AllTrials	0.500	0.956	0.475	0.850	
m24c36r2.htb	90.000	3.000	-4.000	18.000	4.477	-1.892	44.751	19.354	8.885	100862.856	10.000	AllTrials	 NaN	 NaN	0.740	0.052	
m24c36r2.htb	90.000	3.000	-4.000	60.000	-2.213	-11.010	1.031	11.642	6.539	67.313	10.000	AllTrials	 NaN	 NaN	0.091	0.004	
m24c36r2.htb	90.000	3.000	0.000	18.000	-0.765	-5.978	2.386	10.118	5.696	30.956	10.000	AllTrials	0.792	0.142	0.790	0.006	
m24c36r2.htb	90.000	3.000	0.000	60.000	4.885	1.595	16.351	11.792	6.155	52.127	10.000	AllTrials	0.340	0.344	0.340	0.344	
m24c36r2.htb	90.000	3.000	4.000	18.000	1.171	-2.007	7.995	9.870	5.257	29.161	10.000	AllTrials	0.750	0.230	0.780	0.024	
m24c36r2.htb	90.000	3.000	4.000	60.000	4.215	-0.523	21.515	15.319	7.252	179.274	10.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c36r2.htb	90.000	1.000	0.000	18.000	-0.384	-5.197	3.828	10.079	5.307	51.591	8.000	AllTrials	0.625	0.608	0.571	0.620	
m24c36r2.htb	90.000	2.000	0.000	18.000	-26.305	-453060.664	3889.106	229.807	14.759	1152923.999	8.000	AllTrials	0.333	0.360	0.395	0.394	
m24c36r2.htb	90.000	2.000	0.000	60.000	18.448	4.493	486957.097	39.411	9.620	822878.002	8.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c36r2.htb	90.000	3.000	-4.000	18.000	6.134	0.810	58680.131	18.108	6.953	65955.834	8.000	AllTrials	 NaN	 NaN	0.719	0.192	
m24c36r2.htb	90.000	3.000	-4.000	60.000	-1.760	-9.269	0.967	9.205	5.051	50.142	8.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c36r2.htb	90.000	3.000	0.000	18.000	0.620	-5.150	5.992	11.938	5.811	64.926	8.000	AllTrials	 NaN	 NaN	0.727	0.090	
m24c36r2.htb	90.000	3.000	0.000	60.000	5.006	0.904	19.197	12.105	6.046	428.073	8.000	AllTrials	0.300	0.246	 NaN	0.000	
m24c36r2.htb	90.000	3.000	4.000	18.000	0.183	-3.237	6.184	9.474	4.815	28.961	8.000	AllTrials	0.667	0.376	0.794	0.064	
m24c36r2.htb	90.000	3.000	4.000	60.000	4.073	-2.268	34.523	16.805	7.970	294801.624	8.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c37r2.htb	90.000	1.000	0.000	18.000	7.907	-13485.789	99134.845	131.823	19.433	657987.358	18.000	AllTrials	0.143	0.038	0.440	0.332	
m24c37r2.htb	90.000	2.000	0.000	18.000	-0.922	-3.469	1.917	9.459	6.207	19.051	18.000	AllTrials	0.299	0.144	0.414	0.214	
m24c37r2.htb	90.000	2.000	0.000	60.000	0.709	-0.261	1.842	3.669	2.523	5.343	18.000	AllTrials	0.381	0.388	0.378	0.214	
m24c37r2.htb	90.000	3.000	-4.000	18.000	-3.350	-7.107	-0.473	10.451	6.772	21.771	18.000	AllTrials	0.277	0.200	0.383	0.094	
m24c37r2.htb	90.000	3.000	-4.000	60.000	-1.863	-3.623	-0.113	5.748	3.571	9.243	18.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c37r2.htb	90.000	3.000	0.000	18.000	-1.010	-3.689	2.139	10.365	6.451	19.766	18.000	AllTrials	0.305	0.190	0.324	0.014	
m24c37r2.htb	90.000	3.000	0.000	60.000	0.002	-1.052	1.143	4.033	2.997	6.954	18.000	AllTrials	0.431	0.706	0.431	0.706	
m24c37r2.htb	90.000	3.000	4.000	18.000	0.627	-1.213	3.360	8.017	4.893	13.343	18.000	AllTrials	0.406	0.552	0.388	0.154	
m24c37r2.htb	90.000	3.000	4.000	60.000	-0.500	-1.789	0.369	3.698	2.673	5.756	18.000	AllTrials	0.477	0.854	0.393	0.306	
m24c38r2.htb	90.000	1.000	0.000	16.000	0.782	-0.672	3.499	7.157	4.649	11.411	20.000	AllTrials	0.265	0.082	0.441	0.328	
m24c38r2.htb	90.000	2.000	0.000	16.000	4.329	1.273	13.521	14.673	8.630	37.361	20.000	AllTrials	0.693	0.210	0.634	0.010	
m24c38r2.htb	90.000	2.000	0.000	60.000	-0.252	-0.940	0.344	2.089	1.377	3.275	20.000	AllTrials	0.646	0.256	0.590	0.248	
m24c38r2.htb	90.000	3.000	-4.000	16.000	0.178	-0.695	0.999	2.922	1.984	4.381	20.000	AllTrials	 NaN	 NaN	0.662	0.066	
m24c38r2.htb	90.000	3.000	-4.000	60.000	-0.004	-0.640	0.561	2.038	1.398	3.611	20.000	AllTrials	 NaN	 NaN	0.456	0.680	
m24c38r2.htb	90.000	3.000	0.000	16.000	-0.106	-0.979	0.778	3.204	2.290	4.753	20.000	AllTrials	0.647	0.456	0.692	0.004	
m24c38r2.htb	90.000	3.000	0.000	60.000	-0.206	-0.746	0.239	1.291	0.842	2.249	20.000	AllTrials	0.566	0.602	0.484	0.864	
m24c38r2.htb	90.000	3.000	4.000	16.000	-0.291	-1.181	0.907	3.308	2.131	5.246	20.000	AllTrials	0.682	0.160	0.651	0.020	
m24c38r2.htb	90.000	3.000	4.000	60.000	0.178	-0.313	0.689	1.561	1.144	3.384	20.000	AllTrials	 NaN	 NaN	0.659	0.254	
m24c38r2.htb	90.000	1.000	0.000	16.000	0.782	-0.769	3.144	7.157	4.631	11.860	20.000	AllTrials	0.265	0.104	0.441	0.348	
m24c38r2.htb	90.000	2.000	0.000	16.000	4.329	1.448	19.715	14.673	8.656	38.289	20.000	AllTrials	0.693	0.186	0.634	0.002	
m24c38r2.htb	90.000	2.000	0.000	60.000	-0.252	-0.944	0.383	2.089	1.381	3.742	20.000	AllTrials	0.646	0.264	0.590	0.246	
m24c38r2.htb	90.000	3.000	-4.000	16.000	0.178	-0.681	1.004	2.922	1.960	4.241	20.000	AllTrials	 NaN	 NaN	0.662	0.078	
m24c38r2.htb	90.000	3.000	-4.000	60.000	-0.004	-0.788	0.568	2.038	1.361	3.241	20.000	AllTrials	 NaN	 NaN	0.456	0.680	
m24c38r2.htb	90.000	3.000	0.000	16.000	-0.106	-1.050	0.693	3.204	2.268	4.864	20.000	AllTrials	0.647	0.414	0.692	0.002	
m24c38r2.htb	90.000	3.000	0.000	60.000	-0.206	-0.694	0.306	1.291	0.855	2.106	20.000	AllTrials	0.566	0.660	0.484	0.824	
m24c38r2.htb	90.000	3.000	4.000	16.000	-0.291	-1.159	0.971	3.308	2.169	5.356	20.000	AllTrials	0.682	0.154	0.651	0.018	
m24c38r2.htb	90.000	3.000	4.000	60.000	0.178	-0.346	0.707	1.561	1.148	2.546	20.000	AllTrials	 NaN	 NaN	0.659	0.260	
m24c38r2.htb	90.000	1.000	0.000	16.000	0.615	-0.991	2.554	6.723	4.340	10.959	20.000	AllTrials	0.225	0.030	0.395	0.078	
m24c38r2.htb	90.000	2.000	0.000	16.000	3.173	-0.014	7.408	13.548	8.299	34.762	20.000	AllTrials	0.667	0.272	0.662	0.004	
m24c38r2.htb	90.000	2.000	0.000	60.000	-0.252	-0.960	0.373	2.089	1.421	3.383	20.000	AllTrials	0.708	0.140	0.602	0.154	
m24c38r2.htb	90.000	3.000	-4.000	16.000	-0.625	-1.531	0.233	3.202	2.248	4.710	20.000	AllTrials	 NaN	 NaN	0.609	0.260	
m24c38r2.htb	90.000	3.000	-4.000	60.000	0.833	0.351	1.392	1.577	1.122	2.656	20.000	AllTrials	 NaN	 NaN	0.444	0.528	
m24c38r2.htb	90.000	3.000	0.000	16.000	0.540	-0.303	1.618	3.460	2.470	5.272	20.000	AllTrials	0.676	0.352	0.744	0.002	
m24c38r2.htb	90.000	3.000	0.000	60.000	-0.104	-0.592	0.335	1.139	0.710	1.867	20.000	AllTrials	0.473	0.840	0.463	0.676	
m24c38r2.htb	90.000	3.000	4.000	16.000	1.481	0.606	2.550	3.461	2.502	5.559	20.000	AllTrials	0.682	0.152	0.641	0.028	
m24c38r2.htb	90.000	3.000	4.000	60.000	-1.851	-2.565	-1.251	1.631	1.146	2.500	20.000	AllTrials	 NaN	 NaN	0.582	0.530	
m24c21r2.htb	90.000	1.000	0.000	15.000	1.249	-2.507	9.966	15.567	8.695	47.143	17.000	AllTrials	0.729	0.150	0.786	0.000	
m24c21r2.htb	90.000	2.000	0.000	15.000	-2.086	-56985.602	17263.342	98.098	17.531	578460.453	17.000	AllTrials	0.967	0.002	0.793	0.000	
m24c21r2.htb	90.000	2.000	0.000	60.000	496.612	11.118	408636.410	300.000	-625058.877	-19.064	17.000	AllTrials	0.158	0.022	0.286	0.024	
m24c21r2.htb	90.000	3.000	-4.000	15.000	2.220	-1.547	7.039	14.728	8.743	43.491	17.000	AllTrials	1.000	0.002	0.779	0.000	
m24c21r2.htb	90.000	3.000	-4.000	60.000	11.581	5.521	278.694	21.422	10.265	35737.374	17.000	AllTrials	 NaN	 NaN	0.682	0.080	
m24c21r2.htb	90.000	3.000	0.000	15.000	7.925	2.616	47.080	21.523	10.879	949.620	17.000	AllTrials	0.786	0.042	0.748	0.002	
m24c21r2.htb	90.000	3.000	0.000	60.000	40.023	9.310	309697.078	73.676	16.755	625287.098	17.000	AllTrials	0.729	0.126	0.682	0.076	
m24c21r2.htb	90.000	3.000	4.000	15.000	6.823	2.339	25.307	18.271	9.670	109.869	17.000	AllTrials	0.671	0.264	0.840	0.000	
m24c21r2.htb	90.000	3.000	4.000	60.000	-56.307	-471513.119	-11.501	81.751	16.764	663476.352	17.000	AllTrials	 NaN	 NaN	0.056	0.002	
m24c21r2.htb	90.000	1.000	0.000	15.000	1.249	-2.566	10.422	15.567	8.778	48.118	17.000	AllTrials	0.729	0.144	0.786	0.000	
m24c21r2.htb	90.000	2.000	0.000	15.000	-2.086	-73420.628	20089.225	98.098	18.986	682639.212	17.000	AllTrials	0.967	0.000	0.793	0.000	
m24c21r2.htb	90.000	2.000	0.000	60.000	496.612	11.077	522348.889	300.000	-763827.586	-19.016	17.000	AllTrials	0.158	0.012	0.286	0.026	
m24c21r2.htb	90.000	3.000	-4.000	15.000	2.220	-1.422	6.734	14.728	8.419	47.628	17.000	AllTrials	1.000	0.002	0.779	0.000	
m24c21r2.htb	90.000	3.000	-4.000	60.000	11.581	5.568	5118.170	21.422	9.878	15006.966	17.000	AllTrials	 NaN	 NaN	0.682	0.090	
m24c21r2.htb	90.000	3.000	0.000	15.000	7.925	2.561	46.842	21.523	10.844	1872.502	17.000	AllTrials	0.786	0.066	0.748	0.006	
m24c21r2.htb	90.000	3.000	0.000	60.000	40.023	8.867	353045.825	73.676	15.095	577376.483	17.000	AllTrials	0.729	0.118	0.682	0.088	
m24c21r2.htb	90.000	3.000	4.000	15.000	6.823	2.149	23.593	18.271	9.751	165.900	17.000	AllTrials	0.671	0.248	0.840	0.000	
m24c21r2.htb	90.000	3.000	4.000	60.000	-56.307	-550822.533	-12.320	81.751	18.173	788059.153	17.000	AllTrials	 NaN	 NaN	0.056	0.002	
m24c21r2.htb	90.000	1.000	0.000	15.000	1.249	-2.314	22.595	15.567	8.277	44.211	17.000	AllTrials	0.729	0.132	0.786	0.000	
m24c21r2.htb	90.000	2.000	0.000	15.000	-2.086	-91644.773	22849.325	98.098	18.038	706500.232	17.000	AllTrials	0.967	0.000	0.793	0.000	
m24c21r2.htb	90.000	2.000	0.000	60.000	496.612	9.950	386315.098	300.000	-626042.048	-18.552	17.000	AllTrials	0.158	0.032	0.286	0.038	
m24c21r2.htb	90.000	3.000	-4.000	15.000	2.220	-2.257	6.306	14.728	8.737	39.171	17.000	AllTrials	1.000	0.004	0.779	0.002	
m24c21r2.htb	90.000	3.000	-4.000	60.000	11.581	5.442	107.850	21.422	9.979	376.615	17.000	AllTrials	 NaN	 NaN	0.682	0.060	
m24c21r2.htb	90.000	3.000	0.000	15.000	7.925	2.794	52.145	21.523	10.360	447.178	17.000	AllTrials	0.786	0.050	0.748	0.000	
m24c21r2.htb	90.000	3.000	0.000	60.000	40.023	8.885	317334.086	73.676	15.831	604145.455	17.000	AllTrials	0.729	0.132	0.682	0.092	
m24c21r2.htb	90.000	3.000	4.000	15.000	6.823	2.522	25.972	18.271	9.760	102.305	17.000	AllTrials	0.671	0.242	0.840	0.000	
m24c21r2.htb	90.000	3.000	4.000	60.000	-56.307	-479722.225	-11.903	81.751	17.298	643416.972	17.000	AllTrials	 NaN	 NaN	0.056	0.000	
m24c29r2.htb	90.000	1.000	0.000	15.000	3.787	1.096	8.510	8.897	5.557	27.941	10.000	AllTrials	 NaN	 NaN	0.597	0.484	
m24c29r2.htb	90.000	2.000	0.000	15.000	1.370	-8392.498	7015.282	30.367	11.109	454880.130	10.000	AllTrials	0.542	0.760	0.646	0.124	
m24c29r2.htb	90.000	2.000	0.000	60.000	1.100	-0.941	3.390	6.313	4.373	 NaN	10.000	AllTrials	0.119	0.076	0.250	0.056	
m24c29r2.htb	90.000	3.000	-4.000	15.000	0.556	-2.438	3.450	8.566	5.093	23.951	10.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c29r2.htb	90.000	3.000	-4.000	60.000	1.264	0.355	2.525	2.436	1.509	4.889	10.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c29r2.htb	90.000	3.000	0.000	15.000	1.711	-0.035	4.038	5.658	3.761	17.223	10.000	AllTrials	0.688	0.384	0.663	0.138	
m24c29r2.htb	90.000	3.000	0.000	60.000	0.627	-0.616	2.059	3.382	1.999	6.166	10.000	AllTrials	0.917	0.016	0.917	0.016	
m24c29r2.htb	90.000	3.000	4.000	15.000	3.761	1.627	7.246	6.181	4.134	14.228	10.000	AllTrials	 NaN	 NaN	0.709	0.160	
m24c29r2.htb	90.000	3.000	4.000	60.000	0.301	-1.048	1.671	3.588	2.196	6.413	10.000	AllTrials	 NaN	 NaN	0.583	0.836	
m24c29r2.htb	90.000	1.000	0.000	15.000	3.787	1.010	8.559	8.897	5.547	22.779	10.000	AllTrials	 NaN	 NaN	0.597	0.442	
m24c29r2.htb	90.000	2.000	0.000	15.000	1.370	-10031.805	9352.735	30.367	10.473	336286.312	10.000	AllTrials	0.542	0.812	0.646	0.102	
m24c29r2.htb	90.000	2.000	0.000	60.000	1.100	-0.861	3.650	6.313	4.187	 NaN	10.000	AllTrials	0.119	0.058	0.250	0.064	
m24c29r2.htb	90.000	3.000	-4.000	15.000	0.556	-2.646	3.318	8.566	5.177	24.573	10.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c29r2.htb	90.000	3.000	-4.000	60.000	1.264	0.276	2.441	2.436	1.566	5.809	10.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c29r2.htb	90.000	3.000	0.000	15.000	1.711	-0.046	3.978	5.658	3.808	17.774	10.000	AllTrials	0.688	0.350	0.663	0.110	
m24c29r2.htb	90.000	3.000	0.000	60.000	0.627	-0.749	1.894	3.382	1.990	6.068	10.000	AllTrials	0.917	0.012	0.917	0.012	
m24c29r2.htb	90.000	3.000	4.000	15.000	3.761	1.630	7.190	6.181	3.994	13.481	10.000	AllTrials	 NaN	 NaN	0.709	0.138	
m24c29r2.htb	90.000	3.000	4.000	60.000	0.301	-0.916	1.677	3.588	2.189	6.113	10.000	AllTrials	 NaN	 NaN	0.583	0.764	
m24c29r2.htb	90.000	1.000	0.000	15.000	3.787	1.225	9.371	8.897	5.510	31.335	10.000	AllTrials	 NaN	 NaN	0.597	0.438	
