FILE	
m3c370r41.htb 0.523 0.519 0.473 0.510 0.506 0.517 0.518 0.558 0.574 0.531 0.529 0.831 1.000 0.996 0.995 0.835 70.723 300.000 67.399 167.521 41.322 21.570 14.620 11.852 13.942 13.112 15.892 7.306 6.087 3.913 1.833 6.185 
m3c370r43.htb 0.500 0.475 0.494 0.461 0.468 0.485 0.514 0.562 0.538 0.541 0.563 0.844 1.000 0.996 0.994 0.879 300.000 300.000 29.153 16.809 300.000 13.548 42.497 32.913 300.000 31.919 16.596 2.979 3.424 2.359 0.788 1.843 
m3c370r45.htb 0.447 0.439 0.526 0.485 0.515 0.436 0.466 0.485 0.516 0.528 0.549 0.786 0.996 0.999 0.995 0.895 36.784 27.029 166.689 42.850 300.000 300.000 15.902 31.337 30.332 16.415 20.471 3.599 2.680 2.288 0.705 1.483 
m3c370r48.htb 0.493 0.489 0.519 0.462 0.456 0.462 0.531 0.549 0.495 0.515 0.543 0.943 1.000 0.998 1.000 0.798 33.742 26.157 22.033 67.256 23.598 10.590 17.501 164.263 50.692 15.459 34.283 3.773 3.696 2.172 0.846 4.083 
m3c370r51.htb 0.458 0.471 0.509 0.455 0.483 0.490 0.559 0.512 0.513 0.542 0.510 0.899 1.000 0.999 1.000 0.794 95.682 300.000 42.838 67.654 19.430 12.768 17.658 17.620 19.998 18.558 9.612 2.960 3.541 2.115 0.715 2.063 
m3c370r53.htb 0.544 0.556 0.510 0.495 0.609 0.596 0.572 0.587 0.587 0.572 0.550 0.883 1.000 0.997 0.999 0.906 53.027 27.344 27.706 300.000 48.731 17.765 56.399 25.314 14.458 15.800 11.277 4.171 4.368 3.028 1.228 1.594 
m3c370r55.htb 0.473 0.517 0.526 0.488 0.499 0.450 0.540 0.522 0.528 0.528 0.585 0.872 0.995 1.000 1.000 0.858 143.325 300.000 300.000 300.000 300.000 25.964 300.000 300.000 300.000 22.157 17.000 3.836 3.457 2.381 0.384 1.722 
m3c370r59.htb 0.489 0.511 0.543 0.529 0.582 0.543 0.523 0.564 0.527 0.563 0.622 0.983 1.000 1.000 0.953 0.533 82.327 300.000 300.000 145.694 28.881 16.542 14.942 300.000 17.139 16.579 37.193 5.269 5.189 2.373 1.223 300.000 
m3c370r60.htb 0.503 0.490 0.506 0.565 0.506 0.567 0.513 0.610 0.543 0.635 0.587 0.941 0.999 0.997 1.000 0.916 33.009 47.595 38.453 79.919 19.584 28.997 40.266 20.522 30.578 22.700 26.189 7.607 8.608 3.778 1.498 5.596 
m3c370r63.htb 0.471 0.475 0.524 0.560 0.555 0.559 0.568 0.574 0.602 0.606 0.572 0.937 1.000 1.000 1.000 0.755 72.773 300.000 9.953 9.635 29.250 15.869 11.335 23.995 5.357 10.890 19.484 2.485 2.704 1.363 0.424 2.067 
