FILE	         Coher	 repet	 Ve_P_u	 Vi_P_u	 co_P_u	 Ve_P_thr	 vi_P_th	 Co_P_thr	 Ve_N_u	 Vi_N_u	 co_N_u	 Ve_N_thr	 vi_N_th	 Co_N_thr	 Ves_CP	 Vis_CP	 Com_CP	 Ves_p	 Vis_p	 Com_p	 sign	 vesMax	 visMax	 coMax	
m2c140r2.htb 1.681 0.963 1.692 
m2c141r2.htb 5.077 86.080 4.677 
m2c143r2.htb 16.582 2.118 2.854 
m2c144r2.htb 6.120 2.326 2.607 
m2c145r2.htb 3.405 2.190 2.638 
m2c148r2.htb 18.964 5.062 7.415 
m2c149r2.htb 6.054 4.366 3.149 
m2c150r2.htb 24.770 12.911 5.367 
m2c151r2.htb 5.395 5.468 2.677 
m2c152r2.htb 19.899 15.136 14.705 
m2c155r2.htb 8.722 10.998 9.179 
m2c157r2.htb 1.877 1.190 2.906 
m2c158r2.htb 2.330 3.045 2.972 
m2c159r2.htb 9.130 4.053 5.528 
m2c160r2.htb 3.848 13.849 3.367 
m2c161r2.htb 2.897 6.340 5.837 
m2c162r2.htb 7.074 8.424 18.605 
m2c163r2.htb 59.688 31.898 15.502 
m2c168r3.htb 57.732 43.340 59.769 
m2c170r2.htb 9.777 8.395 15.776 
m2c172r2.htb 7.305 5.896 13.091 
m2c174r2.htb 2.244 2.600 1.763 
m2c175r2.htb 38.750 30.666 59.561 
m2c176r2.htb 18.678 17.857 26.537 
m2c177r2.htb 300.000 11.266 19.763 
m2c178r2.htb 39.413 16.994 5.260 
m2c179r2.htb 4.052 8.648 4.502 
m2c180r2.htb 19.705 24.715 10.121 
m2c181r2.htb 2.896 4.060 2.964 
m2c182r2.htb 5.323 25.157 5.703 
m2c183r2.htb 6.333 11.787 4.972 
m2c184r2.htb 3.529 17.863 7.129 
m2c185r2.htb 1.735 1.917 1.880 
m2c186r2.htb 41.865 11.560 29.531 
m2c187r2.htb 53.793 21.489 18.266 
m2c189r2.htb 87.978 37.707 88.071 
m2c190r2.htb 25.875 2.401 5.637 
m2c191r2.htb 9.426 14.353 216.349 
m2c193r2.htb 44.693 300.000 52.548 
m2c195r2.htb 144.585 187.324 68.799 
m2c196r3.htb 1.929 1.825 1.472 
m2c197r2.htb 2.471 1.515 1.443 
m2c198r2.htb 4.784 3.531 2.679 
m2c199r2.htb 6.036 6.144 2.481 
m2c200r2.htb 3.006 3.162 2.917 
m2c202r2.htb 34.766 11.682 21.601 
m2c214r2.htb 4.128 1.804 1.360 
m2c220r2.htb 21.719 3.617 7.545 
m2c221r2.htb 9.520 60.141 3.828 
m2c223r2.htb 13.100 50.713 4.858 
m2c226r2.htb 3.237 5.683 3.374 
m2c231r2.htb 10.919 4.944 7.598 
m2c233r2.htb 89.686 9.507 15.599 
m2c236r2.htb 4.588 26.233 12.107 
m2c237r2.htb 18.987 3.323 2.789 
m2c240r2.htb 39.447 11.148 10.761 
m2c241r2.htb 44.828 15.713 16.879 
m2c242r2.htb 3.908 5.187 2.551 
m2c244r2.htb 31.970 30.055 203.540 
m2c247r2.htb 20.908 2.118 3.228 
m2c252r2.htb 8.534 8.755 40.513 
m2c254r2.htb 3.529 3.171 2.700 
m2c258r2.htb 194.923 6.884 14.840 
m2c260r2.htb 22.289 3.994 2.713 
m2c262r2.htb 41.827 7.127 165.543 
m2c364r2.htb 37.346 3.776 3.333 
m2c365r2.htb 27.420 52.845 32.212 
m2c368r2.htb 33.130 15.151 6.382 
m2c369r2.htb 82.957 39.233 11.781 
m2c370r2.htb 3.905 6.399 0.971 
m2c372r2.htb 40.608 8.961 6.656 
m2c374r2.htb 2.990 27.532 81.954 
m2c376r2.htb 179.483 18.045 17.853 
m2c378r2.htb 29.447 3.381 2.413 
m2c382r2.htb 117.749 6.028 6.704 
m2c384r2.htb 23.756 10.347 9.609 
m2c392r2.htb 3.828 8.792 5.006 
m2c403r2.htb 5.985 7.176 7.509 
m2c409r2.htb 16.204 40.377 130.008 
m2c417r2.htb 56.647 17.304 34.792 
m2c423r2.htb 28.902 16.704 4.715 
m2c427r2.htb 14.311 12.221 9.605 
m2c429r2.htb 8.793 5.040 2.001 
m2c436r2.htb 2.392 1.708 1.983 
m2c441r2.htb 2.072 1.834 1.382 
m2c443r2.htb 109.122 8.679 27.215 
m2c445r2.htb 4.748 7.532 17.017 
m2c450r2.htb 12.571 2.062 2.664 
m5c4r2.htb 16.200 20.129 33.433 
m5c6r2.htb 55.477 22.496 56.886 
m5c7r2.htb 17.405 18.892 17.518 
m5c8r2.htb 5.533 13.578 19.882 
m5c13r2.htb 12.752 9.176 20.873 
m5c14r2.htb 26.390 13.214 110.192 
m5c15r2.htb 12.001 100.247 12.669 
m5c25r2.htb 35.537 18.243 13.431 
m5c29r2.htb 294.298 58.635 43.419 
m5c30r2.htb 15.386 45.370 58.910 
m5c35r2.htb 21.752 27.419 44.652 
m5c37r2.htb 24.489 55.747 15.534 
m5c38r2.htb 63.858 29.663 12.766 
m5c40r2.htb 21.702 15.704 28.255 
m5c42r2.htb 11.335 300.000 6.227 
m5c46r2.htb 74.264 179.568 59.592 
m5c49r2.htb 48.093 178.890 69.110 
m5c54r2.htb 85.424 3.630 4.896 
m5c60r2.htb 6.093 4.042 11.820 
m5c63r2.htb 4.470 4.894 1.474 
m5c66r2.htb 4.255 12.647 4.202 
m5c67r2.htb 169.042 13.980 81.722 
m5c69r2.htb 4.783 6.231 14.015 
m5c70r2.htb 15.446 49.335 38.779 
m5c71r2.htb 12.577 14.792 6.288 
m5c74r2.htb 43.534 8.364 11.700 
m5c75r2.htb 5.652 2.625 40.559 
m5c79r2.htb 54.990 68.673 101.665 
m5c81r2.htb 18.660 6.953 7.295 
m5c82r2.htb 21.911 36.773 11.446 
m5c83r2.htb 27.715 27.939 23.290 
m5c87r2.htb 16.110 30.290 56.453 
m5c92r2.htb 36.089 133.622 54.887 
m5c94r2.htb 62.462 28.122 12.436 
m5c95r2.htb 300.000 300.000 139.194 
m5c100r2.htb 25.386 300.000 27.410 
m5c103r2.htb 3.833 70.806 1.553 
m5c107r2.htb 158.066 300.000 294.298 
m5c108r3.htb 300.000 59.997 20.108 
m5c109r2.htb 26.773 300.000 21.285 
m5c111r2.htb 99.145 20.517 86.185 
m5c118r2.htb 9.434 129.962 13.395 
m5c125r2.htb 4.638 12.397 24.358 
m5c128r2.htb 105.639 6.035 10.028 
m5c129r2.htb 7.117 7.045 19.844 
m5c135r2.htb 10.731 162.469 15.899 
m5c140r2.htb 69.103 12.178 101.839 
m5c152r2.htb 30.363 35.340 85.683 
m5c154r2.htb 16.739 12.870 8.916 
m5c156r2.htb 26.852 41.869 93.170 
m5c159r2.htb 53.784 35.196 23.256 
m5c163r2.htb 38.607 7.199 155.248 
m5c164r3.htb 9.906 5.817 112.453 
m5c166r2.htb 55.816 58.192 14.008 
m5c167r2.htb 19.583 30.618 300.000 
m5c170r2.htb 3.890 8.377 5.483 
