FILE	         Coher	 repet	 Ve_P_u	 Vi_P_u	 co_P_u	 Ve_P_thr	 vi_P_th	 Co_P_thr	 Ve_N_u	 Vi_N_u	 co_N_u	 Ve_N_thr	 vi_N_th	 Co_N_thr	 Ves_CP	 Vis_CP	 Com_CP	 Ves_p	 Vis_p	 Com_p	 sign	 vesMax	 visMax	 coMax	
m2c66r2.htb 2.320 1.127 1.823 
m2c67r2.htb 9.698 1.983 2.409 
m2c70r2.htb 13.056 300.000 16.090 
m2c71r2.htb 4.421 31.048 40.568 
m2c72r2.htb 2.206 1.657 2.560 
m2c77r2.htb 8.253 10.132 3.166 
m2c78r2.htb 184.131 57.087 49.442 
m2c79r2.htb 20.520 3.226 4.815 
m2c81r2.htb 19.414 8.270 18.267 
m2c82r2.htb 29.336 29.124 300.000 
m2c84r2.htb 5.517 3.887 23.408 
m2c86r2.htb 4.799 6.762 4.702 
m2c91r2.htb 16.945 40.474 83.405 
m2c93r2.htb 4.179 214.102 7.872 
m2c94r2.htb 27.335 20.150 8.962 
m2c97r2.htb 10.023 0.982 1.294 
m2c98r2.htb 29.965 60.750 8.845 
m2c99r2.htb 1.882 14.662 4.562 
m2c100r2.htb 3.154 11.319 7.643 
m2c101r2.htb 126.041 33.727 40.548 
m2c103r2.htb 13.201 9.265 300.000 
m2c109r2.htb 19.841 3.745 2.971 
m2c110r2.htb 15.811 2.676 2.403 
m2c116r2.htb 15.058 1.049 1.743 
m2c119r2.htb 228.453 40.283 93.140 
m2c121r2.htb 47.687 26.685 13.264 
m2c125r2.htb 26.591 3.002 3.831 
m2c126r2.htb 41.581 17.176 9.689 
m2c127r2.htb 6.599 1.228 1.366 
m2c128r2.htb 6.899 1.029 1.253 
m2c129r2.htb 13.865 2.524 3.740 
m2c130r2.htb 5.024 2.965 6.387 
m2c131r2.htb 11.308 3.542 3.830 
m2c134r2.htb 8.980 10.301 14.323 
m2c135r2.htb 5.553 4.811 6.798 
m2c137r2.htb 2.904 4.103 3.145 
m2c138r2.htb 20.686 38.529 20.044 
m2c139r2.htb 110.891 4.876 12.215 
