FILE	
m2c155r2.htb 0.593 0.429 0.422 0.490 0.478 0.497 0.431 0.500 0.496 0.542 0.451 0.537 0.730 1.000 1.000 0.905 84.997 17.278 10.932 8.449 8.725 18.203 17.203 24.540 14.982 19.540 48.573 52.043 8.015 1.823 1.637 0.640 
m2c157r2.htb 0.442 0.437 0.514 0.396 0.288 0.328 0.435 0.457 0.420 0.404 0.430 0.470 0.853 0.999 0.975 0.933 107.032 16.564 9.643 19.004 25.678 300.000 37.778 20.105 24.733 142.061 28.180 60.715 1.402 0.958 0.844 0.395 
m2c158r2.htb 0.510 0.489 0.479 0.499 0.469 0.458 0.418 0.386 0.439 0.409 0.389 0.443 0.887 1.000 0.990 0.948 254.685 22.991 15.935 24.983 30.478 32.614 46.873 118.236 29.602 47.324 56.408 300.000 1.476 1.239 0.958 0.470 
m2c159r2.htb 0.474 0.483 0.423 0.470 0.418 0.499 0.490 0.429 0.414 0.458 0.496 0.540 0.857 0.996 0.966 0.967 42.598 14.460 13.787 13.823 13.556 41.806 35.762 29.656 297.611 45.198 63.914 21.437 0.975 1.131 0.939 0.303 
m2c160r2.htb 0.637 0.533 0.611 0.624 0.598 0.547 0.542 0.398 0.353 0.367 0.289 0.362 0.882 1.000 0.983 0.877 61.004 40.209 27.306 20.370 17.641 26.788 300.000 23.447 19.172 18.901 20.864 118.290 1.193 0.844 0.791 0.308 
m2c161r2.htb 0.465 0.457 0.472 0.456 0.366 0.376 0.374 0.446 0.393 0.439 0.445 0.454 0.838 0.995 0.964 0.943 75.695 18.907 24.691 21.843 26.174 38.698 78.296 25.181 30.092 31.195 300.000 131.178 5.083 1.605 1.235 0.668 
m2c162r2.htb 0.456 0.452 0.414 0.395 0.431 0.382 0.350 0.386 0.413 0.446 0.495 0.543 0.809 0.980 0.977 0.952 47.046 12.624 12.551 15.607 17.095 30.705 34.831 211.317 128.325 300.000 21.752 17.345 1.719 1.437 1.279 0.764 
m2c163r2.htb 0.448 0.463 0.475 0.449 0.423 0.386 0.372 0.371 0.426 0.489 0.480 0.512 0.888 0.988 0.949 0.934 300.000 19.977 14.584 28.958 19.581 28.577 31.016 25.711 36.744 88.902 163.621 39.146 1.389 1.171 0.947 0.619 
m2c168r3.htb 0.520 0.492 0.470 0.455 0.453 0.382 0.366 0.361 0.436 0.456 0.486 0.438 0.852 0.997 0.953 0.923 199.453 24.853 17.125 13.619 18.790 300.000 246.904 37.281 38.620 18.132 17.960 7.964 2.614 1.126 1.126 0.623 
m2c170r2.htb 0.471 0.462 0.443 0.392 0.285 0.368 0.319 0.327 0.453 0.507 0.517 0.504 0.829 1.000 0.971 0.920 31.144 8.794 9.646 10.713 14.146 205.152 26.700 33.427 30.096 15.508 21.686 8.891 1.891 0.898 0.604 0.395 
m2c172r2.htb 0.388 0.366 0.432 0.391 0.357 0.392 0.365 0.467 0.512 0.576 0.674 0.697 0.926 0.999 0.977 0.970 36.055 35.349 9.330 10.238 11.865 16.446 27.642 53.897 24.829 300.000 126.016 23.962 0.957 0.764 0.677 0.406 
m2c174r2.htb 0.497 0.402 0.428 0.417 0.397 0.407 0.461 0.456 0.465 0.550 0.503 0.607 0.892 1.000 0.987 0.984 25.837 5.672 5.547 8.762 11.477 16.200 24.250 165.634 59.989 32.672 31.438 16.175 1.570 1.085 1.177 0.364 
m2c175r2.htb 0.557 0.497 0.509 0.524 0.425 0.382 0.367 0.434 0.426 0.484 0.434 0.530 0.932 1.000 0.995 0.983 60.566 15.698 9.048 8.756 13.556 23.308 28.979 84.940 300.000 37.832 25.106 28.684 1.130 0.949 0.906 0.367 
m2c176r2.htb 0.430 0.333 0.309 0.430 0.344 0.392 0.301 0.367 0.429 0.442 0.539 0.545 0.912 1.000 0.972 0.970 28.119 11.235 9.001 9.177 8.336 15.459 300.000 120.838 49.846 27.817 19.100 22.509 1.295 1.005 0.707 0.301 
m2c177r2.htb 0.518 0.477 0.427 0.420 0.416 0.402 0.388 0.527 0.518 0.602 0.578 0.605 0.844 0.998 0.996 0.962 300.000 18.627 12.206 10.078 12.444 18.657 84.448 300.000 300.000 26.148 22.529 12.279 4.595 1.257 1.257 0.699 
m2c178r2.htb 0.467 0.479 0.427 0.409 0.393 0.425 0.433 0.428 0.428 0.513 0.484 0.524 0.903 1.000 0.971 0.883 38.387 9.397 8.313 10.183 12.558 20.161 27.496 271.403 235.977 44.879 36.321 12.746 0.950 0.982 0.944 0.338 
m2c179r2.htb 0.497 0.464 0.455 0.541 0.504 0.446 0.514 0.527 0.648 0.660 0.681 0.754 0.938 1.000 0.965 0.959 56.704 14.234 12.482 14.483 16.433 29.433 41.779 300.000 300.000 64.222 21.796 27.428 0.777 0.874 0.842 0.328 
m2c180r2.htb 0.453 0.425 0.365 0.380 0.353 0.415 0.403 0.462 0.466 0.566 0.548 0.619 0.858 0.981 0.973 0.981 78.173 13.219 13.549 12.246 10.789 11.706 18.515 30.744 35.084 59.434 146.880 15.610 2.956 1.491 0.987 0.387 
m2c181r2.htb 0.480 0.390 0.371 0.396 0.416 0.432 0.495 0.524 0.530 0.546 0.568 0.604 0.918 0.994 0.939 0.926 94.026 15.503 12.159 14.012 14.574 21.611 22.237 58.529 43.404 300.000 300.000 24.373 0.959 0.875 0.818 0.403 
m2c182r2.htb 0.504 0.470 0.455 0.460 0.448 0.444 0.455 0.477 0.524 0.542 0.564 0.596 0.879 0.991 0.990 0.955 300.000 17.420 15.982 15.579 25.509 58.077 52.562 84.997 84.997 113.672 71.810 28.916 1.421 0.938 0.775 0.380 
m2c183r2.htb 0.471 0.451 0.515 0.512 0.416 0.430 0.429 0.404 0.383 0.459 0.460 0.461 0.943 1.000 0.947 0.976 49.709 95.474 14.164 11.167 13.084 14.229 30.649 52.285 34.557 41.876 300.000 42.152 1.490 0.895 0.658 0.395 
m2c184r2.htb 0.411 0.389 0.450 0.457 0.425 0.415 0.387 0.442 0.462 0.504 0.503 0.537 0.877 0.980 0.948 0.945 38.711 9.581 10.905 13.605 21.815 32.378 24.301 56.342 94.490 26.901 15.452 14.991 4.048 1.303 0.975 0.557 
m2c185r2.htb 0.456 0.437 0.454 0.476 0.427 0.518 0.487 0.512 0.526 0.537 0.553 0.605 0.871 0.981 0.963 0.964 29.234 15.198 13.584 13.149 13.061 17.781 24.780 245.497 78.296 47.699 34.401 26.142 3.528 1.398 1.185 0.361 
m2c186r2.htb 0.493 0.456 0.451 0.449 0.442 0.420 0.411 0.430 0.479 0.483 0.485 0.512 0.916 1.000 0.996 0.985 300.000 40.180 28.528 23.786 20.389 20.987 23.435 21.900 29.065 59.766 178.901 103.093 1.800 1.699 1.201 0.395 
m2c187r2.htb 0.475 0.483 0.445 0.446 0.416 0.384 0.403 0.431 0.478 0.502 0.505 0.526 0.638 0.976 0.948 0.902 26.110 15.454 21.909 11.528 11.291 9.191 17.547 15.627 14.040 20.519 33.948 135.289 5.643 1.023 0.849 0.428 
m2c189r2.htb 0.633 0.514 0.469 0.412 0.442 0.382 0.398 0.475 0.503 0.545 0.580 0.568 0.894 1.000 0.980 0.904 42.478 10.308 14.331 13.851 15.087 20.919 47.519 96.843 118.290 41.253 34.485 16.104 0.644 0.792 0.758 0.384 
m2c190r2.htb 0.469 0.495 0.499 0.497 0.540 0.527 0.496 0.472 0.449 0.461 0.495 0.528 0.895 0.991 0.953 0.912 15.797 31.157 20.884 15.076 18.728 13.944 33.784 31.430 35.685 223.276 33.874 17.427 1.531 1.107 0.953 0.315 
m2c191r2.htb 0.435 0.508 0.497 0.453 0.439 0.484 0.479 0.479 0.518 0.571 0.565 0.576 0.843 0.996 0.999 0.992 249.537 21.332 11.899 8.149 10.936 14.667 25.126 24.753 137.686 53.031 36.205 32.009 1.475 1.313 1.194 0.434 
m2c193r2.htb 0.493 0.485 0.475 0.466 0.404 0.382 0.405 0.394 0.415 0.467 0.474 0.521 0.899 0.999 0.962 0.970 89.954 17.841 16.543 17.791 15.686 15.008 38.243 284.496 300.000 300.000 54.999 25.512 1.515 1.309 1.034 0.517 
m2c195r2.htb 0.511 0.456 0.415 0.441 0.417 0.391 0.514 0.527 0.544 0.576 0.593 0.609 0.848 0.999 1.000 0.942 48.043 15.161 9.418 7.915 10.682 12.005 11.590 40.613 265.572 300.000 51.702 26.074 1.436 1.094 0.797 0.338 
m2c196r3.htb 0.418 0.343 0.348 0.386 0.318 0.331 0.337 0.403 0.493 0.437 0.442 0.499 0.832 0.991 0.948 0.878 26.786 8.633 9.671 12.551 18.832 37.908 147.962 71.756 80.274 300.000 88.674 15.486 2.043 1.044 0.964 0.491 
m2c197r2.htb 0.511 0.406 0.467 0.427 0.421 0.409 0.457 0.468 0.507 0.518 0.530 0.584 0.844 0.985 0.958 0.929 300.000 16.858 11.735 12.085 21.092 31.476 21.741 53.463 88.487 63.906 43.658 26.583 1.453 1.036 0.912 0.347 
m2c198r2.htb 0.429 0.486 0.582 0.529 0.421 0.363 0.450 0.436 0.478 0.516 0.537 0.548 0.943 0.983 0.909 0.949 300.000 55.930 23.417 300.000 35.029 26.811 11.020 23.448 92.384 183.735 115.672 44.323 1.362 0.851 0.628 0.305 
m2c199r2.htb 0.434 0.406 0.360 0.394 0.351 0.458 0.403 0.419 0.455 0.495 0.479 0.541 0.855 0.987 0.993 0.981 188.109 19.024 17.536 35.868 18.902 18.355 24.957 42.090 25.876 32.024 76.324 284.496 1.330 1.167 1.058 0.338 
m2c200r2.htb 0.483 0.422 0.374 0.370 0.305 0.339 0.300 0.335 0.316 0.357 0.381 0.450 0.937 1.000 1.000 0.943 50.365 37.360 23.670 37.360 21.689 42.527 41.371 242.849 33.702 37.482 62.444 70.418 1.446 1.128 0.944 0.338 
m2c202r2.htb 0.483 0.492 0.494 0.488 0.431 0.410 0.376 0.365 0.366 0.354 0.409 0.445 0.867 1.000 0.948 0.919 58.851 20.710 14.016 13.048 13.473 13.045 14.221 21.923 17.505 36.837 82.695 87.805 1.146 0.715 0.775 0.261 
m2c214r2.htb 0.490 0.420 0.475 0.410 0.354 0.339 0.308 0.329 0.338 0.362 0.393 0.469 0.840 0.995 1.000 0.974 32.580 26.361 35.626 33.805 34.683 49.697 54.151 287.793 50.486 300.000 198.883 26.288 3.462 1.127 0.773 0.651 
m2c220r2.htb 0.420 0.402 0.443 0.445 0.372 0.401 0.377 0.380 0.402 0.444 0.409 0.445 0.851 1.000 0.964 0.927 16.457 10.841 12.494 8.281 14.839 27.899 50.942 42.323 52.281 23.233 26.134 14.022 1.887 1.131 0.909 0.295 
m2c221r2.htb 0.519 0.433 0.406 0.412 0.409 0.458 0.457 0.488 0.500 0.500 0.515 0.546 0.753 0.990 0.977 0.951 36.746 16.643 19.734 20.080 19.808 83.505 45.717 54.880 47.660 19.413 22.501 17.698 3.428 1.469 1.025 0.756 
m2c223r2.htb 0.506 0.541 0.540 0.538 0.468 0.453 0.458 0.485 0.467 0.482 0.442 0.456 0.918 0.994 0.991 0.965 38.302 22.846 27.124 22.598 46.729 34.260 28.657 29.770 31.898 25.622 27.122 41.114 1.342 1.246 1.167 0.592 
m2c226r2.htb 0.475 0.430 0.410 0.391 0.404 0.354 0.384 0.422 0.450 0.481 0.502 0.554 0.948 1.000 0.963 0.900 44.107 28.821 30.960 43.900 29.170 18.700 22.192 24.811 27.726 48.861 51.768 17.023 1.336 1.297 0.778 0.722 
m2c231r2.htb 0.577 0.563 0.472 0.450 0.419 0.400 0.392 0.428 0.508 0.457 0.480 0.570 0.988 1.000 0.896 0.869 51.917 88.347 46.507 69.016 130.007 300.000 100.808 300.000 32.760 147.962 111.154 10.254 1.105 1.068 0.689 0.326 
m2c233r2.htb 0.414 0.382 0.339 0.358 0.380 0.438 0.455 0.438 0.497 0.509 0.559 0.621 0.994 0.989 0.902 0.924 27.705 19.059 18.477 13.107 16.426 20.778 32.257 49.840 49.349 300.000 53.630 10.517 0.925 0.965 0.519 0.412 
m2c236r2.htb 0.569 0.537 0.583 0.546 0.532 0.489 0.423 0.404 0.357 0.368 0.363 0.480 0.943 1.000 0.846 0.720 300.000 52.650 29.989 46.789 30.305 71.328 300.000 27.431 20.003 23.331 20.396 24.052 1.106 1.102 0.361 0.482 
m2c237r2.htb 0.441 0.446 0.401 0.434 0.387 0.461 0.505 0.451 0.471 0.501 0.525 0.658 0.954 0.999 0.981 0.973 76.324 46.485 19.767 22.477 27.877 25.613 23.851 30.169 20.225 23.835 33.105 24.912 1.267 1.244 0.853 0.516 
m2c240r2.htb 0.431 0.426 0.394 0.377 0.356 0.347 0.355 0.415 0.408 0.441 0.498 0.524 0.803 0.994 0.991 0.919 49.383 54.171 18.539 21.907 52.721 38.807 17.741 22.756 24.180 47.274 175.780 29.322 4.223 1.225 1.225 0.400 
m2c241r2.htb 0.492 0.426 0.392 0.439 0.349 0.353 0.379 0.402 0.442 0.469 0.427 0.569 0.978 0.977 0.868 0.840 135.237 96.843 35.812 39.471 71.810 18.966 17.340 18.743 35.455 182.216 52.087 17.385 1.185 1.131 0.741 0.460 
m2c242r2.htb 0.550 0.605 0.578 0.492 0.402 0.481 0.495 0.486 0.556 0.562 0.548 0.545 0.977 1.000 0.924 0.883 300.000 31.497 29.332 18.563 16.334 14.022 21.322 30.122 25.197 71.612 112.904 17.889 0.980 0.888 0.843 0.290 
m2c244r2.htb 0.589 0.554 0.588 0.478 0.472 0.456 0.487 0.422 0.472 0.483 0.497 0.592 0.972 1.000 0.953 0.979 96.843 23.265 26.669 300.000 19.490 18.773 19.247 118.236 88.487 68.065 300.000 25.260 1.232 1.940 1.325 0.412 
m2c247r2.htb 0.458 0.467 0.466 0.540 0.526 0.508 0.600 0.521 0.480 0.481 0.492 0.520 0.983 1.000 0.921 0.859 24.522 24.522 17.247 74.513 33.367 50.645 68.121 66.145 38.294 32.903 16.840 7.546 1.577 1.445 0.783 0.654 
m2c252r2.htb 0.390 0.390 0.397 0.447 0.413 0.388 0.418 0.468 0.487 0.504 0.522 0.551 0.954 0.995 0.880 0.814 43.072 300.000 23.666 20.962 29.288 27.377 49.365 45.904 29.618 300.000 300.000 13.636 1.356 1.513 1.077 0.588 
m2c254r2.htb 0.473 0.475 0.495 0.473 0.489 0.480 0.443 0.472 0.492 0.517 0.526 0.532 0.869 0.991 0.921 0.830 263.831 140.880 300.000 41.991 24.414 28.103 147.954 92.295 84.997 115.750 27.164 16.838 1.301 0.992 0.747 0.535 
