FILE	          coherence	  1_bias	 2_bias	 3_bias	 1_thresh	 2_thresh	 3_thresh	
m1c534r33.htb 1.000 -32.000 -16.000 -8.000 -4.000 -2.000 -1.000 -0.500 0.500 1.000 2.000 4.000 8.000 16.000 32.000 0.000 0.000 0.065 0.125 0.268 0.380 0.473 0.719 0.742 0.733 0.851 1.000 0.750 1.000 
m1c534r34.htb 2.000 -32.000 -16.000 -8.000 -4.000 -2.000 -1.000 -0.500 0.500 1.000 2.000 4.000 8.000 16.000 32.000 0.000 0.000 0.000 0.154 0.259 0.630 0.667 0.741 0.704 0.926 1.000 0.963 1.000 0.963 
m1c534r35.htb 2.000 -32.000 -16.000 -8.000 -4.000 -2.000 -1.000 -0.500 0.500 1.000 2.000 4.000 8.000 16.000 32.000 0.000 0.000 0.000 0.083 0.222 0.583 0.694 0.722 0.889 0.917 1.000 1.000 1.000 1.000 
m1c534r36.htb 1.000 -32.000 -16.000 -8.000 -4.000 -2.000 -1.000 -0.500 0.500 1.000 2.000 4.000 8.000 16.000 32.000 0.000 0.000 0.077 0.275 0.250 0.457 0.417 0.600 0.735 0.711 0.833 0.944 1.000 1.000 
m1c534r37.htb 2.000 -32.000 -16.000 -8.000 -4.000 -2.000 -1.000 -0.500 0.500 1.000 2.000 4.000 8.000 16.000 32.000 0.067 0.000 0.033 0.233 0.300 0.467 0.500 0.667 0.667 0.733 0.833 0.967 1.000 1.000 
m1c534r38.htb 2.000 -32.000 -16.000 -8.000 -4.000 -2.000 -1.000 -0.500 0.500 1.000 2.000 4.000 8.000 16.000 32.000 0.025 0.100 0.075 0.000 0.000 0.100 0.100 0.525 0.825 0.850 0.925 1.000 0.950 0.750 
m1c534r39.htb 1.000 -32.000 -16.000 -8.000 -4.000 -2.000 -1.000 -0.500 0.500 1.000 2.000 4.000 8.000 16.000 0.000 0.000 0.053 0.102 0.279 0.356 0.436 0.588 0.700 0.674 0.740 0.786 1.000 
m1c534r40.htb 2.000 -32.000 -16.000 -8.000 -4.000 -2.000 -1.000 -0.500 0.500 1.000 2.000 4.000 8.000 16.000 32.000 0.053 0.027 0.054 0.162 0.541 0.622 0.757 0.763 0.676 0.919 1.000 0.973 1.000 1.000 
m1c534r41.htb 2.000 -32.000 -16.000 -8.000 -4.000 -2.000 -1.000 -0.500 0.500 1.000 2.000 4.000 8.000 16.000 32.000 0.000 0.000 0.028 0.056 0.500 0.694 0.722 0.944 0.889 0.972 1.000 0.889 1.000 1.000 
m1c534r42.htb 1.000 -16.000 -8.000 -4.000 -2.000 -1.000 -0.500 0.500 1.000 2.000 4.000 8.000 32.000 0.000 0.000 0.065 0.274 0.328 0.484 0.593 0.711 0.855 0.885 1.000 1.000 
m1c534r43.htb 2.000 -32.000 -16.000 -8.000 -4.000 -2.000 -1.000 -0.500 0.500 1.000 2.000 4.000 8.000 16.000 32.000 0.000 0.000 0.000 0.067 0.167 0.300 0.533 0.767 0.900 0.900 1.000 1.000 1.000 1.000 
m1c534r44.htb 2.000 -32.000 -16.000 -8.000 -4.000 -2.000 -1.000 -0.500 0.500 1.000 2.000 4.000 8.000 16.000 32.000 0.000 0.000 0.000 0.000 0.050 0.250 0.300 0.450 0.450 0.750 0.950 1.000 1.000 1.000 
m1c534r45.htb 2.000 -32.000 -16.000 -8.000 -4.000 -2.000 -1.000 -0.500 0.500 1.000 2.000 4.000 8.000 16.000 32.000 0.000 0.000 0.000 0.133 0.200 0.267 0.067 0.267 0.333 0.333 0.667 0.800 1.000 1.000 
m1c534r46.htb 1.000 -32.000 -16.000 -8.000 -4.000 -2.000 -1.000 -0.500 0.500 1.000 2.000 4.000 8.000 16.000 32.000 0.000 0.025 0.025 0.275 0.325 0.425 0.475 0.525 0.600 0.600 0.750 0.950 0.975 1.000 
m1c534r47.htb 2.000 -32.000 -16.000 -8.000 -4.000 -2.000 -1.000 -0.500 0.500 1.000 2.000 4.000 8.000 16.000 32.000 0.000 0.000 0.000 0.000 0.000 0.075 0.075 0.250 0.350 0.550 0.975 0.975 1.000 1.000 
m1c534r48.htb 2.000 -32.000 -16.000 -8.000 -4.000 -2.000 -1.000 -0.500 0.500 1.000 2.000 4.000 8.000 16.000 32.000 0.000 0.000 0.000 0.000 0.036 0.143 0.214 0.214 0.536 0.821 0.964 1.000 1.000 1.000 
m1c534r49.htb 1.000 -16.000 -8.000 -4.000 -2.000 -1.000 -0.500 0.500 1.000 2.000 4.000 8.000 16.000 32.000 0.000 0.059 0.160 0.367 0.425 0.385 0.579 0.590 0.661 0.935 0.958 1.000 1.000 
m1c534r50.htb 1.000 -32.000 -16.000 -8.000 -4.000 -2.000 -1.000 -0.500 0.500 1.000 2.000 4.000 8.000 16.000 32.000 0.000 0.000 0.000 0.125 0.346 0.296 0.364 0.556 0.760 0.750 0.727 1.000 0.800 1.000 
m1c534r51.htb 2.000 -32.000 -16.000 -8.000 -4.000 -2.000 -1.000 -0.500 0.500 1.000 2.000 4.000 8.000 16.000 32.000 0.000 0.000 0.000 0.026 0.154 0.375 0.308 0.513 0.475 0.750 0.950 1.000 1.000 1.000 
