FILE	
m2c197r2.htb 1.023 1.599 1.994 5.010 6.026 6.788 20.286 21.429 23.927 23.291 24.752 26.025 27.676 27.558 29.514 3.178 4.037 5.211 5.021 5.660 4.326 4.830 5.275 5.670 25.035 34.930 40.547 40.429 43.449 44.393 46.558 51.627 64.569 4.179 5.420 6.091 5.114 5.973 5.436 7.517 4.843 7.548 24.281 37.270 47.737 49.010 51.650 52.122 56.153 62.046 71.523 4.978 5.197 7.583 6.554 6.219 6.578 7.005 6.938 10.607 
m2c198r2.htb 1.453 -0.297 1.120 5.275 6.814 5.636 12.228 14.455 12.327 14.427 17.277 17.475 18.069 17.970 20.248 5.232 4.671 5.134 5.970 5.033 4.778 5.460 4.349 5.697 6.648 6.129 10.000 10.099 9.194 9.901 8.614 13.614 19.950 4.329 2.668 7.669 10.811 6.080 5.259 4.251 6.551 4.658 12.400 11.089 11.683 13.267 14.703 14.455 16.690 17.624 27.673 8.975 4.281 5.371 5.493 5.378 5.540 6.396 5.400 7.265 
m2c199r2.htb -0.459 -0.469 -1.106 5.957 6.109 6.138 56.040 54.257 53.168 50.363 51.320 51.122 50.495 49.109 47.492 6.632 6.534 5.774 5.569 6.380 5.506 6.557 5.995 5.025 52.673 54.719 53.498 55.347 54.620 53.498 52.079 50.660 42.475 4.446 5.576 6.313 6.360 7.083 5.863 4.924 6.454 5.627 54.356 55.545 55.248 53.366 51.650 53.201 49.802 46.898 43.234 6.575 5.937 5.949 5.375 6.516 6.479 6.370 6.275 5.868 
m2c200r2.htb 0.587 0.525 1.191 6.410 6.040 6.138 11.518 13.003 13.696 17.030 19.769 17.426 16.436 22.904 28.251 6.334 5.508 6.655 6.188 6.984 5.904 6.319 7.214 11.083 12.508 12.970 15.545 14.884 18.713 16.040 17.591 22.871 32.046 6.466 6.460 6.563 6.050 6.827 5.111 5.647 6.523 7.203 11.452 13.993 15.446 17.954 18.317 17.195 21.782 26.865 37.096 5.689 7.307 5.351 5.842 4.993 6.128 8.377 8.623 9.066 
m2c202r2.htb -0.235 -0.408 -0.401 9.371 7.824 8.033 32.079 33.614 30.965 34.109 32.302 31.163 31.262 29.752 30.223 8.298 11.087 9.299 10.604 9.946 8.109 8.895 8.235 7.238 36.114 41.485 40.668 41.287 38.144 39.728 39.406 36.460 28.787 9.085 8.946 6.453 8.227 7.293 7.835 9.310 7.996 7.807 30.916 35.371 36.634 35.421 33.936 35.668 34.505 31.931 27.797 7.117 9.163 8.359 8.639 7.577 8.123 7.465 6.200 8.163 
m2c214r2.htb -1.417 -2.818 -2.986 8.334 8.601 9.675 49.028 47.411 43.031 45.316 40.404 41.508 37.852 40.404 35.872 8.226 9.222 8.356 7.202 8.695 10.671 6.746 7.029 8.574 80.236 56.816 48.477 47.144 44.136 40.746 37.586 35.110 31.721 10.618 10.274 11.123 7.786 7.726 6.823 9.548 7.737 6.993 96.116 72.772 61.615 61.234 54.303 56.131 49.238 43.184 34.577 10.440 10.520 10.617 12.031 7.165 8.081 10.480 8.655 8.882 
m2c220r2.htb -0.119 -0.718 -0.634 5.147 6.001 5.720 10.297 10.297 12.673 11.386 9.208 14.158 10.693 12.327 12.970 3.820 3.820 5.823 5.901 4.177 4.359 5.476 6.396 5.179 26.089 15.050 15.000 11.337 11.584 12.871 10.644 8.267 7.178 7.864 6.643 6.578 4.660 6.513 6.852 5.403 5.359 4.187 21.683 15.990 11.832 13.911 12.277 13.317 8.960 13.218 10.693 5.393 7.631 5.857 7.244 5.311 5.322 4.866 7.163 5.946 
m2c221r2.htb 1.432 0.170 1.015 10.111 5.060 9.864 31.223 37.694 34.795 33.522 38.225 38.366 39.533 41.443 42.786 9.506 11.887 9.380 10.136 12.082 10.002 8.957 12.704 10.827 12.942 10.325 8.982 10.290 10.644 10.007 9.972 8.204 11.563 6.156 5.137 5.489 4.716 5.039 5.525 4.533 4.156 5.253 19.837 20.898 19.519 21.747 22.136 21.711 24.611 29.809 38.508 4.869 7.167 7.688 11.800 10.993 8.240 10.598 9.044 11.267 
m2c223r2.htb 0.514 -0.281 0.561 6.921 3.328 4.580 13.421 15.897 16.062 14.549 17.794 15.897 17.959 17.932 18.647 4.707 8.185 6.741 6.605 7.564 5.888 7.807 7.810 6.160 7.206 4.675 5.391 5.116 5.446 5.171 3.960 4.235 6.491 3.352 3.539 3.376 3.624 4.250 3.096 2.295 2.534 4.250 7.068 7.398 7.316 6.298 8.966 7.343 9.598 10.946 17.492 3.606 4.348 3.998 4.155 5.489 4.405 4.855 4.821 8.628 
m2c226r2.htb 0.642 0.308 0.156 5.378 7.062 6.331 21.330 21.584 22.801 25.233 24.385 25.714 25.771 29.816 35.191 4.189 4.955 7.512 5.849 4.700 4.578 4.252 7.062 5.710 12.984 17.115 17.482 19.321 20.820 19.349 19.010 20.877 27.864 4.497 5.870 6.308 7.771 7.093 7.189 6.946 6.600 6.071 15.813 18.331 20.622 21.160 19.576 20.622 21.669 28.713 33.720 5.324 5.102 7.040 5.365 6.099 6.613 6.536 6.715 7.646 
m2c231r2.htb 1.415 -0.281 -0.917 9.791 6.569 6.853 30.629 33.184 32.833 31.523 35.356 35.771 37.783 35.164 38.454 7.775 15.257 7.987 9.200 10.394 10.132 11.243 8.120 11.141 30.501 28.553 24.657 25.583 22.708 25.966 23.060 22.293 17.534 7.322 6.386 7.494 7.158 5.589 7.346 5.259 5.698 4.991 28.905 24.273 24.050 23.571 21.335 22.070 20.217 20.632 21.016 6.342 6.715 6.120 6.928 7.720 7.963 5.535 5.345 6.139 
m2c233r2.htb -0.473 -0.044 0.374 7.020 4.213 3.574 24.312 24.679 25.559 23.029 22.956 23.579 22.919 24.166 23.029 6.436 6.053 6.958 6.026 6.898 7.987 7.233 8.170 6.343 6.674 7.481 8.911 9.168 8.801 9.828 8.361 11.074 10.378 2.978 3.183 4.796 3.244 3.935 4.082 5.006 4.612 4.362 7.737 8.728 7.517 8.251 7.224 9.424 8.801 9.424 12.761 2.472 3.330 3.086 3.715 2.878 3.553 4.639 4.711 7.482 
m2c236r2.htb -1.510 0.390 -1.156 8.849 8.680 9.937 43.168 40.691 39.332 38.441 36.015 34.134 33.936 31.634 32.214 9.298 7.886 9.094 8.467 10.475 8.383 7.825 9.138 10.361 34.480 22.265 20.599 19.208 20.396 20.213 22.048 25.272 27.426 9.903 9.131 8.980 8.531 7.863 8.233 9.792 9.310 10.645 54.745 47.573 46.807 45.074 44.120 41.733 42.698 44.796 45.617 13.341 9.440 10.464 8.637 10.391 10.458 9.732 8.374 10.665 
m2c237r2.htb -0.994 -1.968 -1.912 8.803 15.540 16.026 38.834 36.744 39.076 34.675 35.314 34.675 34.103 36.049 34.015 7.205 7.470 8.586 10.878 8.441 8.095 8.017 9.786 9.038 88.273 80.418 74.103 72.739 69.219 68.273 66.494 56.612 41.364 21.918 20.858 19.254 15.288 13.763 14.657 14.737 13.867 9.407 87.019 81.166 71.441 70.891 70.612 67.261 63.696 57.778 39.919 20.379 16.305 16.957 17.639 12.965 17.987 14.580 13.460 10.191 
m2c240r2.htb -0.923 -0.870 -0.122 11.758 13.059 11.977 57.973 62.992 62.430 58.844 58.255 58.121 58.175 59.219 57.024 17.136 13.144 12.417 13.976 9.987 11.413 10.995 8.999 8.658 41.477 36.842 38.587 35.800 36.842 34.914 34.680 33.299 29.208 12.255 10.225 11.735 12.404 11.765 15.605 13.787 12.077 12.563 54.241 50.201 46.588 45.414 46.909 44.841 46.267 44.607 43.511 11.485 11.349 12.065 10.795 10.912 12.439 13.673 12.065 8.154 
m2c241r2.htb 0.728 -0.094 -0.441 11.582 14.192 16.643 37.723 36.139 36.634 34.950 37.574 39.059 38.218 34.703 32.871 13.131 14.296 11.137 12.312 9.799 10.307 14.353 13.807 9.196 22.624 20.198 18.911 18.119 13.812 19.257 17.871 14.950 14.257 13.859 13.324 13.786 15.115 13.278 13.848 14.935 10.349 11.199 26.139 24.703 25.396 26.980 25.347 23.069 25.149 18.317 19.455 19.685 16.795 15.777 18.714 17.264 15.682 15.778 15.215 11.703 
m2c242r2.htb -0.325 -0.824 -1.802 7.874 7.825 7.692 79.564 74.733 71.723 70.257 71.168 70.099 70.178 64.317 57.782 6.817 8.556 6.872 6.595 7.466 9.484 8.954 7.809 7.780 66.495 71.089 70.337 67.762 66.970 66.416 66.891 63.050 50.574 6.958 7.680 10.123 6.966 6.371 6.429 9.235 10.811 8.174 93.743 87.842 87.208 86.535 84.119 81.663 80.634 74.693 60.000 8.143 6.724 5.564 7.376 9.703 9.411 6.404 8.646 7.879 
m2c244r2.htb -0.462 -0.110 0.341 7.903 3.808 6.557 26.293 23.597 30.308 27.558 28.548 28.328 27.613 29.043 28.548 7.922 7.003 9.289 9.637 6.437 7.518 6.636 6.655 7.278 7.591 7.151 5.336 5.501 4.455 4.840 5.116 5.611 6.546 4.375 4.951 3.814 3.815 5.329 2.375 3.709 3.562 5.785 24.587 23.927 21.397 21.892 22.552 23.322 22.387 24.312 23.487 7.995 8.948 5.775 6.884 6.581 6.861 6.682 8.948 9.373 
m2c247r2.htb -0.116 -0.916 -0.605 2.567 4.429 4.889 4.325 5.116 4.455 2.640 3.410 4.125 3.135 2.750 2.915 5.147 3.501 2.455 2.425 3.314 2.407 2.233 2.081 2.597 24.477 15.072 11.606 8.338 9.516 10.946 5.721 4.950 3.080 7.329 6.230 4.592 4.740 3.515 5.299 3.997 2.902 2.628 27.613 12.926 12.926 10.176 9.846 11.056 9.461 6.656 5.501 8.862 5.626 5.211 4.266 4.166 6.666 4.135 3.972 3.450 
m2c252r2.htb -0.179 0.656 0.223 7.777 9.173 7.865 21.729 20.655 18.678 19.160 21.507 19.133 17.795 14.504 16.832 6.513 6.766 6.289 7.856 10.088 6.935 7.717 8.261 5.715 32.398 40.374 44.527 45.490 47.140 47.766 46.668 44.527 44.849 8.160 8.732 8.691 9.396 8.652 8.203 10.924 10.126 8.953 21.507 26.866 24.780 25.020 29.180 24.312 26.251 23.682 20.257 5.882 6.916 7.224 7.864 8.749 6.384 9.103 7.303 6.578 
m2c254r2.htb 0.669 0.176 0.710 3.276 2.936 3.510 5.513 7.446 8.059 8.535 8.693 10.436 10.455 11.279 14.891 2.702 3.035 3.073 3.464 3.484 3.151 3.208 3.855 4.759 6.834 6.277 7.465 7.591 8.057 7.426 8.426 9.998 11.648 3.107 2.414 2.851 2.684 2.828 2.618 3.701 2.629 3.122 4.931 6.574 7.624 8.406 8.600 9.327 10.713 11.030 14.198 2.371 2.869 2.564 4.824 3.115 3.764 3.285 3.556 3.604 
m2c258r2.htb -0.297 -0.297 -0.507 7.555 4.360 7.411 15.914 16.204 17.291 16.252 14.827 15.600 16.131 15.576 17.218 8.607 8.295 8.589 7.544 8.356 7.132 6.152 8.430 8.534 9.708 7.897 5.820 5.433 5.337 5.409 4.347 4.009 4.902 5.419 5.133 4.887 4.816 4.835 3.625 3.637 4.165 3.684 20.164 17.146 16.349 16.759 14.055 15.262 14.562 14.393 15.455 8.049 7.317 7.724 6.818 6.995 7.830 7.689 6.817 6.466 
m2c260r2.htb -0.486 -0.731 -0.659 5.072 5.350 6.534 21.726 20.226 20.093 20.472 18.725 20.501 17.647 19.977 17.909 6.285 5.152 5.431 4.976 5.086 5.058 4.810 5.281 5.190 30.984 24.782 22.103 20.617 20.566 21.520 17.997 18.579 17.997 6.497 6.849 6.063 3.865 5.813 5.495 5.512 4.670 5.420 34.450 32.994 28.072 25.655 26.674 27.461 23.876 23.063 23.850 6.652 8.211 6.824 6.565 6.337 6.783 6.163 6.135 6.027 
m2c262r2.htb -0.715 -0.738 -0.026 8.320 13.653 9.943 25.328 25.601 26.073 26.874 25.904 23.118 24.375 25.558 29.562 8.678 9.328 8.732 7.539 8.219 8.555 8.553 7.676 10.120 47.870 50.825 47.985 45.285 44.767 44.295 44.790 39.345 35.125 10.593 13.840 14.102 11.930 12.229 15.195 14.807 11.524 11.004 31.707 31.777 31.913 32.720 32.367 32.213 32.037 31.542 33.098 10.108 9.207 9.686 8.424 10.288 10.682 10.636 8.762 11.902 
m2c364r2.htb 0.136 -0.614 -0.642 5.796 7.121 7.065 30.556 28.430 28.232 25.743 26.139 29.420 27.072 28.600 28.062 6.298 6.683 7.129 4.650 5.689 5.505 6.008 5.347 6.060 44.781 39.066 36.690 34.851 35.332 33.465 34.314 30.184 25.177 7.260 7.145 6.178 8.241 6.163 7.619 7.401 7.922 4.952 49.788 43.593 38.076 37.935 37.426 37.454 35.106 33.975 28.062 7.258 6.596 6.994 8.342 6.168 6.468 7.352 6.041 4.453 
m2c365r2.htb -0.152 0.214 0.182 4.698 2.417 4.247 7.364 8.208 9.422 7.857 6.993 7.793 8.694 8.509 8.849 4.392 7.704 4.456 5.784 3.373 3.900 5.976 4.966 3.992 4.084 3.258 3.066 2.908 3.806 4.088 3.545 3.354 4.408 2.919 2.791 2.586 2.027 2.320 2.297 2.856 2.616 2.284 9.614 7.793 6.559 6.559 5.910 5.972 7.761 7.985 11.626 5.056 4.677 4.281 3.918 3.851 4.105 5.081 4.713 5.459 
m2c368r2.htb 0.200 -0.347 0.040 10.256 7.363 8.547 40.594 39.682 41.370 40.464 41.504 41.771 41.718 40.969 44.153 9.533 10.337 7.758 11.221 11.502 9.867 10.929 9.777 9.455 27.402 28.088 30.773 29.182 30.667 28.499 29.382 31.710 33.273 7.803 6.641 8.642 7.045 8.311 6.868 5.950 7.763 9.921 33.481 34.279 37.865 37.784 37.865 36.113 38.900 42.053 47.391 11.239 8.761 7.322 9.160 8.467 8.670 9.118 9.036 9.096 
m2c369r2.htb 0.210 0.473 -0.379 9.738 8.088 9.048 30.668 30.198 30.371 31.436 33.243 30.817 31.733 31.312 30.916 9.498 8.713 9.492 8.683 10.270 8.491 11.756 7.923 8.083 35.668 34.926 32.649 34.802 35.446 34.678 35.074 35.495 32.475 7.967 6.436 9.383 7.064 8.719 7.377 7.898 7.973 6.753 45.767 44.530 45.347 43.119 45.000 46.460 41.782 43.713 36.683 9.490 9.026 9.563 7.244 9.620 10.140 8.673 9.216 7.399 
m2c370r2.htb -0.980 -0.381 -1.787 6.078 6.114 5.700 36.931 32.079 32.079 28.812 30.000 29.802 26.683 26.287 26.238 4.733 5.012 7.956 6.278 7.068 4.598 4.491 4.950 6.811 37.574 36.287 32.624 34.109 30.396 31.188 32.178 31.832 32.327 3.739 4.512 5.605 5.084 8.178 5.751 5.954 5.202 3.552 40.792 39.802 38.168 35.396 33.861 33.366 30.248 31.188 31.584 6.588 5.954 4.950 6.519 6.184 6.654 4.194 4.304 5.345 
m2c372r2.htb -0.000 -0.370 -0.267 4.453 5.502 4.853 17.822 17.657 17.789 16.766 17.558 15.842 18.251 16.535 17.393 4.830 3.659 5.151 4.044 3.686 4.787 4.598 3.875 3.756 42.640 39.175 38.350 38.152 37.954 37.162 36.997 36.436 34.422 6.531 4.671 6.136 4.569 6.127 6.628 4.049 4.762 5.026 38.152 37.888 35.743 34.917 34.950 34.818 34.455 32.805 31.386 4.635 4.987 4.551 4.555 4.710 5.297 5.151 4.700 6.021 
m2c374r2.htb -0.743 -0.750 -1.327 4.786 5.414 5.284 23.490 21.287 19.530 18.094 18.020 16.807 16.460 16.485 14.604 4.649 4.266 4.336 4.850 5.761 4.537 4.443 3.506 4.572 18.837 19.604 21.015 19.975 19.802 18.267 18.119 18.837 22.129 4.971 5.629 5.683 4.341 7.463 4.134 5.447 3.775 5.076 22.772 25.866 26.213 25.421 23.317 22.252 21.163 22.178 25.990 4.254 4.846 5.167 4.630 5.181 6.132 5.309 5.018 4.885 
