FILE	
m2c233r2.htb 20.778 0.562 0.304 0.562 0.896 0.369 0.793 0.528 0.524 
m2c236r2.htb 71.328 0.511 0.816 0.511 0.019 0.576 0.079 0.629 0.627 
m2c237r2.htb 25.613 0.539 0.444 0.539 0.189 0.158 0.039 0.559 0.562 
m2c240r2.htb 38.807 0.653 0.000 0.347 0.190 0.450 0.395 0.469 0.459 
m2c241r2.htb 18.966 0.647 0.028 0.647 0.396 0.861 0.457 0.524 0.515 
m2c242r2.htb 14.022 0.519 0.738 0.519 0.165 0.322 0.098 0.599 0.606 
m2c244r2.htb 18.773 0.544 0.518 0.456 0.056 0.968 0.448 0.656 0.658 
m2c247r2.htb 50.645 0.492 0.922 0.492 0.563 0.974 0.386 0.537 0.533 
m2c252r2.htb 27.377 0.612 0.016 0.612 0.180 0.190 0.990 0.568 0.558 
m2c254r2.htb 28.103 0.520 0.550 0.480 0.094 0.249 0.281 0.549 0.557 
m2c258r2.htb 21.407 0.642 0.000 0.358 0.629 0.105 0.458 0.546 0.530 
m2c260r2.htb 50.199 0.633 0.004 0.633 0.990 0.013 0.415 0.483 0.502 
m2c262r2.htb 75.695 0.529 0.474 0.471 0.475 0.527 0.968 0.473 0.474 
m2c364r2.htb 65.041 0.644 0.000 0.644 0.543 0.064 0.553 0.428 0.463 
m2c365r2.htb 16.153 0.696 0.000 0.304 0.899 0.665 0.028 0.453 0.447 
m2c368r2.htb 14.692 0.710 0.000 0.290 0.951 0.098 0.039 0.485 0.511 
m2c369r2.htb 19.775 0.675 0.000 0.325 0.375 0.794 0.610 0.534 0.534 
m2c370r2.htb 10.309 0.782 0.000 0.782 0.949 0.845 0.697 0.519 0.506 
m2c372r2.htb 23.947 0.632 0.008 0.632 0.734 0.010 0.429 0.449 0.478 
m2c374r2.htb 65.331 0.605 0.008 0.605 0.001 0.181 0.988 0.647 0.635 
m2c376r2.htb 13.175 0.549 0.410 0.549 0.569 0.371 0.127 0.471 0.467 
m2c378r2.htb 29.603 0.654 0.000 0.346 0.520 0.013 0.073 0.545 0.515 
m2c382r2.htb 10.973 0.677 0.002 0.677 0.139 0.002 0.936 0.453 0.413 
m2c384r2.htb 14.199 0.679 0.000 0.321 0.960 0.409 0.356 0.523 0.513 
m2c392r2.htb 14.444 0.628 0.030 0.628 0.199 0.198 0.261 0.606 0.591 
m2c403r2.htb 138.700 0.675 0.000 0.675 0.383 0.184 0.466 0.565 0.550 
m2c409r2.htb 263.926 0.353 0.034 0.647 0.641 0.668 0.332 0.557 0.546 
m2c417r2.htb 18.652 0.646 0.034 0.354 0.823 0.740 0.831 0.505 0.501 
m2c423r2.htb 60.275 0.638 0.000 0.638 0.639 0.971 0.361 0.472 0.476 
m2c427r2.htb 15.077 0.581 0.110 0.419 0.912 0.411 0.906 0.512 0.506 
m2c429r2.htb 30.434 0.474 0.614 0.526 0.004 0.199 0.646 0.651 0.653 
m2c436r2.htb 12.255 0.624 0.000 0.624 0.013 0.292 0.974 0.603 0.590 
m2c441r2.htb 22.772 0.575 0.074 0.425 0.000 0.099 0.604 0.691 0.683 
m2c443r2.htb 11.522 0.603 0.012 0.397 0.780 0.111 0.843 0.528 0.516 
m2c445r2.htb 31.593 0.546 0.432 0.546 0.025 0.975 0.987 0.646 0.647 
m2c450r2.htb -172.427 0.638 0.058 0.638 0.171 0.215 0.664 0.590 0.610 
m5c4r2.htb 47.698 0.561 0.238 0.439 0.970 0.951 0.156 0.502 0.503 
m5c6r2.htb 29.992 0.682 0.000 0.318 0.024 0.251 0.175 0.634 0.602 
m5c7r2.htb 55.989 0.620 0.012 0.380 0.096 0.165 0.596 0.608 0.590 
m5c8r2.htb 24.090 0.757 0.000 0.243 0.606 0.906 0.749 0.570 0.561 
m5c13r2.htb 36.282 0.696 0.000 0.304 0.390 0.467 0.998 0.542 0.532 
m5c14r2.htb 44.034 0.753 0.000 0.247 0.603 0.079 0.842 0.499 0.536 
m5c15r2.htb 24.678 0.760 0.000 0.240 0.381 0.542 0.054 0.511 0.517 
m5c25r2.htb 301.646 0.625 0.000 0.375 0.781 0.178 0.701 0.512 0.502 
m5c29r2.htb 19.143 0.653 0.000 0.347 0.220 0.035 0.234 0.520 0.543 
m5c30r2.htb 4.677 0.680 0.006 0.320 0.213 0.002 0.401 0.503 0.585 
m5c35r2.htb 21.304 0.706 0.000 0.294 0.226 0.415 0.408 0.603 0.583 
m5c37r2.htb 11.492 0.741 0.000 0.259 0.001 0.639 0.020 0.718 0.691 
m5c38r2.htb 17.332 0.752 0.000 0.248 0.019 0.298 0.855 0.632 0.590 
m5c40r2.htb 12.171 0.651 0.000 0.349 0.295 0.030 0.199 0.485 0.459 
m5c42r2.htb 16.797 0.577 0.450 0.423 0.965 0.954 0.019 0.554 0.558 
m5c46r2.htb 30.876 0.560 0.052 0.440 0.279 0.098 0.511 0.457 0.467 
m5c49r2.htb 23.116 0.717 0.000 0.283 0.637 0.379 0.199 0.526 0.543 
m5c54r2.htb 31.862 0.596 0.060 0.404 0.795 0.837 0.893 0.495 0.495 
m5c60r2.htb 26.035 0.717 0.000 0.283 0.066 0.695 0.815 0.597 0.592 
m5c63r2.htb 47.974 0.507 0.916 0.493 0.716 0.565 0.650 0.564 0.552 
m5c66r2.htb 17.848 0.683 0.000 0.317 0.089 0.227 0.130 0.578 0.592 
m5c67r2.htb 15.095 0.669 0.004 0.331 0.699 0.858 0.444 0.475 0.485 
m5c69r2.htb 12.645 0.750 0.000 0.250 0.078 0.582 0.822 0.603 0.559 
m5c70r2.htb 18.018 0.611 0.006 0.389 0.008 0.272 0.302 0.619 0.606 
m5c71r2.htb 13.294 0.562 0.144 0.438 0.128 0.675 0.582 0.562 0.562 
m5c74r2.htb 8.173 0.748 0.000 0.252 0.733 0.457 0.213 0.541 0.516 
m5c75r2.htb 10.881 0.745 0.000 0.255 0.762 0.559 0.117 0.491 0.479 
m5c79r2.htb 21.527 0.606 0.034 0.394 0.434 0.472 0.808 0.521 0.530 
m5c81r2.htb 16.327 0.665 0.000 0.335 0.638 0.171 0.122 0.509 0.494 
m5c82r2.htb 15.664 0.618 0.132 0.382 0.389 0.031 0.958 0.569 0.552 
m5c83r2.htb 26.213 0.638 0.028 0.362 0.010 0.183 0.205 0.614 0.623 
m5c87r2.htb 30.699 0.609 0.118 0.391 0.294 0.349 0.156 0.547 0.557 
m5c92r2.htb 21.265 0.774 0.000 0.226 0.038 0.367 0.479 0.615 0.616 
m5c94r2.htb 38.829 0.594 0.204 0.406 0.784 0.847 0.216 0.490 0.491 
m5c95r2.htb 20.476 0.821 0.000 0.179 0.785 0.379 0.853 0.553 0.520 
m5c100r2.htb 164.966 0.661 0.002 0.339 0.963 0.893 0.788 0.514 0.510 
m5c103r2.htb 11.956 0.949 0.000 0.051 0.441 0.062 0.265 0.598 0.427 
m5c107r2.htb 23.743 0.584 0.068 0.416 0.288 0.924 0.005 0.518 0.518 
m5c108r3.htb -265.553 0.632 0.018 0.368 0.310 0.204 0.494 0.519 0.537 
m5c109r2.htb 41.528 0.703 0.000 0.297 0.035 0.946 0.166 0.398 0.425 
m5c111r2.htb 54.609 0.678 0.004 0.322 0.904 0.847 0.518 0.511 0.504 
m5c118r2.htb 127.218 0.626 0.000 0.374 0.637 0.167 0.010 0.535 0.523 
m5c125r2.htb -604.941 0.594 0.018 0.406 0.538 0.757 0.990 0.503 0.504 
m5c128r2.htb 58.196 0.621 0.012 0.379 0.606 0.590 0.816 0.484 0.480 
m5c129r2.htb 151.106 0.618 0.024 0.382 0.155 0.112 0.263 0.573 0.584 
m5c135r2.htb -180.558 0.317 0.080 0.317 0.221 0.166 0.357 0.567 0.605 
m5c140r2.htb 33.052 0.621 0.008 0.379 0.251 0.225 0.044 0.539 0.545 
m5c152r2.htb 72.455 0.422 0.238 0.422 0.077 0.425 0.927 0.616 0.621 
m5c154r2.htb 327.240 0.600 0.016 0.400 0.000 0.032 0.219 0.647 0.659 
m5c156r2.htb 174.572 0.665 0.002 0.335 0.254 0.238 0.394 0.565 0.576 
m5c159r2.htb 56.635 0.432 0.488 0.568 0.470 0.365 0.612 0.578 0.581 
m5c163r2.htb 41.052 0.623 0.020 0.377 0.391 0.605 0.588 0.455 0.452 
m5c164r3.htb 49.008 0.627 0.064 0.373 0.276 0.648 0.582 0.597 0.606 
m5c166r2.htb 21.704 0.804 0.000 0.196 0.667 0.409 0.089 0.572 0.543 
m5c167r2.htb 48.682 0.643 0.058 0.357 0.922 0.870 0.590 0.512 0.514 
m5c170r2.htb 20.522 0.656 0.000 0.344 0.069 0.223 0.105 0.566 0.575 

