FILE	         Coher	 repet	 Ve_P_u	 Vi_P_u	 co_P_u	 Ve_P_thr	 vi_P_th	 Co_P_thr	 Ve_N_u	 Vi_N_u	 co_N_u	 Ve_N_thr	 vi_N_th	 Co_N_thr	 Ves_CP	 Vis_CP	 Com_CP	 Ves_p	 Vis_p	 Com_p	 sign	 vesMax	 visMax	 coMax	
m5c87r2.htb 25.000 0.000 0.000 0.154 0.038 0.115 0.423 0.654 0.923 1.000 0.216 0.359 0.385 0.504 0.496 0.615 0.641 0.784 
m5c92r2.htb 21.000 0.000 0.095 0.190 0.429 0.476 0.762 0.952 1.000 1.000 0.337 0.417 0.466 0.483 0.517 0.534 0.583 0.663 
m5c94r2.htb 20.000 0.000 0.050 0.200 0.400 0.650 0.900 1.000 1.000 0.952 0.375 0.512 0.445 0.511 0.489 0.555 0.487 0.625 
m5c95r2.htb 27.000 0.000 0.074 0.296 0.667 0.630 0.667 0.926 1.000 1.000 0.552 0.404 0.444 0.518 0.482 0.556 0.596 0.448 
m5c100r2.htb 30.000 0.000 0.000 0.167 0.300 0.400 0.667 0.900 1.000 1.000 0.345 0.297 0.412 0.401 0.599 0.588 0.703 0.655 
m5c103r2.htb 11.000 0.083 0.000 0.273 0.545 0.636 0.727 1.000 1.000 1.000 0.000 0.000 0.421 0.269 0.731 0.579 1.000 1.000 
m5c107r2.htb 40.000 0.000 0.025 0.225 0.400 0.500 0.825 0.950 1.000 1.000 0.454 0.496 0.495 0.539 0.461 0.505 0.504 0.546 
m5c108r3.htb 23.000 0.000 0.174 0.435 0.583 0.522 0.750 0.958 1.000 1.000 0.542 0.399 0.466 0.516 0.484 0.534 0.601 0.458 
m5c109r2.htb 34.000 0.000 0.088 0.200 0.400 0.571 0.743 0.943 0.971 1.000 0.295 0.381 0.452 0.539 0.461 0.548 0.619 0.705 
m5c111r2.htb 20.000 0.050 0.050 0.200 0.500 0.650 0.600 0.850 1.000 1.000 0.427 0.462 0.431 0.551 0.449 0.569 0.537 0.573 
m5c118r2.htb 39.000 0.000 0.000 0.154 0.205 0.564 0.692 0.846 0.974 1.000 0.036 0.309 0.410 0.430 0.570 0.590 0.691 0.964 
m5c125r2.htb 45.000 0.000 0.022 0.178 0.356 0.533 0.711 0.933 0.956 1.000 0.044 0.131 0.302 0.353 0.647 0.698 0.869 0.956 
m5c128r2.htb 30.000 0.000 0.000 0.167 0.367 0.567 0.600 0.800 0.900 1.000 0.390 0.573 0.520 0.474 0.526 0.480 0.427 0.610 
m5c129r2.htb 33.000 0.000 0.000 0.061 0.212 0.242 0.424 0.515 0.939 1.000 0.025 0.221 0.332 0.430 0.570 0.668 0.779 0.975 
m5c135r2.htb 16.000 0.000 0.000 0.000 0.125 0.125 0.375 0.500 0.938 1.000 0.049 0.246 0.516 0.477 0.523 0.484 0.754 0.951 
m5c140r2.htb 32.000 0.000 0.000 0.063 0.281 0.364 0.485 0.875 0.818 1.000 0.425 0.404 0.542 0.540 0.460 0.458 0.596 0.575 
m5c152r2.htb 23.000 0.000 0.000 0.087 0.478 0.304 0.435 0.565 1.000 1.000 0.288 0.386 0.459 0.612 0.388 0.541 0.614 0.712 
m5c154r2.htb 40.000 0.000 0.050 0.200 0.300 0.450 0.625 0.675 0.950 1.000 0.292 0.269 0.380 0.488 0.512 0.620 0.731 0.708 
m5c156r2.htb 21.000 0.000 0.000 0.227 0.318 0.500 0.591 0.667 1.000 0.952 0.289 0.454 0.368 0.506 0.494 0.632 0.546 0.711 
m5c159r2.htb 20.000 0.000 0.000 0.100 0.100 0.350 0.450 0.850 0.850 1.000 0.381 0.488 0.300 0.425 0.575 0.700 0.512 0.619 
m5c163r2.htb 27.000 0.000 0.036 0.107 0.357 0.357 0.464 0.643 0.964 1.000 0.323 0.427 0.615 0.540 0.460 0.385 0.573 0.677 
m5c164r3.htb 20.000 0.000 0.000 0.100 0.250 0.400 0.450 0.800 0.900 1.000 0.027 0.255 0.446 0.429 0.571 0.554 0.745 0.973 
m5c166r2.htb 24.000 0.000 0.000 0.125 0.375 0.375 0.333 0.667 0.958 1.000 0.387 0.507 0.474 0.479 0.521 0.526 0.493 0.613 
m5c167r2.htb 20.000 0.000 0.000 0.143 0.300 0.571 0.476 0.900 1.000 1.000 0.170 0.456 0.344 0.615 0.385 0.656 0.544 0.830 
m5c170r2.htb 45.000 0.000 0.000 0.222 0.378 0.489 0.689 0.711 0.978 1.000 0.000 0.046 0.243 0.494 0.506 0.757 0.954 1.000 
