FILE	         Coher	 repet	 Ve_P_u	 Vi_P_u	 co_P_u	 Ve_P_thr	 vi_P_th	 Co_P_thr	 Ve_N_u	 Vi_N_u	 co_N_u	 Ve_N_thr	 vi_N_th	 Co_N_thr	 Ves_CP	 Vis_CP	 Com_CP	 Ves_p	 Vis_p	 Com_p	 sign	 vesMax	 visMax	 coMax	
m2c197r2.htb 4.187 1.513 1.438 0.078 0.176 0.287 0.334 0.666 0.713 0.824 0.922 
m2c198r2.htb 6.791 3.527 3.855 0.127 0.290 0.226 0.324 0.676 0.774 0.710 0.873 
m2c199r2.htb 7.014 6.129 4.796 0.146 0.268 0.401 0.533 0.467 0.599 0.732 0.854 
m2c200r2.htb 4.428 3.158 2.958 0.079 0.136 0.389 0.491 0.509 0.611 0.864 0.921 
m2c202r2.htb 35.094 13.403 21.808 0.433 0.403 0.502 0.426 0.574 0.498 0.597 0.567 
m2c214r2.htb 5.952 1.789 1.369 0.108 0.274 0.325 0.348 0.652 0.675 0.726 0.892 
m2c220r2.htb 21.992 3.612 7.545 0.351 0.406 0.607 0.310 0.690 0.393 0.594 0.649 
m2c221r2.htb 9.666 60.696 5.132 0.193 0.431 0.334 0.343 0.657 0.666 0.569 0.807 
m2c223r2.htb 13.238 51.182 5.904 0.257 0.411 0.434 0.412 0.588 0.566 0.589 0.743 
m2c226r2.htb 3.827 5.678 3.899 0.029 0.169 0.326 0.469 0.531 0.674 0.831 0.971 
m2c231r2.htb 12.729 5.643 8.397 0.303 0.367 0.368 0.401 0.599 0.632 0.633 0.697 
m2c233r2.htb 92.295 11.145 15.628 0.464 0.466 0.381 0.481 0.519 0.619 0.534 0.536 
m2c236r2.htb 7.575 26.375 13.749 0.206 0.230 0.332 0.343 0.657 0.668 0.770 0.794 
m2c237r2.htb 19.224 3.741 3.224 0.330 0.452 0.319 0.524 0.476 0.681 0.548 0.670 
m2c240r2.htb 39.843 12.269 10.925 0.438 0.417 0.424 0.474 0.526 0.576 0.583 0.562 
m2c241r2.htb 45.238 15.914 18.966 0.404 0.496 0.524 0.632 0.368 0.476 0.504 0.596 
m2c242r2.htb 3.914 6.080 2.598 0.008 0.181 0.454 0.498 0.502 0.546 0.819 0.992 
m2c244r2.htb 32.308 30.338 215.283 0.423 0.285 0.594 0.471 0.529 0.406 0.715 0.577 
m2c247r2.htb 24.664 2.112 3.247 0.427 0.270 0.329 0.691 0.309 0.671 0.730 0.573 
m2c252r2.htb 10.889 8.770 40.919 0.282 0.241 0.437 0.520 0.480 0.563 0.759 0.718 
m2c254r2.htb 3.854 5.991 3.118 0.021 0.213 0.289 0.322 0.678 0.711 0.787 0.979 
m2c258r2.htb 208.423 7.592 16.512 0.461 0.529 0.507 0.517 0.483 0.493 0.471 0.539 
m2c260r2.htb 22.554 5.055 5.304 0.342 0.487 0.325 0.513 0.487 0.675 0.513 0.658 
m2c262r2.htb 42.203 9.009 169.227 0.390 0.482 0.553 0.646 0.354 0.447 0.518 0.610 
m2c364r2.htb 37.687 3.783 3.346 0.366 0.536 0.493 0.698 0.302 0.507 0.464 0.634 
m2c365r2.htb 27.684 53.337 32.512 0.372 0.415 0.588 0.477 0.523 0.412 0.585 0.628 
m2c368r2.htb 33.442 15.337 7.370 0.401 0.449 0.493 0.443 0.557 0.507 0.551 0.599 
m2c369r2.htb 83.505 39.590 11.776 0.480 0.451 0.455 0.527 0.473 0.545 0.549 0.520 
m2c370r2.htb 5.564 7.237 4.659 0.092 0.234 0.271 0.569 0.431 0.729 0.766 0.907 
m2c372r2.htb 40.987 9.105 7.389 0.433 0.418 0.481 0.428 0.572 0.519 0.582 0.567 
m2c374r2.htb 5.137 27.782 80.207 0.089 0.191 0.311 0.433 0.567 0.689 0.809 0.911 
