FILE	          coherence	  Ves_bias	 Ves_thresh	 Vis_bias	 Vis_thresh	 Comb_bias	 comb_thresh	
m6c0r7.htb	  50.00	       -3.8722	      24.9045	     
m6c0r1.htb	  50.00	       2.7605	      22.5021	     
m6c0r2.htb	  50.00	       1.8432	      18.8172	     
m6c0r3.htb	  50.00	       4.1672	      16.4862	     
m6c0r4.htb	  50.00	       9.4298	      26.3401	     
m6c0r5.htb	  50.00	       -3.0071	      34.2089	     
m6c0r6.htb	  50.00	       -1.1729	      14.0473	     
m6c0r7.htb	  50.00	       -3.8722	      24.9045	     
m6c0r8.htb	  50.00	       5.8648	      20.2682	     
m6c0r9.htb	  50.00	       5.4124	      17.3116	     
m6c0r10.htb	  50.00	       1.3653	      11.9505	     
m6c0r11.htb	  50.00	       -2.5677	      22.2637	     
m6c0r12.htb	  50.00	       -0.9224	      13.3757	     
m6c0r13.htb	  50.00	       0.7815	      29.8900	     
m6c0r14.htb	  50.00	       2.7709	      13.3807	     
m6c0r15.htb	  50.00	       -4.1484	      13.9287	     
m6c0r16.htb	  50.00	       2.7247	      19.1403	     
m6c0r17.htb	  50.00	       -3.2465	      21.6752	     
m6c0r18.htb	  50.00	       -0.4603	      22.9331	     
m6c0r19.htb	  50.00	       0.7900	      10.0730	     
m6c0r20.htb	  50.00	       6.0107	      21.1434	     
m6c0r21.htb	  50.00	       -0.4336	      12.7283	     
m6c0r22.htb	  50.00	       0.0832	      17.5762	     
m6c0r23.htb	  50.00	       0.1116	      13.9477	     
m6c0r24.htb	  50.00	       0.6268	      17.7075	     
m6c0r25.htb	  50.00	       -1.1207	      17.7503	     
m6c0r26.htb	  50.00	       0.8008	      17.7782	     
m6c0r27.htb	  50.00	       1.3718	      12.2599	     
m6c0r28.htb	  50.00	       0.2312	      11.2917	     
m6c0r29.htb	  50.00	       -0.1522	      11.5355	     
m6c0r30.htb	  50.00	       1.0426	      9.4335	     
m6c0r31.htb	  50.00	       -2.0373	      14.3976	     
m6c0r32.htb	  50.00	       2.3385	      10.9131	     
m6c0r33.htb	  50.00	       1.3549	      8.5579	     
m6c0r34.htb	  50.00	       0.4502	      10.2410	     
m6c0r35.htb	  50.00	       0.0324	      7.5302	     
m6c0r36.htb	  50.00	       0.7229	      9.8832	     
m6c0r37.htb	  50.00	       0.0698	      6.5452	     
m6c0r38.htb	  50.00	       -1.3610	      8.8952	     
m6c0r39.htb	  50.00	       -1.7169	      5.0106	     
m6c0r40.htb	  50.00	       0.4910	      6.6091	     
m6c0r41.htb	  50.00	       0.2298	      4.2964	     
m6c0r42.htb	  50.00	       -1.6367	      5.6284	     
m6c0r43.htb	  50.00	       1.2823	      6.1910	     
m6c0r44.htb	  50.00	       -0.0241	      3.3897	     
m6c0r45.htb	  50.00	       -0.2335	      3.2165	     
m6c0r46.htb	  50.00	       0.1731	      2.6859	     
m6c0r47.htb	  50.00	       -0.0428	      2.4815	     
m6c0r48.htb	  50.00	       0.4079	      2.8626	     
m6c0r49.htb	  50.00	       -1.7689	      2.7700	     
m6c0r50.htb	  50.00	       -0.2975	      2.0085	     
m6c0r51.htb	  50.00	       0.0298	      1.7872	     
m6c0r52.htb	  50.00	       0.3697	      2.2608	     
m6c0r53.htb	  50.00	       0.2840	      1.5666	     
m6c0r54.htb	  50.00	       -1.0730	      2.0625	     
m6c0r55.htb	  50.00	       -0.4199	      1.8282	     
m6c0r56.htb	  50.00	       -1.0681	      1.8569	     
m6c0r57.htb	  50.00	       0.2235	      1.5122	     
m6c0r58.htb	  50.00	       0.0793	      1.2299	     
m6c0r59.htb	  50.00	       -0.4758	      1.6780	     
m6c0r60.htb	  50.00	       0.0735	      1.5855	     
m6c0r61.htb	  50.00	       0.2597	      1.5289	     
m6c0r62.htb	  50.00	       0.0061	      1.6092	     
m6c0r63.htb	  0.00	       -0.1656	      1.4860	     0.4797	      2.0817	     
m6c0r64.htb	  0.00	       -0.3947	      1.3348	     0.1020	      1.4852	     
m6c0r65.htb	  0.00	       0.0213	      1.0217	     0.2009	      1.6916	     
m6c0r66.htb	  3.00	       -1.2986	      1.2136	     -0.9938	      1.6632	     
m6c0r67.htb	  6.00	       0.4685	      1.7861	     -0.1828	      2.2388	     
m6c0r68.htb	  9.00	       0.1019	      1.1501	     -0.4579	      2.3080	     
m6c0r69.htb	  12.00	       1.5096	      1.7716	     0.7794	      1.3589	     
m6c0r70.htb	  12.00	       0.6318	      2.2196	     0.6450	      1.2412	     
m6c0r71.htb	  12.00	       -0.7627	      1.7819	     -0.7799	      1.3712	     
m6c0r72.htb	  15.00	       0.1395	      1.1728	     -0.0614	      1.4470	     
m6c0r73.htb	  18.00	       -0.1518	      1.0469	     -0.2956	      1.3528	     
m6c0r74.htb	  21.00	       -0.2926	      1.5393	     -0.6690	      1.9867	     
m6c0r75.htb	  20.00	       0.5865	      1.2569	     1.4021	      1.8566	     
m6c0r76.htb	  20.00	       -0.0429	      1.3477	     0.3684	      1.8307	     
m6c0r77.htb	  22.00	       -0.7259	      1.8208	     0.1914	      1.7367	     
m6c0r78.htb	  24.00	       -0.3323	      1.3475	     -0.1588	      1.4987	     
m6c0r79.htb	  26.00	       0.3198	      1.2830	     0.3783	      1.3670	     
m6c0r80.htb	  28.00	       -0.3471	      1.7535	     0.4303	      1.4695	     
m6c0r81.htb	  30.00	       0.0269	      1.5298	     14.3541	      28.6039	     0.4070	      1.9486	
m6c0r82.htb	  30.00	       -0.8312	      1.6958	     0.3960	      1.0497	     
m1c534r1.htb	  25.00	       64.8420	      25.8112	     
m6c0r83.htb	  40.00	       -0.7964	      1.5855	     3.2422	      13.1250	     0.2412	      1.5746	
