FILE	         Coher	 repet	 Ve_N_u	 Ve_N_thr	 vi_N_u	 Vi_N_thr	 co_N_u	 Co_N_thr	 Ves_CP	 Vis_CP	 Com_CP	 Ves_p	 Vis_p	 Com_p	
m2c374r2.htb 0.958 
m2c378r2.htb 1.671 
m2c382r2.htb 0.975 
m2c403r2.htb 0.822 
m2c417r2.htb 0.507 
m2c423r2.htb 0.795 
m2c427r2.htb 0.900 
m2c429r2.htb 0.866 
m2c432r2.htb 0.872 
m2c436r2.htb 1.381 
m2c441r2.htb 1.370 
m2c443r2.htb 0.992 
m2c445r2.htb 1.216 
m2c450r2.htb 0.853 
m5c92r2.htb 0.589 
m5c94r2.htb 0.933 
m5c95r2.htb 1.095 
m5c100r2.htb 1.302 
m5c103r2.htb 1.854 
m5c109r2.htb 1.351 
m5c118r2.htb 1.015 
m5c125r2.htb 1.012 
m5c128r2.htb 1.186 
m5c129r2.htb 1.731 
m5c140r2.htb 1.031 
m5c152r2.htb 0.994 
m5c154r2.htb 0.853 
m5c156r2.htb 0.895 
m5c159r2.htb 0.894 
m5c163r2.htb 0.808 
m5c164r3.htb 1.476 
m5c166r2.htb 1.151 
m5c167r2.htb 1.365 
m2c163r2.htb 0.974 
