FILE	         Spon	 HTIve	 HTIvi	 VesP	 VisP	 VesPre	 VisPre	 VesSlo	 Vis
m5c417r1.htb 84.818 120.297 127.475 105.281 109.158 102.228 116.089 100.000 108.251 110.891 117.492 4.972 8.223 3.891 14.539 12.536 10.565 11.561 4.585 16.841 9.774 143.564 154.455 143.564 145.050 156.106 139.274 108.911 101.485 116.832 129.043 8.644 7.976 12.380 2.741 8.600 9.044 10.509 12.353 5.801 6.868 
m5c418r1.htb 110.891 147.195 139.934 123.102 126.073 136.304 148.845 121.452 138.614 144.884 133.003 12.991 2.459 10.250 16.602 18.659 25.631 12.991 16.148 6.800 8.920 148.515 145.215 144.224 184.818 180.858 152.475 138.284 139.274 151.485 145.215 17.586 17.353 6.353 6.907 8.353 14.752 3.981 13.654 2.524 6.617 
m5c420r1.htb 121.122 135.314 143.234 128.383 131.683 155.446 159.736 160.396 128.713 144.224 139.604 7.712 13.141 2.829 11.003 8.074 2.021 18.364 20.158 8.294 12.207 149.175 160.066 154.125 131.353 119.802 99.010 106.931 114.191 142.244 164.356 15.738 9.934 13.903 13.029 17.249 6.895 19.339 18.554 23.889 15.355 
m5c421r1.htb 74.257 89.439 77.558 82.508 90.429 95.545 93.399 79.538 84.818 87.789 87.459 6.117 3.524 11.121 12.628 6.090 6.036 3.856 9.934 14.388 13.509 74.917 71.947 77.228 94.719 120.132 102.970 91.749 92.079 96.370 75.578 7.013 4.501 12.737 1.617 5.301 4.850 1.762 12.833 16.168 7.486 
m5c422r1.htb 81.436 122.772 105.611 91.419 91.337 87.789 92.327 95.050 95.050 93.729 98.680 10.113 14.029 4.862 4.699 12.331 13.997 8.650 12.537 22.624 16.659 83.168 100.660 106.601 112.541 135.314 137.294 134.323 157.921 147.195 99.010 8.244 11.509 3.891 4.290 19.270 21.830 12.050 16.158 11.351 3.477 
m5c423r1.htb 86.799 110.891 109.571 114.191 112.871 103.630 123.762 104.620 103.300 117.162 120.792 28.875 9.244 51.719 19.752 20.972 17.163 18.261 14.008 21.100 26.961 84.158 81.188 87.129 119.142 133.003 147.525 145.545 172.277 176.238 131.023 12.833 14.669 16.404 3.856 13.654 28.593 18.903 42.913 14.159 28.869 
m5c424r1.htb 90.099 116.172 117.822 132.673 106.271 146.865 136.304 141.914 145.215 165.347 149.835 0.404 3.638 9.876 9.531 25.139 5.255 11.383 8.204 14.551 11.339 64.686 52.805 65.017 93.399 149.835 183.498 180.198 217.822 228.383 101.320 5.255 9.244 9.110 4.662 26.496 11.209 6.103 10.595 28.077 9.557 
m5c425r1.htb 98.350 138.614 119.142 122.772 100.000 116.502 135.644 122.442 128.053 149.505 115.512 20.626 24.507 18.243 7.001 23.683 8.074 14.422 28.733 14.211 18.059 100.000 63.036 85.479 126.733 164.686 162.046 140.594 158.086 145.545 88.119 12.267 16.705 4.917 3.705 36.090 26.937 21.293 11.209 17.163 8.938 
m5c427r1.htb 34.901 46.865 58.416 45.297 41.584 33.333 47.030 49.175 39.604 29.703 38.614 9.311 11.561 1.351 3.570 2.877 2.741 5.187 3.025 0.572 8.003 106.436 76.238 80.198 59.406 75.908 122.442 133.663 107.591 108.581 122.772 4.239 8.303 3.183 7.859 7.719 7.928 3.025 7.761 6.112 11.390 
m5c428r1.htb 49.175 65.347 70.297 59.406 77.888 68.977 67.657 82.838 91.749 81.518 78.548 7.890 10.936 7.952 25.410 11.339 9.709 4.766 10.533 7.962 2.651 151.815 206.271 216.172 202.970 225.083 190.759 157.096 138.614 129.703 155.776 1.457 14.523 24.467 11.568 27.522 22.862 22.926 14.297 14.818 5.301 
