FILE	         Spon	 HTIve	 HTIvi	 VesP	 VisP	 VesPre	 VisPre	 VesSlo	 Vis
m13c86r1.htb 0.675 0.907 0.612 0.901 
m13c86r2.htb 0.642 0.456 0.834 0.765 
m13c89r1.htb 0.744 1.500 0.780 0.878 
m13c89r2.htb -0.898 1.884 0.675 0.781 
m13c91r1.htb 0.906 1.381 0.751 0.884 
m13c91r2.htb 3.978 1.541 0.872 0.826 
m13c94r1.htb 0.854 0.755 0.588 0.747 
m13c94r2.htb 0.741 0.468 0.762 0.564 
m13c99r1.htb 0.901 1.778 0.706 0.890 
m13c99r2.htb 2.937 1.224 0.850 0.862 
m13c102r1.htb 4.333 0.970 0.434 0.780 
m13c102r2.htb 1.041 1.580 0.759 0.628 
m13c105r1.htb 0.795 1.322 0.821 0.915 
m13c105r2.htb 1.193 0.887 0.848 0.827 
m13c108r1.htb 0.713 1.628 0.662 0.892 
m13c108r2.htb 2.256 0.907 0.732 0.740 
m13c111r1.htb 0.727 1.642 0.890 0.914 
m13c111r2.htb 13.071 1.022 0.832 0.927 
m13c123r1.htb 0.709 1.514 0.761 0.894 
m13c123r2.htb 6.137 1.201 0.840 0.790 
m13c126r1.htb Inf 1.103 0.533 0.764 
m13c126r2.htb 2.101 3.743 0.710 0.636 
m13c133r1.htb 0.779 -51.875 0.857 0.860 
m13c133r2.htb -0.897 1.244 0.700 0.885 
m13c137r1.htb 0.777 1.093 0.728 0.871 
m13c137r2.htb 6.264 0.821 0.714 0.667 
m13c146r1.htb 0.906 1.804 0.621 0.845 
m13c146r2.htb 4.506 0.882 0.808 0.710 
m13c150r1.htb 0.604 1.781 0.673 0.881 
m13c150r2.htb 2.844 0.846 0.785 0.740 
m13c154r1.htb 0.842 1.262 0.744 0.919 
m13c154r2.htb 2.542 1.063 0.722 0.808 
m13c157r1.htb 0.679 2.402 0.427 0.838 
m13c157r2.htb -35.962 3.382 0.768 0.791 
m13c160r1.htb 0.725 1.289 0.590 0.805 
m13c160r2.htb 0.806 0.623 0.694 0.705 
m13c163r1.htb 0.755 1.249 0.803 0.910 
m13c163r2.htb 2.158 1.075 0.815 0.812 
m13c171r1.htb 0.366 0.776 0.445 0.796 
m13c171r2.htb 1.141 0.454 0.729 0.610 
m13c174r1.htb 0.795 0.997 0.810 0.856 
m13c174r2.htb 1.109 0.924 0.774 0.829 
m13c177r1.htb 0.720 1.576 0.842 0.909 
m13c177r2.htb -4.000 1.017 0.786 0.889 
m13c180r1.htb 0.473 1.154 0.751 0.934 
m13c180r2.htb 1.527 0.683 0.847 0.835 
m13c189r1.htb 0.914 1.176 0.766 0.838 
m13c189r2.htb 1.495 1.068 0.765 0.874 
m13c192r1.htb 1.194 1.144 0.599 0.872 
m13c192r2.htb 1.278 0.777 0.711 0.746 
m13c202r1.htb 0.587 1.109 0.553 0.834 
m13c202r2.htb 1.164 0.428 0.586 0.656 
m13c207r1.htb 0.882 0.687 0.631 0.836 
m13c207r2.htb 0.664 0.879 0.765 0.845 
m13c211r1.htb 0.479 0.781 0.689 0.849 
m13c211r2.htb 0.672 0.471 0.768 0.603 
m13c217r1.htb 0.660 0.922 0.710 0.788 
m13c217r2.htb 0.564 0.833 0.608 0.781 
m13c220r1.htb 1.089 -4.568 0.772 0.663 
m13c220r2.htb -1.897 1.740 0.721 0.850 
m13c228r1.htb 0.861 1.100 0.586 0.725 
m13c228r2.htb -88.333 2.912 0.782 0.707 
m13c232r1.htb 4.871 3.136 0.740 0.796 
m13c232r2.htb -41.538 4.900 0.744 0.828 
m13c235r1.htb 1.923 2.814 0.551 0.821 
m13c235r2.htb 4.767 0.824 0.746 0.662 
m13c240r1.htb 0.798 1.227 0.738 0.842 
m13c240r2.htb 4.195 1.489 0.708 0.825 
m13c249r1.htb 0.637 0.905 0.512 0.789 
m13c249r2.htb 0.480 0.386 0.695 0.687 
m13c254r1.htb 1.289 1.337 0.590 0.858 
m13c254r2.htb 1.413 0.492 0.790 0.630 
m13c259r1.htb 1.152 1.241 0.664 0.757 
m13c259r2.htb 4.200 1.461 0.701 0.586 
m13c270r1.htb 0.909 0.791 0.670 0.803 
m13c270r2.htb 0.782 0.866 0.764 0.737 
m13c275r1.htb 0.802 0.806 0.674 0.888 
m13c275r2.htb 0.663 0.476 0.831 0.616 
m13c279r1.htb 0.897 0.943 0.757 0.777 
m13c279r2.htb 1.256 0.926 0.619 0.791 
m13c283r1.htb 1.417 1.126 0.683 0.786 
m13c283r2.htb 1.825 2.875 0.793 0.751 
m13c287r1.htb 1.263 0.883 0.727 0.882 
m13c287r2.htb 0.704 1.263 0.825 0.776 
m13c291r1.htb 1.379 2.713 0.616 0.774 
m13c291r2.htb 0.812 0.722 0.633 0.744 
m13c295r1.htb 0.771 0.994 0.682 0.873 
m13c295r2.htb 0.685 0.619 0.673 0.715 
m13c298r1.htb 0.884 1.164 0.807 0.834 
m13c298r2.htb 1.009 0.849 0.735 0.817 
m13c301r1.htb 0.680 1.168 0.825 0.921 
m13c301r2.htb 2.069 1.198 0.847 0.876 
m13c305r1.htb 0.736 0.897 0.829 0.859 
m13c305r2.htb 0.862 0.647 0.890 0.869 
m13c308r1.htb 0.453 0.942 0.534 0.815 
m13c308r2.htb 0.966 0.912 0.816 0.692 
m13c312r1.htb 0.826 1.162 0.714 0.915 
m13c312r2.htb 1.898 2.067 0.708 0.592 
m13c321r1.htb 1.101 1.616 0.713 0.915 
m13c321r2.htb 0.550 0.412 0.799 0.719 
m13c324r1.htb 2.453 1.944 0.596 0.842 
m13c324r2.htb 0.626 0.464 0.685 0.657 
m13c327r1.htb 0.867 0.675 0.720 0.855 
m13c327r2.htb 1.007 0.941 0.702 0.774 
