FILE	         Spon	 HTIve	 HTIvi	 VesP	         VisP	  VesPre	   VisPre	   VesSlo	    VisSlo      minVes      minVis     maxVes       maxVis
m2c65r1.htb	 0.50	    0.51	   0.40	   0.11	   0.00	   25.42	    29.18	   123.75	    101.25	    0.25	    3.63	   4.70	    32.43	    
m2c69r1.htb	 19.60	    0.02	   0.44	   0.43	   0.00	   194.38	    231.12	   157.50	    123.75	    28.32	    18.42	   39.21	    34.26	    
m2c74r1.htb	 0.20	    0.24	   0.61	   0.10	   0.00	   106.74	    54.30	   123.75	    123.75	    1.19	    1.39	   5.94	    42.38	    
m2c75r1.htb	 9.11	    0.21	   0.12	   0.80	   0.00	   35.15	    140.66	   123.75	    123.75	    6.14	    11.68	   8.51	    22.97	    
m2c76r1.htb	 7.26	    0.46	   0.11	   0.14	   0.01	   183.51	    245.10	   56.25	    101.25	    6.60	    4.95	   11.29	    11.06	    
m2c80r1.htb	 14.85	    0.10	   0.12	   0.28	   0.00	   307.48	    77.95	   56.25	    78.75	    25.74	    21.39	   38.22	    72.67	    
m2c85r1.htb	 0.79	    0.43	   0.87	   0.75	   0.00	   188.86	    149.28	   78.75	    101.25	    0.00	    0.00	   1.24	    42.57	    
m2c88r1.htb	 8.75	    0.08	   0.74	   0.30	   0.00	   22.29	    180.32	   247.50	    101.25	    9.90	    4.16	   21.78	    28.71	    
m2c89r1.htb	 5.28	    0.32	   0.17	   0.19	   0.00	   3.55	    138.09	   123.75	    101.25	    6.14	    13.66	   10.30	    25.15	    
m2c95r1.htb	 1.49	    0.15	   0.41	   0.93	   0.00	   319.28	    208.40	   22.50	    123.75	    1.39	    1.39	   3.56	    6.14	    
m2c96r1.htb	 6.19	    0.06	   0.45	   0.24	   0.00	   175.67	    53.49	   78.75	    101.25	    22.77	    21.78	   38.37	    148.51	    
m2c104r1.htb	 11.72	    0.07	   0.28	   0.32	   0.00	   39.54	    239.89	   101.25	    78.75	    11.49	    15.05	   20.99	    34.65	    
m2c105r1.htb	 12.87	    0.29	   0.16	   0.83	   0.00	   195.21	    134.42	   56.25	    101.25	    8.58	    32.34	   13.20	    60.40	    
m2c107r1.htb	 20.63	    0.48	   0.31	   0.23	   0.00	   285.37	    347.96	   56.25	    78.75	    17.03	    8.51	   24.95	    19.01	    
m2c108r1.htb	 22.28	    0.70	   0.30	   0.42	   0.00	   139.44	    346.35	   101.25	    101.25	    17.16	    11.55	   26.40	    31.35	    
m2c111r1.htb	 21.19	    0.09	   0.11	   0.24	   0.00	   300.34	    92.61	   101.25	    56.25	    6.14	    3.96	   14.60	    14.85	    
m2c117r1.htb	 0.00	    0.06	   0.66	   0.24	   0.00	   247.87	    222.56	   56.25	    292.50	    0.99	    0.50	   4.95	    61.14	    
m2c118r1.htb	 5.94	    0.12	   0.60	   0.29	   0.01	   295.88	    206.53	   56.25	    56.25	    9.31	    4.16	   19.80	    14.06	    
m2c122r1.htb	 1.19	    0.33	   0.28	   0.22	   0.00	   195.96	    118.42	   101.25	    123.75	    0.00	    9.16	   1.24	    34.16	    
m2c123r1.htb	 14.65	    0.17	   0.73	   0.46	   0.00	   211.08	    126.23	   101.25	    78.75	    16.24	    11.49	   23.51	    42.57	    
m2c124r1.htb	 16.50	    0.08	   0.23	   0.25	   0.00	   62.73	    111.36	   123.75	    78.75	    27.33	    22.38	   33.07	    43.56	    
m2c132r1.htb	 1.39	    0.33	   0.62	   0.28	   0.00	   191.63	    4.26	   123.75	    78.75	    0.99	    2.18	   4.55	    28.91	    
m2c201r1.htb	 7.13	    0.38	   0.69	   0.36	   0.00	   188.79	    37.80	   123.75	    101.25	    7.52	    4.16	   14.65	    53.07	    
m2c207r1.htb	 10.30	    0.31	   0.69	   0.35	   0.00	   160.62	    159.31	   101.25	    101.25	    12.67	    7.33	   21.78	    84.36	    
m2c209r1.htb	 21.19	    0.23	   0.36	   0.43	   0.00	   354.92	    194.88	   292.50	    101.25	    26.93	    29.11	   40.99	    68.51	    
m2c215r1.htb	 11.29	    0.25	   0.61	   0.21	   0.00	   284.86	    4.80	   123.75	    78.75	    3.96	    0.20	   10.50	    23.96	    
m2c218r1.htb	 11.88	    0.55	   0.53	   0.19	   0.00	   93.32	    173.54	   157.50	    78.75	    9.16	    7.92	   18.07	    26.24	    
m2c219r1.htb	 60.40	    0.14	   0.70	   0.39	   0.00	   302.61	    196.95	   101.25	    101.25	    72.77	    28.47	   106.34	    161.63	    
m2c225r1.htb	 3.56	    0.46	   0.44	   0.17	   0.00	   141.33	    121.89	   123.75	    78.75	    3.56	    5.54	   10.89	    27.52	    
m2c227r1.htb	 13.07	    0.22	   0.78	   0.56	   0.00	   256.55	    180.48	   202.50	    101.25	    12.48	    7.13	   28.22	    53.22	    
m2c229r1.htb	 14.85	    0.22	   0.74	   0.06	   0.00	   268.94	    283.61	   56.25	    247.50	    18.53	    3.63	   26.07	    54.29	    
m2c232r1.htb	 6.60	    0.10	   0.85	   0.50	   0.00	   335.97	    272.64	   78.75	    247.50	    7.33	    0.79	   11.49	    45.35	    
m2c234r1.htb	 0.79	    0.25	   0.96	   0.49	   0.00	   68.25	    92.19	   78.75	    78.75	    1.58	    0.00	   5.54	    58.81	    
m2c235r1.htb	 6.93	    0.27	   0.73	   0.62	   0.00	   24.37	    128.45	   56.25	    78.75	    7.13	    6.14	   14.46	    117.82	    
m2c243r1.htb	 6.73	    0.07	   0.69	   0.14	   0.00	   7.47	    42.79	   337.50	    101.25	    9.65	    3.47	   20.79	    55.94	    
m2c246r1.htb	 24.75	    0.30	   0.73	   0.55	   0.00	   55.71	    17.86	   101.25	    101.25	    20.40	    5.15	   30.89	    79.80	    
m2c251r1.htb	 2.18	    0.12	   0.71	   0.50	   0.00	   41.25	    183.40	   56.25	    101.25	    4.21	    1.73	   9.65	    69.31	    
m2c258r1.htb	 8.91	    0.17	   0.60	   0.02	   0.00	   2.23	    177.82	   292.50	    123.75	    12.71	    7.72	   38.22	    42.74	    
m2c258r1.htb	 9.70	    0.14	   0.64	   0.03	   0.00	   10.69	    172.32	   123.75	    101.25	    16.22	    8.58	   29.85	    27.86	    
m2c258r1.htb	 8.91	    0.17	   0.64	   0.05	   0.00	   8.89	    176.83	   292.50	    123.75	    12.67	    6.68	   39.36	    40.20	    
m5c2r1.htb	 18.81	    0.14	   0.54	   0.00	   0.00	   198.29	    93.91	   78.75	    78.75	    20.40	    15.84	   44.55	    74.46	    
m2c257r1.htb	 12.67	    0.09	   0.73	   0.98	   0.00	   290.87	    187.56	   78.75	    101.25	    22.03	    2.23	   30.69	    92.82	    
m2c260r1.htb	 10.69	    0.12	   0.26	   0.11	   0.00	   332.04	    208.24	   101.25	    101.25	    12.87	    16.58	   20.40	    33.86	    
m2c260r1.htb	 10.69	    0.11	   0.25	   0.03	   0.00	   313.85	    208.37	   78.75	    101.25	    12.87	    16.58	   20.30	    32.67	    
m2c262r1.htb	 1.13	    0.32	   0.15	   0.00	   0.00	   312.24	    131.04	   78.75	    101.25	    7.43	    8.25	   27.23	    20.30	    
m2c265r1.htb	 9.31	    0.50	   0.72	   0.34	   0.00	   67.76	    4.04	   123.75	    78.75	    7.13	    2.97	   14.26	    18.81	    
m5c4r1.htb	 33.66	    0.24	   0.13	   0.03	   0.00	   215.79	    183.40	   78.75	    123.75	    35.50	    41.73	   53.47	    57.28	    
m5c6r1.htb	 37.62	    0.16	   0.38	   0.02	   0.00	   272.66	    283.95	   56.25	    123.75	    46.53	    40.20	   79.80	    104.16	    
