FILE	         Spon	 HTIve	 HTIvi	 VesP	 VisP	 VesPre	 VisPre	 VesSlo	 Vis
m2c179r1.htb 11.881 33.638 12.334 0.000 0.044 31.485 33.861 31.881 24.158 20.594 11.485 7.525 5.545 7.921 17.426 2.359 1.962 2.675 4.000 1.418 0.965 1.192 0.965 1.213 0.564 6.931 6.139 8.911 15.248 5.941 3.168 5.347 4.752 5.941 14.455 1.356 1.962 2.186 2.835 4.007 1.502 1.426 2.053 1.565 3.681 
m2c180r1.htb 17.327 286.636 338.339 0.068 0.000 23.762 23.564 20.000 16.634 17.624 20.792 24.092 25.149 18.218 25.347 1.819 1.281 1.764 0.734 1.729 3.111 1.870 2.610 2.390 1.589 41.980 33.069 30.099 22.970 20.627 21.782 21.980 25.347 30.693 40.198 2.587 1.243 1.291 1.073 1.229 2.778 1.693 1.805 1.443 1.338 
m2c181r1.htb 18.020 112.089 218.878 0.000 0.000 26.139 35.842 50.099 59.802 62.970 60.594 47.723 17.030 5.545 15.050 3.780 5.550 5.269 3.681 2.814 2.053 2.582 3.273 1.243 2.510 13.465 12.871 12.475 19.406 17.822 26.337 24.158 27.129 29.109 23.960 2.059 2.756 1.469 1.968 2.778 2.338 3.295 1.085 3.970 2.252 
m2c182r1.htb 10.231 46.563 251.346 0.000 0.000 19.406 21.386 18.614 16.634 18.218 14.653 10.693 5.149 8.515 13.465 1.291 3.239 2.534 2.306 2.089 2.698 2.698 0.645 1.664 1.872 8.911 4.158 4.554 7.525 5.941 11.287 14.059 26.139 44.950 14.257 1.885 1.581 0.564 0.564 0.700 1.999 1.657 1.510 1.291 1.027 
m2c183r1.htb 25.149 201.797 304.068 0.000 0.015 36.634 25.941 29.505 26.535 34.059 48.515 61.386 64.752 35.842 32.475 4.975 3.594 2.721 1.962 4.195 2.214 2.071 5.418 2.743 2.652 29.703 21.980 19.604 14.851 20.198 22.574 25.743 22.970 21.386 29.703 1.750 3.040 2.083 2.643 2.490 1.693 2.734 2.410 3.665 3.189 
m2c184r1.htb 25.743 179.878 315.750 0.000 0.000 17.624 22.178 23.366 33.465 45.347 57.228 60.198 57.624 33.267 21.782 3.273 4.016 3.970 1.073 5.267 4.118 4.856 5.371 4.296 2.950 61.386 50.297 52.673 31.485 33.663 42.574 43.564 54.257 42.970 61.584 4.618 1.832 4.264 1.865 4.067 2.295 5.524 5.924 5.068 4.766 
m2c185r1.htb 20.594 10.420 53.396 0.000 0.000 76.634 74.455 62.772 41.188 27.129 27.129 27.921 23.960 35.842 57.624 6.287 3.997 2.490 2.175 0.564 3.812 2.534 2.252 1.693 5.114 22.178 25.149 26.733 10.099 10.891 13.267 12.475 5.347 1.386 7.723 2.702 1.736 2.950 1.962 1.852 2.285 1.936 1.243 0.564 0.645 
m2c186r1.htb 22.178 355.017 161.393 0.004 0.392 24.356 24.554 22.772 24.158 24.158 22.376 21.188 19.802 25.149 26.931 1.805 0.886 1.526 1.291 1.338 0.965 1.243 1.400 0.899 1.962 7.723 8.713 10.099 10.693 7.327 8.911 9.307 11.089 9.307 5.941 1.073 1.073 2.225 1.182 0.828 1.262 3.064 2.083 1.469 0.700 
m2c187r1.htb 7.921 78.699 72.806 0.007 0.000 19.059 22.178 21.188 25.545 26.535 22.970 16.832 18.812 18.317 19.802 2.191 3.258 5.116 2.384 0.886 1.832 2.425 1.069 2.929 2.756 32.277 36.040 34.158 35.396 34.901 36.040 25.149 15.842 14.851 24.554 1.469 2.465 2.304 8.027 1.021 3.812 6.545 2.391 2.011 2.485 
m2c189r1.htb 7.723 258.871 349.581 0.000 0.000 17.228 10.693 11.485 16.832 14.257 13.663 16.634 26.535 34.851 19.406 2.610 2.675 2.465 4.644 1.192 3.777 4.792 3.936 3.060 4.883 14.653 18.812 20.990 29.901 23.960 14.851 8.911 15.842 29.901 20.990 1.073 2.778 2.698 4.073 2.916 4.142 0.783 0.990 2.279 3.455 
m2c190r1.htb 7.129 328.106 153.581 0.012 0.000 9.703 9.307 5.743 3.960 5.545 2.574 4.356 5.347 10.297 8.317 2.359 2.539 1.542 0.926 1.805 0.751 1.589 2.390 2.311 1.469 4.158 9.505 17.624 16.832 41.188 48.713 37.426 17.822 6.931 5.347 2.053 1.469 1.502 1.949 4.599 3.139 2.979 2.475 1.262 1.664 
m2c191r1.htb 21.782 312.070 105.762 0.000 0.002 22.772 17.228 20.000 17.228 13.267 12.079 14.059 18.416 25.941 22.970 1.949 2.146 1.281 2.364 1.243 1.328 0.414 2.146 1.962 1.129 54.455 49.901 69.703 77.822 61.980 63.762 58.812 46.139 53.465 52.079 8.524 2.792 3.780 1.627 1.904 4.572 6.702 1.291 4.926 5.541 
m2c193r1.htb 22.574 233.785 212.945 0.000 0.000 47.525 42.970 35.644 36.040 41.386 47.327 60.000 58.812 54.851 48.713 4.316 3.648 6.281 2.118 4.177 2.809 2.465 4.858 5.452 2.460 20.198 17.822 15.446 32.079 67.525 65.941 73.267 86.535 75.446 43.564 4.076 4.037 2.770 4.031 3.793 5.586 4.497 5.694 9.037 1.750 
m2c195r1.htb 1.733 255.509 287.185 0.000 0.000 7.921 0.330 2.640 4.950 4.950 9.571 14.851 24.752 39.274 21.782 1.683 0.330 1.190 1.143 0.990 1.838 3.748 2.287 3.148 1.512 4.290 5.281 10.891 10.561 7.261 8.251 2.475 2.970 21.782 7.261 0.873 2.008 1.512 1.190 1.439 2.164 0.572 1.143 2.952 1.439 
m2c196r1.htb 18.416 15.250 23.648 0.004 0.000 42.327 45.545 36.139 29.208 18.564 21.782 19.307 25.743 19.307 37.129 1.268 9.074 1.190 1.361 2.351 3.988 4.489 1.044 6.305 4.702 80.941 79.208 84.901 50.248 5.941 5.693 7.178 9.406 6.683 44.059 6.929 9.346 11.672 7.885 1.235 1.178 2.442 1.512 0.976 4.188 
m2c197r1.htb 13.366 36.183 29.325 0.054 0.000 21.188 20.198 14.653 20.792 13.861 14.653 16.436 16.238 15.644 16.634 0.965 1.338 1.832 2.711 1.750 2.460 2.390 2.539 1.657 1.799 76.436 88.911 94.059 58.218 15.248 3.564 2.970 4.752 2.574 40.198 4.392 4.766 5.297 2.460 2.702 1.192 0.926 2.023 0.899 1.550 
m2c198r1.htb 5.149 25.445 215.800 0.000 0.000 23.020 29.208 23.515 15.099 8.663 6.436 11.386 10.644 7.921 14.604 2.208 1.715 4.486 3.915 1.268 1.777 3.183 2.815 2.952 2.107 18.317 13.861 15.099 13.366 11.386 15.842 26.980 21.535 19.307 14.851 0.990 2.470 2.158 2.970 0.990 0.660 1.082 1.946 1.953 1.235 
m2c199r1.htb 32.871 102.756 80.740 0.000 0.000 36.832 49.505 49.505 48.515 53.267 49.109 41.980 36.040 29.505 29.307 4.221 5.332 1.949 1.949 3.419 1.243 2.230 2.338 4.088 1.140 35.050 39.406 50.099 68.713 54.653 42.178 32.277 20.792 31.089 32.871 2.680 1.374 2.230 3.143 2.306 1.805 1.627 1.949 2.230 1.693 
m2c200r1.htb 6.931 25.544 23.298 0.001 0.000 18.218 19.802 9.901 12.079 2.772 5.743 4.554 4.752 6.139 10.495 3.597 5.513 1.750 3.744 0.952 2.605 0.564 1.182 1.233 2.920 51.089 71.287 65.347 21.188 3.960 1.188 3.366 3.366 5.347 23.564 4.061 3.976 3.072 5.007 0.783 0.542 0.828 0.828 0.828 2.169 
m2c202r1.htb 29.703 125.597 83.175 0.000 0.000 15.644 21.386 22.574 18.812 32.277 31.881 19.208 17.426 14.653 10.891 4.163 3.665 2.558 3.604 4.091 1.993 4.395 2.089 2.083 2.011 11.089 15.644 23.564 58.812 27.723 13.069 5.545 4.158 5.149 5.149 1.898 3.560 3.401 4.505 2.689 1.502 0.751 1.281 1.898 2.053 
m2c214r1.htb 14.851 156.976 156.567 0.004 0.000 16.634 19.010 18.812 11.485 23.960 26.337 28.713 19.010 10.297 16.634 2.485 5.126 3.721 2.680 3.100 1.426 3.819 3.594 3.258 3.577 9.901 15.248 15.248 40.594 65.743 64.158 52.673 43.762 15.050 9.505 2.548 1.027 4.151 4.850 4.518 3.542 5.161 2.333 1.418 0.899 
m2c220r1.htb 4.356 12.835 172.926 0.010 0.000 10.693 15.248 9.901 6.139 5.149 6.931 9.307 5.347 6.931 11.881 1.502 4.016 2.374 1.619 0.414 2.041 2.364 0.965 0.700 2.689 2.574 3.960 3.366 6.337 20.396 31.683 27.327 18.020 9.505 3.564 0.899 1.526 1.664 0.828 2.490 3.483 2.415 3.809 3.528 0.564 
m2c221r1.htb 12.673 16.361 234.517 0.000 0.000 52.871 48.119 43.366 38.416 27.525 17.624 16.634 18.614 22.772 39.208 2.814 6.545 3.273 4.177 2.510 3.158 1.581 1.993 3.721 1.736 4.158 8.119 7.525 5.149 10.693 13.465 23.168 35.248 39.208 13.663 1.460 4.378 2.465 1.542 2.252 2.440 1.968 1.736 4.612 0.886 
m2c223r1.htb 5.658 5.650 208.427 0.002 0.000 28.878 23.927 14.356 11.551 14.356 21.452 15.842 14.191 16.337 21.617 4.519 2.721 3.369 3.139 1.502 2.838 3.314 1.473 0.918 1.780 5.611 3.795 4.620 0.660 15.512 38.944 60.726 62.046 47.030 6.436 1.649 0.859 1.625 0.362 1.499 1.974 2.287 2.032 1.935 1.276 
m2c226r1.htb 16.832 352.215 349.222 0.000 0.000 49.307 39.208 31.683 24.554 19.208 20.396 22.574 22.970 27.723 42.574 2.279 3.614 3.412 1.832 1.805 1.999 4.043 1.657 2.425 2.548 49.505 28.317 26.733 11.485 12.871 7.129 5.941 6.931 15.446 46.139 3.483 2.941 3.376 1.999 3.150 1.657 2.158 1.750 3.350 4.436 
m2c231r1.htb 34.851 305.056 192.261 0.000 0.000 48.713 28.119 30.891 33.465 30.495 26.931 31.089 40.198 43.762 46.535 4.028 3.907 2.582 2.809 2.652 5.267 4.352 3.476 2.279 3.430 3.168 2.970 4.158 10.297 68.911 88.911 93.267 92.277 54.257 3.168 0.813 0.700 1.542 2.563 3.044 5.232 3.841 4.235 1.619 1.073 
m2c233r1.htb 23.168 251.777 256.114 0.001 0.000 28.713 22.525 21.287 24.752 25.495 25.990 32.426 33.416 36.881 31.188 1.617 1.707 2.578 1.683 1.642 1.889 2.351 2.736 2.442 4.537 18.069 9.901 8.416 10.149 9.158 11.139 42.327 81.683 133.911 47.277 2.853 0.933 0.990 1.574 2.054 1.642 1.503 4.188 4.534 5.390 
m2c236r1.htb 8.204 179.994 208.175 0.008 0.000 15.182 22.277 15.347 18.812 25.578 26.568 35.149 29.868 20.792 16.172 2.515 4.873 2.253 4.498 2.464 2.663 5.031 3.412 3.003 3.887 41.089 31.117 25.248 35.314 73.267 84.653 90.594 91.584 79.066 50.495 7.565 5.494 3.670 4.055 1.940 4.170 5.606 2.866 6.222 4.978 
m2c237r1.htb 22.489 147.957 111.377 0.008 0.000 21.947 27.063 28.548 34.983 36.799 33.946 35.974 32.249 22.112 26.874 2.764 3.826 2.573 2.710 1.845 3.465 2.468 2.822 2.252 3.357 22.442 35.644 52.475 118.647 117.492 88.449 39.439 28.713 20.627 22.937 2.577 3.498 3.498 5.174 6.228 7.850 2.588 3.118 1.265 2.558 
m2c240r1.htb 25.347 96.260 33.942 0.000 0.063 48.317 56.238 62.376 61.188 58.614 63.366 52.277 36.436 36.040 40.594 2.485 4.702 3.302 2.460 3.951 5.061 3.793 4.754 1.968 4.838 19.406 18.218 16.436 14.455 8.911 13.663 11.683 10.297 11.089 13.663 2.440 2.230 2.390 2.857 2.524 3.139 2.852 3.023 3.100 4.702 
m2c241r1.htb 14.455 259.339 123.132 0.000 0.003 15.446 13.663 11.287 11.881 18.416 19.010 15.842 28.119 27.129 25.941 2.983 1.015 2.175 2.129 1.736 0.414 1.443 2.338 2.258 2.169 3.960 1.980 5.545 8.515 10.891 7.327 4.158 2.970 5.545 4.950 0.926 0.495 1.291 2.175 2.269 1.426 1.182 1.213 1.140 1.443 
m2c242r1.htb 40.792 138.815 130.617 0.000 0.000 36.040 40.198 55.842 63.960 64.752 68.911 62.178 48.713 33.267 29.703 3.332 1.701 3.614 4.106 4.665 4.572 3.235 1.930 1.936 5.121 36.436 40.990 60.198 93.663 98.416 89.703 69.703 51.485 32.079 32.475 2.916 3.458 1.799 4.136 4.324 4.352 3.731 4.761 1.771 2.141 
m2c244r1.htb 7.756 28.533 300.897 0.286 0.000 27.723 24.010 23.267 29.950 21.535 20.545 16.089 23.515 23.515 20.792 5.716 4.814 3.974 3.745 3.998 2.158 2.208 0.547 1.770 1.235 27.970 21.287 19.802 20.792 17.574 20.050 15.594 23.267 42.079 29.208 0.719 3.250 2.839 2.139 2.158 1.503 1.268 3.863 2.661 3.317 
m2c247r1.htb 23.102 148.665 136.764 0.010 0.000 20.462 20.462 21.782 27.228 31.188 25.578 26.568 24.422 19.142 25.083 3.063 2.234 2.292 3.026 4.046 1.887 2.008 1.829 1.625 0.871 9.076 15.512 15.017 48.350 81.353 61.386 38.284 23.432 12.376 5.611 1.690 2.824 1.619 5.052 9.699 2.627 3.403 1.499 1.276 1.304 
m2c252r1.htb 13.465 175.302 38.899 0.010 0.000 3.762 7.921 7.129 11.485 10.099 13.465 13.069 19.010 6.733 6.535 1.962 2.991 2.410 2.490 2.652 1.805 3.273 3.401 1.073 1.140 43.168 44.356 46.931 52.079 17.030 3.564 2.970 2.376 3.366 20.792 3.258 1.073 2.539 4.995 2.359 0.664 1.356 0.664 1.085 4.259 
m2c254r1.htb 4.158 6.226 7.426 0.001 0.000 9.109 9.505 8.713 7.327 5.347 2.772 2.574 2.574 5.545 9.703 1.281 1.426 1.832 1.192 1.085 0.886 0.828 0.899 2.610 2.558 17.624 17.822 14.257 4.158 3.564 4.752 4.950 5.545 6.733 8.911 2.787 1.885 1.664 1.460 1.027 0.952 0.857 1.291 0.952 2.071 
m2c258r1.htb 8.911 2.229 177.824 0.020 0.000 30.363 36.436 28.713 29.901 25.908 23.102 12.706 25.149 38.218 21.287 6.272 3.575 3.016 4.574 7.543 4.141 2.085 3.293 4.956 1.831 7.723 12.079 10.726 12.706 24.092 42.739 35.314 34.653 14.059 14.851 1.146 4.638 3.400 2.969 2.879 4.813 3.775 5.468 1.863 2.077 
m2c260r1.htb 10.693 332.037 208.240 0.107 0.001 16.832 19.554 20.396 17.426 13.861 12.871 17.327 15.446 20.297 16.832 3.208 1.478 1.383 2.440 1.143 1.715 0.948 1.736 2.195 1.917 21.782 16.832 22.525 16.584 23.762 30.693 33.861 32.673 23.267 25.743 2.524 1.213 2.897 4.755 2.322 3.105 2.743 2.756 2.442 1.667 
m2c262r1.htb 1.132 312.237 131.043 0.001 0.002 17.162 13.201 13.036 7.426 11.551 7.921 7.426 14.686 17.327 27.228 2.500 1.913 2.333 1.809 2.753 2.715 1.306 1.866 1.245 5.421 8.251 10.396 14.026 20.297 12.871 15.017 11.056 12.706 12.871 8.416 1.210 1.527 1.908 1.146 1.559 1.928 0.812 1.100 3.960 1.213 
m2c364r1.htb 12.211 139.277 114.120 0.013 0.000 11.089 10.297 10.297 15.050 14.653 13.267 11.881 14.059 10.099 6.337 1.832 2.285 1.469 0.734 1.619 1.999 1.949 2.675 2.141 0.664 9.307 24.752 32.277 51.287 68.713 51.683 18.812 15.446 13.861 8.713 3.162 2.778 3.780 2.629 3.458 2.197 2.643 1.904 1.819 2.582 
m2c365r1.htb 11.386 349.664 192.270 0.004 0.012 43.168 36.040 37.426 25.941 26.337 23.960 29.109 29.307 27.723 35.050 2.747 2.657 4.968 2.787 4.253 4.433 6.089 2.118 2.129 4.665 13.861 21.980 22.772 12.475 16.436 17.228 24.752 20.594 16.634 16.040 2.011 3.577 3.227 3.123 3.907 1.140 2.756 2.384 2.937 1.930 
m2c368r1.htb 27.847 25.688 50.271 0.048 0.007 43.706 44.837 33.522 37.341 36.775 36.775 42.574 39.321 34.229 41.160 4.318 2.688 1.447 1.525 3.611 1.484 7.231 4.238 3.429 4.765 30.693 28.147 29.420 28.430 28.006 26.308 25.460 19.802 20.934 26.308 3.539 1.850 2.778 1.662 2.031 1.744 1.726 1.361 1.130 1.648 
m2c369r1.htb 19.378 158.422 77.103 0.024 0.000 16.407 16.007 22.348 22.112 21.452 23.102 25.908 21.122 17.822 12.541 1.879 1.937 4.955 3.179 2.282 2.797 2.020 2.578 2.839 1.369 18.105 26.450 31.966 33.993 34.158 22.914 7.921 11.457 7.591 8.746 1.314 4.244 3.628 3.250 2.041 7.998 1.808 2.941 1.244 1.954 
m2c370r1.htb 18.953 135.434 23.076 0.000 0.000 16.667 18.482 22.937 27.393 24.752 31.023 25.248 22.442 13.531 16.997 2.177 2.851 0.763 2.667 2.473 2.163 1.245 1.672 2.879 1.439 33.663 30.693 30.033 34.158 34.983 23.102 21.617 20.297 23.927 32.343 1.221 1.726 1.273 2.165 3.025 3.368 2.282 1.502 1.265 1.974 
m2c372r1.htb 12.079 282.822 111.074 0.063 0.000 13.267 15.050 16.832 13.267 16.634 15.248 11.485 17.030 22.574 19.010 1.589 4.088 2.548 1.510 1.865 3.064 1.664 1.962 1.619 2.460 23.564 33.663 44.554 45.743 53.861 46.931 30.495 24.950 18.416 19.010 0.952 3.208 2.186 3.997 2.899 2.440 3.310 4.264 1.872 1.930 
m2c374r1.htb 14.653 176.798 350.907 0.000 0.000 15.644 14.257 15.446 20.990 22.376 24.554 28.515 20.990 18.812 19.208 1.015 1.338 1.338 1.460 2.258 2.534 2.197 1.962 2.450 1.426 59.010 49.307 32.079 13.267 22.772 12.673 12.277 16.040 20.396 59.208 2.725 2.629 2.364 1.510 1.526 1.129 1.291 2.023 1.805 1.418 
m2c376r1.htb 13.861 165.989 193.751 0.043 0.000 15.644 12.079 10.891 9.505 19.010 22.772 17.822 17.228 10.297 11.683 3.347 1.281 1.852 3.023 1.542 1.885 5.061 4.586 1.192 2.279 11.485 11.881 12.277 19.604 14.455 16.238 22.970 25.347 19.406 11.485 2.770 1.565 2.814 3.560 2.146 2.747 2.605 2.230 2.146 2.258 
m2c378r1.htb 2.574 335.111 189.719 0.000 0.000 28.218 11.683 3.465 3.713 6.931 10.149 8.911 17.822 5.941 11.139 3.991 2.169 1.642 1.170 1.785 3.008 2.651 4.983 1.069 1.302 1.485 0.990 3.564 20.050 45.941 73.069 107.426 94.554 41.832 2.475 0.857 0.404 0.828 8.287 5.104 7.720 4.791 7.524 3.601 1.031 
m2c382r1.htb 5.799 256.378 328.718 0.001 0.000 7.214 10.184 6.931 5.941 9.477 9.901 12.164 9.477 13.013 13.154 1.694 1.543 1.167 1.044 1.775 2.113 1.742 1.397 2.182 2.543 60.962 31.400 13.720 5.658 1.697 2.546 2.546 3.536 46.959 95.757 2.512 2.307 2.256 1.375 0.689 0.695 0.869 1.187 3.291 4.087 
m2c384r1.htb 29.043 330.329 218.075 0.046 0.000 37.822 39.802 30.297 22.376 28.911 28.911 26.139 34.653 30.891 41.584 1.581 3.577 1.338 4.282 2.485 2.874 3.511 5.366 4.307 4.067 16.436 11.485 9.901 12.079 19.208 34.455 66.337 80.000 59.406 19.604 4.091 0.828 2.295 3.711 4.921 2.558 9.341 4.715 2.643 2.384 
m2c392r1.htb 12.673 193.925 149.595 0.013 0.010 27.723 24.505 29.703 36.634 39.604 37.376 45.297 38.614 39.604 30.446 4.524 3.713 4.127 3.501 3.072 5.606 4.169 4.510 2.269 2.925 23.960 19.059 26.980 25.248 31.683 39.010 34.059 28.911 13.069 22.574 2.675 3.293 6.900 2.081 8.054 2.857 3.614 4.420 2.384 3.490 
m2c403r1.htb 27.525 200.423 335.177 0.009 0.000 21.782 19.406 22.772 21.980 26.931 30.891 29.109 28.713 26.535 24.752 1.949 1.027 0.926 0.542 2.765 1.073 3.003 1.262 1.832 2.734 66.733 58.218 53.069 13.069 7.921 5.941 9.109 8.911 64.752 74.257 3.860 2.958 1.550 1.502 1.443 0.783 1.542 0.926 4.422 2.822 
m2c409r1.htb 3.366 97.425 85.534 0.002 0.000 3.564 6.535 7.921 12.871 9.901 8.119 4.356 4.752 2.772 4.950 0.751 2.089 1.604 3.072 1.161 1.328 1.701 1.418 1.281 0.783 12.079 12.475 20.000 22.772 17.030 14.257 9.505 8.713 6.733 9.307 1.328 3.123 1.832 2.548 1.374 2.089 2.089 1.693 1.073 2.118 
m2c417r1.htb 20.132 22.617 10.417 0.010 0.017 24.356 21.386 25.743 24.356 20.792 18.020 18.020 15.446 19.010 23.168 1.771 0.751 2.129 2.680 1.526 2.485 2.384 0.443 1.764 1.805 33.267 29.307 27.129 38.218 27.327 24.752 29.901 30.693 33.069 29.208 1.771 1.839 1.805 1.192 3.546 1.400 2.359 3.914 1.999 1.619 
m2c423r1.htb 11.716 167.290 2.496 0.006 0.000 6.139 7.327 8.911 11.881 15.446 13.663 15.050 10.693 10.099 7.921 1.619 0.564 1.400 1.980 1.872 0.414 2.510 1.542 0.952 1.980 28.911 30.297 18.218 10.891 16.832 10.891 10.693 8.713 15.050 23.960 2.384 1.936 1.904 2.129 4.455 1.262 2.252 1.729 1.729 0.542 
m2c427r1.htb 0.792 306.672 300.439 0.000 0.000 2.970 2.772 0.396 0.594 0.594 0.396 1.188 0.990 7.525 6.931 0.926 1.073 0.271 0.443 0.271 0.271 0.542 0.350 1.664 0.783 16.436 8.515 0.990 1.188 0.990 0.990 1.584 5.545 52.871 42.772 1.383 1.338 0.857 0.542 0.495 0.606 0.564 1.027 5.967 3.594 
m2c429r1.htb 12.277 34.317 78.842 0.000 0.000 27.970 26.980 26.980 23.267 19.802 14.356 12.376 9.406 8.911 20.792 3.280 2.208 1.268 0.738 4.015 2.310 1.190 1.896 1.320 3.025 3.465 8.416 15.099 16.337 5.446 2.970 1.733 3.218 3.218 0.495 1.777 2.310 0.719 3.007 1.190 1.400 0.976 1.642 0.547 0.330 
m2c436r1.htb 18.416 188.829 149.811 0.000 0.000 19.208 16.832 23.366 22.574 27.525 31.089 32.673 29.505 25.347 20.990 2.390 1.980 1.426 2.460 0.952 1.999 1.750 3.080 1.805 3.178 2.772 9.109 15.446 23.564 25.941 29.505 21.386 17.822 9.901 6.139 0.542 1.073 2.878 2.306 3.628 2.359 1.426 2.322 0.926 1.764 
m2c441r1.htb 5.347 33.810 20.798 0.000 0.000 13.861 16.436 14.653 11.089 3.960 2.970 1.584 1.980 2.970 5.743 1.400 1.589 2.197 2.582 1.715 0.926 0.443 0.495 1.161 0.414 20.990 36.832 35.644 19.010 7.723 5.545 5.149 6.931 16.832 15.050 2.675 4.893 2.475 1.693 1.502 1.027 2.197 0.783 3.227 1.328 
m2c443r1.htb 5.941 148.600 339.740 0.046 0.000 5.941 6.106 10.297 10.891 8.515 9.406 11.881 8.911 4.752 6.931 1.565 0.853 1.589 1.400 2.203 1.073 1.443 2.374 0.952 0.990 39.439 34.851 30.297 21.287 17.624 17.030 18.020 20.990 32.277 40.198 3.230 2.937 2.311 1.924 1.281 2.460 2.831 1.898 1.550 2.725 
m2c445r1.htb 13.663 173.025 5.862 0.000 0.000 17.822 23.366 17.228 22.970 28.119 32.475 36.238 35.050 19.802 19.010 1.262 2.962 1.904 0.952 2.490 0.813 1.085 3.123 1.443 1.993 52.673 41.980 34.257 18.020 18.614 17.228 23.366 28.515 9.505 35.248 1.657 6.775 3.369 3.542 2.306 2.258 1.243 1.993 1.140 1.736 
m2c450r1.htb 5.743 115.730 2.704 0.002 0.000 12.871 10.693 10.297 11.683 11.683 15.842 16.436 9.109 3.366 10.099 1.715 0.813 2.983 2.999 2.485 2.241 1.627 2.306 1.192 2.141 53.861 51.485 37.624 6.733 0.990 1.188 1.386 1.782 8.119 41.188 1.338 1.356 2.295 1.374 0.495 0.542 0.828 0.734 1.693 2.465 
m5c4r1.htb 33.663 215.789 183.404 0.026 0.000 35.502 35.644 39.463 47.808 39.745 42.291 45.686 42.433 53.465 42.574 2.655 2.202 6.573 2.433 2.775 3.428 3.203 1.737 3.940 3.174 42.716 41.867 49.364 44.272 43.706 57.284 51.344 41.726 50.495 49.788 2.900 2.354 1.873 1.773 3.161 3.823 1.484 3.203 3.382 2.422 
m5c6r1.htb 37.624 272.657 283.948 0.023 0.000 54.059 75.248 46.535 50.099 48.515 49.505 71.089 65.347 79.802 65.941 5.885 16.980 7.693 6.089 4.863 6.869 11.511 10.295 12.615 2.920 55.842 40.198 42.178 40.396 44.356 73.069 53.663 48.515 86.139 104.158 2.792 4.983 7.255 6.276 3.744 10.677 9.729 7.573 6.815 15.920 
m5c7r1.htb 5.116 182.877 114.728 0.493 0.000 7.261 5.116 6.337 7.096 7.525 7.921 7.921 5.776 6.931 7.591 1.362 0.518 0.594 0.589 1.314 0.686 1.291 0.987 1.213 0.997 11.056 13.069 11.716 10.396 20.297 17.987 13.201 9.076 6.766 8.416 1.466 1.414 1.234 0.464 2.322 1.026 1.872 1.026 1.519 1.788 
m5c8r1.htb 14.455 166.545 322.206 0.001 0.000 9.901 7.723 14.257 16.238 24.752 31.089 25.743 19.604 12.475 11.683 2.778 1.764 2.962 4.180 4.657 3.220 5.343 2.765 1.839 2.359 86.139 49.901 42.376 27.921 18.218 18.416 28.119 27.723 86.931 105.545 6.788 4.933 4.955 2.410 1.872 4.000 2.835 4.787 7.100 6.199 
m5c13r1.htb 5.347 193.168 356.794 0.000 0.000 7.129 4.752 4.356 5.545 9.505 14.653 15.644 13.465 9.901 6.535 1.418 0.813 1.664 1.027 1.550 2.809 1.281 1.936 2.734 2.258 42.772 35.446 25.149 15.248 6.139 3.960 7.723 6.733 9.307 47.921 3.235 4.968 1.904 3.665 1.962 1.107 3.967 1.233 2.175 3.907 
m5c14r1.htb 7.327 40.854 99.255 0.003 0.000 28.713 37.822 33.465 38.614 32.079 28.515 17.624 19.604 31.287 28.119 5.612 5.724 3.793 2.950 5.104 8.620 4.336 2.053 2.118 3.812 19.208 24.158 40.396 48.515 39.802 35.842 23.960 10.495 9.901 14.257 3.715 1.872 5.336 4.578 5.041 4.420 3.139 1.338 2.071 2.792 
m5c15r1.htb 3.168 8.057 237.674 0.000 0.000 25.347 28.713 24.950 17.426 6.931 8.119 6.139 6.733 13.663 25.941 1.904 1.949 1.930 2.920 0.783 2.083 1.418 1.619 2.410 2.831 9.901 10.297 7.525 10.495 13.861 15.446 13.267 18.416 26.733 11.287 1.400 1.771 1.140 2.089 2.071 1.243 2.059 1.243 2.348 1.469 
m5c25r1.htb 2.805 9.531 328.163 0.010 0.000 8.416 5.281 4.290 3.795 5.611 4.290 5.776 4.125 2.805 5.776 1.651 0.824 0.871 0.946 0.605 1.362 1.519 0.709 0.859 1.100 13.036 11.056 10.396 6.766 10.066 4.125 4.950 5.611 14.356 17.822 1.887 1.713 2.405 0.518 1.780 0.859 0.929 0.536 2.218 2.309 
m5c29r1.htb 4.950 233.220 64.491 0.000 0.000 1.815 2.475 4.620 3.795 3.960 4.455 9.901 18.388 16.502 5.611 0.859 0.542 1.499 1.355 0.929 0.542 1.508 3.034 2.739 1.551 13.861 21.122 19.967 22.937 16.832 8.911 9.076 7.426 6.271 7.096 2.505 2.710 1.887 2.527 2.786 1.252 0.987 2.165 0.957 1.949 
m5c30r1.htb 20.594 268.071 269.829 0.002 0.244 40.198 28.317 22.574 31.881 39.010 35.446 38.416 34.059 39.604 38.020 5.104 1.968 3.310 2.675 4.769 2.558 2.225 2.364 2.475 1.291 37.228 28.911 44.752 28.515 37.030 37.822 33.267 40.594 49.703 43.762 4.395 2.510 4.406 5.325 5.418 6.353 9.371 2.970 5.302 4.133 
m5c35r1.htb 5.281 290.082 46.486 0.002 0.000 23.432 14.191 10.396 10.231 14.851 16.502 22.937 16.337 11.386 20.957 3.025 2.782 3.052 1.954 4.191 3.460 3.469 2.638 2.578 2.618 22.607 33.333 36.964 35.479 16.997 13.366 8.911 5.116 8.251 21.452 5.680 5.514 4.272 4.369 3.283 1.788 1.283 1.519 1.696 2.796 
