FILE	         Spon	 HTIve	 HTIvi	 VesP	 VisP	 VesPre	 VisPre	 VesSlo	 Vis
m5c74r1.htb 27.228 20.462 18.647 19.142 22.112 27.228 48.515 57.096 57.096 39.934 6.470 3.687 3.779 3.353 3.468 4.417 7.720 9.024 5.830 6.498 
m5c75r1.htb 45.149 37.228 22.178 13.465 11.287 12.277 15.644 15.644 18.812 48.911 6.087 5.078 6.047 2.852 4.676 4.461 5.068 3.003 4.022 3.744 
m5c79r1.htb 25.545 28.119 27.327 34.059 24.554 35.050 29.901 18.218 19.802 18.614 7.455 10.608 8.122 8.212 4.165 6.401 5.019 3.542 8.828 3.731 
m5c81r1.htb 21.584 22.970 18.020 19.010 12.475 15.644 13.267 14.059 16.238 19.604 3.458 5.068 3.239 6.620 6.047 4.921 2.765 3.597 7.396 7.809 
m5c82r1.htb 22.772 29.703 27.525 16.436 13.069 17.822 15.842 19.208 14.059 20.000 2.100 6.568 11.448 3.997 2.657 4.428 4.696 7.495 5.396 6.199 
m5c83r1.htb 32.871 28.317 24.554 23.762 20.198 26.139 28.713 27.921 31.881 32.673 5.748 6.737 3.084 4.950 1.799 2.053 6.340 1.771 3.860 4.259 
m5c87r1.htb 5.281 8.086 6.766 9.571 9.736 8.251 6.271 2.475 3.630 3.465 2.705 4.446 3.727 1.353 2.537 3.172 3.411 1.502 2.777 2.638 
m5c92r1.htb 19.802 17.030 21.188 24.752 38.416 32.871 26.931 23.366 29.505 24.554 5.145 6.039 8.733 12.307 10.696 12.354 4.395 10.063 11.534 5.164 
m5c94r1.htb 22.970 27.525 27.129 19.010 13.465 15.446 9.703 8.317 12.673 14.653 11.660 15.724 18.702 9.166 6.285 5.126 9.610 7.296 8.557 8.783 
m5c95r1.htb 34.406 23.267 24.505 19.554 17.327 19.059 18.069 23.267 45.050 44.059 4.306 6.543 4.072 2.475 5.513 5.505 6.586 2.620 15.728 1.896 
m5c100r1.htb 13.663 14.257 10.495 7.327 4.752 7.129 6.733 3.960 3.762 7.327 5.705 8.031 3.254 4.461 2.563 3.923 1.627 1.715 1.627 6.047 
m5c103r1.htb 49.175 48.185 34.983 17.162 14.191 14.851 18.069 21.535 36.634 52.805 6.442 4.465 4.001 3.025 3.025 0.990 2.604 4.306 4.644 6.442 
m5c107r1.htb 16.238 17.624 18.218 17.426 13.069 12.673 14.455 11.089 12.673 15.248 3.328 3.665 4.728 3.611 2.364 3.923 4.676 3.387 2.258 6.167 
m5c108r1.htb 28.713 48.020 43.069 41.337 48.762 36.881 31.683 21.980 28.713 22.376 5.286 17.535 7.343 3.558 7.065 5.851 6.860 4.282 12.366 3.936 
m5c109r1.htb 15.644 13.465 9.505 6.337 5.941 10.891 9.109 8.515 7.723 10.297 2.747 3.019 2.675 1.502 2.970 3.638 3.084 4.235 1.469 3.936 
m5c111r1.htb 14.851 14.109 11.634 11.683 8.911 12.871 16.832 21.386 18.317 16.832 2.800 5.385 2.957 4.106 3.131 3.358 3.430 3.254 5.745 4.983 
m5c118r1.htb 17.574 22.772 28.053 42.904 41.914 37.954 37.624 11.221 20.297 16.832 6.333 4.950 5.716 8.984 1.512 7.941 6.023 2.061 2.620 0.000 
m5c125r1.htb 17.822 21.782 17.079 17.822 33.416 33.663 29.950 27.970 21.782 26.073 8.204 12.234 2.195 4.644 9.612 14.037 3.558 4.600 9.735 5.453 
m5c128r1.htb 12.541 10.231 9.571 16.502 15.512 13.531 2.970 6.931 9.571 5.941 3.025 4.122 1.512 4.679 3.183 1.143 3.430 3.430 4.983 4.537 
m5c129r1.htb 9.158 13.119 19.307 24.257 26.733 21.782 17.822 14.604 19.554 11.139 0.948 5.385 4.609 3.835 5.301 3.524 1.617 3.065 6.636 3.271 
m5c135r1.htb 15.248 8.911 15.248 15.050 20.792 21.188 18.812 14.653 14.604 15.842 5.627 4.800 4.931 3.387 4.850 5.126 1.565 5.211 4.072 3.358 
m5c140r1.htb 49.109 41.980 40.792 40.396 36.040 33.069 24.554 21.386 33.069 39.604 4.676 11.410 7.809 9.635 6.809 4.569 5.350 4.830 5.405 9.574 
m5c152r1.htb 26.733 18.069 24.505 38.366 39.604 40.842 41.832 38.366 28.960 32.178 5.423 2.844 6.123 9.979 3.131 7.202 8.646 14.915 4.455 5.858 
m5c154r1.htb 45.743 38.614 32.277 31.089 33.663 36.238 40.396 43.564 41.980 44.752 8.949 7.071 9.841 4.980 3.131 3.936 3.860 7.921 4.293 4.921 
m5c156r1.htb 33.267 26.733 20.792 17.162 27.723 22.112 27.723 23.960 21.947 17.822 5.841 6.447 6.223 8.915 8.401 3.234 14.365 8.177 5.685 4.591 
m5c159r1.htb 9.703 9.505 12.871 9.307 9.307 10.891 29.109 16.436 9.505 9.307 4.559 3.936 4.428 1.657 2.937 2.711 11.559 10.585 5.313 6.627 
m5c163r1.htb 44.307 30.198 23.267 15.347 14.851 19.307 24.752 27.970 32.178 42.079 8.943 4.679 4.082 3.078 2.139 2.620 11.963 14.827 4.884 8.023 
m5c164r1.htb 44.307 30.198 23.267 15.347 14.851 19.307 24.752 27.970 32.178 42.079 8.943 4.679 4.082 3.078 2.139 2.620 11.963 14.827 4.884 8.023 
m5c166r1.htb 14.851 15.347 11.287 9.307 8.119 4.554 8.416 5.941 8.911 15.842 2.915 2.357 3.744 6.590 1.291 2.485 2.620 1.400 0.808 7.712 
m5c167r1.htb 6.683 9.406 6.931 3.218 3.465 3.713 2.723 2.475 5.941 5.446 1.246 2.858 1.400 2.604 2.620 3.558 2.957 1.278 1.400 0.990 
m5c170r1.htb 7.673 5.198 5.446 18.812 30.446 46.782 50.248 40.842 18.317 11.139 2.195 2.041 1.715 2.556 7.111 2.195 2.195 3.370 4.391 3.824 
